Year,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979
SU_Dur_Wet,246.0,213.0,344.0,207.0,182.0,189.0,336.0,254.0,189.0,233.0,230.0,179.0,157.0,280.0,nan,nan,nan,169.0,216.0,241.0,282.0
SU_No_Flow,165.0,140.0,156.0,97.0,129.0,44.0,117.0,17.0,111.0,28.0,60.0,114.0,88.0,65.0,nan,nan,nan,129.0,0.0,34.0,12.0
FA_Tim,nan,337.0,nan,31.0,319.0,317.0,nan,340.0,nan,360.0,359.0,330.0,nan,352.0,335.0,nan,303.0,nan,nan,nan,nan
FA_Mag,nan,5.737294837199442,nan,367.93793534720953,9.892794939144636,77.9815265661798,nan,312.96608075571316,nan,86.00851693350285,57.979618172059894,9.799246268513345,nan,81.86786769814005,47.934540517586356,nan,2.0887929376086154,nan,nan,nan,nan
FA_Tim_Wet,29.0,29.0,37.0,81.0,14.0,353.0,319.0,69.0,44.0,10.0,6.0,332.0,347.0,12.0,50.0,nan,20.0,nan,7.0,10.0,6.0
FA_Dur,nan,3.0,nan,6.0,7.0,8.0,nan,2.0,nan,2.0,2.0,4.0,nan,3.0,6.0,nan,10.0,nan,nan,nan,nan
Tim_2,39.0,nan,54.5,87.0,nan,47.5,345.0,75.0,nan,44.0,21.0,nan,356.0,56.5,61.0,nan,nan,nan,51.0,50.0,41.0
Dur_2,3.0,nan,1.5,1.0,nan,3.0,2.5,1.0,nan,2.5,1.0,nan,1.0,1.0,2.0,nan,nan,nan,2.0,1.0,4.0
Fre_2,1.0,0.0,4.0,5.0,0.0,4.0,2.0,7.0,0.0,8.0,5.0,0.0,1.0,6.0,3.0,nan,0.0,0.0,8.0,7.0,4.0
Tim_5,78.5,nan,61.0,87.0,22.0,45.5,364.5,61.5,68.0,37.0,34.5,355.0,359.0,48.0,12.0,nan,nan,nan,75.5,59.5,55.0
Dur_5,1.5,nan,2.0,2.0,1.0,8.0,2.0,4.5,1.0,5.0,1.5,1.0,1.0,2.5,2.0,nan,nan,nan,5.0,3.5,8.0
Fre_5,4.0,0.0,3.0,7.0,1.0,4.0,4.0,4.0,1.0,9.0,8.0,1.0,3.0,10.0,7.0,nan,0.0,0.0,10.0,6.0,4.0
Tim_10,39.0,nan,50.0,89.5,56.5,25.0,364.5,29.0,68.0,14.0,10.0,361.0,359.0,24.0,6.0,nan,61.0,nan,9.5,27.5,29.0
Dur_10,2.0,nan,15.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,5.5,2.0,nan,1.0,nan,2.0,11.0,1.0
Fre_10,5.0,0.0,2.0,8.0,4.0,7.0,4.0,7.0,5.0,5.0,7.0,7.0,3.0,6.0,9.0,nan,1.0,0.0,10.0,4.0,5.0
Tim_20,41.0,23.0,50.5,53.0,29.0,31.0,361.0,54.5,31.0,352.5,358.0,350.0,13.5,352.0,335.0,nan,55.0,nan,361.0,57.0,64.5
Dur_20,3.0,3.0,5.5,7.0,2.0,3.5,5.5,4.0,1.0,2.0,3.0,7.0,3.0,7.0,3.0,nan,5.5,nan,5.0,2.0,3.5
Fre_20,8.0,2.0,4.0,4.0,9.0,6.0,6.0,8.0,7.0,6.0,5.0,7.0,6.0,3.0,7.0,nan,2.0,0.0,5.0,4.0,4.0
Tim_50,10.0,86.5,77.5,30.0,332.5,331.0,318.0,81.5,298.0,308.0,337.0,316.0,89.0,327.0,296.0,nan,314.0,64.5,351.0,58.5,307.0
Dur_50,2.0,5.0,6.0,3.0,3.5,11.0,184.0,29.5,232.0,257.0,15.0,4.0,5.0,102.5,7.0,nan,4.0,1.5,3.0,109.5,6.0
Fre_50,3.0,10.0,4.0,3.0,10.0,3.0,1.0,4.0,1.0,1.0,5.0,3.0,5.0,2.0,3.0,nan,5.0,8.0,5.0,2.0,5.0
