Year,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Avg,757.1424657534246,334.8876712328767,277.0327868852459,378.8383561643836,320.8027397260274,482.241095890411,222.46174863387978,474.0904109589041,385.6958904109589,509.4958904109589,302.96448087431696,548.4657534246576,460.06575342465754,486.8027397260274,396.6693989071038,373.22739726027396,850.9095890410958,442.1808219178082,207.9863387978142,66.16164383561645,614.4301369863014,263.55068493150685,400.30054644808746,261.613698630137,573.7561643835617,817.4684931506849,428.5464480874317,239.46849315068494,453.6465753424658,277.7753424657534,280.40710382513663,324.6958904109589,237.0849315068493,152.4904109589041,269.41256830601094,561.345205479452,186.2931506849315,682.3342465753425,416.71311475409834,440.9123287671233,783.5945205479452,452.54794520547944,517.7431693989071,229.3972602739726,359.8876712328767,562.9490410958904,435.23770491803276,462.00027397260277,758.5567123287672,237.5205479452055,284.3188524590164,273.2298630136986,507.67369863013704,613.5613698630137,337.7989071038251,275.0654794520548,107.87397260273973,291.4772602739726
Std,990.6694354770619,500.300261608776,373.0731685460033,455.2709729411455,407.18234546483876,664.0543029114693,198.63312258858545,1110.3623079155548,495.9544865437123,642.2525070872232,404.1612191788303,775.2575335639893,846.6994815841352,499.13314389545366,518.8779587322134,475.7481149079114,1444.235925416694,622.3018341471331,238.38215479758517,61.62972648275262,632.0814354255077,367.6675177322866,560.5673329836877,349.0729347642843,809.9396786242452,902.7111749865926,355.99686370564876,286.8670872018036,674.604642020952,440.96275610159904,300.48060020087263,588.1454792631088,372.9879294647015,186.15085366177937,387.200329047788,838.4489308242335,203.26198515861523,886.1728073257555,528.4514155257535,1148.8452847116387,920.8071950093214,526.6914992407701,584.5355445911749,343.97510819968795,438.37715579705315,644.4589523304076,552.692700563283,497.5016192717438,1031.5225647185027,285.12084011554276,373.3856009466776,377.07836685765477,608.1873628655349,556.4408405220299,532.8838824590193,415.21024463118437,168.84204146601107,641.9777046895955
CV,1.308432006242388,1.4939345475661703,1.3466751453521628,1.2017552223344476,1.269260810592146,1.3770172400702558,0.892886636953885,2.342089783401683,1.2858692531446805,1.2605646466926022,1.3340217903183649,1.4135021716911738,1.840387977764997,1.0253293647779504,1.3080866841803687,1.2746870095823741,1.6972848161744511,1.4073469569487695,1.1461433292949066,0.9315023465238604,1.0287279177512088,1.395054305504227,1.4003661447821287,1.334306791242591,1.4116444038460778,1.1042764125469418,0.8307077687714695,1.1979324855119593,1.4870709461692313,1.5874798395972272,1.0715869751582825,1.8113733392766653,1.573224949785246,1.2207380942264408,1.4372021746512895,1.4936422768732898,1.0910867329866694,1.2987371098160252,1.268142030609216,2.6056093462481162,1.1751067304113194,1.1638357986613457,1.129006772353584,1.4994734801491234,1.218094396774674,1.1447909229507562,1.2698640175656892,1.0768426931739141,1.3598489710172508,1.200404944254837,1.313263604285614,1.3800774289402973,1.197988716978278,0.9069033153867937,1.577518077331237,1.5094960133067425,1.5651786746353948,2.2024967027828235
SP_Tim,143.0,138.0,157.0,158.0,132.0,144.0,138.0,123.0,129.0,146.0,145.0,138.0,27.0,153.0,123.0,140.0,151.0,155.0,134.0,151.0,161.0,139.0,123.0,125.0,149.0,153.0,138.0,110.0,70.0,122.0,141.0,134.0,153.0,147.0,125.0,156.0,132.0,147.0,142.0,6.0,165.0,149.0,148.0,140.0,108.0,153.0,128.0,153.0,146.0,101.0,142.0,130.0,161.0,168.0,122.0,100.0,73.0,44.0
SP_Mag,3380.0,1220.0,1230.0,1560.0,1380.0,1840.0,472.0,1990.0,2000.0,3550.0,947.0,3840.0,9200.0,1640.0,2040.0,2330.0,2680.0,2960.0,1430.0,285.0,1670.0,1600.0,1670.0,1360.0,1490.0,5060.0,1530.0,1560.0,4110.0,1470.0,859.0,1170.0,1460.0,759.0,1280.0,7190.0,905.0,2210.0,1850.0,15000.0,2930.0,2550.0,2220.0,1060.0,2130.0,2450.0,1660.0,1850.0,5310.0,886.0,2080.0,1710.0,2610.0,2160.0,1910.0,1370.0,1120.0,4760.0
SP_Dur,80.0,70.0,53.0,52.0,72.0,66.0,86.0,74.0,68.0,67.0,49.0,67.0,167.0,65.0,76.0,57.0,60.0,59.0,60.0,61.0,63.0,66.0,91.0,78.0,74.0,79.0,84.0,85.0,121.0,68.0,80.0,65.0,64.0,76.0,45.0,58.0,74.0,77.0,67.0,168.0,69.0,65.0,67.0,30.0,95.0,51.0,82.0,71.0,64.0,81.0,59.0,75.0,63.0,65.0,75.0,68.0,111.0,49.0
SP_ROC,0.0536789735532862,0.047619047619047616,0.045454545454545456,0.060810810810810814,0.05732484076433121,0.04075235109717868,0.045,0.057309899310693274,0.05185185185185185,0.05555555555555555,0.04857740021574973,0.04961608346521306,0.06280193236714976,0.048916136375394485,0.05602636534839925,0.05180546519193234,0.05134474327628362,0.04838709677419355,0.04511533242876527,0.04423480083857442,0.041237113402061855,0.0425531914893617,0.04411764705882353,0.05,0.04421104054714216,0.051470588235294115,0.039083969465648856,0.04583333333333333,0.06140350877192982,0.04191546657300082,0.041816415735794074,0.05217785843920145,0.049019607843137254,0.04878048780487805,0.06333333333333334,0.04142011834319527,0.041666666666666664,0.043478260869565216,0.046846351301796846,0.050724637681159424,0.04918032786885246,0.04617834394904458,0.04807692307692308,0.057803468208092484,0.047619047619047616,0.05625,0.04613503538370728,0.05116279069767442,0.061224489795918366,0.05718954248366013,0.05015570727033178,0.05168722786647315,0.07236363636363635,0.05416666666666667,0.06934376453210056,0.04928112877415177,0.05235602094240838,0.055120460458319975
SU_BFL_Tim,223.0,208.0,210.0,210.0,204.0,210.0,224.0,197.0,197.0,213.0,194.0,205.0,194.0,218.0,199.0,197.0,211.0,214.0,194.0,212.0,224.0,205.0,214.0,203.0,223.0,232.0,222.0,195.0,191.0,190.0,221.0,199.0,217.0,223.0,170.0,214.0,206.0,224.0,209.0,174.0,234.0,214.0,215.0,170.0,203.0,204.0,210.0,224.0,210.0,182.0,201.0,205.0,224.0,233.0,197.0,168.0,184.0,93.0
SU_BFL_Mag_10,45.0,37.0,31.0,34.0,37.0,39.8,29.0,33.0,28.0,42.0,34.0,41.0,31.0,44.0,36.400000000000006,37.0,42.0,45.0,32.0,18.0,49.0,31.0,39.400000000000006,25.0,49.0,77.0,48.2,34.0,36.0,30.0,35.0,34.6,30.700000000000003,20.0,29.0,39.0,23.0,41.0,36.0,38.7,62.0,35.0,41.0,27.0,30.2,29.939999999999998,34.4,43.93,40.16,27.82,28.3,23.9,40.37,54.5,30.48,27.94,15.4,23.2
SU_BFL_Mag_50,55.0,41.0,42.0,75.0,160.0,52.0,34.0,89.0,49.0,55.0,79.0,50.0,54.0,61.0,83.0,43.0,75.0,103.0,39.0,37.0,62.0,54.0,46.0,34.0,156.0,96.0,145.0,48.0,68.0,35.0,97.5,67.0,39.0,36.0,59.0,52.0,29.0,46.0,47.0,64.5,151.0,67.0,59.0,39.0,36.3,48.5,72.6,156.0,55.7,56.05,59.3,45.95,57.05,67.3,40.2,37.150000000000006,22.9,52.0
