Year,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
SU_BFL_Dur_Fl,nan,190.0,120.0,120.0,82.0,75.0,nan,123.0,123.0,106.0,151.0,145.0,116.0,170.0,155.0,nan,128.0,90.0,125.0,120.0,153.0,94.0,124.0,nan,74.0,74.0,95.0,191.0,nan,nan,nan,99.0,185.0,186.0,235.0,130.0,nan,123.0,nan,205.0,92.0,107.0,203.0,148.0,146.0,137.0,134.0,134.0,nan,111.0,105.0,175.0,74.0,209.0,128.0,245.0,nan,nan
SU_BFL_Dur_Wet,148.0,192.0,183.0,240.0,254.0,100.0,123.0,237.0,200.0,175.0,258.0,149.0,185.0,171.0,215.0,113.0,216.0,225.0,258.0,135.0,211.0,167.0,165.0,112.0,173.0,83.0,203.0,197.0,216.0,143.0,204.0,227.0,208.0,189.0,249.0,170.0,168.0,131.0,131.0,208.0,196.0,165.0,216.0,191.0,151.0,145.0,181.0,244.0,137.0,244.0,215.0,186.0,118.0,209.0,130.0,248.0,153.0,244.0
SU_BFL_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAFL_Tim,283.0,nan,32.0,330.0,328.0,285.0,284.0,nan,318.0,319.0,318.0,345.0,348.0,309.0,22.0,354.0,nan,338.0,303.0,319.0,330.0,11.0,298.0,338.0,nan,296.0,305.0,317.0,19.0,nan,nan,nan,296.0,36.0,43.0,40.0,342.0,nan,346.0,nan,12.0,325.0,320.0,53.0,316.0,348.0,340.0,344.0,356.0,nan,292.0,306.0,13.0,297.0,76.0,325.0,46.0,nan
FAFL_Mag,1709.9912055685677,nan,661.9076731906348,1179.8932645336408,275.95427844349757,4399.788613062184,522.9389639669203,nan,979.1017853353015,1209.9479266225642,421.9629835206487,2199.7442514755107,963.9800754472225,868.9560880510688,2899.84013280637,656.9812551563413,nan,363.9051464304556,201.90048558023742,64.98200947182113,546.9754613590741,388.97669450559675,1449.7602709649577,521.9353731643687,nan,833.9855088294103,590.9005556502364,2339.7230132054096,735.9961669593408,nan,nan,nan,2889.5867133770053,169.93838990055923,853.9643555224632,866.9716114386871,182.6852496788302,nan,2969.7084402244996,nan,969.9830596299149,537.7274783021362,452.99356149757944,369.9821714989272,683.9353794837107,2679.767846255608,1339.968876074536,453.97396327679365,3149.998390644875,nan,417.6962840923314,759.9231554840495,1259.9344828095243,683.9803926184238,1879.8740205168394,837.9624277779707,635.9680841949146,nan
FAFL_Tim_Wet,101.0,5.0,34.0,28.0,83.0,92.0,309.0,347.0,67.0,31.0,22.0,87.0,352.0,13.0,23.0,49.0,308.0,61.0,73.0,87.0,345.0,69.0,6.0,14.0,313.0,30.0,314.0,60.0,25.0,41.0,332.0,60.0,59.0,59.0,46.0,54.0,17.0,8.0,354.0,340.0,15.0,64.0,13.0,66.0,359.0,353.0,348.0,26.0,101.0,346.0,60.0,51.0,24.0,341.0,76.0,327.0,49.0,336.0
FAFL_Dur,2.0,nan,5.0,3.0,7.0,6.0,3.0,nan,4.0,6.0,2.0,4.0,5.0,2.0,7.0,4.0,nan,3.0,6.0,8.0,3.0,10.0,4.0,2.0,nan,4.0,4.0,3.0,6.0,nan,nan,nan,5.0,5.0,7.0,6.0,2.0,nan,3.0,nan,3.0,2.0,2.0,6.0,4.0,2.0,2.0,4.0,5.0,nan,4.0,3.0,2.0,4.0,2.0,4.0,4.0,nan
Wet_BFL_Mag,185.0,293.0,166.0,121.0,109.0,122.60000000000001,152.20000000000002,342.0,169.5,215.7,74.0,192.8,229.3,205.4,221.0,205.0,357.0,85.0,102.0,34.0,373.5,60.5,170.9,93.10000000000001,295.0,181.20000000000002,338.5,150.7,321.0,249.0,153.0,554.8,73.0,75.0,431.7,357.5,98.4,568.6,208.0,295.0,435.4,180.60000000000002,130.2,231.0,156.6,360.20000000000005,225.0,186.3,377.2,139.9,56.8,62.5,353.90000000000003,245.5,559.5,166.60000000000002,97.08,285.0
WIN_Tim_2,91.5,11.0,39.0,37.0,nan,67.5,318.0,356.0,nan,82.5,52.0,113.0,14.0,128.0,63.0,126.5,15.0,134.0,nan,nan,9.0,125.0,48.0,23.0,53.5,104.0,nan,317.0,49.5,67.5,339.0,69.0,39.0,nan,106.0,132.0,nan,73.0,75.5,353.5,113.0,125.5,76.5,85.0,2.0,35.5,48.0,126.0,56.5,nan,nan,62.0,150.5,171.5,101.5,336.0,nan,8.5
WIN_Dur_2,3.5,2.0,1.0,1.5,nan,2.0,1.0,6.0,nan,2.0,4.0,2.0,1.0,2.0,1.0,3.0,3.0,6.0,nan,nan,2.0,1.0,2.0,1.0,1.5,1.5,nan,1.0,1.5,1.0,1.0,4.0,1.5,nan,1.0,2.0,nan,2.0,1.0,4.5,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,nan,nan,1.0,1.5,1.0,3.5,1.0,nan,3.5
WIN_Fre_2,8.0,1.0,1.0,2.0,0.0,6.0,1.0,1.0,0.0,4.0,1.0,5.0,3.0,3.0,3.0,2.0,7.0,3.0,0.0,0.0,3.0,1.0,3.0,1.0,6.0,4.0,0.0,1.0,4.0,2.0,2.0,1.0,2.0,0.0,2.0,7.0,0.0,9.0,4.0,2.0,7.0,2.0,6.0,1.0,1.0,6.0,1.0,3.0,6.0,0.0,0.0,1.0,4.0,2.0,2.0,2.0,0.0,2.0
WIN_Tim_5,38.0,52.5,53.0,94.0,103.0,96.0,318.0,110.0,115.0,75.0,51.0,103.0,16.5,114.5,69.0,75.0,14.0,129.0,nan,nan,98.0,129.5,57.0,34.5,50.0,110.0,55.0,29.0,55.5,66.5,338.0,99.0,142.0,nan,105.0,121.0,nan,96.0,47.0,364.0,81.0,121.0,74.0,83.0,98.0,47.5,97.5,140.0,59.0,41.0,131.5,93.5,134.0,133.5,111.0,334.0,nan,345.0
WIN_Dur_5,2.0,3.0,1.0,2.0,3.0,3.0,1.0,5.0,2.0,2.0,6.0,3.0,2.0,2.0,3.0,3.5,6.0,12.0,nan,nan,3.0,3.5,4.0,1.5,3.0,2.0,1.0,1.0,3.5,1.5,3.0,1.0,1.0,nan,2.5,7.0,nan,3.0,2.0,4.0,2.0,4.0,4.5,3.0,2.5,2.5,2.5,3.5,10.0,2.0,3.5,2.5,7.0,2.0,2.0,5.0,nan,2.0
WIN_Fre_5,7.0,2.0,2.0,5.0,3.0,7.0,1.0,3.0,5.0,5.0,1.0,9.0,4.0,6.0,7.0,4.0,7.0,3.0,0.0,0.0,10.0,2.0,5.0,2.0,7.0,7.0,4.0,2.0,4.0,4.0,1.0,5.0,3.0,0.0,2.0,7.0,0.0,9.0,5.0,3.0,11.0,5.0,6.0,1.0,4.0,8.0,6.0,6.0,5.0,1.0,2.0,2.0,3.0,10.0,5.0,1.0,0.0,3.0
WIN_Tim_10,42.0,101.0,107.0,107.5,107.5,44.0,318.0,80.5,92.0,29.0,50.0,43.0,43.0,90.5,98.5,86.0,97.5,114.0,131.5,nan,64.0,117.0,48.0,80.5,46.0,60.0,50.5,24.5,86.0,91.5,340.5,98.0,62.0,63.0,101.0,109.5,23.0,96.0,110.0,44.0,63.5,126.0,58.0,112.0,49.0,73.0,69.0,121.0,85.0,58.5,119.0,76.0,114.0,90.0,109.0,91.0,67.0,344.0
WIN_Dur_10,3.0,4.0,4.0,2.0,7.0,3.0,2.0,5.0,11.5,3.0,11.0,2.0,4.0,3.0,3.0,2.0,6.5,3.0,3.0,nan,3.0,1.0,5.0,2.5,4.0,4.0,1.5,6.5,1.0,2.5,2.5,2.0,1.0,1.0,2.0,16.0,1.0,7.0,2.5,5.0,6.5,4.0,3.0,4.5,3.5,3.0,4.0,2.5,2.5,2.5,2.0,3.0,4.0,5.5,7.5,4.0,1.0,4.0
WIN_Fre_10,10.0,5.0,6.0,10.0,4.0,9.0,1.0,4.0,4.0,9.0,1.0,7.0,5.0,8.0,8.0,6.0,10.0,5.0,2.0,0.0,13.0,5.0,5.0,6.0,11.0,11.0,8.0,2.0,7.0,6.0,2.0,5.0,5.0,1.0,5.0,4.0,1.0,9.0,8.0,4.0,6.0,7.0,9.0,4.0,4.0,13.0,7.0,4.0,6.0,4.0,5.0,5.0,9.0,10.0,4.0,3.0,2.0,5.0
WIN_Tim_20,355.5,60.0,92.0,42.0,118.0,31.0,318.0,30.5,20.5,34.5,74.5,55.0,73.0,29.5,100.0,17.0,365.0,66.0,112.0,nan,53.0,96.0,44.0,76.5,73.5,33.5,73.0,93.0,100.5,77.0,110.0,94.5,101.5,102.0,72.5,53.0,75.0,51.0,69.0,40.0,43.0,48.5,53.0,109.0,112.0,47.0,47.0,90.0,83.0,70.0,101.0,84.0,68.0,16.0,90.0,28.5,68.0,34.0
WIN_Dur_20,3.0,7.0,7.5,6.0,7.5,6.0,1.0,4.0,5.5,3.5,3.5,2.5,4.0,4.0,5.5,4.0,4.0,5.0,5.0,nan,6.0,3.0,1.0,7.5,14.0,3.0,6.0,4.0,8.0,5.5,2.0,30.5,3.0,3.5,4.0,2.5,3.5,16.0,12.0,8.5,8.0,3.0,6.5,16.0,7.0,7.0,1.0,6.5,4.0,3.0,4.0,4.5,3.0,9.0,4.0,5.5,3.0,10.0
WIN_Fre_20,8.0,7.0,8.0,9.0,4.0,9.0,3.0,8.0,4.0,10.0,8.0,6.0,13.0,10.0,6.0,5.0,10.0,5.0,3.0,0.0,11.0,6.0,7.0,4.0,6.0,8.0,11.0,3.0,8.0,4.0,7.0,2.0,6.0,2.0,6.0,4.0,4.0,5.0,7.0,6.0,7.0,8.0,8.0,3.0,9.0,7.0,7.0,10.0,9.0,7.0,6.0,8.0,8.0,7.0,5.0,4.0,3.0,3.0
WIN_Tim_50,314.0,134.0,45.0,351.0,354.0,356.0,343.0,314.0,342.5,317.0,352.0,357.5,345.0,317.5,340.0,355.0,302.0,19.0,362.0,132.0,117.0,53.0,320.0,4.5,308.5,234.0,303.0,8.0,8.0,96.5,355.5,4.0,74.0,71.5,40.0,15.0,21.5,7.0,354.0,70.0,343.5,365.0,333.0,119.5,339.0,347.0,323.0,343.0,335.0,343.0,4.0,317.0,355.0,318.5,99.5,9.0,58.0,334.0
WIN_Dur_50,15.0,84.5,67.5,6.0,5.0,30.0,8.0,2.0,18.0,240.0,4.0,6.5,196.0,120.5,3.0,9.5,131.5,2.0,4.0,2.5,9.0,4.0,8.0,3.5,124.5,3.0,246.0,16.0,1.5,3.5,96.0,4.5,25.5,7.0,3.0,3.0,4.0,197.0,93.0,8.5,12.0,38.0,6.0,4.5,5.5,2.0,108.0,27.0,3.0,14.0,3.0,4.0,3.0,15.5,4.5,3.0,6.0,4.0
WIN_Fre_50,5.0,2.0,2.0,5.0,5.0,4.0,6.0,3.0,4.0,1.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,5.0,7.0,8.0,4.0,4.0,5.0,4.0,2.0,5.0,1.0,5.0,6.0,4.0,2.0,6.0,4.0,4.0,3.0,5.0,6.0,1.0,2.0,4.0,4.0,3.0,5.0,4.0,6.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0
