Year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
FA_Mag,25.960025619595008,15.017879367423644,60.00220514679219,14.970142276304923,48.980589105715154,98.93054534613363,147.95473022883002,40.9683503434497,79.00639077538844,53.933795985156586,27.068124496472027,28.864399901708595,44.93759844493643,nan,55.99992988124017,216.95718422804413,76.84702903193596,60.97965622630677,24.129547425573662,55.98613232770417,235.9937098165923
FA_Tim_Wet,124.0,89.0,116.0,94.0,125.0,110.0,88.0,118.0,123.0,97.0,111.0,93.0,134.0,79.0,124.0,118.0,81.0,108.0,107.0,123.0,123.0
FA_Dur,12.0,7.0,11.0,4.0,2.0,2.0,2.0,4.0,9.0,3.0,9.0,3.0,3.0,nan,4.0,2.0,2.0,5.0,4.0,7.0,2.0
Tim_2,nan,nan,144.0,nan,161.0,134.0,2.0,172.0,151.0,137.0,nan,nan,148.0,nan,139.0,132.0,nan,nan,nan,155.0,164.0
Dur_2,nan,nan,3.0,nan,6.0,6.0,3.0,1.0,6.0,1.0,nan,nan,4.0,nan,3.0,8.0,nan,nan,nan,6.0,25.0
Fre_2,0.0,0.0,3.0,0.0,5.0,1.0,1.0,4.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0
Tim_5,149.5,nan,158.0,nan,146.0,142.0,123.0,154.5,148.0,135.5,136.0,143.5,142.0,137.5,160.0,62.5,nan,136.0,137.0,159.0,134.0
Dur_5,2.0,nan,5.5,nan,2.0,6.0,2.0,18.5,14.5,5.5,1.0,2.5,20.0,1.0,10.0,1.5,nan,5.0,6.0,5.5,1.0
Fre_5,2.0,0.0,4.0,0.0,3.0,4.0,8.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,6.0,0.0,1.0,1.0,2.0,3.0
Tim_10,143.0,108.0,130.0,131.0,164.0,117.0,109.0,129.0,129.0,129.0,124.5,135.5,137.5,122.0,130.0,364.0,124.0,130.0,122.0,139.0,131.0
Dur_10,8.0,1.0,20.0,1.0,3.0,2.0,6.0,2.0,23.5,5.5,7.5,6.5,15.5,2.0,26.5,2.0,7.0,4.0,29.0,3.0,6.0
Fre_10,3.0,1.0,3.0,1.0,4.0,3.0,5.0,5.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,5.0,2.0,3.0,1.0,3.0,5.0
Tim_20,137.0,106.0,112.0,123.0,77.0,70.0,31.0,96.0,120.5,94.0,116.0,113.0,90.0,102.5,112.5,33.0,96.0,109.0,110.0,116.0,99.5
Dur_20,5.0,15.0,3.0,12.0,4.0,3.5,2.0,53.0,4.5,13.0,33.0,16.0,2.0,9.5,41.5,3.0,5.0,2.0,63.0,3.0,2.0
Fre_20,4.0,2.0,3.0,3.0,3.0,6.0,8.0,2.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,1.0,3.0,6.0
Tim_50,95.0,5.5,69.0,79.5,9.0,345.0,322.0,60.5,47.0,51.0,79.0,11.0,23.0,57.0,26.0,342.5,4.0,73.0,47.5,21.0,93.0
Dur_50,5.0,2.0,164.0,53.0,3.0,3.0,256.0,8.0,2.5,3.0,97.0,17.5,6.0,3.0,198.0,124.5,9.0,123.0,8.0,2.0,159.5
Fre_50,3.0,8.0,1.0,2.0,7.0,3.0,1.0,6.0,12.0,8.0,1.0,4.0,5.0,3.0,1.0,2.0,7.0,1.0,6.0,5.0,2.0
