Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978
Avg,8.487671232876712,109.16775956284154,20.23178082191781,51.550410958904116,36.04657534246575,30.59016393442623,32.64383561643836,155.63013698630138,29.513972602739727,15.70191256830601,9.744931506849316,72.83150684931506,17.51041095890411,19.671857923497267,29.24849315068493,131.20575342465753,153.16164383561645,42.84153005464481,289.8821917808219,38.04931506849315,31.432602739726025,24.314207650273225,78.88191780821919,43.31780821917808,24.716438356164385,30.337158469945354,28.575342465753426,303.7013698630137,111.71506849315068
Std,4.07058089508353,114.39399774514855,9.680879522828626,62.67218326040376,19.51706020272142,36.8035147922861,32.52572000740914,191.38681385199865,28.393946814863142,8.740391861581209,6.6963828148880395,137.6312706151987,12.902738420010783,13.618476293187879,35.74108229310956,291.32199554820056,216.1636966150517,24.045540169239647,692.1163611374176,31.094337780319783,31.905077623432494,36.96771912302769,119.6641537822902,34.33817055173342,18.949963051242612,34.72035019421272,18.285047269554447,610.8671232984229,91.90191863967173
CV,0.4795874844110679,1.0478734582740847,0.4784986357869686,1.2157455604062186,0.5414400679481127,1.2031159712376485,0.9963816871761927,1.229754195158516,0.9620509985913379,0.5566450471277946,0.6871657138053177,1.8897215857410623,0.7368609708985552,0.6922821599337162,1.2219802951548835,2.220344671969639,1.4113435400775234,0.5612670728279152,2.3875780601959926,0.8172114984027017,1.0150313636964379,1.5204163612797095,1.517003606241197,0.7927033237228953,0.7666947307768722,1.1444826063261575,0.6398889984072266,2.011407204300587,0.8226456813684565
SP_Tim,129.0,102.0,19.0,103.0,136.0,139.0,65.0,101.0,57.0,131.0,35.0,51.0,125.0,114.0,122.0,5.0,143.0,72.0,62.0,72.0,24.0,7.0,53.0,82.0,137.0,255.0,130.0,63.0,87.0
SP_Mag,16.0,341.0,40.0,210.0,76.0,77.0,108.0,629.0,83.0,34.0,18.0,461.0,36.0,53.0,170.0,764.0,485.0,174.0,3460.0,106.0,117.0,134.0,161.0,112.0,63.0,389.0,130.0,5200.0,415.0
SP_Dur,90.0,143.0,210.0,99.0,110.0,92.0,144.0,114.0,147.0,108.0,162.0,148.0,90.0,131.0,96.0,86.0,78.0,129.0,139.0,135.0,141.0,113.0,192.0,138.0,110.0,nan,85.0,119.0,177.0
SP_ROC,0.04270516717325228,0.033707865168539325,0.038461538461538464,0.03400115584665768,0.07017543859649122,0.041666666666666664,0.0392156862745098,0.030864197530864196,0.041666666666666664,0.055867665418227214,0.07499999999999996,0.03125,0.052631578947368356,0.05,0.05172413793103448,0.03614457831325301,0.04210992907801418,0.034482758620689655,0.02830188679245283,0.0367003367003367,0.037037037037037035,0.038838612368024134,0.028073286052009455,0.0339080459770115,0.0625,nan,0.045454545454545456,0.04498649725087914,0.02681992337164751
SU_Tim,219.0,245.0,229.0,202.0,246.0,231.0,209.0,215.0,204.0,239.0,197.0,199.0,215.0,245.0,218.0,91.0,221.0,201.0,201.0,207.0,165.0,120.0,245.0,220.0,247.0,231.0,215.0,182.0,264.0
SU_Mag_10,2.2,18.0,5.6,15.0,14.0,11.0,13.0,20.0,9.3,5.0,2.0,14.0,6.3,5.9,8.9,16.0,27.0,15.0,27.0,14.3,10.0,8.3,18.0,10.0,9.6,13.0,12.0,30.0,27.9
SU_Mag_50,3.1,25.0,7.800000000000001,19.0,15.0,13.0,18.5,23.0,11.0,5.9,3.7,15.0,15.0,12.0,10.0,25.0,34.0,16.0,35.0,16.0,12.0,11.0,19.0,12.0,11.0,23.0,14.0,49.0,33.0
SU_Dur_Fl,146.0,32.0,157.0,114.0,nan,nan,143.0,157.0,156.0,45.0,141.0,nan,97.0,118.0,nan,nan,103.0,nan,112.0,nan,nan,nan,79.0,119.0,nan,66.0,149.0,171.0,89.0
SU_Dur_Wet,149.0,81.0,160.0,173.0,140.0,144.0,194.0,192.0,170.0,67.0,205.0,202.0,234.0,217.0,104.0,243.0,103.0,184.0,219.0,124.0,189.0,279.0,127.0,195.0,154.0,249.0,173.0,202.0,120.0
SU_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA_Tim,318.0,364.0,277.0,19.0,315.0,nan,nan,350.0,6.0,359.0,284.0,336.0,nan,311.0,363.0,nan,nan,323.0,nan,311.0,nan,nan,nan,322.0,338.0,nan,297.0,362.0,352.0
FA_Mag,12.992808698356097,552.8969381400975,26.12182601766278,241.83987083230784,82.76009929961415,nan,nan,601.9892678550726,53.91881850625616,19.987129789611036,12.930775242460495,344.8731716127699,nan,20.02260780680921,30.9794920301847,nan,nan,238.6885188043072,nan,59.95706373682243,nan,nan,nan,58.7697374306628,69.84714716315057,nan,37.00151522918519,908.9028791478119,171.14102832740224
FA_Tim_Wet,323.0,2.0,326.0,22.0,9.0,20.0,10.0,36.0,41.0,8.0,306.0,35.0,35.0,83.0,97.0,320.0,333.0,323.0,20.0,53.0,330.0,353.0,34.0,5.0,49.0,35.0,115.0,21.0,18.0
FA_Dur,4.0,3.0,1.0,3.0,2.0,nan,nan,3.0,7.0,2.0,6.0,2.0,nan,6.0,4.0,nan,nan,6.0,nan,7.0,nan,nan,nan,7.0,6.0,nan,4.0,4.0,9.0
Tim_2,nan,7.5,nan,25.0,nan,27.0,14.0,80.5,nan,nan,nan,40.0,nan,nan,nan,326.0,339.0,nan,80.0,nan,333.0,nan,43.0,nan,nan,nan,nan,64.5,nan
Dur_2,nan,2.0,nan,1.0,nan,1.0,1.0,2.5,nan,nan,nan,8.0,nan,nan,nan,8.0,1.0,nan,13.0,nan,1.0,nan,2.0,nan,nan,nan,nan,9.5,nan
Fre_2,0.0,2.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0
