Year,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
WIN_Fre_5,8.0,3.0,10.0,7.0,8.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,4.0,4.0,3.0,9.0,3.0,8.0,5.0,4.0,12.0,4.0,7.0,0.0,6.0,4.0,5.0,5.0,12.0,11.0,11.0,4.0,4.0,0.0,5.0,8.0,2.0,0.0,0.0,6.0,2.0,10.0,7.0,5.0,9.0,7.0,4.0,0.0,8.0,7.0,5.0,3.0,9.0,6.0,3.0,6.0,4.0,8.0,6.0,4.0,3.0,3.0
WIN_Tim_10,32.0,54.5,352.0,42.5,12.0,56.0,105.5,32.0,31.5,10.0,347.0,48.5,30.0,363.5,24.0,361.5,40.5,10.0,362.5,17.0,45.5,51.0,338.0,nan,19.5,79.5,21.5,38.0,3.5,24.0,44.0,329.0,23.0,44.0,64.0,32.5,39.0,53.5,80.0,77.0,38.0,37.5,47.5,13.5,42.5,52.0,45.0,nan,2.0,27.0,30.0,81.0,30.5,3.0,363.0,55.0,73.0,17.5,76.0,43.0,69.0,353.0
WIN_Dur_10,3.5,2.0,4.0,3.5,3.0,3.0,7.0,3.0,4.5,4.5,3.0,5.5,5.0,4.0,1.0,3.5,4.5,3.0,6.5,3.0,5.0,2.5,4.0,nan,4.5,2.5,3.0,3.5,5.0,8.0,6.0,2.0,4.0,2.0,5.0,1.5,2.0,1.0,1.5,3.0,1.5,3.5,4.0,2.5,3.5,4.0,5.0,nan,3.0,3.0,3.5,3.0,3.0,5.0,1.0,2.0,2.5,3.0,9.0,5.0,3.0,3.0
WIN_Fre_10,8.0,6.0,7.0,8.0,11.0,6.0,4.0,7.0,6.0,8.0,6.0,6.0,5.0,6.0,8.0,8.0,4.0,11.0,6.0,7.0,10.0,8.0,7.0,0.0,10.0,6.0,8.0,6.0,10.0,9.0,9.0,7.0,7.0,7.0,4.0,10.0,7.0,4.0,2.0,15.0,4.0,8.0,10.0,8.0,4.0,10.0,5.0,0.0,9.0,11.0,8.0,7.0,8.0,5.0,7.0,9.0,10.0,8.0,5.0,4.0,4.0,5.0
WIN_Tim_20,41.5,16.0,335.0,59.5,5.0,25.0,77.0,47.0,19.0,14.0,1.5,344.0,35.0,82.0,51.0,345.0,47.0,10.0,50.5,56.0,31.5,4.0,8.0,69.0,346.0,75.0,10.0,64.0,340.0,347.0,99.0,347.0,30.0,44.0,81.0,51.0,61.0,72.0,51.0,71.5,9.0,16.0,51.5,44.0,37.0,37.0,10.0,59.5,35.5,60.5,363.0,58.5,13.0,16.0,51.0,54.0,63.0,344.0,46.0,42.5,65.5,18.0
WIN_Dur_20,11.0,9.0,14.0,5.0,15.0,10.0,5.0,5.5,9.0,11.0,5.0,9.0,9.0,5.0,6.0,2.0,5.0,8.0,4.5,6.0,14.5,4.0,4.0,2.0,6.0,5.5,3.0,6.0,17.0,7.0,6.0,9.0,9.5,7.0,7.5,9.0,5.0,5.0,3.0,9.0,2.0,4.5,6.5,5.0,3.0,24.0,2.0,2.0,7.0,9.5,11.0,5.5,33.0,3.5,2.5,14.0,2.0,5.0,2.0,2.0,4.0,2.0
WIN_Fre_20,6.0,7.0,5.0,10.0,6.0,7.0,8.0,10.0,7.0,8.0,8.0,7.0,5.0,10.0,7.0,11.0,7.0,9.0,8.0,10.0,6.0,7.0,11.0,1.0,9.0,6.0,15.0,7.0,7.0,7.0,9.0,5.0,8.0,5.0,4.0,5.0,8.0,6.0,3.0,10.0,7.0,12.0,10.0,8.0,10.0,5.0,7.0,2.0,10.0,10.0,7.0,10.0,4.0,8.0,10.0,5.0,16.0,11.0,6.0,6.0,6.0,7.0
WIN_Tim_50,46.0,316.0,302.5,333.5,37.5,58.0,358.0,24.0,91.0,354.0,50.0,86.0,340.0,313.5,352.0,296.5,44.5,108.0,55.0,329.0,32.5,337.0,353.5,54.0,95.0,9.0,292.0,21.0,301.0,59.5,304.0,29.0,344.0,324.0,131.0,315.0,356.0,11.0,352.0,334.5,365.0,61.0,335.0,144.0,310.0,315.0,333.0,357.0,322.5,347.0,336.5,342.0,329.0,317.0,317.0,353.0,337.0,304.0,363.0,121.0,38.0,13.5
WIN_Dur_50,3.5,15.0,94.5,11.0,3.0,6.5,3.0,65.0,28.0,38.5,4.5,11.0,11.0,106.5,4.0,104.5,5.0,3.0,96.0,2.5,104.0,6.0,99.5,3.0,11.0,14.5,223.0,15.0,6.0,3.0,234.0,2.0,4.0,4.0,14.0,11.0,2.0,14.0,3.0,3.0,11.0,11.0,195.0,2.0,2.5,3.0,2.0,6.0,86.0,173.0,80.5,18.0,16.0,85.0,16.0,12.0,4.0,115.0,7.0,5.0,17.0,5.0
WIN_Fre_50,4.0,3.0,2.0,4.0,6.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,7.0,2.0,6.0,4.0,2.0,8.0,2.0,3.0,2.0,7.0,4.0,4.0,1.0,5.0,3.0,6.0,1.0,9.0,6.0,3.0,6.0,3.0,8.0,5.0,7.0,4.0,7.0,5.0,1.0,7.0,6.0,3.0,9.0,7.0,2.0,1.0,2.0,5.0,3.0,3.0,3.0,5.0,4.0,2.0,7.0,4.0,3.0,6.0
