Year,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981
SU_BFL_Dur_Fl,nan,nan,308.0,206.0,263.0,nan,nan,nan,238.0,227.0,247.0,222.0,nan,nan,nan,119.0,291.0,nan,307.0,nan,nan
SU_BFL_Dur_Wet,296.0,242.0,308.0,233.0,306.0,nan,194.0,288.0,239.0,228.0,301.0,305.0,267.0,nan,nan,133.0,318.0,252.0,347.0,251.0,215.0
SU_BFL_No_Flow,242.0,109.0,218.0,158.0,198.0,nan,120.0,22.0,110.0,97.0,130.0,44.0,49.0,nan,nan,101.0,24.0,44.0,0.0,51.0,4.0
FAFL_Tim,nan,nan,nan,358.0,328.0,340.0,nan,nan,nan,333.0,359.0,320.0,335.0,nan,nan,nan,357.0,15.0,nan,28.0,nan
FAFL_Mag,nan,nan,nan,56.001097430324755,23.758366109440196,293.84723773157964,nan,nan,nan,20.870011408785114,4.387974883256633,96.99653442670493,54.85129386513709,nan,nan,nan,46.95391597248299,19.00156595580177,nan,11.824706940601972,nan
FAFL_Tim_Wet,37.0,25.0,14.0,358.0,355.0,18.0,nan,16.0,9.0,334.0,360.0,9.0,53.0,32.0,nan,nan,6.0,42.0,8.0,68.0,361.0
FAFL_Dur,nan,nan,nan,3.0,3.0,3.0,nan,nan,nan,2.0,2.0,3.0,3.0,nan,nan,nan,2.0,2.0,nan,13.0,nan
Wet_BFL_Mag,0.22000000000000003,0.0,0.1,18.200000000000003,0.2,0.2,nan,10.3,5.3,1.2600000000000002,0.08,0.16,0.66,1.2,nan,nan,0.658,0.45,0.74,0.657,2.3
WIN_Tim_2,45.0,87.0,21.0,4.0,362.0,29.0,nan,42.5,24.0,13.0,nan,29.5,7.0,59.5,nan,nan,28.5,52.0,29.0,81.0,46.0
WIN_Dur_2,3.0,2.0,2.0,1.0,4.0,2.0,nan,3.5,1.0,2.0,nan,2.5,1.0,1.0,nan,nan,2.5,2.0,6.5,1.0,3.0
WIN_Fre_2,3.0,5.0,1.0,4.0,1.0,7.0,0.0,6.0,5.0,1.0,0.0,6.0,5.0,6.0,0.0,0.0,6.0,1.0,2.0,1.0,5.0
WIN_Tim_5,61.0,95.5,21.0,48.0,362.0,72.0,nan,38.0,21.0,356.5,36.0,38.0,28.0,66.0,nan,nan,23.0,45.0,46.0,54.5,40.5
WIN_Dur_5,4.0,3.0,2.0,5.0,1.0,3.0,nan,15.0,5.0,2.5,1.0,4.0,5.0,3.0,nan,nan,4.5,1.0,6.0,2.5,3.5
WIN_Fre_5,3.0,8.0,1.0,4.0,3.0,9.0,0.0,3.0,5.0,4.0,1.0,7.0,6.0,7.0,0.0,0.0,6.0,3.0,5.0,2.0,10.0
WIN_Tim_10,40.0,80.5,21.0,25.0,16.5,55.0,nan,55.5,14.0,12.0,16.0,17.0,4.0,40.0,nan,nan,58.5,66.0,9.0,41.0,363.0
WIN_Dur_10,13.0,6.0,3.0,5.0,4.0,15.5,nan,2.0,4.0,7.0,1.0,6.0,2.0,8.0,nan,nan,3.0,3.0,2.0,4.0,6.0
WIN_Fre_10,3.0,6.0,1.0,3.0,4.0,4.0,0.0,4.0,5.0,5.0,4.0,5.0,9.0,5.0,0.0,0.0,10.0,4.0,5.0,3.0,9.0
WIN_Tim_20,30.0,75.0,355.0,68.0,359.0,86.5,64.0,15.0,2.0,71.0,27.0,342.0,15.0,32.0,nan,nan,5.0,45.0,22.0,66.0,328.0
WIN_Dur_20,30.0,37.0,3.5,10.0,5.0,22.0,2.0,2.0,44.5,8.0,4.0,7.0,26.0,30.0,nan,nan,29.0,7.0,14.5,5.5,7.0
WIN_Fre_20,2.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,0.0,0.0,3.0,5.0,4.0,6.0,5.0
WIN_Tim_50,335.0,91.0,309.0,330.0,317.0,323.0,363.5,334.0,309.0,160.0,96.0,318.0,293.0,322.0,303.0,36.0,257.5,222.0,318.5,9.0,236.0
WIN_Dur_50,3.0,4.0,8.0,4.0,177.0,5.0,5.0,1.5,7.0,2.0,3.0,2.0,4.0,5.0,6.0,3.0,1.0,9.0,8.5,5.0,6.0
WIN_Fre_50,3.0,4.0,3.0,4.0,1.0,3.0,6.0,6.0,3.0,3.0,7.0,5.0,3.0,3.0,7.0,8.0,4.0,3.0,8.0,5.0,7.0
