Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Avg,93.26639344262296,37.53616438356165,25.780547945205484,20.7813698630137,98.59289617486338,18.813150684931504,83.06328767123289,27.20904109589041,17.099726775956285,4.529315068493151,31.40465753424657,86.72602739726027,13.842349726775957,50.86164383561644,12.614246575342465,74.9241095890411,16.57786885245902,74.17917808219177,61.48958904109588,31.30706849315069,8.488387978142077,70.0928493150685,64.70739726027396,35.24657534246575,4.550710382513661,2.8917260273972603,54.68632876712329,22.66767123287671,52.58415300546448,13.517397260273974,91.43057534246576,169.35643835616438,34.14207650273224,17.81890410958904,89.0668493150685,10.536383561643834,6.7443715846994525,17.918136986301374,10.79082191780822,13.266109589041093,19.163360655737705,54.87279452054794,9.581068493150685,77.7261917808219,58.751639344262294,74.3917808219178,87.97561643835616,47.27232876712329,56.977049180327874,23.22739726027397,24.192,35.48145205479452,32.098306010928965,51.960054794520545,82.54487671232877,10.199753424657533,19.494453551912567,23.05060273972603,40.41178082191781,65.64997260273972,22.278196721311474,25.259835616438355,4.350219178082192,13.227232876712328
Std,224.6994286037719,91.89104809248082,46.15397137487042,31.215794795244566,523.9615558143495,46.19187667647962,198.75948753476305,100.05865403365023,53.64537803599488,4.676123065973468,111.05986787440357,307.8307579972312,34.64546404911093,145.64508637897436,22.687258261985953,210.15410736739182,51.65681972279663,179.76128327231092,163.48595667089646,64.50830010444525,20.389999018383783,154.76544652797887,126.46212178613169,77.27917560004381,5.2029132274845535,4.50930496500345,123.80919644378722,47.123739720673434,135.98096809222602,43.15385876260034,280.4718249975872,331.9284539073776,73.26993755076907,48.98808017057848,295.0489655618441,52.226797992651335,17.770387768298566,73.94109515111077,26.220214002523885,55.20628536966382,67.6554411110447,145.59734562488623,27.1677675096991,204.78070202319824,139.64997768637258,238.60606575981387,184.97524183082834,100.41825422824317,203.8179186286971,47.88037508085416,60.22738406069552,98.27650166233751,108.0097885256192,97.31149424567359,174.86171977299978,19.922977378153938,62.82371070612741,82.81618828362295,94.8683317015872,161.03365028328983,67.53185214493406,123.38187330498329,12.113702349384981,43.890440414061565
CV,2.4092218033712856,2.448067073489347,1.790263398317485,1.5021047698497423,5.314394607954882,2.45529722533277,2.39286805407293,3.677404642119595,3.1372067366260485,1.0324128472540017,3.5364139141875217,3.549462222997612,2.5028600442087123,2.8635544468380854,1.798542475484313,2.8048929579555573,3.1160108806829108,2.4233388387389843,2.6587583234884273,2.06050273019201,2.402104978105243,2.2080062094823063,1.9543688533392922,2.1925300500595406,1.1433189085108593,1.5593818094386054,2.2639880795622123,2.078896382277071,2.585968591679989,3.1924680418636813,3.067593350988348,1.9599399770637407,2.1460305012469174,2.7492195855196333,3.312668718280654,4.9568049309419,2.634847078801703,4.126606198380982,2.4298625445066757,4.16145253430356,3.530458061425044,2.653361231135497,2.8355676122262143,2.6346421628458794,2.376954570885703,3.207425109650207,2.1025739781026607,2.124250208254634,3.5771933008259067,2.061374959248852,2.489557872879279,2.769799316853428,3.364968496743834,1.8728135416811682,2.1183836809448247,1.9532802949913342,3.222645381612345,3.59279925209484,2.347541478551577,2.452912680675963,3.0312979542160448,4.884508164601436,2.784618855624039,3.318187622698806
SP_Tim,29.0,13.0,99.0,120.0,364.0,146.0,96.0,56.0,43.0,79.0,51.0,108.0,27.0,11.0,41.0,93.0,80.0,64.0,25.0,18.0,40.0,63.0,95.0,85.0,103.0,82.0,20.0,91.0,57.0,86.0,105.0,65.0,363.0,91.0,53.0,49.0,21.0,89.0,153.0,87.0,55.0,55.0,55.0,85.0,69.0,6.0,42.0,44.0,58.0,69.0,6.0,358.0,60.0,86.0,98.0,62.0,59.0,68.0,106.0,87.0,92.0,362.0,64.0,45.0
SP_Mag,1270.0,599.0,206.0,49.0,1710.0,140.0,2000.0,301.0,610.0,39.0,571.0,1030.0,128.0,1050.0,80.0,257.0,139.0,745.0,1320.0,213.0,202.0,512.0,738.0,446.0,20.0,9.1,1370.0,259.0,358.0,171.0,1370.0,3300.0,929.0,215.0,2500.0,69.0,250.0,485.0,36.0,634.0,659.0,707.0,300.0,875.0,399.0,2420.0,1190.0,972.0,528.0,441.0,766.0,501.0,799.0,1210.0,1170.0,164.0,347.0,524.0,232.0,1710.0,391.0,1810.0,110.0,103.0
SP_Dur,110.0,165.0,98.0,76.0,178.0,62.0,56.0,52.0,29.0,111.0,59.0,45.0,112.0,135.0,132.0,54.0,72.0,60.0,89.0,148.0,115.0,56.0,65.0,70.0,148.0,111.0,148.0,71.0,65.0,43.0,35.0,92.0,181.0,100.0,61.0,85.0,157.0,44.0,35.0,43.0,67.0,71.0,145.0,98.0,125.0,61.0,140.0,115.0,40.0,92.0,163.0,190.0,72.0,102.0,64.0,110.0,56.0,40.0,65.0,120.0,66.0,46.0,83.0,38.0
SP_ROC,0.06299603174603174,0.06060606060606061,0.0625,0.06458333333333333,0.0625,0.08695652173913043,0.06666666666666667,0.0625,0.09090909090909091,0.05555555555555564,0.09090909090909091,0.06329113924050633,0.07692307692307693,0.09243697478991597,0.08108108108108115,0.07538964953069835,0.06896551724137931,0.07246376811594203,0.07467193125072583,0.07407407407407407,0.06936647955092215,0.06385869565217392,0.05555555555555555,0.0625,0.10958904109589036,0.08333333333333323,0.08179993308798929,0.05131578947368421,0.07017543859649122,0.0625,0.06382978723404255,0.06609265098229444,0.05660377358490566,0.06666666666666667,0.09947643979057591,0.0652173913043478,0.06976744186046507,0.07142857142857142,0.07954545454545459,0.07692307692307693,0.09375,0.0698051948051948,0.07352941176470588,0.06451612903225806,0.058823529411764705,0.06731391585760518,0.06371753246753246,0.07157490396927016,0.07462686567164178,0.058823529411764705,0.05025125628140704,0.050847457627118564,0.04713804713804709,0.04693877551020403,0.046714285714285736,0.03216374269005844,0.03341022397499818,0.056782334384858066,0.043859649122807015,0.04961727720065614,0.03749999999999998,0.05294117647058815,0.07428571428571422,0.04523227383863082
SU_Tim,139.0,178.0,197.0,196.0,177.0,208.0,152.0,108.0,72.0,190.0,110.0,153.0,139.0,146.0,173.0,147.0,152.0,124.0,114.0,166.0,155.0,119.0,160.0,155.0,251.0,193.0,168.0,162.0,122.0,129.0,140.0,157.0,179.0,191.0,114.0,134.0,178.0,133.0,188.0,130.0,122.0,126.0,200.0,183.0,194.0,67.0,182.0,159.0,98.0,161.0,169.0,183.0,132.0,188.0,162.0,172.0,115.0,108.0,171.0,207.0,158.0,43.0,147.0,83.0
SU_Mag_10,4.8,4.1,2.4,1.9,3.3,3.3,4.1,2.5,1.9,1.1,1.6,3.8,1.0,1.9,1.1,3.5,1.4,3.9,1.81,1.3,0.62,1.6,5.0,3.1,0.8109999999999999,0.05,2.0,1.2,2.2,0.55,4.3,7.4,2.0,1.5,4.1,0.819,0.14800000000000002,0.26,0.59,0.4,0.0,1.6999999999999997,0.0,3.1,3.2,2.6,6.9,4.1,4.6,1.912,2.054,1.5,1.042,3.1670000000000003,5.48,1.44,1.06,1.032,3.016,4.782,1.7919999999999998,0.592,0.25,0.254
SU_Mag_50,7.7,5.9,3.2,3.0,6.5,5.2,5.0,4.6,2.9,1.5,7.3,8.9,2.85,4.0,1.6,6.65,2.6500000000000004,6.5,5.05,2.4,2.7,5.9,7.0,5.1,2.0,0.96,3.7,3.3,4.1,1.8,9.3,10.0,2.9,2.7,5.3,1.4,1.0,0.615,1.6,1.8,1.7,3.9,0.4,5.2,4.8,8.5,11.0,6.2,8.1,2.7,2.94,3.03,3.31,6.425000000000001,7.9,2.32,2.67,4.91,6.36,5.83,3.03,1.875,0.65,1.32
