Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
SU_Dur_Fl,nan,142.0,123.0,nan,127.0,185.0,nan,269.0,246.0,nan,177.0,132.0,nan,174.0,164.0,nan,nan,232.0,197.0,nan,164.0,193.0,178.0,129.0,68.0,160.0,159.0,197.0,217.0,227.0,183.0,158.0,nan,207.0,nan,nan,150.0,165.0,nan,234.0,222.0,219.0,nan,164.0,nan,304.0,153.0,nan,279.0,nan,144.0,nan,211.0,166.0,183.0,nan,nan,180.0,183.0,180.0,nan,nan,191.0,255.0
SU_Dur_Wet,201.0,206.0,127.0,155.0,233.0,190.0,218.0,280.0,246.0,213.0,281.0,226.0,214.0,185.0,208.0,236.0,224.0,233.0,212.0,184.0,221.0,201.0,238.0,263.0,100.0,172.0,206.0,204.0,264.0,282.0,216.0,162.0,141.0,213.0,287.0,200.0,249.0,170.0,237.0,274.0,247.0,275.0,170.0,206.0,149.0,312.0,200.0,227.0,300.0,173.0,175.0,171.0,213.0,240.0,240.0,195.0,293.0,272.0,243.0,227.0,174.0,362.0,191.0,255.0
SU_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA_Tim,335.0,nan,318.0,319.0,nan,304.0,26.0,nan,11.0,318.0,nan,286.0,284.0,nan,318.0,336.0,nan,nan,354.0,310.0,nan,319.0,310.0,337.0,283.0,319.0,351.0,326.0,358.0,339.0,354.0,322.0,314.0,nan,31.0,nan,nan,328.0,296.0,nan,363.0,344.0,343.0,nan,346.0,nan,4.0,334.0,nan,12.0,nan,312.0,nan,343.0,352.0,344.0,nan,nan,286.0,353.0,21.0,nan,nan,337.0
FA_Mag,379.95620935857676,nan,58.9856920293857,175.92745495208715,nan,102.95426800097975,365.9183913213766,nan,71.99585712795167,20.924611369073013,nan,2469.5201055989587,57.968896850021025,nan,36.989028312998585,467.92677224617245,nan,nan,775.9604434098322,81.99381366314752,nan,632.9858671758992,178.97360130813064,92.97902888489497,41.87443795372729,25.89670411129272,194.9595226129635,40.97891156423164,325.9140307771653,111.97795249558922,489.94531016395564,559.9283610694514,202.95744851181468,nan,358.9706522755353,nan,nan,131.88939513298155,78.93303807044157,nan,120.9638739384311,162.978588005456,73.00004294674198,nan,280.9518249786072,nan,225.97352102778555,202.98772807779957,nan,165.98616012976527,nan,180.97115574645935,nan,369.9944111586002,735.9416272645367,51.71721820689192,nan,nan,1139.7288885287094,1229.9305531899051,195.926075352927,nan,nan,99.9483809837701
FA_Tim_Wet,352.0,340.0,17.0,323.0,350.0,45.0,31.0,4.0,22.0,318.0,36.0,25.0,13.0,353.0,329.0,15.0,17.0,11.0,355.0,325.0,349.0,11.0,318.0,32.0,52.0,351.0,363.0,8.0,365.0,21.0,44.0,355.0,318.0,320.0,37.0,35.0,333.0,62.0,301.0,59.0,38.0,4.0,34.0,4.0,23.0,343.0,12.0,16.0,20.0,33.0,332.0,343.0,353.0,345.0,61.0,36.0,1.0,43.0,13.0,48.0,68.0,332.0,38.0,337.0
FA_Dur,2.0,nan,2.0,5.0,nan,5.0,5.0,nan,4.0,3.0,nan,5.0,5.0,nan,9.0,5.0,nan,nan,3.0,8.0,nan,2.0,6.0,3.0,5.0,5.0,4.0,5.0,2.0,8.0,2.0,4.0,3.0,nan,3.0,nan,nan,3.0,3.0,nan,4.0,4.0,3.0,nan,5.0,nan,3.0,4.0,nan,2.0,nan,4.0,nan,2.0,2.0,4.0,nan,nan,7.0,3.0,4.0,nan,nan,2.0
Tim_2,10.5,39.5,30.5,nan,1.0,97.5,55.0,28.0,35.5,nan,44.0,70.0,21.0,48.0,nan,49.5,30.0,43.0,23.5,336.0,nan,38.0,60.0,62.5,nan,nan,39.0,nan,29.5,30.0,4.0,56.0,343.5,40.0,70.5,44.0,nan,77.0,nan,72.5,45.0,34.0,nan,45.0,35.0,7.0,37.0,28.5,50.0,65.0,351.5,350.0,28.5,41.0,65.0,nan,19.0,55.0,335.0,56.0,81.0,337.0,nan,39.0
Dur_2,2.5,1.0,1.0,nan,2.0,1.0,2.0,1.5,1.0,nan,2.0,1.5,1.0,2.0,nan,1.5,1.0,2.0,1.5,1.0,nan,2.0,1.0,1.0,nan,nan,2.0,nan,5.0,1.0,2.0,3.0,1.5,1.0,4.0,1.0,nan,2.0,nan,1.5,1.0,2.0,nan,3.0,1.0,4.5,1.0,2.5,1.5,1.0,1.0,1.0,1.0,2.0,1.0,nan,1.0,1.0,2.5,1.0,2.5,1.0,nan,1.0
Fre_2,8.0,4.0,2.0,0.0,5.0,2.0,9.0,2.0,2.0,0.0,3.0,8.0,1.0,4.0,0.0,8.0,1.0,7.0,8.0,3.0,0.0,7.0,7.0,4.0,0.0,0.0,5.0,0.0,2.0,3.0,7.0,9.0,2.0,1.0,4.0,1.0,0.0,2.0,0.0,2.0,3.0,6.0,0.0,6.0,7.0,4.0,9.0,2.0,4.0,1.0,2.0,3.0,4.0,2.0,9.0,0.0,2.0,3.0,2.0,5.0,2.0,3.0,0.0,1.0
Tim_5,8.0,43.5,48.0,18.0,22.0,97.0,43.5,47.0,35.5,nan,54.0,40.0,354.5,4.0,361.0,78.5,52.0,37.0,9.0,365.0,14.5,46.5,3.0,59.5,nan,nan,23.5,44.0,47.0,54.5,32.5,18.0,337.0,40.0,37.0,43.0,17.0,69.0,97.5,72.5,46.0,13.0,50.0,51.0,27.0,362.0,18.0,38.0,58.0,55.0,361.0,362.0,1.0,48.0,58.0,41.0,40.0,55.0,46.5,2.0,74.0,346.5,nan,9.0
Dur_5,3.0,1.0,1.0,1.0,7.0,2.5,3.5,2.0,2.5,nan,3.0,6.0,2.0,4.0,1.0,2.5,1.5,2.0,3.0,1.5,1.0,3.0,3.0,1.5,nan,nan,1.5,2.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.5,2.5,4.5,2.0,2.0,6.0,1.0,4.0,2.0,1.0,4.5,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,4.0,nan,2.5
Fre_5,9.0,6.0,5.0,5.0,5.0,2.0,10.0,5.0,2.0,0.0,4.0,7.0,2.0,5.0,2.0,12.0,2.0,7.0,5.0,8.0,2.0,10.0,9.0,8.0,0.0,0.0,8.0,5.0,7.0,2.0,8.0,7.0,7.0,3.0,6.0,1.0,1.0,3.0,2.0,2.0,2.0,5.0,1.0,6.0,9.0,5.0,9.0,9.0,6.0,3.0,4.0,7.0,5.0,9.0,11.0,1.0,4.0,3.0,8.0,9.0,5.0,2.0,0.0,2.0
Tim_10,51.0,365.0,68.0,343.0,53.0,97.0,2.0,29.0,32.0,nan,62.5,75.0,323.0,24.0,363.0,20.5,60.0,7.0,34.5,11.0,16.0,10.0,6.0,52.5,nan,nan,38.0,37.0,11.0,28.0,4.5,6.0,335.5,40.0,29.5,53.5,361.0,31.5,47.0,79.5,42.0,25.0,43.0,68.0,35.0,340.0,10.0,76.0,30.0,53.5,363.0,56.5,33.0,54.0,36.0,48.5,39.5,54.0,36.0,105.5,80.5,352.0,59.0,349.0
Dur_10,5.0,2.0,3.0,2.0,8.0,2.5,1.0,2.0,3.0,nan,6.5,3.0,2.0,4.0,1.0,12.5,2.0,2.5,11.0,2.0,1.5,5.0,4.5,4.5,nan,nan,3.0,2.0,2.0,4.0,2.5,10.0,1.5,2.0,5.0,2.0,1.5,1.0,1.0,2.5,1.0,2.0,3.0,9.0,3.0,1.0,3.0,4.0,2.0,3.0,3.0,1.5,5.0,3.0,14.0,3.0,4.5,6.0,2.0,10.5,1.5,6.0,2.0,2.0
Fre_10,7.0,7.0,9.0,7.0,3.0,4.0,5.0,6.0,3.0,0.0,4.0,7.0,3.0,5.0,3.0,4.0,4.0,6.0,4.0,7.0,4.0,5.0,10.0,10.0,0.0,0.0,13.0,6.0,5.0,3.0,8.0,6.0,10.0,5.0,6.0,2.0,2.0,6.0,5.0,4.0,3.0,8.0,2.0,5.0,9.0,7.0,7.0,8.0,5.0,6.0,5.0,8.0,5.0,8.0,4.0,2.0,4.0,3.0,9.0,6.0,6.0,3.0,1.0,5.0
Tim_20,75.5,70.0,23.0,9.0,52.5,55.0,13.0,25.0,48.5,20.5,20.0,32.5,318.0,354.0,29.0,336.0,29.0,364.0,353.0,11.0,27.0,341.0,353.5,361.0,354.0,38.0,356.5,11.0,22.5,52.0,354.0,332.0,44.0,345.0,4.0,68.0,6.5,6.0,35.0,69.0,41.0,363.0,24.0,23.0,16.0,26.0,354.5,334.0,18.0,54.5,22.5,74.0,355.0,342.0,352.0,26.0,37.5,38.0,51.0,82.5,23.0,343.5,58.0,345.0
Dur_20,5.0,2.0,4.0,11.0,12.5,2.0,3.5,3.0,3.0,1.0,2.0,26.5,2.0,4.0,2.0,3.0,1.0,3.0,13.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,2.5,8.0,4.0,1.5,7.0,2.0,7.0,2.0,3.0,2.0,3.0,2.0,2.0,2.5,2.0,3.0,2.0,2.5,12.0,2.0,2.0,7.0,3.0,3.0,4.5,4.0,1.0,3.0,51.0,3.5,9.0,1.0,3.5,3.5,1.0,19.5,2.0,10.0
Fre_20,4.0,7.0,5.0,7.0,4.0,7.0,4.0,5.0,6.0,2.0,3.0,4.0,5.0,5.0,7.0,7.0,9.0,6.0,5.0,9.0,3.0,5.0,12.0,5.0,2.0,2.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,9.0,7.0,6.0,4.0,7.0,7.0,4.0,9.0,5.0,7.0,8.0,5.0,6.0,6.0,3.0,5.0,8.0,12.0,7.0,9.0,5.0,3.0,4.0,4.0,5.0,6.0,8.0,5.0,2.0,3.0,3.0
Tim_50,297.0,84.0,314.0,319.0,340.0,6.0,322.5,133.0,8.0,43.0,81.5,95.5,318.0,66.0,51.0,88.0,348.0,319.0,309.0,329.0,46.0,336.0,64.0,343.0,15.0,64.0,349.0,348.0,321.0,23.0,109.0,95.5,288.5,313.0,115.0,32.0,362.0,15.0,84.0,58.0,14.5,341.0,67.5,335.0,363.0,311.5,322.0,310.0,128.5,319.0,326.0,329.0,323.5,316.0,342.5,2.0,360.5,6.0,91.0,311.0,20.0,326.0,57.0,67.0
Dur_50,10.0,4.5,9.0,219.0,3.0,6.0,4.5,4.5,3.0,2.0,7.5,36.5,3.0,7.0,17.0,2.5,8.0,2.0,6.0,5.0,1.5,3.5,150.0,5.0,2.0,1.0,2.0,8.0,2.0,7.0,13.0,168.5,127.0,2.0,2.0,3.5,3.0,3.0,9.0,2.0,4.0,2.0,5.5,4.0,110.5,116.0,160.5,7.0,2.0,5.0,4.0,105.0,84.5,4.0,126.5,3.5,57.5,5.0,9.5,3.0,6.0,3.0,8.0,9.5
Fre_50,3.0,6.0,5.0,1.0,5.0,5.0,4.0,4.0,3.0,9.0,4.0,4.0,7.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,8.0,8.0,2.0,8.0,10.0,6.0,3.0,4.0,5.0,3.0,4.0,2.0,2.0,7.0,6.0,10.0,7.0,10.0,11.0,5.0,6.0,5.0,10.0,9.0,2.0,2.0,2.0,3.0,10.0,7.0,5.0,2.0,2.0,5.0,2.0,6.0,2.0,6.0,6.0,5.0,7.0,3.0,5.0,6.0
