Year,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980
Avg,69.07939560439561,119.07479452054794,45.79890410958904,39.56502732240437,36.56575342465754,91.76876712328767,88.85753424657534,46.13224043715847,94.52575342465752,70.39616438356165,138.18465753424658,43.303005464480876,192.70520547945205,65.65416438356165,71.12772602739726,59.90163934426229,101.03945205479452,92.97753424657535,76.05095890410959,28.879234972677594,24.33421917808219,160.01301369863015,78.22082191780822,124.90819672131148,55.02712328767124
Std,136.19946018461218,191.08145181491977,70.10004982238168,70.9991597800997,55.2126400536383,144.96688222596094,165.9845869373701,73.61141252177129,126.26231878506071,110.44802601695275,228.2403240403269,71.43978867737313,301.3878488797368,117.87548346617264,100.4096530344582,89.22444865478131,181.91496170697573,151.87417787842944,157.3227281750808,49.47916220300126,44.862885380504565,234.4295546090665,145.70905728425709,187.86770353409446,104.54626532351305
CV,1.9716365349314902,1.6047178799199702,1.530605397339729,1.794492878813083,1.5099549409641464,1.5796973934628948,1.8679855157444605,1.595660904916271,1.3357451721947824,1.568949487292573,1.6517052479850134,1.6497651354932243,1.5639839522231975,1.7953999502228994,1.411680910419968,1.489515973711456,1.8004349588942916,1.6334502641859794,2.0686488433820327,1.7133127747259609,1.8436131051582099,1.4650655542966844,1.8627911815777543,1.504046239281277,1.8999042486187265
SP_Tim,164.0,173.0,160.0,157.0,163.0,175.0,172.0,157.0,186.0,142.0,186.0,153.0,157.0,156.0,164.0,163.0,164.0,161.0,161.0,138.0,165.0,192.0,151.0,188.0,161.0
SP_Mag,609.0,754.0,219.0,242.0,169.0,515.0,826.0,288.0,305.0,417.0,1100.0,358.0,1500.0,497.0,436.0,651.0,770.0,658.0,667.0,305.0,378.0,592.0,697.0,712.0,455.0
SP_Dur,60.0,75.0,46.0,41.0,93.0,61.0,67.0,46.0,70.0,58.0,49.0,49.0,88.0,68.0,77.0,58.0,45.0,39.0,59.0,97.0,43.0,42.0,70.0,57.0,52.0
SP_ROC,0.09090909090909091,0.10638297872340426,0.07142857142857142,0.09160839160839165,0.11999999999999993,0.08333333333333333,0.08759590792838876,0.09090909090909091,0.10957401032702238,0.08333333333333333,0.07860262008733625,0.10526315789473684,0.09868295476235922,0.08928571428571429,0.10714285714285714,0.09819277108433738,0.09569597069597069,0.09480708245243129,0.08695652173913043,0.10257159555815318,0.09064807219031988,0.08771929824561403,0.10256410256410256,0.07407407407407407,0.08143939393939394
SU_BFL_Tim,224.0,248.0,206.0,198.0,256.0,236.0,239.0,203.0,256.0,200.0,235.0,202.0,245.0,224.0,241.0,221.0,209.0,200.0,220.0,235.0,208.0,234.0,221.0,245.0,213.0
SU_BFL_Mag_10,2.4,3.1,1.1,0.9,1.7999999999999998,0.5,6.5,1.0,2.6,1.2,4.74,1.2,4.3,1.1,2.66,3.8499999999999996,2.9800000000000004,1.8700000000000003,2.7,0.74,0.9,7.82,3.0300000000000002,2.9,2.1
SU_BFL_Mag_50,13.0,6.0,2.7,5.6,7.0,5.1,13.0,21.0,12.0,20.0,12.0,20.0,13.0,17.0,11.0,16.0,23.0,9.6,6.1,4.5,9.5,17.0,15.5,6.550000000000001,4.4
SU_BFL_Dur_Fl,254.0,190.0,242.0,250.0,nan,162.0,47.0,155.0,nan,141.0,192.0,190.0,207.0,162.0,194.0,263.0,109.0,nan,65.0,42.0,nan,237.0,159.0,nan,nan
SU_BFL_Dur_Wet,263.0,201.0,252.0,259.0,214.0,264.0,236.0,277.0,200.0,306.0,229.0,283.0,231.0,235.0,199.0,266.0,275.0,298.0,257.0,231.0,286.0,252.0,264.0,228.0,261.0
SU_BFL_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAFL_Tim,105.0,111.0,72.0,82.0,83.0,nan,32.0,285.0,358.0,nan,340.0,61.0,27.0,85.0,20.0,69.0,119.0,316.0,nan,284.0,277.0,nan,105.0,14.0,nan
FAFL_Mag,99.96303547438075,204.99941028427583,49.944773722419754,45.99739367577237,42.94597379074828,nan,779.8430765127703,47.92169872643002,562.6280458470434,nan,349.89909144828067,39.9628677423234,229.96394498187067,86.96888822685206,49.99813551671741,85.99500170108197,244.99186819951296,85.02141943854811,nan,51.99778293739661,54.994467841981546,nan,112.079650657977,225.95282490707208,nan
FAFL_Tim_Wet,122.0,120.0,83.0,92.0,92.0,103.0,134.0,109.0,115.0,89.0,140.0,98.0,120.0,109.0,93.0,74.0,122.0,117.0,132.0,111.0,101.0,127.0,120.0,119.0,108.0
FAFL_Dur,5.0,9.0,8.0,10.0,5.0,nan,3.0,2.0,5.0,nan,2.0,3.0,3.0,6.0,9.0,9.0,6.0,3.0,nan,2.0,5.0,nan,4.0,6.0,nan
Wet_BFL_Mag,64.0,109.3,46.7,50.0,42.6,166.3,8.95,6.800000000000001,28.0,147.0,18.0,22.0,22.0,47.0,20.3,81.0,208.0,20.0,297.0,2.98,0.78,336.8,85.0,20.0,134.8
