Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
SU_Dur_Fl,nan,227.0,nan,178.0,nan,285.0,111.0,nan,nan,223.0,203.0,176.0,156.0,nan,187.0,198.0,191.0,218.0,266.0,nan,200.0,193.0,194.0,213.0,157.0,168.0,144.0,234.0,202.0,250.0,197.0,178.0,159.0,nan,249.0,266.0,nan,255.0,163.0,nan,237.0,213.0,151.0,nan,237.0,214.0,236.0,140.0,241.0,281.0,227.0,nan,189.0,243.0,159.0,210.0,258.0,266.0,nan,131.0,263.0,nan,367.0,259.0
SU_Dur_Wet,232.0,228.0,199.0,179.0,180.0,319.0,205.0,240.0,252.0,280.0,273.0,337.0,214.0,292.0,223.0,254.0,223.0,226.0,273.0,237.0,206.0,200.0,194.0,243.0,273.0,213.0,174.0,236.0,205.0,295.0,197.0,192.0,163.0,174.0,259.0,292.0,204.0,356.0,235.0,217.0,275.0,221.0,198.0,273.0,243.0,218.0,278.0,203.0,242.0,304.0,231.0,231.0,192.0,250.0,159.0,264.0,267.0,316.0,212.0,247.0,316.0,188.0,368.0,260.0
SU_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA_Tim,320.0,nan,342.0,nan,319.0,nan,14.0,286.0,nan,nan,336.0,329.0,285.0,319.0,nan,322.0,324.0,337.0,345.0,353.0,nan,338.0,352.0,315.0,338.0,299.0,320.0,326.0,11.0,358.0,339.0,320.0,322.0,314.0,nan,17.0,3.0,nan,328.0,297.0,nan,363.0,345.0,343.0,nan,346.0,345.0,331.0,328.0,16.0,12.0,329.0,nan,348.0,343.0,353.0,346.0,354.0,360.0,nan,302.0,21.0,nan,40.0
FA_Mag,2179.900112788802,nan,11599.849891021257,nan,2329.787166280554,nan,1669.99413737228,2539.8965681448485,nan,nan,5579.793879914829,2599.9489192901033,3169.9701378052987,1339.9112509605704,nan,1479.9454243783243,3749.9327077135877,815.9497573493942,4449.911602576225,4049.879970069816,nan,262.9969035853968,4569.948806013508,7999.966792952455,1559.9600628099952,256.97788970257807,67.99443444800225,1959.9197392840733,6389.736513708693,3589.880499686089,1799.9757477835167,6139.982293875806,2109.973666594734,3129.927043876065,nan,6099.9849868935125,748.0008392405573,nan,1909.853567936276,382.985344019623,nan,1479.9079793160768,5920.010005664305,549.9563921959414,nan,5339.896485416566,7499.8480159725705,2799.989559435317,1189.9932129553404,2989.823815695671,899.9408830641761,965.9880342317409,nan,3429.947503344637,3979.7937849260306,4639.968708944898,745.9800250698912,1299.9833361015337,895.9373915068107,nan,1129.9830977590677,2349.879243402616,nan,1529.9044922342769
FA_Tim_Wet,331.0,334.0,343.0,10.0,320.0,347.0,48.0,15.0,4.0,28.0,28.0,34.0,81.0,12.0,350.0,358.0,15.0,4.0,353.0,360.0,330.0,344.0,359.0,315.0,3.0,50.0,365.0,356.0,13.0,361.0,19.0,320.0,336.0,318.0,313.0,27.0,29.0,333.0,64.0,4.0,58.0,36.0,353.0,25.0,2.0,352.0,349.0,8.0,26.0,17.0,35.0,333.0,346.0,351.0,350.0,353.0,35.0,363.0,45.0,13.0,53.0,74.0,331.0,41.0
FA_Dur,2.0,nan,3.0,nan,4.0,nan,10.0,5.0,nan,nan,2.0,6.0,6.0,2.0,nan,7.0,2.0,8.0,3.0,1.0,nan,3.0,2.0,2.0,3.0,2.0,5.0,2.0,8.0,2.0,6.0,7.0,2.0,4.0,nan,4.0,5.0,nan,2.0,5.0,nan,3.0,2.0,3.0,nan,2.0,3.0,5.0,4.0,3.0,6.0,2.0,nan,2.0,3.0,2.0,4.0,4.0,6.0,nan,2.0,4.0,nan,5.0
Tim_2,27.0,14.0,13.5,59.0,nan,29.0,55.0,43.0,12.0,65.0,32.0,54.5,87.0,20.0,5.0,19.5,48.0,22.0,27.0,14.0,50.5,nan,24.5,15.0,76.0,nan,nan,9.0,29.0,30.0,25.5,4.0,49.0,343.0,40.0,45.0,44.0,354.5,73.5,nan,62.0,59.5,11.0,48.0,52.5,24.0,364.0,37.0,62.0,51.5,58.5,4.0,365.0,28.5,83.0,61.5,41.0,30.0,nan,25.0,79.0,87.0,337.0,nan
Dur_2,1.5,3.5,3.0,1.5,nan,3.5,3.0,3.0,2.0,1.0,1.0,2.5,1.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,1.5,nan,2.0,3.0,2.0,nan,nan,2.0,1.0,5.5,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,nan,2.0,2.5,2.0,2.0,4.5,1.0,2.0,2.0,1.0,1.5,1.0,1.0,2.0,1.5,1.0,1.5,1.0,1.0,nan,2.0,2.0,2.0,1.0,nan
Fre_2,4.0,4.0,4.0,4.0,0.0,4.0,1.0,9.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,7.0,5.0,4.0,0.0,4.0,7.0,5.0,0.0,0.0,7.0,2.0,2.0,2.0,9.0,13.0,5.0,1.0,3.0,1.0,2.0,2.0,0.0,1.0,2.0,4.0,1.0,4.0,5.0,3.0,8.0,4.0,2.0,2.0,2.0,7.0,4.0,1.0,6.0,1.0,4.0,0.0,3.0,3.0,1.0,3.0,0.0
Tim_5,23.0,26.0,365.0,56.0,43.0,18.5,60.0,29.5,12.0,51.0,32.0,50.5,31.0,20.0,25.0,19.0,20.0,29.0,28.5,28.5,34.5,nan,17.0,23.5,39.0,nan,nan,28.0,49.5,35.5,25.5,28.0,49.5,335.5,27.0,33.0,64.0,4.0,78.0,147.0,72.0,50.0,14.5,36.0,51.0,24.0,362.0,46.5,56.0,44.0,57.0,363.0,58.0,1.0,29.0,59.0,49.0,26.0,58.5,36.0,363.0,77.0,337.0,nan
Dur_5,2.5,3.5,2.0,3.0,1.0,4.5,3.5,2.0,3.0,5.0,2.0,1.5,3.0,4.0,4.0,2.0,2.0,2.0,4.5,4.0,2.0,nan,3.0,3.5,3.0,nan,nan,3.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,9.5,2.0,3.0,3.0,2.0,2.0,2.0,1.5,3.5,2.0,1.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,nan
Fre_5,6.0,8.0,7.0,6.0,4.0,8.0,2.0,10.0,3.0,2.0,5.0,6.0,5.0,1.0,5.0,4.0,5.0,5.0,10.0,4.0,6.0,0.0,7.0,10.0,7.0,0.0,0.0,10.0,6.0,6.0,2.0,9.0,12.0,8.0,4.0,5.0,3.0,3.0,3.0,1.0,3.0,3.0,6.0,2.0,4.0,9.0,5.0,6.0,9.0,5.0,3.0,6.0,8.0,7.0,9.0,9.0,4.0,5.0,2.0,5.0,5.0,3.0,3.0,0.0
Tim_10,3.5,32.0,39.5,45.0,363.0,352.0,55.0,365.0,26.5,50.0,53.0,20.0,37.0,354.0,45.0,27.0,55.0,32.0,358.0,9.0,34.5,28.0,31.0,27.0,32.0,79.5,nan,16.0,50.5,2.5,28.0,33.5,27.5,347.5,3.5,30.0,57.0,9.0,68.0,80.0,75.0,40.5,8.0,35.5,71.5,16.0,7.5,37.5,55.0,43.0,54.0,351.0,48.5,363.0,60.0,36.0,48.0,29.5,54.0,61.0,30.5,80.5,345.5,77.0
Dur_10,11.0,8.0,5.5,5.5,2.0,13.0,4.0,2.5,4.5,2.5,4.5,3.0,3.0,1.5,4.5,1.0,6.5,4.0,7.0,5.0,6.5,1.0,4.0,5.5,4.0,4.5,nan,4.0,2.5,3.5,1.0,5.5,10.5,5.0,3.0,8.0,3.5,5.5,1.0,2.0,3.0,3.0,6.0,5.5,14.5,4.0,3.5,2.0,3.0,5.0,2.5,3.0,4.5,3.0,3.0,15.5,4.0,6.0,4.0,4.0,9.5,2.0,8.0,1.5
Fre_10,6.0,7.0,6.0,8.0,8.0,3.0,7.0,10.0,4.0,6.0,6.0,5.0,8.0,4.0,6.0,6.0,8.0,6.0,5.0,5.0,6.0,6.0,7.0,12.0,7.0,2.0,0.0,8.0,4.0,6.0,5.0,8.0,8.0,8.0,6.0,5.0,4.0,4.0,7.0,4.0,4.0,4.0,5.0,2.0,4.0,7.0,6.0,10.0,10.0,7.0,4.0,7.0,8.0,7.0,11.0,6.0,4.0,4.0,3.0,9.0,4.0,6.0,2.0,4.0
Tim_20,3.0,331.0,361.0,341.0,29.0,352.0,54.0,4.0,41.0,57.5,351.0,14.5,28.5,323.0,2.5,362.0,336.0,29.0,12.0,25.5,71.0,53.0,347.0,44.0,33.0,36.5,76.0,61.0,86.0,329.0,45.0,12.0,357.5,72.5,351.0,365.0,33.0,363.0,5.5,47.0,61.0,41.0,74.5,10.5,61.5,92.0,22.0,354.0,348.0,335.0,37.0,348.0,74.5,358.0,59.0,352.0,24.0,29.5,86.0,37.5,332.0,73.0,345.0,73.5
Dur_20,9.0,15.0,6.0,2.0,9.0,26.0,4.0,7.5,10.0,10.5,8.0,4.5,4.5,4.0,13.0,4.0,17.0,12.5,10.0,13.5,13.0,3.0,8.5,60.0,5.0,5.5,1.0,12.0,7.5,4.0,12.0,24.0,14.5,14.0,7.0,9.5,4.0,16.0,3.5,4.0,7.0,6.0,7.5,2.0,6.5,5.0,14.0,7.5,3.0,1.0,5.0,4.0,24.5,8.0,8.0,61.0,8.0,10.5,4.0,6.0,2.0,8.0,6.5,3.0
Fre_20,5.0,3.0,7.0,7.0,6.0,3.0,7.0,8.0,5.0,4.0,5.0,6.0,8.0,5.0,6.0,9.0,5.0,6.0,5.0,4.0,5.0,8.0,4.0,3.0,6.0,4.0,1.0,5.0,4.0,9.0,5.0,6.0,6.0,4.0,7.0,4.0,7.0,3.0,6.0,7.0,3.0,5.0,8.0,6.0,6.0,7.0,5.0,6.0,7.0,5.0,4.0,7.0,4.0,7.0,9.0,3.0,4.0,4.0,4.0,8.0,8.0,5.0,4.0,4.0
Tim_50,297.0,62.5,327.5,96.0,324.0,329.5,13.0,279.0,360.0,1.0,323.0,328.0,307.0,296.0,307.0,312.0,318.0,9.0,327.5,327.5,319.0,54.0,310.0,309.0,343.0,319.0,41.0,106.5,9.0,296.0,6.0,308.5,313.0,313.0,308.0,311.5,352.0,49.5,327.0,7.0,33.0,325.0,321.0,9.0,330.0,77.0,144.0,300.0,322.0,57.5,349.0,325.0,329.5,324.5,301.0,322.5,2.5,345.0,56.5,351.0,297.0,334.5,328.0,48.5
Dur_50,121.0,3.0,108.0,112.0,104.0,90.5,6.0,2.0,3.0,80.0,4.0,181.0,119.0,4.0,4.0,192.0,226.0,3.0,5.0,2.0,102.5,3.5,2.0,4.0,13.5,10.0,4.0,6.0,146.0,7.0,7.0,111.0,11.0,6.0,191.0,94.0,28.0,6.5,12.0,8.0,10.0,2.0,110.0,4.0,5.0,97.5,3.0,126.5,2.0,23.5,5.0,7.0,101.0,84.0,2.0,105.5,29.0,70.5,21.5,15.0,253.0,4.0,77.5,38.5
Fre_50,2.0,6.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,2.0,3.0,1.0,2.0,5.0,3.0,1.0,1.0,5.0,4.0,4.0,2.0,4.0,5.0,3.0,4.0,9.0,5.0,4.0,1.0,3.0,5.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,5.0,5.0,3.0,5.0,2.0,7.0,3.0,2.0,5.0,2.0,3.0,4.0,5.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,1.0,4.0,2.0,2.0
