Year,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004
Avg,171.31616438356164,210.62896174863388,222.39917808219178,184.1728767123288,346.54,123.91967213114754,624.3978082191782,254.7830136986301,420.5947945205479,254.94918032786887,538.5131506849315,450.4495890410959,310.58109589041095,178.601912568306,342.38109589041096,610.753698630137,419.34027397260274,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,280.5278021978022,458.21408219178085,323.3146721311476,331.59712328767125
Std,352.9532981432806,703.6739349316562,342.56341378652485,296.41576955757506,731.0390195084225,230.4748397204233,2014.3468485038488,463.7181684077793,852.2790542431921,575.3809760810138,1105.0025280537334,1152.133834944152,512.3261971369136,296.0471485704092,675.7186541051301,1199.9969927216962,692.4640166863578,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,623.6563818133255,835.8370177024298,772.723390094547,479.52404720045627
CV,2.0602451579119503,3.3408223118500944,1.5403088120223363,1.6094431213156621,2.109537194864727,1.859872897956876,3.226063291684019,1.8200513514464036,2.0263661494306833,2.256845757813633,2.051950869998788,2.5577420048196324,1.6495730226854783,1.657581065696519,1.973586340530359,1.9647805578798399,1.651317699886845,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.2231535588532534,1.8241190094035535,2.3900040941572356,1.4461043643748792
SP_Tim,66.0,76.0,98.0,101.0,108.0,29.0,364.0,105.0,32.0,56.0,25.0,27.0,89.0,68.0,21.0,93.0,81.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.0,128.0,61.0,143.0
SP_Mag,718.0,1150.0,882.0,922.0,3510.0,668.0,7000.0,1060.0,6600.0,3370.0,9550.0,10100.0,2880.0,1380.0,5660.0,4230.0,3600.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6650.0,1780.0,2130.0,3860.0
SP_Dur,102.0,102.0,93.0,84.0,73.0,160.0,158.0,62.0,164.0,76.0,148.0,77.0,106.0,113.0,145.0,73.0,115.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,129.0,48.0,99.0,68.0
SP_ROC,0.046511627906976744,0.05714285714285714,0.0625,0.05217785843920145,0.050316455696202536,0.059141494435612084,0.0891089108910891,0.059372797744890765,0.07458051358116251,0.08166666666666667,0.0969286359530262,0.09929577464788733,0.041666666666666664,0.052435192458758835,0.08705992962597509,0.04966887417218543,0.06742424242424241,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.06923076923076923,0.07556549689366499,0.05202312138728324,0.06370022972728229
SU_BFL_Tim,168.0,178.0,191.0,185.0,181.0,189.0,157.0,167.0,196.0,132.0,173.0,104.0,195.0,181.0,166.0,166.0,196.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,135.0,176.0,160.0,211.0
SU_BFL_Mag_10,2.1,2.62,2.7,2.3,4.8,1.5,4.7,4.0,4.8,4.2,5.3,2.5,6.0,4.76,4.0,4.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.99,3.3609999999999998,3.396,5.902
SU_BFL_Mag_50,4.9,6.9,6.2,43.5,21.0,2.9,14.0,8.1,9.4,11.5,11.0,11.0,11.5,9.75,12.0,15.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.64,7.545,15.8,17.5
SU_BFL_Dur_Fl,nan,152.0,140.0,101.0,133.0,nan,167.0,154.0,180.0,213.0,175.0,nan,146.0,nan,nan,173.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,180.0,165.0,183.0,133.0
SU_BFL_Dur_Wet,227.0,213.0,205.0,264.0,194.0,158.0,205.0,214.0,181.0,222.0,183.0,223.0,186.0,168.0,149.0,208.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,211.0,168.0,219.0,169.0
SU_BFL_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0
FAFL_Tim,nan,nan,330.0,329.0,285.0,313.0,nan,322.0,320.0,10.0,345.0,346.0,nan,340.0,nan,nan,338.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,326.0,314.0,340.0,343.0
FAFL_Mag,nan,nan,899.9305389938664,437.9719829225265,3039.8773723873073,327.00120178040726,nan,703.9812143866054,1099.964366856138,1019.9541973838276,3489.8193982078983,3199.90977297601,nan,375.9159422887972,nan,nan,499.98833245868707,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,819.9546212621487,679.986402501844,1579.973474029442,2659.8602844248257
FAFL_Tim_Wet,3.0,29.0,26.0,29.0,83.0,9.0,347.0,360.0,15.0,11.0,354.0,354.0,326.0,15.0,349.0,313.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,334.0,345.0,343.0,14.0
FAFL_Dur,nan,nan,2.0,7.0,6.0,2.0,nan,2.0,6.0,3.0,3.0,6.0,nan,2.0,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,8.0,2.0,3.0
Wet_BFL_Mag,128.0,222.0,57.2,50.2,26.7,57.0,254.0,84.0,78.2,255.0,154.8,256.0,198.50000000000003,76.2,118.80000000000001,341.20000000000005,57.400000000000006,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,220.0,16.04,260.0,135.0
WIN_Tim_2,29.5,52.5,nan,nan,63.5,20.0,15.0,4.0,365.0,32.0,12.0,9.0,50.5,nan,15.5,361.0,50.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.5,365.0,363.0,58.5
WIN_Dur_2,1.0,2.0,nan,nan,2.0,1.0,2.5,3.0,2.0,3.5,2.0,2.0,1.0,nan,1.0,2.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5,2.0,2.0,1.5
WIN_Fre_2,2.0,2.0,0.0,0.0,6.0,1.0,4.0,1.0,6.0,2.0,7.0,7.0,4.0,0.0,4.0,9.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,5.0,3.0,2.0
