Year,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990
Avg,0.5591780821917808,0.6335792349726777,nan,nan,nan,nan,nan,nan,nan,4.077670682730925,1.5154794520547945,0.6619452054794521,nan,nan,nan,nan,nan,0.43356164383561646,0.18964383561643836,0.08701369863013698,1.653808219178082
Std,1.6866597885345271,3.7384610123671984,nan,nan,nan,nan,nan,nan,nan,20.75537420596658,7.388155578513322,2.3587493313102317,nan,nan,nan,nan,nan,1.3686317233446124,0.5265255817293448,0.37492810244649355,13.265942118522425
CV,3.016319563033329,5.900542199001227,nan,nan,nan,nan,nan,nan,nan,5.09000746280623,4.875127517232871,3.5633603986930775,nan,nan,nan,nan,nan,3.156717718930701,2.776391755723936,4.308839968292511,8.021451317441993
SP_Tim,359.0,365.0,nan,nan,nan,nan,nan,nan,nan,nan,69.0,105.0,nan,nan,nan,nan,nan,17.0,40.0,48.0,83.0
SP_Mag,19.0,67.0,nan,nan,nan,nan,nan,nan,nan,nan,80.0,31.0,nan,nan,nan,nan,nan,15.0,6.4,6.8,100.0
SP_Dur,219.0,132.0,nan,nan,nan,nan,nan,nan,nan,nan,38.0,33.0,nan,nan,nan,nan,nan,128.0,78.0,198.0,21.0
SP_ROC,0.2393081761006289,0.225,nan,nan,nan,nan,nan,nan,nan,nan,0.11392405063291149,0.0670677361853833,nan,nan,nan,nan,nan,0.07142857142857148,0.1052631578947368,0.256578947368421,0.24798619102416572
SU_Tim,213.0,132.0,nan,nan,nan,nan,nan,nan,nan,nan,107.0,138.0,nan,nan,nan,nan,nan,145.0,118.0,246.0,104.0
SU_Mag_10,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.17,nan,nan,nan,nan,nan,nan,0.07,0.04,0.01,0.020000000000000004
SU_Mag_50,0.18,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.29,nan,nan,nan,nan,nan,nan,0.11,0.06,0.03,0.12
SU_Dur_Fl,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,265.0,nan,nan,nan,nan,nan,nan,nan,nan,180.0,322.0
SU_Dur_Wet,141.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,329.0,nan,nan,nan,nan,nan,nan,202.0,288.0,187.0,329.0
SU_No_Flow,37.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,8.0,0.0
FA_Tim,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,339.0,5.0,nan,nan,nan,nan,nan,295.0,nan,nan,60.0
FA_Mag,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12.906961164295012,9.010056940336257,nan,nan,nan,nan,nan,4.87671935176912,nan,nan,38.94109061852805
FA_Tim_Wet,329.0,353.0,nan,nan,nan,nan,nan,nan,nan,nan,37.0,69.0,nan,nan,nan,nan,nan,98.0,347.0,39.0,67.0
FA_Dur,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.0,2.0,nan,nan,nan,nan,nan,5.0,nan,nan,8.0
Tim_2,352.0,357.5,nan,nan,nan,nan,nan,nan,nan,nan,61.0,75.0,nan,nan,nan,nan,nan,60.0,nan,nan,77.0
Dur_2,1.0,2.5,nan,nan,nan,nan,nan,nan,nan,nan,2.0,1.0,nan,nan,nan,nan,nan,1.0,nan,nan,3.0
Fre_2,3.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,7.0,5.0,nan,nan,nan,nan,nan,3.0,0.0,0.0,3.0
Tim_5,355.0,358.0,nan,nan,nan,nan,nan,nan,nan,nan,50.0,70.0,nan,nan,nan,nan,nan,7.5,15.0,47.0,76.0
Dur_5,1.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,2.5,1.0,nan,nan,nan,nan,nan,1.0,1.5,2.0,5.0
Fre_5,9.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,8.0,9.0,nan,nan,nan,nan,nan,8.0,4.0,1.0,3.0
Tim_10,42.5,59.5,nan,nan,nan,nan,nan,nan,nan,nan,57.0,45.0,nan,nan,nan,nan,nan,7.0,17.0,47.0,63.0
Dur_10,2.0,6.5,nan,nan,nan,nan,nan,nan,nan,nan,2.0,1.0,nan,nan,nan,nan,nan,2.0,1.0,2.0,3.0
Fre_10,10.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,9.0,12.0,nan,nan,nan,nan,nan,10.0,6.0,1.0,3.0
Tim_20,76.0,36.0,nan,nan,nan,nan,nan,nan,nan,nan,54.0,4.0,nan,nan,nan,nan,nan,31.0,15.0,29.5,84.0
Dur_20,7.5,2.0,nan,nan,nan,nan,nan,nan,nan,nan,3.0,1.0,nan,nan,nan,nan,nan,2.5,1.0,2.0,1.5
Fre_20,10.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,15.0,17.0,nan,nan,nan,nan,nan,12.0,8.0,2.0,8.0
Tim_50,332.0,63.0,nan,nan,nan,nan,nan,nan,nan,nan,219.0,204.0,nan,nan,nan,nan,nan,350.0,49.5,35.0,129.5
Dur_50,7.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,4.0,2.0,nan,nan,nan,nan,nan,3.0,2.0,1.0,2.5
Fre_50,3.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,9.0,23.0,nan,nan,nan,nan,nan,13.0,14.0,7.0,10.0
