Year,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982
SU_BFL_Dur_Wet,206.0,293.0,222.0,252.0,196.0,221.0,268.0,239.0,203.0,192.0,189.0,247.0,309.0,240.0,151.0,228.0,178.0,254.0,197.0,190.0,176.0
SU_BFL_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAFL_Tim,285.0,308.0,315.0,nan,318.0,337.0,345.0,346.0,nan,317.0,352.0,nan,337.0,299.0,320.0,326.0,11.0,311.0,338.0,nan,322.0
FAFL_Mag,2539.9401669432727,699.9546307252016,2439.926286509906,nan,1229.9775033401086,1019.8852156868569,4249.875522818548,2419.979043159317,nan,150.99554936530444,3419.882730208416,nan,992.991518262012,197.9886506886069,58.99998317817299,1899.989140913868,3539.8516255194854,1029.9936258927135,2639.878612286467,nan,2289.9601509350564
FAFL_Tim_Wet,24.0,11.0,349.0,358.0,15.0,339.0,350.0,353.0,328.0,342.0,355.0,310.0,12.0,51.0,42.0,351.0,12.0,359.0,18.0,318.0,332.0
FAFL_Dur,6.0,3.0,3.0,nan,4.0,7.0,4.0,8.0,nan,9.0,2.0,nan,2.0,2.0,2.0,3.0,9.0,2.0,6.0,nan,2.0
Wet_BFL_Mag,43.0,99.0,134.7,522.8000000000001,106.0,70.2,263.6,270.0,98.0,57.6,159.3,321.1,72.1,31.2,13.0,51.0,57.0,89.0,35.0,282.0,221.2
WIN_Tim_2,86.0,20.0,362.0,4.0,20.0,12.0,21.0,17.5,50.5,nan,12.0,355.0,78.0,nan,nan,23.0,27.5,48.0,25.5,363.0,42.5
WIN_Dur_2,1.0,2.0,3.0,1.0,2.0,1.5,1.0,1.0,1.5,nan,3.0,2.0,2.0,nan,nan,2.0,1.0,2.0,1.5,2.0,1.5
WIN_Fre_2,3.0,1.0,3.0,3.0,7.0,2.0,7.0,6.0,4.0,0.0,3.0,7.0,5.0,0.0,0.0,6.0,2.0,3.0,2.0,7.0,8.0
WIN_Tim_5,63.0,327.0,4.0,16.0,20.0,32.0,26.0,9.0,34.5,nan,10.0,36.5,42.5,nan,nan,23.0,49.0,24.0,23.0,29.0,49.0
WIN_Dur_5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,nan,3.0,3.5,1.0,nan,nan,2.0,1.0,3.5,2.0,3.0,2.0
WIN_Fre_5,6.0,3.0,5.0,4.0,5.0,4.0,11.0,5.0,6.0,0.0,3.0,8.0,8.0,0.0,0.0,10.0,5.0,4.0,3.0,8.0,17.0
WIN_Tim_10,349.0,351.0,24.0,3.0,79.5,14.0,358.0,17.5,362.0,361.0,34.0,23.0,32.0,58.0,nan,13.0,44.0,12.0,34.5,16.0,37.0
WIN_Dur_10,3.0,2.5,4.0,2.0,3.5,2.0,6.0,6.5,4.0,1.0,4.0,5.5,4.0,1.0,nan,4.0,2.0,3.0,2.5,4.0,10.0
WIN_Fre_10,9.0,4.0,5.0,9.0,10.0,9.0,5.0,4.0,7.0,5.0,6.0,10.0,7.0,3.0,0.0,9.0,5.0,9.0,4.0,10.0,9.0
WIN_Tim_20,30.0,318.0,361.0,29.0,19.5,10.0,44.5,36.0,71.0,46.0,32.5,1.5,31.0,57.0,nan,48.0,85.5,357.0,46.0,12.0,357.5
WIN_Dur_20,4.0,4.0,6.5,5.0,19.0,12.0,11.5,17.5,9.0,5.5,5.5,28.0,6.0,7.0,nan,7.0,6.0,3.0,5.0,23.0,9.0
WIN_Fre_20,9.0,5.0,8.0,9.0,4.0,7.0,4.0,4.0,9.0,6.0,6.0,4.0,7.0,3.0,0.0,8.0,4.0,11.0,7.0,6.0,8.0
WIN_Tim_50,306.5,27.5,302.0,316.0,316.0,57.0,336.5,327.0,308.0,52.5,312.0,59.0,343.5,346.5,75.0,106.0,8.0,307.0,5.0,308.0,321.0
WIN_Dur_50,116.0,3.0,236.0,37.0,226.0,3.0,4.5,2.0,16.0,27.0,23.0,3.5,11.5,4.0,3.0,7.0,152.0,6.0,6.0,111.5,3.0
WIN_Fre_50,2.0,6.0,1.0,3.0,1.0,6.0,6.0,4.0,3.0,4.0,3.0,4.0,4.0,8.0,7.0,4.0,1.0,3.0,5.0,2.0,5.0
