Year,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Avg,158.46849315068494,322.94246575342464,414.0876712328767,231.31420765027323,497.05205479452053,252.4191780821918,576.3753424657534,248.78142076502732,624.0630136986301,381.4054794520548,372.72328767123287,277.4945355191257,360.23835616438356,454.1178082191781,389.8301369863014,146.00819672131146,83.69315068493151,378.5232876712329,332.46027397260275,507.3224043715847,191.4027397260274,655.6958904109589,809.4849315068493,485.45628415300547,260.43013698630136,582.1506849315068,158.95342465753424,121.60109289617486,295.06849315068496,158.28493150684932,170.24931506849316,137.73224043715848,432.5890410958904,158.65205479452055,727.4328767123287,520.9754098360655,574.7041095890411,451.73424657534247,450.0082191780822,295.9344262295082,188.2,248.3013698630137,304.3917808219178,227.84972677595627,462.73972602739724,622.9698630136986,161.78630136986303,212.60655737704917,297.3068493150685,362.88493150684934,662.413698630137,173.71857923497268,194.5205479452055,128.07945205479453,112.98630136986301
Std,179.68516520948396,417.6941064377425,640.1646517536335,253.3868662851193,621.9253005643677,263.62066388415326,794.9602067719554,247.06738153979825,808.4547946133929,393.20157606758187,404.769574402269,299.3578349703204,511.8396909323623,499.1655281340929,577.7344971773352,126.35548101719601,84.45009279015011,467.18266367504077,440.71580838938434,582.4300374417837,219.52897145379785,724.0060266982866,1061.9405978370844,471.9993887202744,284.6112150799689,719.4080037949177,180.56535422335583,110.432702840821,364.88419362962696,150.2152279379403,229.21480212505801,143.38423063375552,548.924069296023,186.06342129057276,889.9087618394224,669.6654510538934,936.441530393716,526.6646335424776,579.192841700975,366.61168400314466,278.19242576573623,312.39353846524386,454.9051292794729,270.3284519866107,679.1058712102655,786.0580352036358,165.57308804144594,293.89343885092734,398.4540248925676,514.6883540820941,700.7883359953576,209.29597061581052,206.85616136724127,144.3886184552847,106.38329423269232
CV,1.1338857437019008,1.2934009947043115,1.5459640463277993,1.095422840036778,1.2512277025420795,1.0443765243475838,1.3792404848047255,0.9931102603242709,1.2954698113287137,1.0309279683985502,1.0859787617008334,1.078788216172595,1.4208361829710332,1.0991983117587247,1.4820159920002203,0.8653999148991138,1.0090442539087596,1.2342243631805638,1.3256194585994436,1.1480471440310902,1.1469479055944034,1.1041796010716405,1.311871977481151,0.9722799026977067,1.092850537090258,1.235776273078782,1.135963912777498,0.9081555125093355,1.2366084556621526,0.9490178661222732,1.3463478665558355,1.041036072445041,1.2689273586437089,1.1727766244915911,1.2233551580200939,1.2854070238451676,1.62943245884103,1.1658727172783387,1.2870716956211203,1.2388274276640718,1.4781744195841457,1.2581224929914379,1.494472446171639,1.186433075043463,1.4675763350606685,1.2617914314522,1.0234061019970155,1.3823347806235307,1.3402113870249561,1.418323852536102,1.057931527449657,1.2047990004150084,1.0634154774513107,1.1273363224064452,0.9415592239314428
SP_Tim,164.0,175.0,172.0,163.0,168.0,134.0,182.0,154.0,152.0,159.0,171.0,156.0,146.0,161.0,161.0,139.0,165.0,164.0,151.0,188.0,155.0,174.0,166.0,149.0,164.0,155.0,140.0,147.0,160.0,130.0,159.0,124.0,146.0,155.0,181.0,143.0,156.0,177.0,170.0,150.0,137.0,156.0,155.0,153.0,152.0,161.0,137.0,143.0,143.0,163.0,184.0,139.0,138.0,150.0,150.0
SP_Mag,602.0,1260.0,2120.0,920.0,1920.0,1070.0,2720.0,1170.0,3340.0,1500.0,1670.0,1470.0,1950.0,1840.0,2620.0,736.0,455.0,1970.0,2150.0,1790.0,696.0,2070.0,4650.0,2210.0,763.0,2920.0,877.0,451.0,1250.0,600.0,1030.0,713.0,2320.0,705.0,3310.0,4080.0,1540.0,1940.0,1930.0,1840.0,1310.0,1350.0,2190.0,1100.0,2930.0,2720.0,684.0,1600.0,1740.0,2770.0,3300.0,707.0,994.0,507.0,431.0
SP_Dur,68.0,61.0,62.0,99.0,96.0,91.0,79.0,64.0,77.0,63.0,63.0,67.0,68.0,73.0,61.0,81.0,32.0,71.0,65.0,58.0,55.0,74.0,90.0,76.0,57.0,71.0,77.0,107.0,63.0,88.0,62.0,89.0,91.0,71.0,73.0,84.0,68.0,63.0,49.0,64.0,68.0,58.0,69.0,55.0,79.0,73.0,93.0,75.0,91.0,61.0,60.0,58.0,91.0,64.0,99.0
SP_ROC,0.07048458149779736,0.0546448087431694,0.04976434228927339,0.05046296296296296,0.06441717791411043,0.047556142668428,0.05333333333333334,0.04866863905325444,0.04641025641025641,0.054793024242878186,0.05555555555555555,0.04855662545569821,0.05714285714285714,0.0594080655892516,0.058188707331100514,0.050505050505050504,0.08888888888888889,0.0496215402854407,0.06311176674765706,0.042904717009823304,0.05449113624018567,0.04358193898493756,0.06050955414012739,0.05649717514124294,0.053599277682015924,0.04769736842105263,0.06416137379440132,0.05208898534997287,0.05333333333333334,0.05555555555555555,0.0673076923076923,0.05172413793103448,0.04382763478038161,0.04907144996659063,0.049145299145299144,0.05555555555555555,0.04115853658536585,0.04228707564026206,0.056164383561643834,0.05113636363636364,0.060897435897435896,0.06706220161904103,0.05806451612903226,0.049490538573508006,0.05649717514124294,0.05036231884057971,0.06060606060606061,0.06473594548551959,0.05309780717020536,0.06692913385826772,0.043570116350275565,0.047058823529411764,0.047905909351692484,0.06048780487804878,0.061764705882352944
SU_BFL_Tim,232.0,236.0,234.0,262.0,264.0,225.0,261.0,218.0,229.0,222.0,234.0,223.0,214.0,234.0,222.0,220.0,197.0,235.0,216.0,246.0,210.0,248.0,256.0,225.0,221.0,226.0,217.0,254.0,223.0,218.0,221.0,213.0,237.0,226.0,254.0,227.0,224.0,240.0,219.0,214.0,205.0,214.0,224.0,208.0,231.0,234.0,230.0,218.0,234.0,224.0,244.0,197.0,229.0,214.0,249.0
SU_BFL_Mag_10,34.0,59.900000000000006,80.0,38.0,90.0,45.0,73.10000000000001,59.400000000000006,91.0,62.0,82.0,63.1,68.0,66.0,74.0,33.0,21.0,69.0,61.300000000000004,67.5,45.0,175.2,173.8,83.0,67.0,56.2,19.0,22.0,59.0,33.0,44.0,30.0,58.0,36.0,86.80000000000001,69.1,69.0,99.0,66.0,51.0,30.0,41.0,41.400000000000006,39.0,66.0,71.0,30.0,36.0,47.0,69.7,82.0,33.0,37.0,29.0,23.0
SU_BFL_Mag_50,49.0,82.0,113.0,215.0,125.0,129.0,96.0,116.0,190.0,129.5,95.0,100.0,166.5,92.5,104.0,45.0,49.0,103.0,104.0,90.5,77.0,292.0,272.0,113.0,102.0,95.0,54.0,43.0,72.0,43.0,65.0,43.0,67.0,69.0,143.0,102.0,93.0,129.0,89.0,59.0,68.5,102.5,63.0,80.0,177.0,89.0,43.0,73.0,77.0,169.5,102.0,67.0,41.5,40.0,38.0
