Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981
Avg,1313.6191780821919,2350.565573770492,1079.704109589041,1191.5890410958905,1037.0767123287671,2234.9234972677596,1117.2739726027398,2086.432876712329,702.0191780821917,645.6366120218579,521.2465753424658,1605.035616438356,1687.0383561643835,850.0546448087432,1723.868493150685,1054.9178082191781,2801.0109589041094,836.2622950819672,3550.72602739726,1163.7972602739726,970.2465753424658,760.24043715847,1833.704109589041,1840.7780821917809,1312.4630136986302,504.09562841530055,401.2986301369863,2787.5616438356165,1432.717808219178,2509.363387978142,950.5945205479452,2581.035616438356
Std,1484.496222897379,2767.676324061598,1190.2439096687954,1578.8314756087975,1469.9997370720619,3077.389977905716,1634.7114835738,2587.180883693005,725.0759371960253,829.1855617520301,562.3172745726315,1949.760100829398,2258.4345041394736,1035.5458196308498,1818.4200500974355,1148.120867979973,3589.6409481821715,912.0225239580185,4134.298278932663,1348.3789892395353,1038.8879378545978,805.1047734850002,2505.1924630320173,2214.7684371519617,2016.7997426756751,522.3126161574911,467.94921410813885,2997.648057907524,1719.5144471816538,2666.6971121909883,1222.1236064977293,2872.5380856528236
CV,1.1300811130548944,1.1774512291618513,1.1023797159777675,1.3249798556025363,1.417445517382375,1.3769553998908193,1.4631250021565134,1.2400019730180458,1.0328434889440214,1.284291420765894,1.0787932260335364,1.2147768441151483,1.3386977811661644,1.218210883211915,1.0548484744181037,1.0883510156285372,1.2815519113808151,1.0905938595122546,1.164352937126825,1.1586029932070039,1.0707463074403574,1.0590133517420075,1.3661923152876971,1.2031697131654662,1.5366526306841708,1.0361379601712841,1.1660872451730047,1.0753656567690586,1.2001766414273545,1.0626986609299398,1.2856413329557888,1.1129401188259154
SP_Tim,171.0,162.0,194.0,143.0,164.0,166.0,165.0,174.0,162.0,159.0,164.0,177.0,176.0,171.0,193.0,142.0,186.0,154.0,158.0,156.0,171.0,163.0,165.0,162.0,157.0,139.0,165.0,165.0,152.0,186.0,162.0,174.0
SP_Mag,4900.0,11900.0,3340.0,7230.0,8450.0,8340.0,6700.0,10100.0,2500.0,3160.0,2350.0,7200.0,9020.0,3340.0,5120.0,4500.0,14100.0,4600.0,17900.0,6120.0,4740.0,3640.0,9900.0,10300.0,8460.0,3150.0,2990.0,11700.0,8140.0,9310.0,5170.0,7930.0
SP_Dur,78.0,97.0,58.0,92.0,83.0,96.0,79.0,86.0,79.0,49.0,44.0,75.0,69.0,71.0,66.0,64.0,80.0,90.0,112.0,98.0,72.0,66.0,85.0,83.0,75.0,98.0,54.0,70.0,97.0,86.0,62.0,77.0
SP_ROC,0.04395663374838987,0.053691275167785234,0.055304740406320545,0.057811452021780896,0.06930693069306931,0.04625825242718447,0.04464747139165744,0.05772811918063315,0.0371546126140337,0.05670103092783505,0.054945054945054944,0.04329004329004329,0.058823529411764705,0.05217391304347826,0.06451612903225806,0.05726872246696035,0.058254665926267546,0.045630015181088696,0.050705056732471956,0.04372888823615803,0.05454545454545454,0.04374800637958533,0.05832640891539176,0.05542522470783917,0.047488840141741706,0.06147154386332669,0.044444444444444446,0.06870229007633588,0.054156674660271784,0.050997782705099776,0.042163215826208134,0.07509810423920854
SU_Tim,249.0,259.0,252.0,235.0,247.0,262.0,244.0,260.0,241.0,208.0,208.0,252.0,245.0,242.0,259.0,206.0,266.0,244.0,270.0,254.0,243.0,229.0,250.0,245.0,232.0,237.0,219.0,235.0,249.0,272.0,224.0,251.0
SU_Mag_10,136.2,214.10000000000002,136.0,112.0,121.0,179.0,180.0,162.0,101.0,111.0,111.6,101.0,250.0,110.0,190.4,119.0,274.0,119.0,238.7,156.8,175.0,195.3,220.0,212.0,165.0,116.1,87.0,294.0,240.60000000000002,205.0,179.6,211.39999999999998
SU_Mag_50,455.0,384.0,181.0,276.0,486.0,298.0,277.0,196.0,154.0,184.0,205.0,223.0,348.0,650.0,416.0,606.0,390.0,430.0,452.0,389.0,254.0,422.0,553.0,312.0,252.0,181.0,155.0,496.0,421.0,279.5,443.0,598.0
SU_Dur_Fl,115.0,121.0,139.0,179.0,111.0,160.0,179.0,153.0,158.0,129.0,201.0,146.0,75.0,117.0,62.0,135.0,152.0,141.0,113.0,77.0,74.0,153.0,68.0,188.0,53.0,228.0,144.0,143.0,130.0,173.0,190.0,162.0
SU_Dur_Wet,217.0,208.0,211.0,243.0,213.0,224.0,221.0,161.0,213.0,251.0,254.0,214.0,229.0,232.0,193.0,290.0,198.0,221.0,202.0,205.0,197.0,252.0,215.0,248.0,243.0,232.0,223.0,235.0,223.0,190.0,227.0,199.0
SU_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA_Tim,323.0,363.0,15.0,24.0,48.0,357.0,57.0,56.0,47.0,33.0,337.0,42.0,32.0,319.0,359.0,319.0,340.0,52.0,20.0,16.0,330.0,316.0,17.0,316.0,67.0,284.0,100.0,361.0,12.0,13.0,80.0,47.0
FA_Mag,15599.62853204526,3369.9178492170468,1069.9457562685884,941.9443044430449,1929.8625269111894,38199.6334258382,1109.9111919526486,2329.913053392021,2479.898223371997,686.8664328620952,778.8909289985884,3989.6965599211844,18899.705151638933,920.9291190469311,7849.972623084217,693.9355420262883,32199.48125372157,788.9913035612818,10399.796165654163,4679.235058702673,822.8056917649018,613.9427332536942,1439.8486965954796,1499.76994672729,1129.9341877633558,695.0138045104068,715.987698187061,3049.925397770873,2409.864254703216,15499.967005498462,1059.9698853100829,4359.935184584901
FA_Tim_Wet,90.0,100.0,102.0,96.0,112.0,94.0,121.0,98.0,55.0,88.0,94.0,95.0,100.0,108.0,109.0,85.0,130.0,98.0,100.0,105.0,93.0,74.0,116.0,98.0,127.0,109.0,104.0,75.0,104.0,106.0,97.0,84.0
FA_Dur,3.0,2.0,2.0,2.0,9.0,5.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,7.0,6.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,3.0,4.0,5.0,6.0,2.0,2.0,5.0,2.0,4.0
Tim_2,323.0,142.5,nan,nan,159.0,145.0,156.0,151.0,nan,nan,nan,nan,99.5,nan,nan,nan,178.5,nan,166.0,nan,nan,nan,146.0,152.0,154.0,nan,nan,150.0,nan,162.0,nan,144.0
Dur_2,1.0,9.5,nan,nan,2.0,1.0,3.0,2.0,nan,nan,nan,nan,3.5,nan,nan,nan,1.5,nan,2.0,nan,nan,nan,5.0,4.5,2.0,nan,nan,2.0,nan,3.0,nan,2.0
Fre_2,1.0,2.0,0.0,0.0,1.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0
Tim_5,52.0,149.5,nan,138.0,157.0,159.0,147.0,151.5,nan,nan,nan,162.0,156.5,nan,152.0,nan,139.0,nan,26.0,nan,nan,nan,131.0,137.0,145.0,nan,nan,197.0,148.5,144.0,nan,159.0
Dur_5,2.0,20.5,nan,4.0,6.0,5.5,4.5,8.5,nan,nan,nan,4.0,2.0,nan,3.0,nan,13.0,nan,1.0,nan,nan,nan,36.0,16.0,7.0,nan,nan,5.0,7.0,2.5,nan,4.0
Fre_5,2.0,2.0,0.0,1.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,4.0,6.0,0.0,5.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,6.0,2.0,6.0,0.0,6.0
Tim_10,144.0,167.5,164.0,139.5,148.0,125.0,161.0,124.0,nan,nan,nan,132.0,138.0,151.5,155.0,131.0,55.5,149.0,26.0,75.5,160.0,nan,123.5,149.0,138.5,nan,nan,124.0,134.0,122.0,145.0,170.0
Dur_10,2.0,40.5,6.0,2.0,5.0,5.0,7.5,9.0,nan,nan,nan,7.5,20.0,1.0,6.0,3.5,40.5,3.0,3.0,11.5,10.0,nan,29.5,9.0,17.0,nan,nan,3.0,5.0,4.0,4.0,4.5
Fre_10,5.0,2.0,3.0,4.0,3.0,5.0,4.0,3.0,0.0,0.0,0.0,6.0,3.0,6.0,6.0,2.0,2.0,1.0,5.0,2.0,1.0,0.0,2.0,4.0,2.0,0.0,0.0,5.0,3.0,7.0,4.0,8.0
Tim_20,112.0,98.0,140.0,105.0,134.0,69.0,139.0,81.0,138.0,130.0,149.0,96.0,109.0,166.0,113.0,138.5,79.5,150.5,71.5,134.0,144.5,136.5,67.0,112.0,157.5,194.0,157.0,61.0,113.0,63.0,129.0,101.0
Dur_20,3.0,2.5,7.0,15.0,24.5,7.5,7.0,1.0,4.5,13.0,2.0,4.0,3.0,5.0,4.0,4.0,5.5,7.5,7.5,7.0,21.5,5.5,41.5,3.0,32.0,4.5,3.0,3.0,3.0,8.0,24.5,2.0
Fre_20,9.0,6.0,5.0,3.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,7.0,6.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,7.0,2.0,2.0,2.0,9.0,5.0,5.0,2.0,7.0
Tim_50,37.5,6.5,46.5,34.0,68.0,349.5,65.0,44.0,60.0,39.0,186.0,52.0,165.5,327.0,337.5,17.5,359.0,72.0,360.0,27.5,11.5,120.0,39.0,348.0,52.0,183.5,117.5,361.0,137.5,337.0,47.0,364.0
Dur_50,45.0,5.0,9.0,85.5,3.0,126.5,2.0,3.0,7.0,2.0,1.0,95.0,19.5,3.0,125.5,2.5,144.0,3.0,2.0,1.5,1.5,6.0,11.0,4.0,3.5,6.0,18.0,8.0,6.0,2.0,1.0,7.0
Fre_50,4.0,4.0,4.0,2.0,7.0,2.0,7.0,7.0,3.0,3.0,5.0,2.0,4.0,7.0,2.0,8.0,2.0,7.0,3.0,8.0,8.0,4.0,3.0,9.0,4.0,6.0,4.0,5.0,4.0,4.0,3.0,5.0
