Year,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Avg,49.56568306010929,356.13802739726026,255.3642191780822,256.7694520547945,8.616284153005466,5.736191780821918,545.6762739726028,129.4140821917808,318.25811475409836,71.77868493150686,239.26983561643834,622.9756164383563,94.49027322404372,75.23542465753425,293.8618630136986,34.30221917808219,36.643907103825136,32.59805479452055,14.881643835616439,104.29712328767123,99.33071038251366,338.7009863013699,45.743178082191776,343.8790410958904,177.0374863387978,268.5589315068493,451.2960273972602,85.59920547945205,184.38401639344264,116.9514794520548,60.87734246575342,144.16909589041097,69.42745901639343,352.4001369863014,228.1009315068493,16.537013698630137,133.5079508196721,50.119780821917814,266.6086301369863,282.7248219178082,36.86393442622951,59.931643835616434,10.487616438356167,52.320630136986296
Std,253.31650631909827,1101.1189218098177,865.3926883822663,1128.9617329980438,26.946677063632837,20.081510053913078,1732.9093792753954,399.11043845860934,1186.6314254173349,223.95444305549734,795.0401990636046,1674.2959763199156,317.64828980113606,229.34264461394505,1049.6188103420814,208.83907870344905,117.91730844498362,117.59547356770769,61.33846924526727,586.5262495527921,467.1126858131588,1236.3215121935118,209.77258353393694,1529.2053280044386,551.8759642240428,845.587733110249,1372.3380241440575,190.9663706295523,615.1240817050096,395.02946708121505,168.55393108651705,378.70533147873095,327.22927510648066,997.4136707693131,660.4841621144777,55.875143934598874,562.2044637044328,190.28393070444892,716.5573467888161,898.6862616412785,122.58345120411015,291.0976598015782,63.851077175803496,214.1264628022554
CV,5.110723603100482,3.0918319221821142,3.3888564778872614,4.396791456162487,3.127412766933122,3.5008435598427066,3.175709595470521,3.0839799788338427,3.7285189926239077,3.1200689072138985,3.322776550647589,2.687578666227923,3.361703580303631,3.048333224114767,3.5718102362032345,6.088208976196189,3.217924008782203,3.60743836737996,4.121753612894906,5.623609080137729,4.702600877556898,3.6501857455279323,4.585876896376014,4.446927975404064,3.117283099964005,3.148611473711807,3.0408821279874374,2.230936251801934,3.3361030621680596,3.377720991064167,2.768746536223015,2.6268135285151604,4.713254377194105,2.8303441630276236,2.895578539514404,3.3787928674950156,4.211018596666179,3.7965834563513514,2.687674987942594,3.1786606338460737,3.3252948474455097,4.857161278606268,6.088235353676945,4.092581879110167
SP_Tim,365.0,63.0,67.0,73.0,68.0,11.0,67.0,92.0,56.0,85.0,105.0,65.0,363.0,91.0,53.0,50.0,21.0,89.0,53.0,88.0,50.0,23.0,55.0,85.0,56.0,30.0,42.0,105.0,56.0,69.0,7.0,2.0,61.0,86.0,98.0,62.0,59.0,68.0,62.0,88.0,108.0,363.0,65.0,44.0
SP_Mag,2370.0,7660.0,1280.0,1130.0,120.0,42.0,9470.0,2040.0,6240.0,1950.0,10000.0,13600.0,4430.0,896.0,9200.0,290.0,1430.0,335.0,301.0,3720.0,5570.0,4760.0,2910.0,2740.0,4000.0,5120.0,12000.0,766.0,3510.0,4830.0,950.0,1720.0,2250.0,5200.0,4960.0,357.0,5440.0,2320.0,4440.0,4990.0,723.0,3960.0,589.0,1960.0
SP_Dur,82.0,58.0,74.0,66.0,87.0,106.0,70.0,59.0,35.0,54.0,44.0,94.0,43.0,70.0,61.0,85.0,131.0,64.0,73.0,37.0,68.0,83.0,27.0,25.0,69.0,46.0,128.0,78.0,42.0,28.0,126.0,164.0,65.0,29.0,38.0,40.0,45.0,47.0,82.0,98.0,51.0,54.0,69.0,43.0
SP_ROC,0.058823529411764705,0.06724573237366696,0.06837211691580623,0.05555555555555555,0.08999999999999997,0.05882352941176465,0.10569105691056911,0.05357142857142857,0.09264305177111716,0.06060606060606061,0.06666666666666667,0.07853618421052631,0.04880952380952381,0.06948275862068966,0.07623792270531402,0.0625,0.06666666666666667,0.07142857142857145,0.07247899159663865,0.07342747111681643,0.06742424242424241,0.09841549295774649,0.07712590639419908,0.07806691449814127,0.08041958041958042,0.0537275276265875,0.0713372093023256,0.05357142857142857,0.09049773755656108,0.0738255033557047,0.05948184997952374,0.0689289501590668,0.05555555555555555,0.07073225516621742,0.07246270188885845,0.05286715253204605,0.05958549222797938,0.06935123042505596,0.08695652173913043,0.05830388692579513,0.08232553891121665,0.05753424657534251,0.09000000000000004,0.04485439495995443
SU_Tim,82.0,121.0,141.0,139.0,155.0,117.0,137.0,151.0,91.0,139.0,149.0,159.0,41.0,161.0,114.0,135.0,152.0,153.0,126.0,125.0,118.0,106.0,82.0,110.0,125.0,76.0,170.0,183.0,98.0,97.0,133.0,166.0,126.0,115.0,136.0,102.0,104.0,115.0,144.0,186.0,159.0,52.0,134.0,87.0
SU_Mag_10,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SU_Mag_50,1.95,6.0,2.5,4.4,0.1,0.0,3.1,0.065,6.5,0.03,0.0,4.2,0.18,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.39,0.97,0.0,3.25,0.9199999999999999,0.44,7.6,0.0,5.7,0.0,0.0,0.0,0.0,2.29,0.44,0.0,0.0,2.22,4.17,1.045,0.0,0.0,0.0,0.0
