Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970
Avg,125.02767123287673,208.41256830601094,70.13205479452056,57.515068493150686,46.70054794520547,224.0909836065574,48.475890410958904,213.6421917808219,38.982465753424655,33.12021857923497,20.107397260273974,126.91698630136986,106.27506849315068,43.801366120218574,152.1786301369863,61.88876712328768,257.4706849315068,36.218333333333334,370.7632876712329,95.63832876712328,63.58383561643835
Std,345.82360635699075,390.00046785100767,80.07151418231737,76.51331206806725,48.14583837804066,745.4900346411787,63.3988658088692,558.0649294728391,57.383870765721674,53.03232003465655,19.275943558618888,370.74762850250664,244.76414771889478,37.47858001422078,242.1553212261161,73.61493006596557,451.38691824480753,36.62100509118898,788.6605626918057,191.12049205972704,54.21221746317289
CV,2.7659765470066158,1.8712905417410926,1.1417249133355407,1.3303176727882888,1.0309480401499993,3.3267292714911534,1.3078432447841468,2.6121475576573596,1.4720431264838714,1.6012068250028293,0.9586493621778795,2.9211820994720945,2.3031191716867214,0.8556486551436757,1.591257070773575,1.1894715872965829,1.753158494004422,1.0111178986108962,2.127126899875629,1.9983671245981327,0.8526100531305064
SP_Tim,28.0,83.0,126.0,134.0,133.0,31.0,147.0,97.0,55.0,125.0,103.0,50.0,116.0,166.0,108.0,45.0,113.0,81.0,61.0,68.0,138.0
SP_Mag,230.0,2170.0,152.0,167.0,238.0,2670.0,240.0,6700.0,217.0,130.0,52.0,1830.0,580.0,82.0,790.0,141.0,2900.0,142.0,5050.0,937.0,117.0
SP_Dur,178.0,83.0,102.0,89.0,91.0,160.0,79.0,38.0,143.0,81.0,88.0,68.0,103.0,60.0,97.0,168.0,113.0,121.0,153.0,141.0,85.0
SP_ROC,0.05849763728205964,0.045081967213114756,0.06764705882352945,0.06507936507936507,0.06876640419947506,0.05263157894736842,0.0908466819221968,0.05612244897959184,0.06451612903225806,0.09999999999999998,0.1,0.05653710247349823,0.05442176870748299,0.10223880597014927,0.04046242774566474,0.05747126436781609,0.035573678290213726,0.07793522267206478,0.03686714237172953,0.03524297469337059,0.061381475667190044
SU_Tim,206.0,166.0,228.0,223.0,224.0,191.0,226.0,135.0,198.0,206.0,191.0,118.0,219.0,226.0,205.0,213.0,226.0,202.0,214.0,209.0,223.0
SU_Mag_10,0.0,6.68,0.56,0.0,0.0,2.7400000000000007,0.0,9.3,0.0,0.0,0.0,0.0,2.9,0.0,5.26,0.0,7.4,0.0,12.0,0.428,0.0
SU_Mag_50,3.4,13.0,7.3,0.0,0.0,12.0,12.0,18.5,4.6,0.0,0.0,10.0,6.6,0.7,9.8,28.0,12.0,2.9,24.0,1.7,1.25
SU_Dur_Fl,159.0,177.0,93.0,98.0,nan,nan,175.0,242.0,nan,105.0,nan,nan,93.0,92.0,nan,125.0,115.0,178.0,nan,103.0,89.0
SU_Dur_Wet,167.0,183.0,167.0,126.0,127.0,223.0,209.0,252.0,194.0,115.0,211.0,273.0,96.0,129.0,117.0,227.0,132.0,178.0,159.0,120.0,106.0
SU_No_Flow,55.0,0.0,0.0,67.0,72.0,0.0,54.0,0.0,62.0,79.0,119.0,54.0,0.0,57.0,0.0,66.0,0.0,84.0,0.0,3.0,47.0
FA_Tim,nan,364.0,343.0,319.0,320.0,nan,nan,34.0,11.0,nan,311.0,nan,nan,311.0,318.0,nan,337.0,340.0,15.0,nan,311.0
FA_Mag,nan,922.0060145346534,235.96152182934765,48.97512669136639,51.981056256050444,nan,nan,987.9690409621264,109.9616208875891,nan,12.941041576036529,nan,nan,108.8265258488345,283.9156751843247,nan,600.0010483349597,64.83149273124428,1449.9770439620092,nan,39.974870554320155
FA_Tim_Wet,319.0,7.0,349.0,28.0,348.0,350.0,49.0,68.0,21.0,26.0,321.0,35.0,25.0,314.0,355.0,320.0,74.0,357.0,15.0,6.0,328.0
FA_Dur,nan,3.0,3.0,3.0,9.0,nan,nan,5.0,3.0,nan,5.0,nan,nan,9.0,6.0,nan,6.0,3.0,2.0,nan,5.0
Tim_2,360.5,45.0,15.0,nan,nan,11.5,nan,74.0,nan,nan,nan,52.5,59.0,nan,49.0,nan,95.0,nan,60.0,61.0,nan
Dur_2,1.0,2.0,1.0,nan,nan,3.5,nan,3.0,nan,nan,nan,5.5,2.0,nan,2.0,nan,2.0,nan,2.0,1.0,nan
Fre_2,4.0,4.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,9.0,0.0,8.0,3.0,0.0
Tim_5,362.5,51.5,8.0,35.0,nan,23.0,140.0,67.5,47.0,40.0,nan,65.0,99.0,nan,5.0,364.0,30.0,nan,67.5,37.5,nan
Dur_5,2.0,2.5,1.5,1.0,nan,3.0,1.0,3.5,2.0,2.0,nan,6.0,2.0,nan,3.0,3.0,3.0,nan,1.0,5.5,nan
Fre_5,6.0,10.0,2.0,2.0,0.0,5.0,1.0,4.0,1.0,1.0,0.0,3.0,6.0,0.0,5.0,1.0,7.0,0.0,4.0,2.0,0.0
Tim_10,26.0,47.5,15.0,80.0,128.0,114.0,109.0,62.0,44.5,88.0,nan,70.5,87.0,nan,49.0,365.5,25.0,52.0,79.5,45.0,356.0
Dur_10,3.5,2.0,1.0,2.0,2.0,5.0,1.0,3.5,2.5,2.0,nan,9.5,5.0,nan,2.0,1.5,6.0,1.0,2.5,2.0,1.0
Fre_10,10.0,8.0,7.0,7.0,1.0,6.0,3.0,6.0,2.0,3.0,0.0,4.0,7.0,0.0,8.0,4.0,5.0,1.0,6.0,5.0,3.0
Tim_20,106.5,358.5,52.5,62.5,112.0,102.0,91.0,44.0,44.5,79.0,nan,131.0,76.0,329.0,76.0,34.0,46.5,73.0,360.0,14.0,49.5
Dur_20,5.5,3.5,2.0,2.5,2.0,33.0,2.5,4.0,5.0,3.5,nan,1.0,5.0,1.0,6.5,3.0,19.0,1.5,5.0,3.0,2.0
Fre_20,10.0,4.0,8.0,6.0,9.0,3.0,6.0,7.0,2.0,4.0,0.0,5.0,5.0,5.0,8.0,8.0,4.0,4.0,3.0,7.0,12.0
Tim_50,64.5,336.0,346.0,9.0,359.5,344.5,38.5,5.5,27.0,33.0,44.0,20.0,30.0,35.0,335.0,319.0,333.0,11.0,347.0,311.0,320.5
Dur_50,107.5,9.0,7.0,5.0,4.5,4.5,4.5,99.5,1.0,23.0,4.0,4.0,166.0,23.5,4.5,201.0,4.0,2.0,1.0,6.0,108.0
Fre_50,2.0,3.0,4.0,4.0,6.0,4.0,4.0,2.0,5.0,3.0,7.0,3.0,1.0,6.0,4.0,1.0,3.0,5.0,5.0,5.0,2.0
