Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970
Avg,139.49890410958906,172.19398907103826,68.6082191780822,58.76219178082192,47.41835616438356,155.25081967213114,64.27397260273973,148.5917808219178,38.43917808219178,43.655464480874315,20.71095890410959,64.37260273972603,99.62438356164384,43.79016393442623,152.20054794520547,41.42821917808219,138.28602739726028,39.425956284153,179.61369863013698,98.61643835616438,71.55479452054794
Std,221.90774918754852,169.39165683849865,55.770591144031286,66.87039351942437,42.52711196510204,297.2271261530247,85.51642640796148,197.0634705857339,56.179927916421484,73.18162606581461,15.933708230810947,107.4314632879244,200.32403868216883,31.354061475530994,280.81024022175257,36.296121508429806,168.09599620976303,38.45040959993093,337.54825056009867,187.33967012822737,78.05531133560038
CV,1.590749049994112,0.9837257255746394,0.8128849839298546,1.1379833102353527,0.8968491403977561,1.9144963407003481,1.3304985353327339,1.3262070721253942,1.4615278140520047,1.6763451479911722,0.7693370598909975,1.66890041284016,2.0107932568357203,0.7160069444472111,1.8450015063207825,0.876120727092041,1.2155674681930544,0.9752562327926542,1.87930126228948,1.899679944347909,1.0908466980949225
SP_Tim,346.0,120.0,123.0,101.0,131.0,365.0,147.0,97.0,55.0,122.0,118.0,108.0,133.0,136.0,11.0,95.0,145.0,60.0,134.0,25.0,94.0
SP_Mag,1660.0,542.0,317.0,277.0,165.0,900.0,265.0,1730.0,212.0,146.0,54.0,265.0,425.0,110.0,2080.0,124.0,578.0,145.0,375.0,1840.0,258.0
SP_Dur,223.0,119.0,111.0,96.0,91.0,197.0,49.0,98.0,140.0,82.0,95.0,83.0,76.0,91.0,178.0,120.0,74.0,137.0,53.0,154.0,116.0
SP_ROC,0.04421072226358898,0.03540100250626566,0.037037037037037035,0.04807692307692308,0.0481661511268228,0.04955357142857143,0.038867924528301886,0.04210992907801418,0.047619047619047616,0.05131578947368421,0.062114197530864196,0.04878048780487805,0.04950980392156863,0.0625,0.038604766633565046,0.05,0.039736842105263154,0.043478260869565216,0.04411764705882353,0.04083333333333333,0.03865546218487395
SU_Tim,204.0,239.0,234.0,197.0,222.0,197.0,196.0,195.0,195.0,204.0,213.0,191.0,209.0,227.0,189.0,215.0,219.0,197.0,187.0,179.0,210.0
SU_Mag_10,12.700000000000001,24.0,14.0,11.0,8.740000000000002,20.0,16.0,18.0,8.6,8.1,4.8,7.6,17.1,8.9,17.200000000000003,7.199999999999999,22.0,7.3,17.0,10.0,9.5
SU_Mag_50,18.0,25.0,20.0,14.0,12.0,26.0,21.0,23.0,12.0,12.0,8.75,15.0,25.0,11.0,21.0,8.75,25.0,11.0,22.5,14.0,13.0
SU_Dur_Fl,121.0,80.0,86.0,123.0,nan,182.0,197.0,177.0,nan,114.0,nan,207.0,76.0,nan,131.0,122.0,58.0,nan,174.0,152.0,121.0
SU_Dur_Wet,158.0,121.0,163.0,141.0,129.0,217.0,207.0,182.0,198.0,194.0,190.0,257.0,172.0,125.0,133.0,174.0,173.0,182.0,186.0,153.0,122.0
SU_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA_Tim,nan,324.0,319.0,318.0,319.0,nan,14.0,26.0,6.0,nan,318.0,nan,32.0,284.0,nan,318.0,336.0,276.0,nan,359.0,330.0
FA_Mag,nan,162.99367180000914,70.00867535919188,70.9786268619703,87.9651616118269,nan,170.95350058254854,357.9638029484134,89.97369773262417,nan,62.9777880943599,nan,2489.7811630105875,60.974758208558384,nan,68.98093540725264,274.98014321276133,60.945842611487166,nan,284.99804305664617,130.9778565310652
FA_Tim_Wet,318.0,361.0,360.0,30.0,337.0,350.0,49.0,36.0,11.0,27.0,33.0,36.0,82.0,15.0,352.0,320.0,23.0,26.0,14.0,6.0,331.0
FA_Dur,nan,3.0,3.0,6.0,9.0,nan,4.0,4.0,3.0,nan,3.0,nan,4.0,7.0,nan,3.0,5.0,7.0,nan,2.0,3.0
Tim_2,348.0,25.0,nan,nan,nan,13.5,60.5,80.0,47.0,39.0,nan,43.0,95.5,nan,6.0,nan,75.0,nan,56.0,40.5,85.0
Dur_2,1.0,2.0,nan,nan,nan,6.0,2.0,3.0,1.0,2.0,nan,2.0,2.5,nan,5.0,nan,2.0,nan,2.0,3.0,2.0
Fre_2,5.0,7.0,0.0,0.0,0.0,4.0,2.0,5.0,1.0,1.0,0.0,2.0,4.0,0.0,3.0,0.0,7.0,0.0,5.0,4.0,1.0
Tim_5,2.5,25.0,118.0,68.0,nan,14.0,65.0,55.0,48.5,39.0,nan,45.0,102.5,nan,25.0,nan,62.5,nan,72.0,48.0,28.0
Dur_5,2.5,3.0,1.0,2.0,nan,2.0,2.0,3.0,1.0,2.0,nan,3.0,3.5,nan,7.0,nan,3.5,nan,4.0,2.0,2.0
Fre_5,6.0,9.0,1.0,1.0,0.0,7.0,3.0,9.0,2.0,1.0,0.0,3.0,6.0,0.0,5.0,0.0,6.0,0.0,8.0,3.0,2.0
Tim_10,36.0,42.0,21.0,68.0,1.0,54.0,102.0,41.0,28.5,39.0,nan,69.5,63.0,nan,37.0,322.0,48.0,51.0,51.5,52.5,29.0
Dur_10,7.0,4.0,2.0,2.0,1.0,11.0,5.5,2.0,2.5,3.0,nan,4.5,4.0,nan,24.0,1.0,3.0,2.0,24.5,2.5,1.5
Fre_10,7.0,11.0,3.0,5.0,3.0,5.0,4.0,9.0,2.0,1.0,0.0,4.0,4.0,0.0,3.0,1.0,6.0,1.0,4.0,6.0,4.0
Tim_20,9.0,362.0,46.5,48.0,56.0,346.5,97.0,30.0,27.5,72.0,nan,71.0,61.5,324.0,37.5,17.5,22.5,51.0,7.0,358.0,44.5
Dur_20,7.0,5.0,2.5,3.0,2.0,79.0,5.5,2.0,5.0,3.0,nan,10.5,3.0,1.0,28.0,2.0,16.0,2.0,2.5,3.0,1.5
Fre_20,8.0,5.0,8.0,5.0,4.0,2.0,4.0,5.0,2.0,7.0,0.0,4.0,6.0,5.0,4.0,6.0,4.0,3.0,4.0,3.0,10.0
Tim_50,67.5,323.0,336.0,364.5,358.0,343.5,363.0,349.0,25.0,21.0,35.0,93.5,350.0,331.0,314.0,352.0,355.0,364.0,346.0,61.5,329.0
Dur_50,2.5,3.0,5.0,2.5,14.5,3.5,2.5,5.0,3.5,4.0,3.0,2.5,3.0,3.0,3.0,31.0,17.0,2.0,2.0,2.5,4.0
Fre_50,4.0,5.0,3.0,6.0,4.0,4.0,8.0,5.0,8.0,4.0,7.0,4.0,3.0,6.0,5.0,3.0,4.0,10.0,7.0,4.0,3.0
