Year,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973
Avg,403.3298630136986,187.17945205479452,535.2581967213115,279.6904109589041,580.1586301369863,nan,nan,nan,nan,nan,228.3013698630137,495.7435616438356,341.9013698630137,348.2139726027397,268.2101092896175,503.62301369863013,423.6506849315069,509.0643835616438,313.5579234972678,302.3282191780822,647.5353424657535
Std,1007.4725977367286,311.93409707861,1330.9384816721076,646.1404662511305,1047.3517122558433,nan,nan,nan,nan,nan,558.594276683291,1403.4626705435498,899.7207079114602,734.6137707773556,654.4520313559196,1090.1666730514253,1163.429503574326,1029.4594492961673,624.2781747637814,569.7079212237161,1317.093718526152
CV,2.4978874368707755,1.666497543690293,2.4865354511611084,2.3101988517799783,1.805285068341643,nan,nan,nan,nan,nan,2.446740801504875,2.8310255122422756,2.6315212140622384,2.1096619566597363,2.4400721996993484,2.164648245609731,2.7461999825691814,2.0222578568424003,1.9909500860348093,1.8844020673046655,2.034010550699493
SP_Tim,32.0,130.0,361.0,70.0,53.0,nan,nan,nan,nan,nan,29.0,364.0,76.0,86.0,56.0,25.0,27.0,89.0,67.0,21.0,93.0
SP_Mag,6580.0,523.0,6990.0,3000.0,6280.0,nan,nan,nan,nan,nan,1400.0,5000.0,1540.0,1710.0,3190.0,8780.0,9020.0,6950.0,3220.0,4520.0,7230.0
SP_Dur,107.0,68.0,163.0,114.0,118.0,nan,nan,nan,nan,nan,142.0,144.0,75.0,95.0,69.0,141.0,33.0,73.0,92.0,137.0,51.0
SP_ROC,0.09785932721712538,0.06493506493506493,0.08174245053800763,0.09117207659921228,0.07024548950014789,nan,nan,nan,nan,nan,0.05357142857142857,0.07974594213126324,0.06542056074766354,0.05798319327731093,0.07518796992481203,0.08035714285714286,0.13194444444444445,0.0594059405940594,0.07194244604316546,0.08411214953271028,0.060810810810810814
SU_Tim,139.0,198.0,159.0,184.0,171.0,nan,nan,nan,nan,nan,171.0,143.0,151.0,181.0,125.0,166.0,60.0,162.0,159.0,158.0,144.0
SU_Mag_10,3.420000000000001,3.0,3.0,3.5,nan,nan,nan,nan,nan,nan,2.8,3.1,3.1,3.1,3.1,2.740000000000001,1.9,4.24,2.5999999999999996,2.0,3.3
SU_Mag_50,8.0,5.4,23.0,38.0,nan,nan,nan,nan,nan,nan,7.5,8.9,5.1,9.8,14.5,12.0,17.0,10.0,13.0,7.7,11.0
SU_Dur_Fl,nan,126.0,145.0,100.0,nan,nan,nan,nan,nan,nan,162.0,181.0,170.0,158.0,198.0,182.0,250.0,169.0,150.0,140.0,153.0
SU_Dur_Wet,175.0,140.0,254.0,176.0,nan,nan,nan,nan,nan,nan,168.0,215.0,173.0,161.0,218.0,185.0,258.0,175.0,186.0,150.0,163.0
SU_No_Flow,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA_Tim,327.0,nan,323.0,304.0,282.0,nan,nan,nan,nan,nan,310.0,333.0,322.0,320.0,338.0,323.0,346.0,309.0,330.0,309.0,296.0
FA_Mag,3509.9910601934002,nan,2859.961683811044,2359.845924968551,1029.9825314148422,nan,nan,nan,nan,nan,1159.9393328463425,2309.950899473705,1629.9720225001245,1159.900686735762,1710.0762469155502,979.9844561921523,4149.913558443346,829.9786336027573,929.9467149430612,511.9917101035783,2039.934306124005
