Year,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973
FA_Tim_Wet,7.0,313.0,337.0,48.0,358.0,nan,nan,nan,nan,nan,3.0,339.0,356.0,323.0,341.0,343.0,349.0,317.0,336.0,345.0,306.0
FA_Dur,5.0,nan,6.0,10.0,6.0,nan,nan,nan,nan,nan,5.0,2.0,2.0,9.0,3.0,4.0,5.0,3.0,3.0,6.0,4.0
Tim_2,28.0,nan,14.0,56.0,36.5,nan,nan,nan,nan,nan,20.0,11.0,4.0,365.0,33.0,13.0,17.5,21.5,59.0,2.0,39.0
Dur_2,1.0,nan,2.0,3.0,1.5,nan,nan,nan,nan,nan,1.0,1.0,3.0,1.5,1.5,2.0,1.5,2.0,1.0,1.0,2.0
Fre_2,7.0,0.0,3.0,1.0,6.0,nan,nan,nan,nan,nan,1.0,5.0,1.0,4.0,2.0,5.0,6.0,6.0,3.0,2.0,6.0
Tim_5,27.0,340.0,4.0,64.0,24.0,nan,nan,nan,nan,nan,351.5,11.5,35.5,21.0,31.5,19.5,9.0,337.0,41.5,12.0,355.0
Dur_5,3.0,1.0,4.0,1.0,2.0,nan,nan,nan,nan,nan,1.5,2.0,2.5,1.0,2.5,3.0,3.0,5.0,2.5,3.0,2.0
Fre_5,7.0,3.0,7.0,5.0,10.0,nan,nan,nan,nan,nan,4.0,10.0,4.0,5.0,4.0,8.0,5.0,7.0,4.0,5.0,11.0
Tim_10,27.0,351.5,351.0,80.0,15.0,nan,nan,nan,nan,nan,353.0,6.0,35.0,360.0,33.0,26.5,9.0,7.5,21.0,37.0,364.0
Dur_10,4.0,3.0,5.0,2.0,2.0,nan,nan,nan,nan,nan,2.0,6.0,2.0,3.5,3.0,4.5,4.0,2.0,2.0,3.0,4.0
Fre_10,9.0,4.0,5.0,6.0,13.0,nan,nan,nan,nan,nan,8.0,7.0,7.0,8.0,7.0,8.0,5.0,12.0,7.0,5.0,12.0
Tim_20,2.0,32.0,64.0,79.0,350.0,nan,nan,nan,nan,nan,347.0,41.0,3.0,58.0,52.0,3.0,44.0,10.0,20.0,11.0,44.0
Dur_20,5.0,5.0,3.0,3.0,9.0,nan,nan,nan,nan,nan,4.5,7.5,4.0,5.0,10.0,5.0,4.0,9.0,4.0,3.0,9.5
Fre_20,10.0,9.0,10.0,8.0,7.0,nan,nan,nan,nan,nan,6.0,6.0,13.0,8.0,6.0,13.0,7.0,7.0,11.0,11.0,8.0
Tim_50,315.0,324.0,322.0,13.0,323.0,nan,nan,nan,nan,nan,34.0,87.0,337.0,20.0,327.0,311.5,37.5,302.5,329.0,339.0,302.0
Dur_50,5.0,98.5,198.0,7.0,17.5,nan,nan,nan,nan,nan,21.5,7.0,92.0,54.0,71.0,2.0,4.5,106.0,7.0,26.0,100.5
Fre_50,3.0,2.0,1.0,7.0,4.0,nan,nan,nan,nan,nan,4.0,5.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0
