Year,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Tim_5,39.0,nan,61.0,69.5,21.0,357.0,30.0,90.0,73.0,37.0,39.5,350.0,nan,31.0,53.0,76.0,nan,nan,50.5,37.0,56.0,55.0,44.5,22.0,11.0,35.5,50.0,44.0,nan,nan,nan,83.0,55.5,29.5,50.0,47.5,48.0,356.0,55.5,60.5,42.0,55.0,362.0,365.0,34.0,62.0,18.0,42.0,40.5,55.0,57.0,50.0,90.5,347.0,nan,9.5,42.0
Dur_5,4.0,nan,3.0,2.5,3.0,19.0,1.0,3.0,2.0,14.0,1.5,2.0,nan,2.0,2.5,1.0,nan,nan,3.0,1.5,6.0,2.0,3.0,4.0,2.5,1.0,5.5,1.0,nan,nan,nan,4.0,1.0,7.0,3.0,6.0,12.0,3.0,4.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.5,3.0,2.0,2.0,1.0,1.5,nan,2.5,2.5
Fre_5,1.0,0.0,3.0,8.0,1.0,1.0,3.0,7.0,3.0,3.0,4.0,7.0,0.0,11.0,10.0,6.0,0.0,0.0,8.0,4.0,4.0,2.0,10.0,7.0,8.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,6.0,4.0,5.0,10.0,8.0,3.0,3.0,3.0,7.0,5.0,12.0,9.0,3.0,4.0,3.0,7.0,5.0,2.0,4.0,0.0,4.0,6.0
Tim_10,37.5,nan,55.0,68.0,20.0,62.0,13.5,80.0,68.0,58.0,55.5,35.0,nan,354.0,360.0,66.0,nan,nan,61.0,47.0,46.0,54.5,12.0,18.0,343.0,26.0,44.0,73.0,17.0,nan,nan,83.0,65.0,67.0,49.0,8.0,62.0,356.0,4.0,38.0,42.0,54.0,39.5,74.0,44.0,45.0,36.0,41.0,40.0,55.0,57.0,56.0,85.0,346.0,nan,345.0,30.0
Dur_10,3.5,nan,10.0,6.5,6.0,2.5,7.5,11.5,1.0,33.5,3.5,4.5,nan,6.0,3.0,3.0,nan,nan,3.0,3.0,11.0,4.5,6.0,3.0,8.0,1.5,16.0,3.0,1.0,nan,nan,5.0,3.0,2.0,6.0,35.0,2.0,5.0,1.0,2.0,4.0,4.0,4.0,2.0,6.5,15.5,10.0,2.0,3.0,4.5,3.0,3.0,1.0,8.5,nan,4.0,3.0
Fre_10,2.0,0.0,3.0,6.0,1.0,4.0,2.0,4.0,5.0,2.0,4.0,6.0,0.0,3.0,9.0,7.0,0.0,0.0,9.0,5.0,3.0,2.0,6.0,7.0,9.0,8.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,8.0,1.0,3.0,4.0,5.0,5.0,9.0,3.0,3.0,4.0,7.0,4.0,4.0,8.0,5.0,4.0,4.0,11.0,7.0,5.0,2.0,0.0,3.0,7.0
Tim_20,32.0,nan,44.0,74.0,20.0,81.5,43.0,105.0,68.0,7.5,59.0,71.0,36.0,357.5,55.0,33.0,nan,nan,9.0,39.0,8.0,78.0,354.0,109.5,36.0,9.0,359.0,57.5,16.0,80.5,49.0,79.0,74.0,2.0,43.5,2.0,365.0,42.5,348.0,86.0,41.0,74.5,39.0,74.0,59.5,125.0,354.0,361.0,4.0,20.0,18.0,47.0,88.5,352.0,75.0,38.5,37.0
Dur_20,2.0,nan,3.0,3.0,10.0,4.0,5.0,15.5,7.0,53.5,19.0,3.0,1.0,11.5,2.0,25.0,nan,nan,23.0,2.0,4.0,3.5,1.0,5.5,85.5,9.0,56.0,11.5,5.0,2.0,1.0,2.0,2.0,1.0,7.5,143.0,2.5,8.0,3.0,57.0,3.0,2.5,3.0,3.0,10.5,4.0,90.0,1.0,8.0,1.5,4.0,2.0,5.5,1.0,1.0,6.0,3.0
Fre_20,3.0,0.0,3.0,8.0,1.0,6.0,4.0,4.0,5.0,2.0,3.0,9.0,1.0,4.0,8.0,3.0,0.0,0.0,3.0,7.0,5.0,4.0,3.0,6.0,2.0,7.0,2.0,2.0,1.0,4.0,1.0,3.0,9.0,3.0,2.0,1.0,4.0,4.0,7.0,2.0,5.0,6.0,9.0,7.0,4.0,7.0,2.0,11.0,5.0,6.0,9.0,11.0,4.0,7.0,4.0,6.0,11.0
Tim_50,274.0,275.0,274.0,274.0,274.0,275.0,274.0,274.0,274.0,275.0,274.0,274.0,274.0,275.0,274.0,274.0,274.0,275.0,274.0,274.0,274.0,275.0,274.0,274.0,274.0,275.0,274.0,274.0,274.0,275.0,274.0,274.0,274.0,275.0,274.0,274.0,274.0,275.0,274.0,274.0,274.0,275.0,274.0,274.0,274.0,275.0,274.0,274.0,274.0,275.0,274.0,274.0,274.0,275.0,274.0,274.0,274.0
Dur_50,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0
Fre_50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
