Year,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984
SU_BFL_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAFL_Tim,322.0,333.0,15.0,nan,355.0,330.0,316.0,354.0,311.0,8.0,284.0,320.0,326.0,11.0,nan,339.0,318.0,299.0,315.0,308.0
FAFL_Mag,434.77858653979126,623.9866850575717,1019.6502460029777,nan,2439.9917413141325,691.9897574281144,187.96866305635092,1499.9820832988623,618.982493288491,927.9365414026202,170.8885916025234,51.99814626408684,411.9280067566954,2219.7444919597915,nan,413.9306510022579,1499.9767270054185,1179.940528531311,1459.9137116752663,192.95585054214797
FAFL_Tim_Wet,40.0,18.0,19.0,11.0,357.0,334.0,23.0,354.0,315.0,38.0,52.0,7.0,355.0,46.0,4.0,33.0,324.0,332.0,316.0,45.0
FAFL_Dur,2.0,2.0,2.0,nan,3.0,3.0,6.0,8.0,4.0,5.0,2.0,6.0,3.0,4.0,nan,2.0,3.0,6.0,2.0,2.0
Wet_BFL_Mag,50.800000000000004,111.0,265.8,326.0,173.0,192.0,63.0,318.00000000000006,250.2,96.0,35.0,17.0,28.700000000000003,64.7,270.3,27.0,229.20000000000002,123.30000000000004,524.3,84.0
WIN_Tim_2,nan,48.0,52.5,20.0,14.0,85.0,nan,13.0,28.5,84.0,nan,nan,16.0,11.0,29.0,86.0,358.0,44.0,344.0,nan
WIN_Dur_2,nan,1.5,1.5,10.0,2.0,2.0,nan,2.0,2.5,1.0,nan,nan,3.0,1.0,7.0,1.0,3.0,1.0,2.0,nan
WIN_Fre_2,0.0,4.0,2.0,1.0,5.0,1.0,0.0,3.0,6.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,8.0,9.0,5.0,0.0
WIN_Tim_5,nan,28.0,33.0,102.5,358.0,51.0,60.0,36.0,28.0,107.5,nan,nan,14.0,11.0,10.0,85.0,20.5,42.5,328.0,333.0
WIN_Dur_5,nan,4.0,3.0,3.0,3.0,3.5,1.0,3.0,5.0,1.0,nan,nan,3.0,1.0,8.0,2.0,3.0,4.5,4.0,1.0
WIN_Fre_5,0.0,7.0,2.0,8.0,3.0,2.0,3.0,4.0,6.0,6.0,0.0,0.0,7.0,1.0,3.0,1.0,10.0,12.0,5.0,1.0
WIN_Tim_10,79.5,48.0,31.5,42.5,10.0,18.0,59.5,56.5,14.0,67.0,nan,nan,14.0,86.0,9.0,46.0,60.0,355.0,347.5,31.0
WIN_Dur_10,2.0,7.0,6.5,3.0,8.0,1.0,1.5,3.5,7.0,2.0,nan,nan,3.0,2.0,14.0,2.0,9.0,5.0,2.0,3.5
WIN_Fre_10,2.0,6.0,2.0,6.0,3.0,7.0,4.0,8.0,9.0,9.0,0.0,0.0,11.0,7.0,3.0,3.0,9.0,7.0,8.0,2.0
WIN_Tim_20,84.5,89.0,48.0,49.0,57.5,17.0,96.0,74.0,361.0,60.0,299.0,nan,361.0,80.0,52.5,63.5,353.0,343.5,44.0,30.5
WIN_Dur_20,7.5,5.5,2.0,21.5,3.5,3.0,5.0,13.0,2.0,3.0,1.0,nan,6.0,10.0,12.0,2.5,6.0,4.0,6.0,1.5
WIN_Fre_20,4.0,10.0,5.0,4.0,6.0,11.0,5.0,8.0,9.0,9.0,1.0,0.0,7.0,6.0,6.0,4.0,5.0,6.0,5.0,4.0
WIN_Tim_50,349.0,332.0,360.0,320.0,349.0,321.5,344.0,329.0,310.0,6.0,314.0,29.0,349.0,9.0,321.0,87.0,344.0,312.0,309.0,312.0
WIN_Dur_50,4.0,4.0,4.0,3.0,2.5,3.0,2.0,2.5,8.0,1.0,2.0,1.0,2.0,17.0,3.0,7.0,3.0,15.0,3.0,2.0
WIN_Fre_50,6.0,5.0,5.0,5.0,6.0,4.0,7.0,6.0,3.0,7.0,7.0,2.0,3.0,3.0,7.0,4.0,5.0,3.0,4.0,5.0
