Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Avg,0.08794520547945206,4.883333333333333,0.8547945205479452,0.8186301369863013,0.6567123287671234,3.0655737704918034,1.0816438356164382,6.683013698630138,0.663013698630137,0.3549180327868853,0.27945205479452057,4.647945205479452,0.7805479452054794,0.42021857923497263,1.444931506849315,3.421643835616438,5.640712328767123,0.5498907103825136,6.289917808219179,1.2674246575342467,0.6733698630136987,0.716120218579235,4.190602739726027,1.2496986301369863,2.6493424657534246,0.6347540983606558,0.46684931506849314,8.67208219178082,1.5133424657534247,3.4104371584699456,1.1656712328767123,1.1832876712328766,9.796712328767123,1.9491803278688524,0.7571506849315068,3.0093698630136987,0.4297260273972602,0.49051912568306016,0.22386301369863015,0.08816438356164384,2.1104383561643836,2.4410382513661206,5.847945205479452,0.7064383561643837,6.731372549019608,2.005765027322404,1.8864383561643838,37.35424657534247,1.154164383561644,2.4081693989071042,5.209506849315068,0.40852054794520554,2.1707397260273975,0.7936338797814206,14.275534246575342,2.994767123287671,0.27950684931506853,3.1164480874316935,0.5622191780821917,2.0335068493150685,5.36558904109589,0.34887978142076503,0.30857534246575347,0.17210958904109588,0.3240821917808219
Std,0.12305426917398714,35.0045402337514,2.3039835125866994,2.7517234027276722,1.8138704963473093,18.131945530320323,5.116919828439877,23.258054117414456,3.0774347460589153,1.179383634916433,0.9140245049485615,28.840168475507,3.7808935272154405,1.593352295295228,7.586401519100299,22.950135285583215,29.67002996959554,1.5861476819420366,27.970252558967402,7.518106432241784,3.2297485185906254,4.911119170278113,16.90857495574258,6.018727683063493,12.586243027220293,3.9635385773682685,2.026740873011433,35.52623233062694,4.673904859551793,18.410617447048594,5.032555047177436,4.917375080708055,28.851231708698784,9.038692624238308,2.853540956599831,12.806285395473765,2.013080085786039,1.9402087103706505,0.9115635418465322,0.6219669861673964,15.511306325304549,15.895366115612326,16.878121232108885,3.618151715343227,45.70499569466605,7.430652718608862,6.888305072131169,102.79176828240738,3.1151333092857967,7.611247729780637,31.837366850541837,0.4629009216629538,11.35803724847462,6.706621038694998,87.00809833857653,15.645676413157105,0.3399359779887517,17.440544761892255,1.477701938976233,8.46679572765215,35.12340852333194,0.8368227066578048,0.7340726312056299,0.9027499473510353,3.237989490169786
CV,1.39921521023381,7.168165235580492,2.6953653272248244,3.361375642555557,2.7620472722852223,5.914698809355827,4.730688291237476,3.4801745389481717,4.641585464097124,3.3229746757460696,3.2707739637865187,6.2049286728912785,4.843896586288648,3.7917226272955364,5.250353724822923,6.707341964318901,5.259979279262492,2.884478046262474,4.446839118059387,5.931797513603794,4.796396001650168,6.857953515153716,4.034878991380611,4.816143298807767,4.7507044445614905,6.244211085213439,4.341317010851955,4.096620805127724,3.0884647495997326,5.398315990466252,4.317302259195158,4.15568859564353,2.944991211386279,4.637176199146651,3.7687887145713503,4.255470739196231,4.684566345628973,3.955419083137403,4.071970294627148,7.054628649816647,7.349803077639081,6.511723487625205,2.886162684338132,5.121680729494969,6.789847889391112,3.704647661809325,3.651486967290504,2.751809438187416,2.6990378092181158,3.1605948207941013,6.111397445370041,1.1331153940512249,5.232334909750146,8.450522601860328,6.0949101333597735,5.224338243696625,1.2161990978817325,5.596289196097356,2.628337837952951,4.163642591370646,6.546048952746144,2.3985990338848504,2.37890890872818,5.2452042467865,9.991260156496507
SP_Tim,11.0,19.0,13.0,93.0,126.0,30.0,64.0,97.0,51.0,118.0,317.0,54.0,45.0,324.0,104.0,3.0,29.0,77.0,60.0,64.0,359.0,365.0,48.0,12.0,70.0,46.0,135.0,67.0,91.0,54.0,69.0,95.0,64.0,363.0,47.0,54.0,69.0,65.0,41.0,48.0,83.0,48.0,90.0,55.0,nan,57.0,31.0,58.0,88.0,69.0,69.0,337.0,78.0,60.0,14.0,98.0,28.0,31.0,53.0,62.0,84.0,77.0,26.0,60.0,351.0
SP_Mag,1.2,602.0,10.0,11.0,3.3,266.0,45.0,226.0,35.0,16.0,12.0,202.0,44.0,22.0,96.0,46.0,150.0,5.3,179.0,106.0,36.0,85.0,40.0,23.0,122.0,2.7,2.0,484.0,61.0,73.0,69.0,82.0,195.0,140.0,2.4,108.0,35.0,6.8,15.0,10.0,129.0,42.0,67.0,63.0,nan,19.0,72.0,841.0,35.0,27.0,501.0,4.79,177.0,116.0,1230.0,227.0,3.74,229.0,13.0,81.6,149.0,9.33,7.79,14.1,2.87
SP_Dur,221.0,98.0,168.0,94.0,58.0,131.0,116.0,29.0,29.0,62.0,329.0,30.0,138.0,171.0,21.0,93.0,112.0,75.0,111.0,34.0,89.0,24.0,62.0,113.0,23.0,52.0,42.0,68.0,37.0,43.0,74.0,64.0,89.0,27.0,91.0,54.0,30.0,104.0,85.0,46.0,27.0,78.0,42.0,100.0,nan,56.0,141.0,150.0,20.0,79.0,21.0,224.0,68.0,22.0,127.0,27.0,186.0,49.0,210.0,131.0,29.0,116.0,100.0,45.0,38.0
SP_ROC,0.5,0.1647286821705426,0.25000000000000006,0.16666666666666663,0.19999999999999996,0.15151515151515152,0.25000000000000006,0.08695652173913032,0.38421052631578945,0.5,0.5,0.10344827586206891,0.19090909090909092,0.25000000000000006,0.16666666666666666,0.11111111111111113,0.11764705882352938,0.10912698412698416,0.09090909090909086,0.09999999999999991,0.10000000000000007,0.09333333333333327,0.13818181818181824,0.1399217221135029,0.15337243401759537,0.13114754098360648,0.22222222222222213,0.06781609195402297,0.13076923076923075,0.16666666666666669,0.1333333333333333,0.14550264550264555,0.10169491525423738,0.10243055555555558,0.12,0.12019230769230774,0.1406593406593407,0.14754098360655732,0.1666666666666666,0.1891891891891892,0.2653061224489796,0.10639501980758351,0.1045751633986928,0.1875,nan,0.08333333333333323,0.17982186732186733,0.06944444444444445,0.034523809523809554,0.13076923076923075,0.08712121212121213,0.09638554216867466,0.11818181818181828,0.08235294117647053,0.08145376111552259,0.06993006993006984,0.11764705882352951,0.06640440597954367,0.14285714285714296,0.09413067552602439,0.07526685393258425,0.1666666666666666,0.11111111111111106,0.18181818181818185,0.11320754716981142
SU_BFL_Tim,232.0,117.0,181.0,187.0,184.0,161.0,180.0,126.0,80.0,180.0,281.0,84.0,183.0,130.0,125.0,96.0,141.0,152.0,171.0,98.0,83.0,24.0,110.0,125.0,93.0,98.0,177.0,135.0,128.0,97.0,143.0,159.0,153.0,25.0,138.0,108.0,99.0,169.0,126.0,94.0,110.0,126.0,132.0,155.0,nan,113.0,172.0,208.0,108.0,148.0,90.0,196.0,146.0,82.0,141.0,125.0,214.0,80.0,263.0,193.0,113.0,193.0,126.0,105.0,24.0
SU_BFL_Mag_10,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.19,0.03,0.24,0.02,0.03,0.02,0.06,0.05,0.01,0.03,0.0,0.48,0.09,0.11,0.02,0.04,0.526,0.11,0.03,0.06,0.03,0.03,0.0,0.0,0.0,0.02,0.08,nan,nan,0.09,0.05,0.15,0.07,0.12,nan,0.01,0.14,0.05,0.35,nan,0.03,0.10600000000000001,0.08,0.05,0.14,0.010000000000000002,0.01,0.01,0.0
SU_BFL_Mag_50,0.0,0.4,0.1,0.4,0.0,0.1,0.1,0.2,0.1,0.0,0.3,0.2,0.2,0.2,0.1,0.2,0.37,0.12,0.42,0.13,0.21,0.17,0.225,0.27,0.19,0.21,0.02,0.91,0.26,0.22,0.09,0.09,1.4,0.26,0.06,0.32,0.1,0.04,0.0,0.0,0.02,0.04,0.31,nan,nan,0.28,0.11,0.75,0.24,0.38,nan,0.32,0.33,0.12,0.61,nan,0.09,0.24,0.215,0.31,0.29,0.02,0.05,0.03,0.05
SU_BFL_Dur_Fl,nan,203.0,139.0,152.0,nan,nan,172.0,nan,nan,nan,nan,nan,142.0,225.0,nan,242.0,185.0,nan,206.0,nan,nan,295.0,227.0,214.0,nan,177.0,187.0,237.0,nan,297.0,244.0,165.0,122.0,293.0,nan,nan,nan,187.0,253.0,332.0,261.0,nan,nan,nan,nan,190.0,nan,184.0,301.0,228.0,nan,117.0,nan,281.0,228.0,nan,139.0,270.0,26.0,161.0,274.0,nan,nan,nan,nan
SU_BFL_Dur_Wet,140.0,207.0,201.0,186.0,170.0,215.0,219.0,245.0,287.0,127.0,126.0,314.0,263.0,325.0,192.0,286.0,281.0,231.0,246.0,229.0,270.0,355.0,256.0,271.0,306.0,264.0,197.0,272.0,278.0,306.0,294.0,221.0,189.0,316.0,267.0,310.0,245.0,188.0,255.0,339.0,289.0,245.0,271.0,nan,nan,215.0,226.0,189.0,301.0,268.0,nan,231.0,268.0,282.0,305.0,nan,150.0,317.0,116.0,241.0,327.0,140.0,289.0,235.0,316.0
SU_BFL_No_Flow,111.0,16.0,74.0,42.0,112.0,71.0,87.0,3.0,98.0,109.0,27.0,20.0,4.0,61.0,14.0,14.0,0.0,6.0,0.0,9.0,0.0,18.0,4.0,0.0,28.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,179.0,298.0,64.0,0.0,0.0,nan,nan,4.0,0.0,0.0,0.0,0.0,nan,19.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,36.0
FAFL_Tim,nan,nan,320.0,318.0,338.0,nan,nan,350.0,nan,nan,nan,nan,nan,324.0,355.0,nan,337.0,325.0,nan,10.0,nan,nan,319.0,335.0,338.0,nan,275.0,362.0,6.0,nan,29.0,20.0,323.0,274.0,318.0,nan,nan,nan,356.0,12.0,60.0,5.0,nan,nan,nan,31.0,303.0,nan,26.0,43.0,11.0,nan,312.0,nan,363.0,2.0,nan,352.0,350.0,287.0,353.0,21.0,nan,nan,nan
FAFL_Mag,nan,nan,12.89129477426891,4.7401813393061865,4.202338855097333,nan,nan,114.90634984231816,nan,nan,nan,nan,nan,21.405951971302905,76.75059200490189,nan,75.04604660377711,4.67330093679034,nan,10.93632198198114,nan,nan,21.94878446713472,17.904447310699478,88.84395156598946,nan,4.29831612997673,55.96578999898261,10.845958868751294,nan,18.019323686273037,12.994451859411331,30.981044589160177,96.00078199572555,5.141255587006893,nan,nan,nan,2.2591587198343617,2.7235571207074813,54.83211447276312,48.95098590430486,nan,nan,nan,21.970769699533772,12.967830563389278,nan,3.7986039925464143,16.98083557989694,53.865792228412545,nan,44.851780637327984,nan,132.97077525744876,137.73858480436186,nan,24.279674508204025,8.513113883950904,91.87603143513752,191.9116969704812,5.770248341005448,nan,nan,nan
FAFL_Tim_Wet,nan,6.0,324.0,15.0,7.0,353.0,11.0,32.0,5.0,1.0,307.0,35.0,32.0,80.0,90.0,315.0,16.0,56.0,18.0,50.0,326.0,352.0,14.0,364.0,30.0,33.0,362.0,7.0,41.0,40.0,38.0,70.0,14.0,341.0,341.0,38.0,52.0,343.0,357.0,14.0,67.0,33.0,6.0,36.0,nan,31.0,328.0,31.0,31.0,43.0,51.0,nan,61.0,48.0,364.0,79.0,nan,363.0,32.0,12.0,68.0,74.0,333.0,48.0,339.0
FAFL_Dur,nan,nan,10.0,6.0,4.0,nan,nan,6.0,nan,nan,nan,nan,nan,2.0,4.0,nan,3.0,10.0,nan,5.0,nan,nan,6.0,10.0,7.0,nan,0.0,8.0,5.0,nan,3.0,4.0,3.0,2.0,3.0,nan,nan,nan,2.0,1.0,8.0,1.0,nan,nan,nan,5.0,2.0,nan,3.0,3.0,5.0,nan,3.0,nan,5.0,3.0,nan,5.0,5.0,5.0,10.0,6.0,nan,nan,nan
Wet_BFL_Mag,nan,1.1,0.47000000000000003,0.1,0.1,0.3200000000000001,0.4,0.4,0.4,0.2,0.09000000000000001,0.4,0.42000000000000004,nan,0.2,0.6,0.6,0.32600000000000007,5.5,0.54,0.12,0.42,0.27,0.13,0.33,0.162,0.097,0.9210000000000002,0.91,0.77,0.298,0.53,0.84,1.7,0.21000000000000002,0.86,0.476,0.4,0.32000000000000006,0.0,1.36,0.38,1.7000000000000002,0.45,nan,1.2,0.37,46.0,0.601,5.1,0.737,nan,0.44,0.743,14.8,0.6,nan,0.633,0.28400000000000003,0.139,1.03,0.155,0.27,0.121,0.09
WIN_Tim_2,nan,41.0,355.0,24.0,18.0,25.0,81.5,56.0,47.0,nan,nan,46.0,40.0,324.0,44.5,360.5,22.0,68.0,38.0,61.0,344.0,360.0,38.0,6.0,49.0,40.0,3.0,53.0,69.0,47.0,63.0,96.0,38.0,316.5,354.0,61.5,65.0,60.0,nan,nan,77.0,25.5,47.5,51.0,nan,40.5,3.0,32.0,81.5,63.0,43.0,nan,354.0,56.0,27.5,76.0,nan,23.0,nan,38.0,70.0,nan,nan,nan,346.0
WIN_Dur_2,nan,1.5,1.0,2.0,1.0,3.0,1.0,2.0,1.0,nan,nan,5.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.5,2.0,2.0,1.5,1.0,2.0,1.5,1.0,3.0,1.0,1.0,nan,nan,3.0,1.0,5.0,1.0,nan,2.0,1.5,2.0,1.0,2.0,3.0,nan,1.0,2.0,3.0,1.0,nan,3.0,nan,1.0,3.0,nan,nan,nan,1.0
WIN_Fre_2,0.0,6.0,1.0,1.0,1.0,3.0,4.0,9.0,3.0,0.0,0.0,3.0,1.0,1.0,2.0,4.0,7.0,1.0,5.0,2.0,2.0,2.0,9.0,1.0,4.0,1.0,1.0,8.0,2.0,3.0,2.0,2.0,11.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0,3.0,4.0,6.0,1.0,nan,2.0,4.0,9.0,2.0,6.0,3.0,0.0,5.0,1.0,6.0,4.0,0.0,5.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0
WIN_Tim_5,nan,39.5,363.0,66.5,69.0,85.5,60.0,44.0,46.5,32.0,317.0,18.0,95.5,21.0,91.0,360.5,82.5,67.0,48.5,34.0,353.0,358.0,38.0,35.5,33.0,50.5,66.0,36.5,45.0,28.5,70.0,75.0,39.5,335.5,354.0,49.0,64.0,18.0,40.0,48.0,76.0,41.0,13.0,48.0,nan,49.5,362.5,353.0,79.0,55.5,57.5,nan,44.0,25.0,40.0,78.0,nan,23.0,38.0,36.0,29.0,90.5,25.0,59.0,346.0
