Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Avg,328.15273224043716,318.92328767123286,242.4413698630137,99.48630136986301,347.5166666666667,143.99698630136987,396.49041095890414,125.75342465753425,151.83524590163933,168.26520547945205,134.7290410958904,207.24273972602742,114.42650273224044,331.84876712328764,173.0509589041096,205.98931506849317,124.40737704918033,293.8772602739726,260.46712328767126,261.7219178082192,113.32841530054644,230.73835616438356,483.38328767123295,257.4827397260274,86.12377049180327,10.942246575342466,238.84794520547945,107.04520547945205,204.42896174863387,92.99232876712328,353.03479452054796,484.0224657534246,220.7691256830601,138.5945205479452,277.4295890410959,112.40082191780823,107.95245901639346,172.76191780821918,115.96739726027397,60.01068493150685,78.92486338797814,320.6986301369863,70.08082191780822,350.1347945205479,264.53196721311474,263.1145205479452,391.71534246575345,261.3578082191781,163.07431693989074,68.38657534246576,211.57323287671232,289.43657534246574,179.06822404371582,189.04430136986298,411.5349315068493,87.26427397260274,129.316912568306,79.74232876712328,173.63608219178082,248.91682191780822,136.46117486338795,100.77583561643836,46.7326301369863,100.52824657534246
Std,898.0446229378676,826.6657650474706,616.6053081970294,209.1379863788358,1114.5400869563216,347.20215542338394,755.3945638628397,368.36619826270476,543.5525199093488,337.0333206896534,316.34077867468363,412.02737338663695,335.05239624875304,1413.7600152395953,735.8454043491881,379.72421877487403,272.90017125346276,745.2604394295964,798.045909905177,658.501351003196,249.34009179905874,471.14713149408647,1497.2926552894435,671.6413670006237,231.00733425300498,13.808126687720247,465.77407719722714,238.8769747220419,455.4540401165466,217.65614038662338,705.9699411275545,811.6442716237659,406.7480045229338,309.5839451477794,898.8202339359677,237.0546237829136,278.61830802190923,352.9794774610144,301.8722976941467,160.262118754714,203.77790562023745,951.5191099072428,199.22413484860152,908.0456945054523,514.4375216728201,822.0063366303125,703.577745826389,508.9791169660351,324.53540840344914,174.25940547104202,492.22000480346856,665.4897271827763,460.79891592762027,316.06080491007157,899.7978619286093,207.5220497407022,366.6096960438498,156.1057387738788,318.8514663321858,513.5617337335203,356.66694359213045,299.91719414308,136.4598344626562,293.73657802587365
CV,2.7366666027935773,2.5920520608067106,2.5433172092099174,2.1021787271125665,3.2071557823307892,2.4111765415473903,1.9052026051170647,2.9292736898886105,3.579883686963359,2.002988792182652,2.347977660210133,1.988139000340048,2.92810134233308,4.260253932823438,4.252189118217671,1.8434170658250528,2.1936011973436327,2.535958170886762,3.063902652404159,2.516034409795679,2.200155107947199,2.041910756954643,3.0975267318464024,2.608490835988769,2.6822714905984153,1.2619096629421445,1.9500861805468936,2.231552302152344,2.227933049313108,2.3405816724053694,1.999717739114988,1.6768731392671379,1.8424134410301019,2.2337387071567694,3.239813882299428,2.1090114799717123,2.580935261322753,2.043155586249352,2.6030790103586874,2.6705597334479525,2.5819228171293482,2.9670195644452915,2.8427768025074593,2.593417474401171,1.944708335603062,3.1241390057776197,1.7961454902367036,1.9474417865457403,1.9901074215326808,2.5481522447700753,2.3264757933263436,2.299259263952245,2.573314826728419,1.6718875026637394,2.1864434657684306,2.3780871632055893,2.8349709930648417,1.9576270368246276,1.8363203218327329,2.0631861269026537,2.6136880614518505,2.9760824339337764,2.9200118645720257,2.921930780974362
SP_Tim,16.0,23.0,32.0,121.0,362.0,70.0,96.0,52.0,71.0,83.0,69.0,104.0,26.0,365.0,10.0,95.0,56.0,25.0,27.0,89.0,67.0,21.0,95.0,88.0,64.0,89.0,71.0,64.0,63.0,35.0,106.0,63.0,363.0,46.0,53.0,77.0,19.0,82.0,153.0,87.0,80.0,25.0,54.0,85.0,59.0,6.0,56.0,52.0,62.0,69.0,6.0,123.0,61.0,104.0,4.0,63.0,38.0,68.0,122.0,89.0,94.0,362.0,96.0,44.0
SP_Mag,1610.0,8740.0,2970.0,498.0,1940.0,2600.0,4000.0,1970.0,2440.0,829.0,1360.0,1510.0,2030.0,3290.0,3620.0,1160.0,1560.0,5210.0,7250.0,5210.0,1350.0,3100.0,7480.0,4190.0,1740.0,62.0,3240.0,1610.0,1290.0,975.0,1690.0,2610.0,2700.0,681.0,5450.0,1350.0,1270.0,2200.0,1050.0,1370.0,1430.0,13600.0,1240.0,2400.0,1230.0,9630.0,3690.0,2800.0,1940.0,1140.0,4200.0,3360.0,1730.0,1800.0,9720.0,1510.0,3590.0,868.0,892.0,3430.0,2410.0,2390.0,651.0,1090.0
SP_Dur,112.0,167.0,104.0,46.0,99.0,108.0,32.0,88.0,119.0,97.0,43.0,56.0,29.0,142.0,123.0,75.0,74.0,66.0,68.0,51.0,81.0,106.0,44.0,22.0,79.0,98.0,80.0,106.0,83.0,92.0,40.0,100.0,156.0,89.0,54.0,60.0,52.0,57.0,46.0,57.0,60.0,161.0,127.0,69.0,114.0,168.0,76.0,92.0,35.0,33.0,110.0,31.0,40.0,110.0,133.0,112.0,63.0,104.0,23.0,39.0,51.0,162.0,48.0,32.0
SP_ROC,0.08526424944575556,0.0641729581331503,0.10377358490566038,0.046875,0.089641506689936,0.08302005012531327,0.06474820143884892,0.07042253521126761,0.07362240289069558,0.06501610305958132,0.08620689655172414,0.05172413793103448,0.060240963855421686,0.07142857142857142,0.08490566037735849,0.05952380952380952,0.0625,0.10179640718562874,0.1036036036036036,0.06666666666666667,0.07331588132635253,0.08977272727272728,0.06321839080459771,0.0702156795617939,0.0597029702970297,0.07577497129735936,0.07772384034519957,0.07365192121407814,0.07114624505928854,0.09153323403463043,0.052289815447710185,0.08223285786521478,0.0812382149591452,0.06698654037886341,0.08984375,0.05525030525030525,0.05555555555555555,0.07330827067669173,0.0547945205479452,0.07229965156794424,0.08,0.09142857142857143,0.059714795008912656,0.08540669856459329,0.0663265306122449,0.07142857142857142,0.09978354978354978,0.08256880733944955,0.08050847457627118,0.07142857142857142,0.06918238993710692,0.09420289855072464,0.050938916468810706,0.0741839762611277,0.10818065581842295,0.04005355415575538,0.09094922499028543,0.0667122834124268,0.09053651266766022,0.06837606837606838,0.0622876557191393,0.04826254826254826,0.0660657500935279,0.048300536672629624
SU_Tim,128.0,190.0,136.0,167.0,96.0,178.0,128.0,140.0,190.0,180.0,112.0,160.0,55.0,142.0,133.0,170.0,130.0,91.0,95.0,140.0,148.0,127.0,139.0,110.0,143.0,187.0,151.0,170.0,146.0,127.0,146.0,163.0,154.0,135.0,107.0,137.0,71.0,139.0,199.0,144.0,140.0,186.0,181.0,154.0,173.0,174.0,132.0,144.0,97.0,102.0,116.0,154.0,101.0,214.0,137.0,175.0,101.0,172.0,145.0,128.0,145.0,159.0,144.0,76.0
SU_Mag_10,4.9,9.96,9.7,4.4,4.8,7.300000000000001,6.0,2.9,5.2,4.3,4.5,5.7,3.3,4.5,4.4,5.2,2.9200000000000004,3.9,1.9800000000000004,6.5,4.54,5.3,6.2,6.5,4.21,1.0,4.2,3.5,4.3,2.5,5.3,9.2,5.76,4.7,6.5,3.2,3.1,6.860000000000001,6.92,4.1,4.0,8.4,2.5,5.5,5.9,8.8,9.3,4.8,5.5,2.337,2.716,4.8,2.806,7.920999999999999,5.211,2.63,2.657,1.81,6.125,7.4,3.037,2.7889999999999997,2.25,1.681
SU_Mag_50,12.0,20.0,14.0,8.2,16.0,26.0,12.0,6.3,9.05,10.0,31.0,20.0,16.0,10.0,9.9,13.0,9.2,11.0,8.5,11.0,13.0,13.0,17.0,27.0,7.45,2.8,10.0,12.0,11.0,8.3,13.0,15.0,14.0,12.0,16.0,6.699999999999999,21.0,20.0,11.0,9.5,8.75,14.0,6.1,10.0,12.0,18.0,30.5,18.0,19.0,6.45,9.6,10.8,9.91,14.7,20.15,8.56,10.8,7.005,52.55,20.7,8.81,5.045,4.575,6.045
