Year,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
SU_Dur_Fl,214.0,140.0,184.0,174.0,290.0,110.0,nan,nan,140.0,151.0,174.0,154.0,nan,nan,194.0,168.0,215.0,257.0,nan,207.0,204.0,190.0,200.0,230.0,174.0,141.0,226.0,142.0,192.0,195.0,177.0,143.0,nan,249.0,248.0,nan,257.0,236.0,200.0,228.0,205.0,nan,nan,193.0,167.0,158.0,196.0,192.0,280.0,nan,nan,nan,242.0,nan,213.0,180.0,259.0,180.0,158.0,259.0,nan,249.0,nan,nan
SU_Dur_Wet,215.0,187.0,189.0,178.0,322.0,188.0,241.0,255.0,204.0,210.0,339.0,216.0,293.0,222.0,249.0,173.0,223.0,269.0,235.0,207.0,205.0,191.0,234.0,304.0,222.0,166.0,230.0,191.0,239.0,197.0,185.0,154.0,157.0,257.0,260.0,198.0,357.0,367.0,227.0,259.0,212.0,203.0,188.0,200.0,171.0,197.0,256.0,236.0,303.0,232.0,232.0,194.0,255.0,140.0,268.0,189.0,308.0,206.0,274.0,311.0,188.0,250.0,194.0,262.0
SU_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA_Tim,335.0,342.0,328.0,319.0,340.0,21.0,286.0,nan,nan,330.0,329.0,285.0,313.0,nan,nan,326.0,337.0,345.0,346.0,nan,346.0,352.0,315.0,338.0,339.0,317.0,326.0,11.0,311.0,338.0,320.0,322.0,305.0,nan,17.0,354.0,nan,328.0,8.0,33.0,6.0,345.0,nan,nan,346.0,340.0,330.0,327.0,335.0,12.0,nan,nan,nan,343.0,nan,349.0,354.0,360.0,350.0,302.0,21.0,nan,41.0,nan
FA_Mag,3069.964074793195,5199.812611040143,941.9827020623022,551.9928191407697,2799.9136581620314,769.8314698860324,1069.933928961925,nan,nan,488.98189587922246,376.985241152948,1179.977582456911,442.9885000001762,nan,nan,581.98171838399,479.967986929464,1199.939118725117,964.968291555931,nan,481.9342204019126,1879.9098476256895,2629.9792917376867,689.9190520931766,781.9691683402968,17.952289088366843,335.96664367094115,1509.7979841456047,587.981431540052,924.6602368201899,1700.016524897738,1379.9261675663347,649.9029397252384,nan,2029.974570613835,183.99049638956154,nan,2329.7948027201624,2369.94771713578,249.95397080301944,604.920272521943,2249.983369513159,nan,nan,2099.824263514821,1759.794385454236,491.98835064053736,480.98538185368085,362.9836017683281,212.97495687061462,nan,nan,nan,1429.7818740628709,nan,355.00538471582195,684.9797919483938,301.9882787054053,379.9411718885867,689.9649248256943,1949.87124041424,nan,496.9901645708462,nan
FA_Tim_Wet,335.0,343.0,10.0,324.0,344.0,53.0,364.0,3.0,29.0,29.0,23.0,85.0,10.0,348.0,362.0,16.0,342.0,353.0,358.0,329.0,346.0,353.0,316.0,7.0,48.0,365.0,351.0,15.0,360.0,20.0,322.0,330.0,316.0,311.0,25.0,1.0,334.0,63.0,139.0,60.0,37.0,352.0,22.0,3.0,353.0,344.0,4.0,22.0,14.0,35.0,332.0,347.0,347.0,356.0,352.0,39.0,363.0,44.0,11.0,53.0,73.0,333.0,42.0,337.0
FA_Dur,2.0,3.0,3.0,2.0,2.0,10.0,6.0,nan,nan,3.0,10.0,5.0,2.0,nan,nan,4.0,2.0,3.0,6.0,nan,4.0,2.0,7.0,3.0,2.0,3.0,2.0,4.0,2.0,5.0,7.0,3.0,4.0,nan,4.0,3.0,nan,3.0,3.0,2.0,3.0,5.0,nan,nan,2.0,2.0,4.0,3.0,3.0,6.0,nan,nan,nan,3.0,nan,7.0,4.0,4.0,6.0,2.0,4.0,nan,5.0,nan
Tim_2,14.0,8.0,59.0,365.0,8.0,60.5,49.0,12.0,51.5,32.0,44.0,31.0,20.0,363.5,4.0,21.0,33.0,27.0,16.0,50.0,22.0,24.5,37.5,50.0,57.0,nan,15.0,44.0,30.5,29.0,44.0,47.5,351.0,360.5,50.5,nan,344.0,77.0,77.5,nan,nan,21.0,49.0,51.0,21.0,365.0,34.0,47.0,51.5,nan,26.0,361.0,23.0,100.0,29.0,nan,17.5,nan,23.0,79.0,88.0,356.0,nan,9.0
Dur_2,3.5,2.0,2.5,1.0,3.0,1.5,2.5,2.0,3.5,1.0,3.0,2.0,3.0,7.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,nan,2.0,1.0,3.0,2.0,2.5,2.0,2.5,2.0,3.0,nan,1.0,1.0,1.5,nan,nan,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,nan,1.5,2.0,2.0,1.0,2.5,nan,3.0,nan,1.5,3.0,1.0,1.0,nan,1.0
Fre_2,4.0,7.0,4.0,1.0,5.0,2.0,8.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,5.0,4.0,1.0,4.0,6.0,5.0,1.0,0.0,5.0,1.0,2.0,1.0,4.0,12.0,2.0,2.0,4.0,0.0,1.0,4.0,2.0,0.0,0.0,7.0,1.0,6.0,7.0,3.0,7.0,6.0,2.0,0.0,4.0,5.0,4.0,3.0,6.0,0.0,2.0,0.0,2.0,4.0,3.0,3.0,0.0,2.0
Tim_5,21.5,365.0,44.0,9.5,14.0,102.0,20.5,29.0,64.0,32.0,44.0,31.0,355.5,355.0,30.0,48.0,32.5,25.0,18.5,34.5,57.0,10.0,24.0,40.0,57.0,nan,14.0,51.5,49.0,28.0,22.0,49.0,332.0,27.5,49.5,44.0,343.0,68.0,77.0,83.0,50.0,15.0,48.0,52.5,16.0,362.0,26.0,37.0,51.0,58.5,351.0,63.5,24.0,88.0,51.0,42.0,32.0,91.0,63.5,36.0,55.0,346.5,75.5,11.5
Dur_5,5.0,4.0,3.0,2.5,6.5,3.5,2.0,2.5,5.0,2.0,2.0,3.0,4.0,2.0,3.0,1.5,2.0,4.0,3.5,3.5,1.0,3.0,4.0,3.0,5.0,nan,2.0,1.5,2.0,4.0,4.5,3.0,2.0,2.0,7.5,2.0,1.0,3.0,3.0,1.0,2.0,4.0,5.0,9.0,2.0,4.0,6.0,3.0,2.5,2.5,2.0,4.0,2.5,3.0,4.0,1.0,2.0,1.0,3.5,3.5,1.0,4.5,1.0,2.0
Fre_5,6.0,7.0,7.0,2.0,6.0,4.0,10.0,4.0,3.0,5.0,3.0,5.0,2.0,3.0,3.0,6.0,4.0,8.0,4.0,6.0,3.0,3.0,8.0,7.0,1.0,0.0,7.0,4.0,5.0,1.0,8.0,13.0,6.0,4.0,4.0,3.0,7.0,5.0,2.0,1.0,3.0,7.0,1.0,4.0,7.0,5.0,5.0,5.0,4.0,2.0,8.0,6.0,6.0,5.0,10.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0
Tim_10,8.0,57.5,42.0,363.5,19.0,97.0,362.0,28.5,38.0,41.0,40.0,349.0,327.0,355.0,30.0,70.0,29.0,358.0,10.0,34.5,38.0,34.0,23.0,32.0,15.0,nan,34.5,51.0,365.0,43.0,361.0,19.0,328.0,2.0,30.5,48.5,4.0,33.0,97.5,77.0,43.0,51.0,35.5,68.0,32.5,357.0,11.0,67.0,37.5,58.0,348.0,74.0,22.5,55.5,55.5,40.0,29.5,90.0,72.0,353.0,76.0,337.0,65.0,351.0
Dur_10,9.0,7.5,3.5,2.5,13.0,5.5,5.0,4.0,2.0,5.0,3.0,4.0,3.0,3.0,3.0,6.0,4.0,7.0,8.0,8.0,9.0,6.5,5.5,5.0,5.0,nan,6.5,1.5,3.0,2.0,6.0,9.0,4.0,3.5,6.0,3.0,11.0,3.5,3.0,2.5,3.0,5.0,5.5,13.0,4.5,7.0,4.0,5.0,3.0,5.0,8.0,5.0,5.5,3.0,16.5,5.0,6.5,3.0,4.0,5.0,4.0,5.0,1.0,7.0
Fre_10,5.0,4.0,8.0,6.0,4.0,4.0,7.0,4.0,5.0,7.0,7.0,7.0,3.0,7.0,5.0,7.0,5.0,5.0,5.0,6.0,2.0,6.0,10.0,7.0,2.0,0.0,6.0,4.0,9.0,6.0,9.0,7.0,9.0,6.0,6.0,6.0,3.0,6.0,4.0,4.0,3.0,7.0,2.0,5.0,6.0,5.0,7.0,7.0,8.0,2.0,5.0,7.0,6.0,10.0,6.0,3.0,4.0,4.0,7.0,5.0,5.0,3.0,3.0,3.0
Tim_20,332.0,34.0,15.0,360.5,339.0,55.0,5.0,41.0,64.0,26.0,19.0,365.5,323.0,24.0,50.0,336.0,29.0,35.0,35.0,70.0,21.0,358.0,15.0,32.0,15.0,nan,63.5,85.5,326.0,46.0,47.0,357.5,72.5,39.0,365.0,44.0,3.0,356.0,58.5,70.5,42.0,77.0,42.0,93.0,62.0,62.5,348.0,348.0,11.0,43.0,348.0,74.0,358.0,65.5,353.0,28.5,4.0,60.0,53.5,324.0,45.0,352.0,62.0,337.0
Dur_20,14.0,6.0,13.0,7.5,7.0,9.0,16.5,9.0,17.0,6.0,6.0,7.0,4.0,4.0,11.0,15.0,12.0,11.0,12.0,20.0,4.0,6.5,31.5,2.0,4.5,nan,16.0,6.5,6.0,12.0,23.5,17.0,7.5,10.0,11.0,12.0,17.0,28.0,5.5,6.0,7.0,11.0,2.0,13.0,8.0,7.5,6.0,12.0,4.0,4.0,11.0,18.0,11.0,6.0,59.0,4.5,9.0,7.5,15.5,6.5,2.0,10.0,9.0,11.0
Fre_20,3.0,8.0,7.0,6.0,5.0,5.0,6.0,5.0,3.0,6.0,7.0,6.0,5.0,9.0,7.0,5.0,5.0,4.0,6.0,5.0,7.0,6.0,4.0,7.0,6.0,0.0,6.0,4.0,9.0,5.0,6.0,6.0,6.0,5.0,4.0,4.0,3.0,3.0,8.0,4.0,3.0,7.0,5.0,6.0,6.0,6.0,5.0,5.0,3.0,5.0,7.0,5.0,5.0,10.0,3.0,6.0,5.0,6.0,6.0,6.0,5.0,3.0,3.0,3.0
Tim_50,65.0,327.5,316.0,323.5,323.0,347.0,282.0,355.0,76.0,356.0,103.0,316.0,298.0,330.0,340.0,316.0,57.0,333.0,345.0,61.0,118.5,313.5,59.5,347.0,314.0,55.0,325.0,6.5,299.0,5.0,308.5,313.0,309.0,303.0,113.0,363.5,48.5,318.0,328.0,37.0,351.5,328.0,22.0,337.0,346.0,330.0,298.5,321.0,345.0,9.0,321.0,329.5,329.0,330.5,310.0,59.5,338.0,354.0,325.0,55.5,327.0,327.5,364.0,333.0
Dur_50,3.5,116.0,1.0,103.0,185.0,2.0,259.0,2.0,16.0,29.5,24.5,20.0,95.0,7.0,7.0,222.0,2.5,8.0,3.0,8.0,25.5,14.0,5.0,5.0,4.0,3.5,2.0,13.5,114.0,9.0,111.0,2.0,112.0,1.0,2.5,17.5,5.0,5.0,5.0,2.5,1.0,5.0,12.0,7.0,200.0,102.5,123.5,2.0,7.5,4.0,93.5,101.5,87.5,8.5,5.0,28.5,7.0,30.0,2.0,123.0,4.0,81.0,40.5,9.0
Fre_50,4.0,2.0,3.0,2.0,1.0,5.0,1.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,7.0,9.0,6.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,8.0,8.0,3.0,5.0,4.0,1.0,2.0,2.0,3.0,6.0,7.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,5.0,2.0,2.0,3.0
