Year,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
SU_BFL_Dur_Fl,194.0,nan,218.0,247.0,249.0,nan,nan,nan,239.0,193.0,170.0,138.0,nan,129.0,194.0,194.0,161.0,155.0,157.0,203.0,238.0,nan,252.0,144.0,191.0,210.0,nan,151.0,165.0,nan,nan,nan,nan,nan,250.0,222.0,nan,178.0,nan,nan,nan,nan,251.0,171.0,99.0,197.0,nan,nan,172.0,252.0
SU_BFL_Dur_Wet,256.0,177.0,220.0,255.0,260.0,205.0,197.0,175.0,240.0,308.0,262.0,155.0,220.0,143.0,239.0,194.0,184.0,160.0,159.0,253.0,257.0,189.0,349.0,214.0,198.0,247.0,188.0,188.0,180.0,nan,nan,nan,nan,nan,293.0,223.0,220.0,178.0,nan,nan,nan,nan,303.0,187.0,212.0,299.0,180.0,256.0,178.0,258.0
SU_BFL_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAFL_Tim,nan,318.0,nan,345.0,346.0,313.0,nan,nan,nan,6.0,299.0,320.0,326.0,nan,298.0,338.0,319.0,303.0,314.0,307.0,336.0,340.0,nan,327.0,296.0,33.0,363.0,nan,342.0,350.0,nan,nan,nan,nan,324.0,349.0,326.0,nan,340.0,nan,nan,nan,292.0,357.0,350.0,297.0,328.0,nan,nan,326.0
FAFL_Mag,nan,2489.9215558861256,nan,9489.795961063066,5799.915553216846,3019.91248709341,nan,nan,nan,7419.739042077045,1849.9650354768505,188.9843139260726,3719.9977594184897,nan,3899.854548487017,7649.886093637723,10899.882342053312,2199.9595710924186,5689.902935130186,3679.9211210158714,4309.948677333718,721.9938037824761,nan,10899.785910623557,1189.9451712052175,1469.8152244160806,563.0067401840508,nan,5859.677776722049,2449.9792419161818,nan,nan,nan,nan,1069.9961408659003,693.9022246654202,2719.9092599387986,nan,3909.8963382764946,nan,nan,nan,1179.9604659219503,1419.9962539312382,2129.916458017265,3599.920367405097,1259.9702241867892,nan,nan,3749.8976732652245
FAFL_Tim_Wet,360.0,15.0,334.0,347.0,354.0,324.0,344.0,349.0,309.0,7.0,49.0,47.0,343.0,10.0,312.0,18.0,319.0,326.0,319.0,309.0,21.0,359.0,332.0,59.0,1.0,40.0,35.0,344.0,14.0,365.0,nan,nan,nan,nan,9.0,27.0,327.0,346.0,340.0,nan,nan,nan,352.0,44.0,1.0,45.0,65.0,331.0,40.0,332.0
FAFL_Dur,nan,5.0,nan,4.0,5.0,2.0,nan,nan,nan,3.0,3.0,2.0,2.0,nan,3.0,2.0,6.0,2.0,2.0,7.0,5.0,3.0,nan,2.0,9.0,2.0,3.0,nan,5.0,3.0,nan,nan,nan,nan,2.0,4.0,3.0,nan,2.0,nan,nan,nan,4.0,2.0,2.0,7.0,3.0,nan,nan,4.0
Wet_BFL_Mag,1186.3000000000002,230.60000000000002,353.2,920.0,661.5,250.0,234.60000000000002,771.2,923.0,319.6,155.8,31.0,167.2,138.0,418.20000000000005,151.8,734.0,300.00000000000006,1444.0,196.0,167.0,255.9,450.4,241.70000000000002,69.0,96.2,118.10000000000001,524.5,161.8,433.9,nan,nan,nan,nan,141.0,108.20000000000002,619.8000000000001,462.1,724.0,nan,nan,nan,54.7,129.5,404.0,303.6,54.9,418.0,291.3,259.0
WIN_Tim_2,4.0,48.0,15.0,13.0,14.0,15.0,57.0,12.0,14.0,43.0,57.0,nan,23.5,27.5,30.5,365.5,44.0,44.0,340.0,333.0,50.0,44.0,340.0,15.5,77.5,62.0,nan,11.5,nan,73.5,nan,nan,nan,nan,51.5,nan,26.5,361.0,1.0,nan,nan,nan,31.0,nan,23.0,40.5,88.0,346.5,75.5,37.0
WIN_Dur_2,3.0,1.5,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,nan,1.0,1.0,3.5,2.0,2.5,2.0,3.0,1.0,2.0,1.0,1.0,1.5,1.0,2.0,nan,2.0,nan,2.5,nan,nan,nan,nan,1.0,nan,1.0,2.0,2.0,nan,nan,nan,1.0,nan,1.5,2.0,1.0,2.0,1.0,1.0
WIN_Fre_2,1.0,4.0,1.0,7.0,5.0,5.0,3.0,5.0,7.0,9.0,1.0,0.0,6.0,2.0,2.0,2.0,8.0,12.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,6.0,nan,nan,nan,nan,2.0,0.0,4.0,5.0,5.0,nan,nan,nan,3.0,0.0,2.0,2.0,3.0,2.0,2.0,3.0
WIN_Tim_5,3.0,21.0,14.0,20.0,10.0,34.5,38.0,14.0,24.0,52.0,15.0,nan,9.0,49.5,34.0,43.0,363.0,36.5,343.0,329.0,49.0,44.0,343.0,77.0,147.0,62.0,63.0,35.0,38.0,73.5,nan,nan,nan,nan,45.0,52.0,348.0,75.0,363.0,nan,nan,nan,29.5,90.5,25.0,35.5,55.0,340.0,65.0,8.5
WIN_Dur_5,2.0,2.0,2.0,4.0,3.0,4.5,6.5,3.0,3.0,3.0,4.0,nan,3.0,2.0,1.0,1.5,3.0,4.0,1.5,2.0,3.5,1.0,1.0,1.5,2.0,2.0,2.0,2.0,1.5,6.5,nan,nan,nan,nan,2.0,3.0,1.0,3.5,2.0,nan,nan,nan,3.5,1.5,2.0,2.5,2.0,1.0,1.0,3.5
WIN_Fre_5,3.0,5.0,7.0,9.0,5.0,6.0,2.0,4.0,10.0,6.0,2.0,0.0,9.0,6.0,7.0,6.0,11.0,12.0,10.0,5.0,6.0,3.0,7.0,4.0,3.0,1.0,2.0,6.0,4.0,6.0,nan,nan,nan,nan,5.0,1.0,9.0,8.0,7.0,nan,nan,nan,4.0,2.0,3.0,6.0,4.0,5.0,3.0,4.0
WIN_Tim_10,32.0,71.5,32.0,358.0,10.0,362.0,21.0,34.0,13.0,50.0,339.0,nan,2.0,65.0,365.0,42.5,26.0,349.0,9.5,327.5,22.0,36.0,3.0,65.0,81.5,71.0,59.0,21.0,23.0,85.5,nan,nan,nan,nan,44.5,58.0,343.0,47.0,15.5,nan,nan,nan,4.0,54.0,64.0,17.0,76.0,352.0,67.5,345.5
WIN_Dur_10,5.0,3.0,5.5,8.0,4.0,6.0,6.0,5.5,7.0,5.0,2.0,nan,3.0,2.0,2.0,3.5,7.0,8.0,5.0,2.5,4.0,1.5,10.0,2.0,2.5,2.0,7.5,3.0,4.0,3.0,nan,nan,nan,nan,5.0,4.5,4.0,3.0,5.0,nan,nan,nan,3.0,2.0,2.0,3.5,3.0,7.0,4.0,4.0
WIN_Fre_10,5.0,10.0,6.0,5.0,5.0,7.0,3.0,6.0,11.0,6.0,3.0,0.0,9.0,6.0,11.0,6.0,9.0,9.0,8.0,8.0,8.0,8.0,3.0,9.0,4.0,3.0,2.0,9.0,3.0,8.0,nan,nan,nan,nan,6.0,2.0,8.0,11.0,8.0,nan,nan,nan,5.0,7.0,12.0,8.0,5.0,3.0,4.0,6.0
WIN_Tim_20,29.0,335.0,29.5,35.0,43.0,33.5,22.5,321.0,12.0,49.0,9.0,nan,32.0,86.0,365.0,49.5,9.5,331.0,73.0,25.0,6.0,43.0,13.5,356.0,61.5,70.5,75.0,77.0,12.0,70.0,nan,nan,nan,nan,38.5,45.5,38.0,68.5,57.0,nan,nan,nan,363.0,49.0,55.0,336.0,60.0,41.5,58.0,337.0
WIN_Dur_20,4.0,20.0,10.5,13.0,13.0,14.0,5.5,2.0,16.0,4.5,2.0,nan,14.0,7.0,7.0,11.0,23.0,16.0,10.0,6.0,9.0,10.0,9.0,7.0,2.5,3.0,5.0,5.0,3.0,6.5,nan,nan,nan,nan,2.0,3.0,3.5,29.5,9.0,nan,nan,nan,5.0,6.0,4.0,3.0,9.0,2.0,4.0,3.0
WIN_Fre_20,9.0,5.0,8.0,4.0,5.0,6.0,8.0,9.0,5.0,8.0,9.0,0.0,7.0,5.0,10.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0,7.0,10.0,6.0,4.0,11.0,6.0,8.0,nan,nan,nan,nan,4.0,4.0,8.0,4.0,6.0,nan,nan,nan,7.0,8.0,11.0,10.0,5.0,6.0,5.0,5.0
WIN_Tim_50,337.5,316.0,332.0,307.0,309.0,301.5,330.0,105.0,295.0,330.5,353.5,41.0,325.0,8.0,294.0,17.0,301.0,65.0,308.0,305.0,364.0,336.5,48.5,315.0,7.0,33.0,352.0,334.0,1.0,320.0,nan,nan,nan,nan,319.0,361.5,324.0,329.5,319.0,nan,nan,nan,314.5,358.5,324.0,56.0,326.0,121.0,324.0,311.0
WIN_Dur_50,87.5,218.0,2.0,3.0,3.0,109.0,4.0,2.0,2.0,2.5,51.0,2.0,4.0,28.0,231.0,11.0,6.0,3.0,2.0,97.0,3.0,6.0,4.5,3.0,8.0,2.0,4.0,4.0,35.0,4.0,nan,nan,nan,nan,6.0,6.0,6.0,99.5,4.0,nan,nan,nan,79.0,23.0,5.0,121.5,3.0,4.5,2.0,76.5
WIN_Fre_50,2.0,1.0,7.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,7.0,5.0,3.0,1.0,5.0,3.0,6.0,3.0,2.0,7.0,4.0,6.0,3.0,5.0,7.0,7.0,4.0,3.0,3.0,nan,nan,nan,nan,5.0,6.0,3.0,2.0,3.0,nan,nan,nan,2.0,4.0,3.0,2.0,5.0,4.0,3.0,2.0
