Year,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Avg,768.5780821917808,935.4438356164384,669.6967213114754,1199.041095890411,1064.6301369863013,1179.1041095890412,668.931693989071,939.8082191780821,1771.772602739726,1060.2767123287672,488.10655737704917,69.54054794520547,1097.1917808219177,496.5013698630137,974.6912568306011,506.5972602739726,1479.8821917808218,1777.9123287671232,1103.1530054644809,592.7150684931507,1090.8821917808218,436.52054794520546,448.69945355191254,597.8657534246576,415.57260273972605,254.8904109589041,325.8387978142076,788.4739726027398,337.241095890411,1632.7509157509157,nan,nan,2176.5990566037735,1708.2122641509434,662.3497267759562,255.23561643835617,670.8254794520549,1116.912602739726,781.0256830601094,nan,nan,26.22307692307692,538.1290983606557,412.16109589041093,675.2558904109588,858.8490410958905,515.5341530054645,468.30465753424653,289.03556164383565,477.4445753424657
Std,3095.027491866594,1760.9271173444365,1291.9849803472182,2656.154329143722,3088.2159033884077,2870.153229666307,1526.1967330629052,1912.3594596587077,4143.900306268297,2741.265365779473,1317.8368772703293,98.82414545912934,2063.37172832418,1125.0767635902566,1972.8940284010712,1117.317935642117,2863.52260692452,2845.6567025953927,2384.7576267490917,1261.9118028872267,3149.267452083319,825.0055227642301,1209.6856080517657,1176.744313450518,853.0517775257263,769.7330432385347,657.6764935655817,1632.470220838749,745.3307379922414,2899.3116784884146,nan,nan,2684.9564215217365,2037.6554315619996,1225.3282678653832,532.3230344236896,1202.801160161165,2065.723198156717,1638.3133189288685,nan,nan,9.082068759381135,1270.0417252119087,747.4814994138131,1053.3850356160483,1418.7890170046612,1248.6009566372834,1287.947693358555,816.6531507796827,1214.217787212256
CV,4.026952581109777,1.8824509289582538,1.9292090572238552,2.215232103592959,2.9007406385567536,2.4341813469437024,2.281543462175736,2.0348401095397732,2.338844330169969,2.5854244782558897,2.699895867722047,1.4211010465002072,1.8805934973177494,2.26600938462802,2.0241220125604915,2.2055348957826197,1.9349665958738846,1.6005607568786515,2.1617650633558245,2.1290361422653943,2.8868996815708075,1.8899580481324547,2.6959819060974417,1.968241710969334,2.0527141873690704,3.019858771237332,2.0184106311998704,2.070417385433778,2.2100827777953915,1.7757219735840706,nan,nan,1.2335558142302843,1.192858448756545,1.8499717269149833,2.0856142330443714,1.7930165102608202,1.8494940365876524,2.0976433355044746,nan,nan,0.3463387910588289,2.360106021177697,1.8135663624413503,1.5599790399087983,1.6519655365677395,2.421955847848646,2.750234644558001,2.825441776558984,2.5431596669441916
SP_Tim,9.0,112.0,56.0,25.0,27.0,89.0,64.0,21.0,93.0,88.0,64.0,80.0,20.0,57.0,63.0,36.0,105.0,87.0,363.0,48.0,52.0,75.0,20.0,82.0,155.0,75.0,80.0,25.0,56.0,83.0,nan,nan,nan,nan,62.0,61.0,58.0,123.0,61.0,nan,nan,nan,38.0,66.0,121.0,89.0,94.0,362.0,92.0,44.0
SP_Mag,26600.0,3030.0,6020.0,15700.0,26900.0,18800.0,7080.0,13800.0,31800.0,17700.0,10100.0,608.0,15900.0,4450.0,5520.0,2780.0,10100.0,11900.0,12600.0,2000.0,36000.0,5570.0,4660.0,6410.0,3770.0,2560.0,3770.0,21600.0,4580.0,7410.0,nan,nan,nan,nan,7210.0,3180.0,2280.0,9730.0,7070.0,nan,nan,nan,10600.0,3400.0,3970.0,8550.0,10700.0,8770.0,8320.0,8010.0
SP_Dur,116.0,46.0,71.0,76.0,38.0,51.0,88.0,115.0,40.0,19.0,86.0,110.0,136.0,113.0,81.0,91.0,38.0,73.0,152.0,87.0,51.0,69.0,55.0,72.0,53.0,79.0,76.0,168.0,130.0,74.0,nan,nan,nan,nan,37.0,45.0,69.0,40.0,116.0,nan,nan,nan,68.0,115.0,78.0,43.0,57.0,154.0,63.0,31.0
SP_ROC,0.08125,0.056338028169014086,0.05778894472361809,0.11482254697286012,0.10135135135135136,0.04116402116402117,0.0620384047267356,0.06720977596741344,0.062393642690236714,0.06695417656780601,0.04836163836163836,0.058823529411764705,0.08604407135362015,0.07004830917874397,0.06358381502890173,0.08852117314136415,0.056776556776556776,0.06231884057971015,0.0767096920289855,0.06128894579598805,0.08440797186400938,0.050119331742243436,0.043227665706051875,0.05429134407477157,0.05100334448160535,0.060240963855421686,0.05825576902813389,0.09104938271604938,0.04784688995215311,0.08907916040666891,nan,nan,nan,nan,0.06382978723404255,0.06359649122807018,0.06336633663366337,0.06060606060606061,0.041666666666666664,nan,nan,nan,0.06576234536860102,0.052434456928838954,0.05444230769230769,0.05818721719457014,0.05864236408525218,0.05223260104192379,0.05017921146953405,0.05083979328165375
SU_BFL_Tim,125.0,158.0,127.0,101.0,65.0,140.0,152.0,136.0,133.0,107.0,150.0,190.0,156.0,170.0,144.0,127.0,143.0,160.0,150.0,135.0,103.0,144.0,75.0,154.0,208.0,154.0,156.0,193.0,186.0,157.0,nan,nan,nan,nan,99.0,106.0,127.0,163.0,177.0,nan,nan,nan,106.0,181.0,199.0,132.0,151.0,151.0,155.0,75.0
SU_BFL_Mag_10,18.0,26.0,24.0,25.0,16.0,26.0,22.0,24.0,20.0,26.0,24.0,7.7,30.900000000000002,21.0,22.0,17.0,25.0,35.0,24.0,19.200000000000003,26.0,13.0,14.0,21.0,29.700000000000003,14.0,10.0,33.0,13.0,nan,nan,nan,nan,nan,20.0,11.0,12.49,17.87,nan,nan,nan,nan,12.64,14.66,24.61,25.64,16.9,15.25,10.54,12.0
SU_BFL_Mag_50,51.0,54.0,42.5,52.0,57.0,45.0,51.0,45.0,58.0,155.0,35.0,20.0,44.0,39.0,46.0,43.0,43.0,52.5,50.0,49.0,79.0,20.0,96.0,54.0,41.0,29.0,20.0,55.0,22.5,nan,nan,nan,nan,nan,67.0,23.0,26.5,38.599999999999994,nan,nan,nan,nan,43.8,31.1,240.5,79.5,33.7,24.5,21.55,33.95
