Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
WIN_Fre_2,2.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,1.0,1.0,0.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,4.0,0.0,0.0
WIN_Tim_5,341.0,169.0,173.0,nan,159.0,143.0,154.0,168.0,nan,nan,nan,170.0,165.5,nan,193.5,nan,160.0,nan,128.0,154.0,164.0,nan,149.0,150.0,150.0,nan,nan,173.5,152.0,142.0,nan,166.5,139.0,150.0,nan,139.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,144.0,129.0,166.0,154.5,nan,nan,nan,146.0,nan,137.0,128.0,nan,nan
WIN_Dur_5,3.0,10.0,2.0,nan,4.0,4.0,7.0,13.0,nan,nan,nan,6.0,2.0,nan,2.5,nan,10.0,nan,78.0,5.0,15.0,nan,8.0,10.0,20.0,nan,nan,6.0,3.5,3.0,nan,7.5,60.0,6.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.5,5.0,38.0,10.5,nan,nan,nan,17.0,nan,62.0,1.0,nan,nan
WIN_Fre_5,5.0,5.0,2.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,4.0,3.0,0.0,4.0,1.0,2.0,0.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
WIN_Tim_10,66.5,119.0,167.0,138.0,157.0,125.0,161.0,163.5,nan,nan,nan,160.0,85.5,nan,162.0,nan,137.0,155.0,116.0,143.0,157.0,150.0,155.0,145.0,138.5,nan,nan,174.0,137.0,141.5,158.0,122.0,226.0,140.0,nan,101.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,153.0,112.0,120.0,139.0,158.0,134.0,150.0,142.0,nan,132.5,58.5,nan,138.0
WIN_Dur_10,4.0,98.0,32.0,4.0,10.0,3.0,14.5,5.5,nan,nan,nan,22.0,30.0,nan,2.5,nan,79.0,1.0,48.0,10.0,32.0,12.0,20.0,7.0,30.0,nan,nan,2.5,2.0,8.0,1.0,8.0,2.0,20.0,nan,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.0,4.0,27.0,18.0,5.0,8.0,9.0,31.0,nan,36.5,45.0,nan,6.0
WIN_Fre_10,6.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,4.0,3.0,4.0,1.0,5.0,3.0,3.0,0.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0
WIN_Tim_20,20.0,109.0,136.5,140.5,141.0,16.0,143.0,166.5,142.5,151.0,150.0,147.0,125.0,162.5,111.0,142.0,182.5,141.0,105.5,21.0,132.0,140.5,115.0,169.0,125.5,135.0,161.0,119.0,124.0,105.0,131.0,141.5,112.0,328.0,119.5,60.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,99.0,93.0,181.5,126.0,156.5,122.0,119.5,138.0,133.5,117.0,58.0,138.5,144.0
WIN_Dur_20,8.0,119.0,27.0,6.0,44.0,7.0,25.0,61.0,10.5,16.0,12.5,16.0,5.0,8.5,15.0,22.0,2.5,3.0,61.5,2.0,75.0,21.0,85.0,3.0,42.0,4.0,1.0,51.0,3.0,4.0,7.0,3.5,3.0,1.0,6.5,11.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,10.5,16.0,74.0,9.0,41.0,21.0,47.0,28.5,104.0,2.0,10.5,23.0
WIN_Fre_20,5.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,6.0,5.0,5.0,4.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,4.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0
WIN_Tim_50,65.0,92.0,23.0,80.0,106.5,356.0,8.5,78.0,46.0,93.0,121.0,238.0,93.0,39.5,10.0,33.0,75.0,13.0,25.0,8.0,359.5,90.0,43.5,11.5,181.0,356.0,146.5,20.0,328.0,58.0,316.0,16.5,32.0,308.5,13.0,7.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.5,346.0,27.0,75.0,63.5,99.0,26.5,86.0,71.0,176.5,335.0,41.0,93.5
WIN_Dur_50,107.0,91.0,6.5,62.5,1.0,63.0,5.0,89.0,2.0,1.0,3.0,1.0,15.0,2.0,10.0,4.0,5.0,2.5,4.0,4.0,1.5,2.0,1.0,2.5,7.5,2.0,5.0,98.0,4.0,2.0,3.0,8.5,59.5,176.5,2.5,1.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.5,6.0,3.0,3.0,2.5,17.0,57.5,7.5,139.0,8.5,3.0,1.0,4.0
WIN_Fre_50,3.0,2.0,6.0,2.0,10.0,3.0,10.0,2.0,9.0,7.0,5.0,3.0,7.0,8.0,5.0,8.0,5.0,14.0,3.0,11.0,10.0,9.0,4.0,12.0,4.0,7.0,4.0,2.0,7.0,8.0,11.0,6.0,4.0,2.0,16.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,10.0,5.0,12.0,12.0,6.0,3.0,2.0,4.0,1.0,4.0,3.0,5.0,4.0
