Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004
Avg,4.29068493150685,24.109836065573774,8.432328767123288,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.593734439834025,1.2534153005464481,15.35704109589041,9.893013698630137,4.919452054794521,1.5813387978142075,0.5831780821917809,22.638273972602743,7.353041095890411,12.876174863387979,4.49668493150685,12.373780821917808,44.31150684931507,13.136612021857923,5.210931506849316,11.255205479452057,3.447150684931507,1.9480874316939891,2.695835616438356,1.0753150684931507,1.8773972602739726,1.033879781420765,5.058602739726027,1.6109041095890408,14.5906301369863,8.297486338797814,17.833616438356163,51.98539726027397,10.394767123287671,6.764043715846994,6.567479452054795,8.446136986301369,8.058520547945205,3.2906284153005463,8.935616438356165
Std,8.16610239330809,49.21212100764898,12.593838297754752,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.5492655069776577,1.894954063830622,30.108679384167367,19.48518766434855,6.562726815996525,2.050949562826877,0.7894616050328095,48.849369542421556,10.74888884023279,24.475331700940483,9.440794122734333,22.031188054102955,55.944333185208535,15.005054849458743,6.084727227548072,22.865669134267165,4.271956542770706,2.8327574766148707,4.67681365307415,1.5288822031611211,4.083497234491788,2.299573428434197,8.686167272352067,2.0114673997840655,24.905044807492345,16.492364244733405,34.032192979239056,81.05743997639647,9.287076055363023,12.625989158382685,10.648474156705088,20.40131786323073,18.988907591271587,11.937350846545037,22.274425656313426
CV,1.9032165082417805,2.0411636509598066,1.4935184153227905,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9876259824979107,1.511832561007101,1.9605781606083308,1.9695906887348817,1.334036137134513,1.2969703681853535,1.3537230378510543,2.157822173260204,1.4618290174170665,1.9008231839514282,2.099500913792219,1.7804734358215624,1.2625238264961705,1.1422317127499793,1.1676851287625307,2.0315638995673266,1.239271773480824,1.4541223512497092,1.7348289430395587,1.42179929209358,2.175084262078807,2.2242174281366704,1.717108007738617,1.248657438894493,1.7069204396018287,1.9876337930943688,1.9083169752402738,1.5592347899270296,0.8934376254141319,1.866633287541025,1.6213943620902316,2.4154613992549785,2.3563763941898066,3.6276812024838576,2.4927687764998927
SP_Tim,127.0,80.0,125.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,65.0,90.0,98.0,91.0,108.0,56.0,49.0,92.0,70.0,91.0,105.0,87.0,78.0,95.0,79.0,97.0,118.0,70.0,75.0,92.0,72.0,92.0,132.0,138.0,69.0,31.0,101.0,110.0,71.0,116.0,89.0,131.0,62.0,142.0
SP_Mag,12.0,440.0,35.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.4,86.0,79.0,20.0,6.2,3.3,157.0,76.0,154.0,111.0,171.0,234.0,41.0,18.0,118.0,13.0,7.1,11.0,5.2,12.0,11.0,59.0,6.1,53.0,71.0,147.0,263.0,30.0,70.0,51.0,101.0,76.1,64.1,57.9
SP_Dur,53.0,106.0,60.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,105.0,102.0,87.0,99.0,51.0,127.0,130.0,98.0,146.0,88.0,72.0,124.0,113.0,84.0,105.0,77.0,67.0,113.0,110.0,89.0,82.0,98.0,52.0,81.0,114.0,115.0,122.0,104.0,111.0,39.0,77.0,51.0,84.0,60.0
SP_ROC,0.12132352941176475,0.07692307692307693,0.1165540540540541,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.07692307692307698,0.06382978723404255,0.08823529411764701,0.13513513513513511,0.13636363636363646,0.17647058823529416,0.05357142857142854,0.09090909090909091,0.0555555555555556,0.07692307692307696,0.05,0.04653679653679656,0.07019704433497533,0.07417582417582418,0.06185567010309275,0.08510638297872347,0.1081081081081082,0.08576306803257157,0.11538461538461549,0.08333333333333323,0.08998988877654188,0.0829037800687285,0.09523809523809532,0.0625,0.06666666666666672,0.04819976771196283,0.0449438202247191,0.06666666666666667,0.08333333333333333,0.17647058823529416,0.15592310809909554,0.13168094655242757,0.10385756676557865,0.07488856530613539
SU_BFL_Tim,180.0,186.0,185.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,170.0,192.0,185.0,190.0,159.0,183.0,179.0,190.0,216.0,179.0,177.0,211.0,191.0,179.0,184.0,174.0,185.0,183.0,185.0,181.0,154.0,190.0,184.0,219.0,183.0,146.0,223.0,214.0,182.0,155.0,166.0,182.0,146.0,202.0
SU_BFL_Mag_10,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,4.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SU_BFL_Mag_50,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,0.0,1.3,0.04,1.25,0.0,2.4,7.35,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0
SU_BFL_Dur_Fl,185.0,135.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,205.0,nan,155.0,144.0,nan,201.0,158.0,nan,179.0,194.0,159.0,nan,nan,nan,140.0,nan,nan,187.0,nan,191.0,214.0,161.0,194.0,164.0,144.0,nan,82.0,178.0,nan,184.0,148.0,179.0,nan,nan
SU_BFL_Dur_Wet,246.0,146.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,207.0,184.0,190.0,151.0,nan,204.0,176.0,185.0,184.0,234.0,211.0,114.0,135.0,231.0,147.0,164.0,171.0,194.0,241.0,224.0,220.0,162.0,200.0,173.0,164.0,258.0,155.0,184.0,173.0,194.0,267.0,225.0,220.0,165.0
SU_BFL_No_Flow,174.0,102.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,169.0,122.0,122.0,142.0,nan,176.0,42.0,90.0,40.0,144.0,39.0,0.0,65.0,122.0,95.0,152.0,159.0,179.0,197.0,190.0,212.0,158.0,177.0,98.0,137.0,130.0,0.0,71.0,126.0,180.0,148.0,172.0,203.0,151.0
FAFL_Tim,nan,364.0,321.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,348.0,10.0,nan,339.0,333.0,nan,17.0,336.0,nan,30.0,6.0,335.0,nan,nan,nan,323.0,nan,nan,3.0,nan,6.0,3.0,349.0,12.0,17.0,327.0,nan,304.0,26.0,nan,337.0,313.0,360.0,nan
FAFL_Mag,nan,116.85016615818705,10.979008407865797,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.4835655138486694,46.99468636826933,nan,9.981961112467898,3.266176822266198,nan,149.93910529162375,11.966137038982106,nan,17.02086391021598,36.0148533078775,91.99714171997879,nan,nan,nan,4.47187030727319,nan,nan,2.1119320501600933,nan,3.439650854182937,11.933057313099548,7.621977661515295,30.045946777098205,27.93714889162322,56.962043863219044,nan,23.031763714738208,17.999966024418548,nan,55.41223408739302,214.52809513426715,129.89018704750703,nan
FAFL_Tim_Wet,318.0,60.0,332.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,352.0,12.0,9.0,9.0,340.0,nan,20.0,354.0,9.0,35.0,46.0,22.0,324.0,326.0,43.0,330.0,337.0,356.0,10.0,60.0,39.0,9.0,350.0,18.0,26.0,347.0,37.0,12.0,32.0,355.0,347.0,67.0,41.0,1.0
FAFL_Dur,nan,8.0,15.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.0,2.0,nan,3.0,15.0,nan,4.0,2.0,nan,7.0,2.0,4.0,nan,nan,nan,4.0,nan,nan,32.0,nan,32.0,7.0,7.0,3.0,7.0,2.0,nan,3.0,4.0,nan,20.0,13.0,9.0,nan
Wet_BFL_Mag,3.3,7.9,6.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.52,11.0,8.8,1.7999999999999998,1.9,nan,3.82,5.3,5.1,4.9,6.1000000000000005,10.0,16.0,5.9,13.0,3.8,2.0,2.5,1.51,3.41,0.545,2.7600000000000002,1.5,9.25,7.33,5.36,55.0,7.4,5.64,6.15,1.4,1.842,0.766,4.22
WIN_Tim_2,323.0,61.0,15.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,81.0,92.0,nan,nan,nan,63.0,nan,42.0,83.5,89.5,42.0,344.5,nan,59.0,nan,nan,nan,nan,nan,nan,nan,nan,76.0,51.0,14.0,93.0,nan,45.0,nan,4.0,36.0,26.0,83.0
WIN_Dur_2,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,2.0,nan,nan,nan,1.0,nan,2.5,1.0,2.0,2.0,2.0,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,3.0,3.0,2.0,10.5,nan,1.0,nan,3.0,2.0,1.0,2.0
WIN_Fre_2,1.0,7.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,4.0,2.0,4.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,6.0,0.0,1.0,0.0,3.0,2.0,2.0,3.0
WIN_Tim_5,323.0,25.0,14.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64.0,56.5,85.0,nan,nan,65.0,73.5,40.5,83.0,89.0,14.5,344.0,87.0,56.5,nan,nan,63.0,nan,nan,nan,71.0,nan,72.5,65.0,357.0,33.0,25.0,59.0,71.5,363.0,55.5,25.5,123.0
WIN_Dur_5,2.0,2.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,2.0,1.0,nan,nan,19.5,2.0,6.0,2.0,4.0,7.5,4.5,2.0,2.0,nan,nan,1.0,nan,nan,nan,2.0,nan,2.0,3.0,2.5,3.0,2.0,2.0,1.0,1.0,2.0,2.5,1.5
WIN_Fre_5,1.0,5.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,7.0,4.0,1.0,0.0,0.0,4.0,4.0,4.0,2.0,5.0,4.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,3.0,4.0,5.0,1.0,3.0,6.0,5.0,4.0,2.0,6.0
