Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004
SU_BFL_Dur_Fl,111.0,nan,189.0,nan,nan,nan,192.0,nan,nan,nan,nan,nan,nan,nan,157.0,nan,nan,163.0,nan,nan,nan,nan,nan,nan,nan,nan,127.0,nan,145.0,120.0,185.0,157.0,nan,nan,119.0,95.0,113.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,184.0,nan,nan,nan,nan,182.0,nan,nan,nan
SU_BFL_Dur_Wet,111.0,177.0,189.0,454.0,232.0,nan,227.0,nan,nan,nan,nan,nan,nan,nan,168.0,190.0,nan,165.0,nan,nan,nan,nan,nan,nan,188.0,451.0,133.0,403.0,156.0,166.0,191.0,222.0,91.0,78.0,123.0,152.0,119.0,nan,nan,204.0,189.0,232.0,nan,nan,180.0,185.0,241.0,nan,nan,184.0,nan,405.0,nan,nan,nan
SU_BFL_No_Flow,74.0,165.0,168.0,248.0,76.0,nan,125.0,nan,nan,nan,nan,nan,nan,nan,156.0,190.0,nan,122.0,nan,nan,nan,nan,nan,nan,184.0,328.0,124.0,167.0,0.0,0.0,33.0,33.0,0.0,0.0,55.0,87.0,108.0,nan,nan,121.0,168.0,179.0,nan,nan,145.0,167.0,156.0,nan,nan,148.0,nan,171.0,nan,nan,nan
FAFL_Tim,nan,364.0,nan,20.0,nan,nan,nan,35.0,nan,nan,nan,nan,nan,nan,nan,327.0,nan,nan,23.0,nan,nan,nan,nan,nan,nan,nan,nan,15.0,nan,29.0,289.0,1.0,334.0,nan,nan,316.0,283.0,309.0,nan,nan,nan,nan,nan,nan,26.0,nan,nan,342.0,nan,nan,nan,nan,351.0,nan,nan
FAFL_Mag,nan,18.82416311719228,nan,4.006249166178425,nan,nan,nan,5.9748340304898475,nan,nan,nan,nan,nan,nan,nan,2.986134233858957,nan,nan,4.316296499965015,nan,nan,nan,nan,nan,nan,nan,nan,13.9616896806463,nan,39.885104485490494,4.6711872583859,6.952302677444969,24.97197692105298,nan,nan,4.226523110170963,3.718650932291279,2.170444682188344,nan,nan,nan,nan,nan,nan,30.93960790411076,nan,nan,3.4719881877160303,nan,nan,nan,nan,7.914664203203633,nan,nan
FAFL_Tim_Wet,nan,364.0,343.0,20.0,225.0,20.0,nan,70.0,nan,nan,nan,nan,nan,nan,nan,338.0,334.0,nan,25.0,nan,nan,nan,nan,nan,nan,33.0,221.0,21.0,199.0,40.0,335.0,7.0,34.0,335.0,327.0,320.0,340.0,315.0,nan,nan,49.0,363.0,5.0,nan,51.0,348.0,354.0,34.0,nan,nan,13.0,nan,209.0,nan,nan
FAFL_Dur,nan,2.0,nan,4.0,nan,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,18.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,5.0,2.0,5.0,7.0,nan,nan,5.0,4.0,3.0,nan,nan,nan,nan,nan,nan,3.0,nan,nan,4.0,nan,nan,nan,nan,4.0,nan,nan
Wet_BFL_Mag,nan,1.2,0.5,0.4,0.0,0.4,nan,0.5,nan,nan,nan,nan,nan,nan,nan,0.1,0.0,nan,1.5,nan,nan,nan,nan,nan,nan,0.01,0.0,0.0,0.07200000000000001,1.5,1.5,1.3,0.958,3.9,1.69,1.4,0.42000000000000004,0.61,nan,nan,0.52,0.81,2.5300000000000002,nan,1.3,0.736,0.47200000000000003,0.63,nan,nan,0.47,nan,0.0,nan,nan
WIN_Tim_2,nan,52.5,nan,81.0,235.0,nan,nan,89.0,nan,nan,nan,nan,nan,nan,nan,nan,340.0,nan,56.0,nan,nan,nan,nan,nan,nan,nan,229.0,56.5,68.0,80.0,58.0,64.5,76.0,359.0,362.0,46.0,nan,18.0,nan,nan,59.0,nan,40.0,nan,48.0,nan,nan,66.0,nan,nan,nan,nan,215.0,nan,nan
WIN_Dur_2,nan,2.0,nan,2.0,1.0,nan,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,1.0,nan,nan,nan,nan,nan,nan,nan,1.0,1.0,2.0,1.5,1.0,3.5,5.0,4.0,1.0,2.0,nan,1.0,nan,nan,3.0,nan,8.0,nan,2.0,nan,nan,4.0,nan,nan,nan,nan,1.0,nan,nan
WIN_Fre_2,0.0,4.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,10.0,6.0,5.0,4.0,11.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,nan,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,nan,nan
WIN_Tim_5,209.0,61.0,352.0,50.5,225.5,29.5,nan,81.0,48.0,nan,nan,nan,nan,nan,nan,364.0,340.0,nan,52.0,60.0,nan,nan,44.0,nan,nan,40.0,229.0,56.5,31.0,96.0,60.0,45.5,30.5,48.0,362.0,1.0,7.0,33.0,5.0,nan,79.0,62.0,99.0,nan,45.0,52.5,20.5,51.5,nan,nan,59.0,nan,222.5,nan,nan
WIN_Dur_5,1.0,2.0,2.0,3.5,1.0,3.0,nan,2.0,1.0,nan,nan,nan,nan,nan,nan,1.0,3.0,nan,3.0,2.0,nan,nan,1.0,nan,nan,1.0,1.5,1.5,3.0,2.0,2.5,2.5,2.0,1.0,2.0,1.5,1.0,2.0,1.0,nan,4.0,2.0,15.5,nan,2.0,1.5,1.5,2.0,nan,nan,2.0,nan,1.0,nan,nan
WIN_Fre_5,1.0,5.0,1.0,2.0,2.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,8.0,7.0,10.0,10.0,6.0,10.0,5.0,9.0,8.0,5.0,3.0,1.0,0.0,3.0,5.0,4.0,nan,7.0,2.0,2.0,8.0,0.0,0.0,1.0,0.0,6.0,nan,nan
WIN_Tim_10,137.0,61.0,1.0,52.5,225.5,29.5,nan,84.5,47.0,41.0,nan,nan,nan,88.0,101.0,356.0,340.0,99.0,38.0,62.0,nan,nan,73.5,nan,99.0,38.0,228.0,69.5,121.0,127.0,50.0,29.5,357.0,130.0,351.0,9.0,39.5,17.0,37.0,49.0,68.5,44.0,137.5,nan,45.0,61.0,25.0,10.0,nan,62.0,62.5,nan,144.0,nan,nan
WIN_Dur_10,1.0,3.0,2.0,1.5,1.0,4.0,nan,5.5,1.0,1.0,nan,nan,nan,2.0,2.0,1.0,4.0,1.0,10.0,2.0,nan,nan,6.0,nan,1.0,4.0,4.0,4.0,3.0,3.5,24.0,2.5,4.0,4.0,3.0,5.0,2.5,1.0,1.0,1.0,14.5,8.0,5.0,nan,4.0,1.5,3.0,2.0,nan,1.0,2.5,nan,1.0,nan,nan
WIN_Fre_10,4.0,5.0,3.0,4.0,4.0,2.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,2.0,3.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,10.0,9.0,10.0,4.0,10.0,9.0,10.0,7.0,8.0,6.0,7.0,5.0,3.0,2.0,5.0,6.0,nan,9.0,6.0,3.0,5.0,0.0,4.0,2.0,0.0,10.0,nan,nan
WIN_Tim_20,58.0,1.0,72.5,44.0,90.0,43.0,41.0,56.0,123.0,29.0,nan,50.0,41.0,83.0,94.0,30.0,107.0,155.5,22.0,50.5,361.5,nan,43.0,8.0,99.0,158.0,118.0,72.0,108.5,293.0,22.5,108.0,208.0,200.0,289.0,38.0,34.5,42.5,36.0,106.5,70.0,26.0,363.0,nan,363.5,43.0,28.0,21.5,39.0,48.0,57.0,nan,75.0,nan,nan
WIN_Dur_20,4.0,7.5,2.0,11.0,1.5,1.5,2.0,3.0,2.5,3.5,nan,10.0,2.0,7.0,15.0,3.0,3.5,2.0,3.0,5.0,1.0,nan,12.0,1.0,4.0,1.5,2.5,8.0,6.5,346.0,120.0,88.0,36.0,2.0,2.0,82.5,5.0,10.5,4.0,1.5,1.5,4.0,1.0,nan,72.5,3.0,2.0,6.0,3.5,4.0,2.0,nan,3.0,nan,nan
WIN_Fre_20,5.0,4.0,6.0,3.0,10.0,8.0,5.0,5.0,4.0,6.0,0.0,3.0,1.0,3.0,1.0,5.0,4.0,4.0,5.0,2.0,2.0,0.0,3.0,1.0,1.0,4.0,2.0,7.0,6.0,1.0,2.0,2.0,5.0,5.0,3.0,2.0,6.0,6.0,7.0,4.0,4.0,5.0,3.0,nan,2.0,5.0,6.0,6.0,10.0,3.0,5.0,0.0,9.0,nan,nan
WIN_Tim_50,89.5,328.0,331.0,364.0,216.0,147.5,312.0,152.0,161.0,118.0,361.0,365.0,23.0,316.0,364.0,327.0,339.0,98.5,348.0,7.0,361.0,67.0,360.0,49.5,145.5,145.0,124.5,43.5,213.0,274.0,194.0,238.5,282.0,274.0,202.0,41.5,275.0,304.0,114.0,84.0,335.0,343.0,207.0,nan,322.0,333.0,337.0,316.0,323.0,324.0,343.0,350.0,81.0,nan,nan
WIN_Dur_50,93.0,198.0,199.0,144.0,7.0,5.5,103.5,4.0,3.5,4.0,109.0,124.0,118.0,83.0,130.0,160.0,177.0,92.0,159.0,122.0,44.0,1.0,138.0,43.0,46.0,41.5,20.5,15.0,8.0,365.0,2.0,8.5,357.0,365.0,2.0,132.5,258.0,227.0,5.0,82.5,193.0,172.0,23.0,nan,220.0,163.0,160.0,239.0,182.0,180.0,152.0,134.0,128.0,nan,nan
WIN_Fre_50,2.0,1.0,1.0,1.0,5.0,4.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,7.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,nan,nan
