Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970
Avg,9638.169863013698,10774.48087431694,9631.189041095891,9322.69589041096,4169.306849315069,13798.166666666666,5776.2054794520545,15848.967123287672,5512.567123287671,6242.5109289617485,7152.361643835617,5198.813698630137,9507.284931506849,4585.7786885245905,12766.627397260274,6855.397260273972,8849.975342465754,5600.650273224043,11673.901369863013,10121.838356164384,10705.684931506848
Std,21629.883875929965,21728.64083808279,20383.800818495532,20352.036454211277,6359.246612488482,36671.94343153895,13204.8430179098,26354.38168167822,14589.189861703662,20147.22608314874,13262.665018896478,11025.306685552892,19786.29465906268,10916.053682670025,50354.25243256014,20140.36446034701,17236.456031090638,12155.170751940868,24694.946747270908,28243.32554866448,23541.379166821862
CV,2.244189943044504,2.016676356990638,2.1164365823906772,2.183063428588801,1.525252720013442,2.657740286623026,2.2860757057351853,1.6628453751383219,2.6465328286112064,3.2274234378472473,1.8543057075878049,2.120735099328143,2.0811719435789193,2.3804144124936197,3.9442094505997876,2.937884369890201,1.9476275768117868,2.1703141883457904,2.1153979260971507,2.7903355650274517,2.198960581918448
SP_Tim,40.0,37.0,23.0,32.0,121.0,59.0,70.0,97.0,52.0,72.0,84.0,51.0,109.0,27.0,364.0,9.0,85.0,55.0,26.0,28.0,89.0
SP_Mag,156000.0,185000.0,130000.0,143000.0,19600.0,62900.0,61200.0,103000.0,90600.0,65100.0,33000.0,81900.0,72300.0,35800.0,190000.0,261000.0,22100.0,74200.0,190000.0,267000.0,131000.0
SP_Dur,60.0,130.0,166.0,110.0,61.0,40.0,111.0,36.0,87.0,104.0,97.0,95.0,60.0,129.0,143.0,136.0,94.0,70.0,81.0,34.0,67.0
SP_ROC,0.06776556776556776,0.06773289155091117,0.06325883002207505,0.0859375,0.054093567251461985,0.07603305785123966,0.06910569105691057,0.05292372881355932,0.05830903790087463,0.07446434071010602,0.05761316872427984,0.05897114178168131,0.05235602094240838,0.057971014492753624,0.0737155297532656,0.07947368421052631,0.0625,0.0670932906709329,0.1280246596455176,0.1520050125313283,0.05435818051917123
SU_BFL_Tim,100.0,167.0,189.0,142.0,182.0,99.0,181.0,133.0,139.0,176.0,181.0,146.0,169.0,156.0,142.0,145.0,179.0,125.0,107.0,62.0,156.0
SU_BFL_Mag_10,112.0,90.0,196.0,181.60000000000002,112.0,94.0,140.60000000000002,144.0,82.0,125.0,130.0,133.60000000000002,139.0,69.1,129.9,111.0,149.3,131.0,120.8,78.0,79.7
SU_BFL_Mag_50,334.0,146.0,403.0,265.0,170.0,631.0,795.5,270.0,187.0,306.0,252.0,1380.0,656.0,182.0,247.0,243.0,261.0,350.0,376.0,437.5,247.5
SU_BFL_Dur_Fl,nan,175.0,141.0,nan,159.0,206.0,107.0,230.0,nan,154.0,151.0,141.0,143.0,nan,nan,182.0,161.0,221.0,242.0,253.0,159.0
SU_BFL_Dur_Wet,231.0,176.0,187.0,177.0,163.0,313.0,182.0,235.0,255.0,217.0,213.0,305.0,206.0,192.0,220.0,237.0,164.0,225.0,249.0,264.0,170.0
