Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970
SU_BFL_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAFL_Tim,302.0,nan,342.0,328.0,nan,340.0,305.0,286.0,362.0,nan,330.0,330.0,286.0,311.0,nan,nan,326.0,339.0,346.0,347.0,314.0
FAFL_Mag,99999.82658732173,nan,135999.07199891744,53699.754637875645,nan,48999.783913141444,17999.912070051116,37199.82605999698,12599.966179728137,nan,31299.8823572237,14099.923714269247,95299.67573759808,13399.949961892757,nan,nan,44499.83411233199,34199.81708048316,54799.75169922408,59999.88954958387,19999.94900353186
FAFL_Tim_Wet,304.0,330.0,343.0,9.0,318.0,344.0,47.0,361.0,2.0,28.0,28.0,27.0,85.0,9.0,348.0,360.0,16.0,342.0,350.0,354.0,325.0
FAFL_Dur,5.0,nan,3.0,5.0,nan,2.0,9.0,5.0,4.0,nan,3.0,10.0,6.0,5.0,nan,nan,4.0,3.0,4.0,6.0,2.0
Wet_BFL_Mag,4920.0,5469.0,6685.0,3748.0,2467.0,6166.0,451.20000000000005,2070.0,4376.0,4563.0,1704.0,1535.0,1440.0,2830.0,5725.0,9866.0,1993.0,2120.0,10120.0,4525.0,3278.0
WIN_Tim_2,18.0,361.0,14.0,33.5,nan,30.0,56.0,43.5,12.0,39.0,43.0,45.0,60.5,20.0,364.0,4.0,21.0,33.0,28.5,14.0,16.0
WIN_Dur_2,2.0,3.0,2.0,1.5,nan,3.0,4.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,5.0,4.0,2.0,1.0,3.0,5.0,2.0
WIN_Fre_2,5.0,3.0,5.0,4.0,0.0,4.0,1.0,8.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,3.0,2.0,4.0,3.0,5.0
WIN_Tim_5,362.5,15.0,9.5,38.0,nan,15.0,102.5,26.0,28.0,55.5,37.0,52.5,31.0,356.5,14.5,3.0,365.0,34.0,20.0,10.0,363.0
WIN_Dur_5,3.0,5.0,2.5,2.5,nan,4.0,2.5,1.0,6.0,2.5,2.5,2.0,4.0,2.0,1.0,2.0,2.0,3.0,3.5,3.0,2.0
WIN_Fre_5,6.0,5.0,6.0,8.0,0.0,8.0,4.0,13.0,3.0,4.0,6.0,4.0,7.0,2.0,6.0,3.0,6.0,3.0,8.0,5.0,7.0
WIN_Tim_10,16.0,20.0,39.5,43.0,365.0,2.0,64.0,362.0,26.0,78.0,31.0,32.0,1.0,324.0,48.5,19.0,59.0,30.0,20.0,29.0,34.5
WIN_Dur_10,4.0,7.0,5.0,6.0,2.0,2.0,5.0,7.0,9.0,3.0,5.0,2.5,4.5,1.0,3.0,4.0,5.0,3.0,5.0,3.5,6.0
WIN_Fre_10,7.0,7.0,6.0,5.0,7.0,7.0,6.0,7.0,3.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,9.0,6.0,6.0
WIN_Tim_20,337.0,360.0,58.5,25.5,365.0,340.0,55.0,351.0,42.0,104.5,55.0,40.5,348.0,353.0,9.0,42.0,19.0,29.0,87.5,44.0,34.0
WIN_Dur_20,8.0,4.0,6.0,10.0,9.0,6.0,3.0,11.0,3.0,11.0,4.0,4.0,7.0,4.5,5.5,4.5,12.0,13.0,4.0,11.0,9.5
WIN_Fre_20,5.0,5.0,8.0,8.0,5.0,5.0,7.0,7.0,7.0,4.0,10.0,8.0,7.0,6.0,6.0,8.0,6.0,5.0,8.0,5.0,8.0
WIN_Tim_50,26.5,316.0,329.0,318.0,325.0,323.0,127.0,315.0,360.0,76.0,329.0,352.0,355.5,308.0,322.5,358.0,351.5,334.0,323.5,345.0,318.0
WIN_Dur_50,99.0,6.0,105.0,185.0,96.0,201.0,5.5,29.0,8.0,15.0,50.0,20.0,34.0,3.0,94.5,28.0,102.5,36.0,101.5,2.0,104.0
WIN_Fre_50,2.0,3.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0
