Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992
Avg,219.54794520547946,286.4672131147541,230.06575342465754,237.77534246575343,90.30301369863014,322.3333333333333,167.4849315068493,507.0602739726027,132.69561643835615,120.13661202185793,158.45068493150686,154.87534246575342,214.37808219178083,85.7327868852459,233.43890410958903,209.546301369863,271.15890410958906,113.51420765027322,276.92,261.53972602739725,244.92876712328768,113.51174863387979,280.7813698630137,490.5342465753425,248.16164383561645,63.92158469945355,17.3586301369863,376.14520547945204,111.14246575342466,223.4016393442623,134.17945205479452,295.1698630136986,582.0767123287671,218.35245901639345,105.15726027397261,255.47753424657535,80.84712328767124,121.37732240437158,151.706301369863,95.16164383561645,58.01698630136986,171.30546448087432,263.3345205479452
Std,275.50330734637566,379.3725662287501,325.4992642371913,320.9268323477691,118.31339143840543,625.0018302341144,339.4547326616101,789.4808328313893,271.69395409746085,212.27355771355178,228.0619184868759,307.7121300963684,350.0307768255374,141.10069018971768,471.1323086933112,271.22978352795536,354.03878273572064,225.19462260344673,373.0043338982127,549.4937013960193,357.0853238582039,176.08677970720194,418.1278518286432,940.8127393222351,428.27849556297053,96.30293504939543,12.766053585618094,714.4386076639813,187.8291601486288,433.0187654757506,230.00878753844435,398.2276676175898,1002.03123820288,349.9745639968324,150.99499522922846,568.4302907967607,153.41988484895623,177.3985733595086,339.9787093072308,178.96566949438034,96.5674453026872,357.96552833804566,316.0282683083518
CV,1.2548662529659589,1.3243140885263531,1.4148097202297714,1.349706109219428,1.310182092407844,1.9389922344388246,2.0267777501388418,1.5569763070692582,2.047497584245192,1.7669347765103467,1.4393242830440256,1.9868374474420343,1.632773151279536,1.645819473693095,2.0182253274807005,1.2943668380441464,1.305650588529579,1.9838452583596455,1.3469750610220015,2.100995170953333,1.4579150013785882,1.5512647970489057,1.4891581020230702,1.9179348758838046,1.7258045560282653,1.506579279944208,0.7354297824698314,1.8993691724804118,1.6899855413081941,1.938297170722494,1.7141878582461065,1.3491474486984072,1.7214762538668875,1.6027965316871335,1.4358970064057586,2.224971727839433,1.8976542220686776,1.4615462744226702,2.2410322197385586,1.8806492015157719,1.6644684851616829,2.089632863860051,1.2001019374549213
SP_Tim,46.0,101.0,25.0,72.0,122.0,59.0,144.0,96.0,56.0,74.0,84.0,69.0,108.0,34.0,115.0,95.0,105.0,58.0,100.0,28.0,91.0,68.0,61.0,95.0,82.0,108.0,135.0,72.0,90.0,58.0,90.0,107.0,67.0,364.0,337.0,50.0,76.0,20.0,78.0,154.0,95.0,80.0,156.0
SP_Mag,1110.0,740.0,2390.0,1520.0,355.0,1340.0,1170.0,2800.0,836.0,520.0,584.0,2410.0,3100.0,296.0,1350.0,598.0,1220.0,2030.0,873.0,4070.0,968.0,791.0,2270.0,3090.0,1900.0,460.0,44.0,3210.0,2050.0,1410.0,760.0,1210.0,3980.0,1640.0,503.0,4540.0,987.0,671.0,870.0,665.0,410.0,2220.0,880.0
SP_Dur,150.0,69.0,180.0,123.0,94.0,121.0,61.0,76.0,120.0,129.0,116.0,99.0,92.0,113.0,69.0,86.0,99.0,71.0,104.0,90.0,101.0,126.0,121.0,66.0,111.0,81.0,62.0,92.0,93.0,92.0,94.0,63.0,112.0,178.0,212.0,88.0,100.0,184.0,91.0,61.0,75.0,78.0,66.0
SP_ROC,0.03956043956043956,0.0474937343358396,0.05204460966542751,0.043392673741869225,0.043478260869565216,0.038461538461538464,0.03571428571428571,0.044324518054435554,0.041666666666666664,0.051083158630328446,0.040202020202020204,0.04081632653061224,0.0380952380952381,0.03669724770642202,0.04424778761061947,0.03693181818181818,0.04424778761061947,0.03778047942490155,0.042801556420233464,0.050359712230215826,0.0379746835443038,0.05344979125466931,0.04066115702479339,0.03678180357671332,0.04285714285714286,0.04724702380952381,0.08108108108108115,0.043859649122807015,0.055728088336783985,0.03902439024390244,0.041237113402061855,0.04126075853589331,0.05136986301369863,0.03636363636363636,0.03773584905660377,0.05055684031158715,0.045454545454545456,0.041346153846153845,0.046153846153846156,0.045454545454545456,0.04,0.047145115084461134,0.039607843137254906
SU_BFL_Tim,196.0,170.0,205.0,195.0,216.0,180.0,205.0,172.0,176.0,203.0,200.0,168.0,200.0,147.0,184.0,181.0,204.0,129.0,204.0,118.0,192.0,194.0,182.0,161.0,193.0,189.0,197.0,164.0,183.0,150.0,184.0,170.0,179.0,177.0,184.0,138.0,176.0,204.0,169.0,215.0,170.0,158.0,222.0
SU_BFL_Mag_10,10.0,15.0,16.0,20.5,5.66,13.0,16.7,18.0,7.800000000000001,13.0,12.0,10.0,16.0,8.0,14.0,9.920000000000002,16.0,10.0,13.0,9.1,12.0,7.0,11.0,16.0,15.5,9.68,1.9,19.0,13.0,12.0,7.4,15.0,27.200000000000003,12.0,12.0,11.0,5.3,8.8,12.0,13.0,5.7,9.5,13.0
SU_BFL_Mag_50,20.0,24.0,32.0,25.0,15.0,25.0,91.0,27.0,16.0,18.0,20.0,44.0,35.0,22.0,18.0,17.0,28.0,20.0,23.0,20.0,22.0,16.0,17.0,36.0,31.0,12.0,12.5,26.0,23.0,26.0,14.0,40.0,38.0,21.0,19.5,25.5,7.3,46.5,36.0,19.0,14.0,24.0,28.0
