Year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
SU_Dur_Fl,72.0,264.0,36.0,289.0,90.0,77.0,213.0,nan,31.0,214.0,133.0,81.0,106.0,nan,116.0,39.0,238.0,235.0,64.0,nan,nan
SU_Dur_Wet,238.0,274.0,219.0,312.0,229.0,208.0,271.0,259.0,197.0,245.0,272.0,273.0,217.0,270.0,250.0,210.0,242.0,235.0,274.0,nan,nan
SU_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan
FA_Tim,63.0,299.0,78.0,288.0,121.0,346.0,323.0,83.0,nan,301.0,61.0,326.0,312.0,339.0,nan,356.0,278.0,105.0,114.0,287.0,nan
FA_Mag,10.7993776460383,10.682472072444694,17.942463988564388,6.079442829430469,25.924241617189164,34.88706400502058,19.999080436391758,13.911680493877268,nan,11.888589271291575,5.082111629871322,6.180306281876139,13.653783487519286,6.130761102171726,nan,32.99449900817517,8.956812283432194,9.9528233369096,13.870656038382467,10.998461831274959,nan
FA_Tim_Wet,119.0,100.0,88.0,106.0,144.0,120.0,89.0,141.0,132.0,102.0,92.0,100.0,139.0,85.0,133.0,125.0,84.0,109.0,114.0,132.0,nan
FA_Dur,2.0,4.0,8.0,4.0,3.0,2.0,3.0,4.0,nan,3.0,1.0,3.0,3.0,10.0,nan,2.0,2.0,5.0,7.0,3.0,nan
Tim_2,nan,nan,nan,nan,156.0,145.5,71.5,164.0,154.0,nan,nan,nan,nan,nan,142.0,66.0,nan,nan,nan,157.0,nan
Dur_2,nan,nan,nan,nan,22.0,5.5,1.0,25.0,8.5,nan,nan,nan,nan,nan,6.5,19.0,nan,nan,nan,3.0,nan
Fre_2,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,nan
Tim_5,nan,nan,156.0,nan,147.0,131.0,84.0,156.0,141.0,145.0,nan,nan,148.0,nan,139.0,365.0,nan,nan,nan,153.0,nan
Dur_5,nan,nan,10.0,nan,58.0,43.0,3.5,41.0,38.0,1.0,nan,nan,17.0,nan,32.0,2.0,nan,nan,nan,16.0,nan
Fre_5,0.0,0.0,3.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,nan
Tim_10,156.0,nan,126.0,nan,186.5,35.0,42.5,151.0,129.5,128.0,nan,142.0,141.0,136.5,135.0,362.0,nan,136.0,126.0,143.5,nan
Dur_10,5.0,nan,32.0,nan,3.5,2.0,4.0,4.0,30.5,6.0,nan,8.0,35.0,2.5,53.0,9.0,nan,8.0,29.0,18.5,nan
Fre_10,2.0,0.0,2.0,0.0,4.0,3.0,6.0,3.0,2.0,5.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,nan
Tim_20,136.0,117.0,100.0,136.5,93.5,98.0,24.5,247.0,165.0,133.5,124.5,115.0,134.0,111.0,124.0,355.0,95.0,121.5,117.5,128.5,nan
Dur_20,3.0,3.0,9.0,2.5,62.0,5.0,25.5,1.0,2.5,8.0,12.5,5.0,1.0,10.0,84.0,2.0,7.0,25.5,25.0,36.5,nan
Fre_20,3.0,3.0,4.0,6.0,2.0,9.0,4.0,7.0,6.0,4.0,2.0,3.0,3.0,3.0,1.0,5.0,3.0,2.0,2.0,2.0,nan
Tim_50,148.0,98.0,155.5,288.0,38.5,274.0,284.0,326.0,46.0,41.5,84.0,90.0,212.0,47.0,172.5,317.0,36.0,99.0,98.0,99.0,nan
Dur_50,1.5,1.0,84.0,2.0,6.5,362.0,356.0,5.0,4.5,3.0,10.0,2.0,3.0,1.0,4.5,42.0,115.0,45.0,1.5,2.0,nan
Fre_50,4.0,5.0,2.0,3.0,6.0,1.0,1.0,10.0,12.0,16.0,3.0,5.0,7.0,3.0,6.0,3.0,3.0,2.0,4.0,5.0,nan
