Year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Avg,5.3621917808219175,4.476775956284153,11.473150684931506,5.402739726027397,19.84986301369863,16.38469945355191,17.974794520547945,15.044109589041094,14.473424657534245,9.016666666666667,5.0032876712328775,6.5849315068493155,9.01041095890411,7.385519125683059,12.251780821917807,21.49972602739726,7.49068493150685,6.397540983606557,6.7586301369863016,9.32739726027397,6.604395604395603
Std,4.568330004685878,2.2928807587504694,12.85694278374207,2.467541208812725,27.135871850322502,15.571026610934009,13.994062156597339,17.56435055755089,16.633413493210114,6.283447839979366,2.9744924994987008,5.3038903073658075,10.808416360164628,4.7138944868591155,15.255568158622346,25.52341873720149,3.126829690666007,4.637100265389046,6.09821561933601,10.887706530749188,4.4045284411105925
CV,0.8519519986257641,0.5121723269470075,1.120611341802387,0.45672035558653384,1.3670558749748403,0.9503394709848333,0.7785380879097105,1.1675234385653284,1.1492382685359452,0.6968703704228502,0.5945075907989408,0.8054586903218305,1.1995475466614234,0.6382617669307227,1.2451714881587594,1.187150882977616,0.41742907614684627,0.7248254098365966,0.9022857436692381,1.1672823861722585,0.6669086325142496
SP_Tim,165.0,133.0,175.0,144.0,183.0,162.0,146.0,184.0,170.0,149.0,141.0,156.0,162.0,153.0,157.0,161.0,143.0,162.0,145.0,165.0,nan
SP_Mag,24.0,13.0,48.0,15.0,130.0,71.0,56.0,70.0,65.0,40.0,18.0,28.0,56.0,23.0,66.0,97.0,17.0,17.0,33.0,54.0,nan
SP_Dur,63.0,46.0,79.0,54.0,74.0,84.0,91.0,55.0,101.0,63.0,54.0,76.0,72.0,75.0,85.0,79.0,90.0,82.0,80.0,75.0,nan
SP_ROC,0.05128205128205122,0.0540540540540541,0.03540100250626568,0.029850746268656744,0.05195681511470985,0.058823529411764705,0.046511627906976744,0.05128205128205128,0.06060606060606053,0.043956043956043994,0.0277777777777778,0.03393730227207359,0.06066176470588235,0.030303030303030196,0.050641025641025614,0.043478260869565216,0.023809523809523937,0.03508771929824565,0.02507351803126442,0.05263157894736842,nan
SU_Tim,228.0,179.0,254.0,198.0,257.0,246.0,237.0,239.0,271.0,212.0,195.0,232.0,234.0,228.0,242.0,240.0,233.0,244.0,225.0,240.0,nan
SU_Mag_10,3.1,2.6,4.6,3.3,7.0,6.2,4.6,5.6,5.4,3.7,2.91,3.8,4.0,4.0,6.0,5.9,3.7,3.2,3.8,nan,nan
SU_Mag_50,3.3,3.1,4.8,4.3,8.3,9.8,5.8,6.6,6.0,4.3,3.4,4.3,4.5,4.7,8.3,7.3,4.1,3.6,4.05,nan,nan
