Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981
FAFL_Tim,nan,nan,nan,nan,nan,nan,nan,350.0,6.0,nan,nan,nan,nan,324.0,nan,nan,311.0,nan,nan,310.0,nan,nan,nan,nan,nan,nan,nan,16.0,325.0,29.0,nan,nan
FAFL_Mag,nan,nan,nan,nan,nan,nan,nan,84.98772002738846,40.97253279949832,nan,nan,nan,nan,12.93664681247749,nan,nan,36.96755297263101,nan,nan,14.932291524676126,nan,nan,nan,nan,nan,nan,nan,599.9145578266166,24.97319604690366,707.9674024839567,nan,nan
FAFL_Tim_Wet,nan,7.0,318.0,14.0,310.0,18.0,6.0,35.0,37.0,356.0,303.0,35.0,32.0,324.0,88.0,321.0,331.0,317.0,19.0,54.0,329.0,nan,nan,nan,nan,nan,nan,35.0,351.0,34.0,25.0,65.0
FAFL_Dur,nan,nan,nan,nan,nan,nan,nan,6.0,2.0,nan,nan,nan,nan,3.0,nan,nan,13.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,2.0,3.0,3.0,nan,nan
Wet_BFL_Mag,nan,6.890000000000001,4.4,4.4,3.1,2.0,2.02,3.0,3.0,3.3,2.2,2.9000000000000004,1.9,1.9,1.9,9.9,3.4800000000000004,5.6,30.1,4.4,6.0,nan,nan,nan,nan,nan,nan,3.5,7.83,17.0,7.5,5.3
WIN_Tim_2,nan,45.5,nan,25.0,315.0,26.0,34.0,50.0,44.5,nan,nan,45.0,40.0,nan,95.5,326.0,72.0,323.0,40.0,60.0,344.0,nan,nan,nan,nan,nan,nan,59.5,87.5,28.0,61.0,83.5
WIN_Dur_2,nan,3.0,nan,1.0,1.0,1.0,1.5,1.0,1.0,nan,nan,1.5,1.0,nan,1.5,4.0,2.0,2.0,4.5,1.0,1.0,nan,nan,nan,nan,nan,nan,3.5,2.0,3.0,1.0,1.5
WIN_Fre_2,0.0,4.0,0.0,3.0,1.0,1.0,2.0,5.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,3.0,5.0,1.0,4.0,1.0,2.0,nan,nan,nan,nan,nan,nan,10.0,2.0,3.0,1.0,2.0
WIN_Tim_5,nan,25.0,nan,78.0,315.0,26.0,34.0,65.5,42.0,nan,nan,10.5,40.0,22.0,95.5,344.0,94.0,337.5,21.0,59.0,343.5,nan,nan,nan,nan,nan,nan,22.5,41.5,28.0,45.5,87.5
WIN_Dur_5,nan,2.0,nan,1.0,1.0,1.0,2.0,2.5,1.0,nan,nan,2.5,1.0,1.0,3.0,6.0,3.0,2.0,78.0,5.0,5.0,nan,nan,nan,nan,nan,nan,6.0,3.0,2.0,1.5,1.5
WIN_Fre_5,0.0,7.0,0.0,8.0,1.0,1.0,2.0,8.0,3.0,0.0,0.0,4.0,1.0,1.0,2.0,5.0,11.0,2.0,1.0,1.0,2.0,nan,nan,nan,nan,nan,nan,4.0,10.0,5.0,2.0,4.0
WIN_Tim_10,nan,59.0,336.0,61.5,16.0,26.0,34.0,50.0,42.0,11.0,351.5,18.0,87.0,355.0,99.0,344.5,22.0,27.0,131.5,41.0,353.0,nan,nan,nan,nan,nan,nan,126.5,365.5,11.0,45.5,73.0
WIN_Dur_10,nan,10.5,1.0,3.0,1.0,2.0,2.5,4.0,1.0,1.0,1.0,1.5,1.0,1.5,4.0,12.5,8.0,1.0,8.0,2.0,1.0,nan,nan,nan,nan,nan,nan,9.5,2.5,5.0,2.5,3.0
WIN_Fre_10,0.0,4.0,1.0,6.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,6.0,7.0,4.0,3.0,5.0,nan,nan,nan,nan,nan,nan,4.0,4.0,3.0,2.0,7.0
WIN_Tim_20,nan,12.0,336.0,49.5,65.5,104.0,41.0,38.0,24.0,12.0,351.5,336.0,173.5,21.0,99.0,326.0,20.0,20.0,97.5,36.0,49.5,nan,nan,nan,nan,nan,nan,37.0,325.0,355.5,105.0,23.0
WIN_Dur_20,nan,17.0,1.0,8.0,1.5,1.0,4.5,10.0,10.5,1.0,1.0,2.0,1.5,1.0,7.0,15.0,18.0,7.0,80.5,3.5,4.0,nan,nan,nan,nan,nan,nan,3.0,242.0,1.5,3.0,4.5
WIN_Fre_20,0.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,7.0,2.0,4.0,10.0,nan,nan,nan,nan,nan,nan,6.0,1.0,4.0,13.0,6.0
WIN_Tim_50,29.0,363.0,147.5,24.0,6.0,92.0,62.0,111.5,86.5,45.5,317.0,20.0,87.0,21.0,174.5,212.0,335.0,274.0,312.5,274.0,211.0,nan,nan,nan,nan,nan,nan,12.0,274.0,274.0,275.0,89.5
WIN_Dur_50,1.0,3.0,6.5,20.0,8.0,3.0,5.5,13.5,15.5,5.0,2.0,4.0,3.0,2.0,5.0,4.0,4.0,244.0,153.0,365.0,3.5,nan,nan,nan,nan,nan,nan,137.0,365.0,365.0,365.0,18.5
WIN_Fre_50,5.0,5.0,4.0,3.0,11.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,4.0,6.0,7.0,1.0,2.0,1.0,6.0,nan,nan,nan,nan,nan,nan,2.0,1.0,1.0,1.0,4.0
