Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981
Avg,2.290684931506849,12.8551912568306,3.696712328767124,5.544383561643835,3.7665753424657527,2.7797814207650275,4.765753424657534,12.934520547945207,4.327123287671233,2.778142076502732,2.203835616438356,12.206575342465753,2.5027397260273974,2.2502732240437155,3.5013698630136987,24.03287671232877,11.273698630136986,5.2923497267759565,33.39920547945205,6.082191780821918,7.6136986301369864,nan,nan,nan,nan,nan,nan,88.08406593406595,12.576712328767123,37.70054644808743,7.425753424657533,7.8712328767123285
Std,0.48401383645772933,40.31982539701019,1.508692670751571,9.645977369583877,4.5879748178531905,9.310618883615575,25.580487100967456,36.33378838209392,12.777240197593215,1.411065884582977,1.0293961923978785,90.6663134527981,3.40834481995433,1.7241414848482857,9.933660682841522,168.7890480888444,23.105828447340794,7.370810578026323,161.318278931592,4.617208504516449,18.72298356879574,nan,nan,nan,nan,nan,nan,340.3712659760655,9.558748707987398,131.59349747968693,4.462101574342358,15.098069181208666
CV,0.21129655580321877,3.136462506972525,0.4081174126023296,1.7397745416307333,1.218075944512958,3.349406832517496,5.36756412293942,2.809055677588757,2.9528255490195794,0.5079171063703478,0.4670930012745222,7.427661805959354,1.3618454945630327,0.7661920634464213,2.837078364035333,7.023256104927976,2.049533982181679,1.3927293090127177,4.830003487084107,0.759135632499326,2.4591180290069974,nan,nan,nan,nan,nan,nan,3.8641638798877143,0.7600355687649277,3.490493106270685,0.6008954673239968,1.9181327014066005
SP_Tim,65.0,81.0,31.0,88.0,24.0,31.0,18.0,98.0,51.0,19.0,32.0,47.0,45.0,96.0,103.0,2.0,116.0,72.0,61.0,67.0,360.0,nan,nan,nan,nan,nan,nan,67.0,94.0,54.0,67.0,83.0
SP_Mag,3.8,88.0,6.5,26.0,14.0,22.0,472.0,133.0,229.0,7.9,3.7,785.0,12.0,9.9,113.0,2960.0,108.0,16.0,2180.0,25.0,45.0,nan,nan,nan,nan,nan,nan,2400.0,58.0,1060.0,15.0,10.0
SP_Dur,116.0,67.0,166.0,63.0,183.0,174.0,119.0,75.0,29.0,195.0,166.0,35.0,109.0,96.0,49.0,113.0,93.0,104.0,54.0,126.0,101.0,nan,nan,nan,nan,nan,nan,58.0,75.0,46.0,117.0,141.0
SP_ROC,0.12499999999999993,0.0625,0.06818181818181834,0.07317073170731704,0.07255244755244761,0.10172413793103444,0.07407407407407414,0.06666666666666667,0.07237386269644334,0.06451612903225812,0.08333333333333323,0.08333333333333333,0.08000000000000007,0.050000000000000044,0.08333333333333333,0.0625,0.059027777777777846,0.055555555555555684,0.06666666666666667,0.054545454545454515,0.08333333333333333,nan,nan,nan,nan,nan,nan,0.109375,0.045454545454545456,0.06066176470588235,0.06578947368421052,0.019999999999999928
SU_BFL_Tim,181.0,148.0,197.0,151.0,207.0,205.0,137.0,173.0,80.0,214.0,198.0,82.0,154.0,192.0,152.0,115.0,209.0,176.0,115.0,193.0,96.0,nan,nan,nan,nan,nan,nan,125.0,169.0,100.0,184.0,224.0
SU_BFL_Mag_10,1.7,2.6,1.7999999999999998,1.9,1.6,1.4,1.9,2.3,2.0,1.6,1.5,1.7,1.9,1.4,1.5,2.4,3.6,1.6,4.4,3.5999999999999996,nan,nan,nan,nan,nan,nan,nan,6.1,5.3,6.8,4.5,3.5
SU_BFL_Mag_50,1.9,3.1,2.4,2.4,2.0,1.6,2.0,2.7,2.5,1.9,1.9,2.0,2.0,1.6,1.7,3.0,4.0,2.6,5.5,4.4,nan,nan,nan,nan,nan,nan,nan,6.9,6.8,8.0,5.5,5.3
SU_BFL_Dur_Fl,nan,nan,nan,nan,nan,nan,215.0,199.0,nan,nan,nan,nan,171.0,nan,nan,197.0,nan,nan,197.0,nan,nan,nan,nan,nan,nan,nan,nan,201.0,226.0,nan,nan,nan
SU_BFL_Dur_Wet,192.0,170.0,184.0,160.0,177.0,166.0,265.0,230.0,277.0,89.0,204.0,316.0,171.0,261.0,171.0,217.0,109.0,208.0,306.0,137.0,nan,nan,nan,nan,nan,nan,nan,227.0,231.0,290.0,248.0,207.0
SU_BFL_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
