Year,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Wet_BFL_Mag,1.9,3.66,14.3,3.13,231.2,2.2,4.2,2.6,165.2,28.0,16.6,2.5,4.52,11.8,18.0,1.3,0.0,23.8,6.1,12.0,6.48,29.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,19.980000000000004,11.820000000000002,8.642,6.526,27.54,1.312,7.967999999999999,6.852,5.23,0.0,1.022
WIN_Tim_2,nan,55.0,69.5,21.0,48.5,363.0,72.0,nan,42.5,40.5,355.0,nan,29.5,7.0,44.0,nan,nan,50.5,52.0,47.0,28.0,67.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.5,2.0,nan,28.0,56.0,58.0,48.0,104.0,347.5,nan,346.0
WIN_Dur_2,nan,2.5,1.5,2.0,4.0,3.0,2.0,nan,3.0,2.0,1.0,nan,3.0,2.0,1.0,nan,nan,3.5,3.0,5.0,3.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,2.0,nan,2.0,1.5,1.0,2.0,1.0,1.5,nan,1.0
WIN_Fre_2,0.0,4.0,6.0,1.0,4.0,1.0,9.0,0.0,6.0,6.0,3.0,0.0,6.0,5.0,7.0,0.0,0.0,4.0,1.0,3.0,1.0,6.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.0,3.0,0.0,3.0,2.0,3.0,7.0,1.0,2.0,0.0,1.0
WIN_Tim_5,nan,54.0,89.0,21.0,4.0,17.0,29.0,31.0,28.5,21.0,350.0,360.0,45.0,4.0,58.0,nan,nan,14.0,45.0,46.0,53.5,40.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,71.5,58.0,39.5,56.0,18.0,2.0,90.5,358.0,59.0,11.5
WIN_Dur_5,nan,4.0,4.5,3.0,7.0,3.0,6.0,1.0,23.0,5.0,2.0,1.0,4.0,3.0,4.5,nan,nan,2.0,1.0,7.0,4.0,2.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,2.5,1.0,3.0,3.0,3.0,2.0,1.5,1.0,1.0,1.5
WIN_Fre_5,0.0,4.0,8.0,1.0,3.0,2.0,7.0,1.0,2.0,5.0,5.0,2.0,8.0,7.0,6.0,0.0,0.0,7.0,3.0,5.0,2.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.0,8.0,1.0,4.0,3.0,5.0,7.0,2.0,3.0,1.0,4.0
WIN_Tim_10,nan,40.0,63.0,328.0,25.0,362.0,55.0,52.0,19.0,14.0,34.0,28.0,10.0,348.0,51.0,nan,nan,61.0,50.0,9.0,60.0,363.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,54.5,363.0,49.5,23.0,55.0,55.0,363.0,96.0,347.0,75.5,349.0
WIN_Dur_10,nan,12.0,16.5,1.0,12.0,3.0,16.5,3.0,2.0,4.0,6.0,2.0,17.0,3.0,8.0,nan,nan,3.0,3.0,3.0,5.5,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21.0,2.0,3.0,6.0,7.0,2.0,9.0,2.5,5.0,2.5,5.0
WIN_Fre_10,0.0,3.0,4.0,3.0,3.0,5.0,4.0,2.0,5.0,5.0,6.0,3.0,3.0,8.0,5.0,0.0,0.0,11.0,5.0,5.0,4.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.0,7.0,2.0,3.0,3.0,9.0,5.0,4.0,2.0,2.0,3.0
WIN_Tim_20,29.5,30.0,30.0,328.0,44.5,22.0,20.5,60.5,4.5,49.0,71.0,27.0,358.5,15.5,35.5,62.0,nan,73.0,32.0,9.0,57.0,328.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,354.0,25.0,42.0,23.0,46.0,53.5,47.0,90.0,353.0,75.0,9.0
WIN_Dur_20,3.5,27.0,21.0,3.0,17.0,4.0,28.5,6.5,59.5,2.5,12.0,6.0,5.0,9.0,18.0,3.0,nan,22.5,6.0,27.0,9.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,70.0,23.5,6.0,21.0,31.0,3.5,4.0,7.0,7.0,5.5,13.5
WIN_Fre_20,2.0,2.0,4.0,3.0,4.0,6.0,4.0,4.0,2.0,4.0,5.0,3.0,4.0,6.0,4.0,1.0,0.0,4.0,7.0,3.0,4.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,4.0,3.0,3.0,1.0,6.0,5.0,4.0,3.0,2.0,2.0
WIN_Tim_50,7.0,20.0,312.5,319.0,318.0,322.0,326.0,356.0,355.5,355.0,332.0,356.0,319.0,316.0,337.0,53.0,89.5,357.0,9.0,358.0,358.0,102.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,342.0,352.0,352.0,4.0,88.0,286.0,345.0,21.0,337.0,59.0,341.5
WIN_Dur_50,155.0,161.0,118.0,205.0,245.0,191.0,251.0,140.0,103.0,185.0,228.0,144.0,224.0,250.0,221.0,75.0,27.0,208.0,152.0,213.0,17.0,128.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.0,214.0,149.0,136.0,59.5,274.0,225.0,134.0,148.0,65.0,77.5
WIN_Fre_50,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
