Year,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Avg,1.59013698630137,38.63808219178082,74.20109589041097,10.40382513661202,65.95068493150686,15.495068493150685,95.68356164383562,4.546530054644808,130.6924109589041,49.36854794520547,27.615972602739724,4.656912568306011,81.66772602739726,64.20726027397261,47.14969863013698,0.58172131147541,0.5856986301369864,84.6493698630137,18.345178082191783,97.14767759562841,19.998246575342463,136.97,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,79.76846153846154,66.00043835616438,5.406465753424658,26.577240437158473,16.971698630136988,51.98265753424658,65.63632876712329,6.420027322404372,14.214027397260276,3.3096712328767124,13.976904109589041
Std,3.424754563009033,202.0833087442759,356.2710403479068,69.65180054170648,270.71432737754407,67.89536653997861,265.80794952587536,16.477280109817965,455.48954888474486,198.49635886057266,81.40534628499574,19.353021058075736,231.1750802836329,178.20288009803218,135.93594648595516,1.8524572482945285,1.110783195063951,310.686884199471,84.84553536923187,393.91612617674434,105.43528578437272,426.9579267443843,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,248.07618790026513,205.63325670297982,29.924922043172028,122.44571777709359,99.54696437094815,205.03996148510714,238.82384618484406,32.81538444931936,97.31123799973128,26.558102185072148,70.0323390504788
CV,2.1537481314581273,5.230158881624398,4.801425586410346,6.694826145875459,4.104799330874193,4.381740330479373,2.777989708569758,3.624144108095032,3.4852027408689583,4.020704823663951,2.947763146206181,4.155762165214012,2.830678549884933,2.775431926820111,2.8830713755414776,3.184441091897033,1.8965098053996727,3.670279940680587,4.624950217931871,4.054817736522714,5.272226511816933,3.117163807727125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.109953271201696,3.1156347112923966,5.535024803258295,4.607164467154325,5.865468539146729,3.9443916723577517,3.6385923873376202,5.111408846314634,6.846141159013652,8.0243928524551,5.010575911616377
SP_Tim,92.0,51.0,109.0,26.0,11.0,3.0,116.0,81.0,60.0,67.0,18.0,41.0,47.0,96.0,85.0,68.0,4.0,68.0,56.0,56.0,85.0,105.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,86.0,98.0,62.0,59.0,68.0,25.0,87.0,108.0,363.0,65.0,354.0
SP_Mag,5.9,1190.0,547.0,824.0,3500.0,690.0,735.0,92.0,2580.0,628.0,610.0,115.0,1690.0,884.0,744.0,16.0,15.0,3060.0,1130.0,2940.0,462.0,3400.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1330.0,1760.0,476.0,1530.0,1370.0,1770.0,2180.0,521.0,909.0,108.0,473.0
SP_Dur,95.0,51.0,40.0,30.0,121.0,81.0,49.0,53.0,28.0,30.0,119.0,48.0,76.0,44.0,66.0,118.0,213.0,104.0,82.0,32.0,40.0,33.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34.0,59.0,26.0,41.0,28.0,108.0,39.0,31.0,35.0,58.0,83.0
SP_ROC,0.13392857142857145,0.1176923076923077,0.07142857142857142,0.08712121212121213,0.10869565217391304,0.10454545454545452,0.08285714285714285,0.10072853975292997,0.11864406779661017,0.06896551724137931,0.08928571428571429,0.06666666666666672,0.09090909090909091,0.07339449541284404,0.07407407407407407,0.08333333333333323,0.07692307692307698,0.09262435677530018,0.08333333333333333,0.11538461538461539,0.07491987179487176,0.07868937048503612,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.07764446826848295,0.06760563380281687,0.09052732161252466,0.05047469109298225,0.0844250363901019,0.13381995133819952,0.05416026438379555,0.09493670886075953,0.09364731653888284,0.10643115942028987,0.063754127508255
SU_BFL_Tim,187.0,102.0,149.0,56.0,132.0,84.0,165.0,134.0,88.0,97.0,137.0,89.0,123.0,140.0,151.0,186.0,217.0,172.0,138.0,88.0,125.0,138.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,120.0,157.0,88.0,100.0,96.0,133.0,126.0,139.0,33.0,123.0,72.0
SU_BFL_Mag_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SU_BFL_Mag_50,0.0,0.6,0.8,0.6,0.4,0.6,0.1,0.0,0.39,0.03,0.0,0.14,1.6,0.185,0.11,0.0,0.0,0.1,0.0,0.68,0.44,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.73,0.27,0.0,0.0,0.845,0.47,0.52,0.0,0.0,0.0,0.015
SU_BFL_Dur_Fl,nan,nan,nan,nan,198.0,257.0,nan,nan,nan,237.0,nan,230.0,201.0,nan,nan,nan,155.0,209.0,nan,nan,246.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,242.0,251.0,nan,nan,193.0,221.0,nan,198.0,nan,nan,nan
SU_BFL_Dur_Wet,217.0,289.0,231.0,301.0,223.0,300.0,221.0,246.0,288.0,237.0,217.0,287.0,296.0,256.0,268.0,176.0,156.0,233.0,236.0,299.0,290.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,313.0,251.0,279.0,310.0,284.0,279.0,315.0,200.0,387.0,219.0,270.0
SU_BFL_No_Flow,127.0,60.0,26.0,94.0,73.0,113.0,109.0,129.0,87.0,81.0,113.0,107.0,110.0,91.0,97.0,161.0,140.0,103.0,131.0,54.0,92.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,97.0,92.0,180.0,195.0,92.0,91.0,85.0,122.0,231.0,148.0,134.0
FAFL_Tim,nan,nan,nan,nan,nan,328.0,340.0,nan,nan,nan,333.0,nan,319.0,322.0,nan,nan,nan,5.0,15.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,360.0,42.0,nan,nan,287.0,353.0,nan,337.0,nan,nan
FAFL_Mag,nan,nan,nan,nan,nan,178.95018300992467,1209.9437404982505,nan,nan,nan,320.9482072120051,nan,693.9427643153051,215.99034882116706,nan,nan,nan,496.9733103557682,437.79890512055135,nan,nan,3499.8636199471935,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,410.9760144113071,154.8680135007151,nan,nan,496.8449281021088,549.9421656430841,nan,707.7895886781588,nan,nan
FAFL_Tim_Wet,22.0,37.0,25.0,14.0,357.0,353.0,18.0,20.0,15.0,9.0,333.0,353.0,11.0,52.0,30.0,53.0,362.0,6.0,39.0,8.0,22.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,362.0,66.0,42.0,1.0,45.0,13.0,46.0,75.0,339.0,53.0,341.0
FAFL_Dur,nan,nan,nan,nan,nan,2.0,2.0,nan,nan,nan,3.0,nan,14.0,2.0,nan,nan,nan,3.0,2.0,nan,nan,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,4.0,nan,nan,2.0,5.0,nan,20.0,nan,nan
