Year,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979
Avg,5.48087431693989,4.4693150684931515,7.577808219178082,13.35945205479452,6.176775956284153,14.796164383561646,5.573972602739726,15.878356164383563,6.567131147540984,14.31972602739726,11.757561643835617,11.575205479452054,7.287049180327869,9.937342465753424,15.02468493150685,8.99613698630137,3.2010655737704923,1.2296438356164385,11.265369863013698,6.375643835616438,0.08
Std,9.18759054380403,6.432796176947976,13.123139685155257,29.545900204221873,8.75556225949305,41.376549993899154,9.845633583309082,28.22692482310174,9.440959981709643,24.56550162447177,31.274620676164574,15.787479425215853,10.48056460607262,18.438730672904864,20.14758760424173,20.04611222876107,3.9407701129514994,1.720301864000594,17.645778452422224,12.096748614864621,0.0
CV,1.6763001690091102,1.439324835766573,1.7317856701549836,2.211610183040274,1.417497141139672,2.79643757133896,1.7663584457644703,1.777698178002646,1.437607955377097,1.7155008117803197,2.659958044324741,1.3639048959641622,1.4382453509941955,1.8554991675540373,1.340965730468805,2.2283022434280135,1.2310807205082397,1.3990245095143192,1.566373644806514,1.8973375751148793,0.0
SP_Tim,105.0,143.0,128.0,143.0,142.0,142.0,119.0,174.0,128.0,143.0,26.0,163.0,139.0,141.0,150.0,155.0,126.0,152.0,153.0,142.0,nan
SP_Mag,37.0,22.0,52.0,73.0,37.0,57.0,34.0,124.0,31.0,96.0,256.0,53.0,36.0,107.0,67.0,103.0,17.0,7.6,57.0,55.0,nan
SP_Dur,90.0,55.0,76.0,53.0,62.0,55.0,67.0,48.0,65.0,64.0,162.0,56.0,59.0,52.0,30.0,55.0,74.0,63.0,59.0,52.0,nan
SP_ROC,0.08377192982456144,0.09878048780487797,0.08695652173913032,0.09413067552602439,0.08893280632411059,0.06742424242424253,0.08333333333333341,0.09090909090909086,0.08695652173913032,0.09090909090909091,0.07352941176470588,0.11764705882352938,0.10909090909090918,0.10499999999999998,0.11382352941176466,0.07499999999999996,0.054804804804804846,0.10126582278481021,0.06896551724137923,0.08333333333333333,nan
SU_Tim,195.0,198.0,204.0,196.0,204.0,197.0,186.0,222.0,193.0,207.0,188.0,219.0,198.0,193.0,180.0,210.0,200.0,215.0,212.0,194.0,nan
SU_Mag_10,0.2,0.2,0.2,0.4,0.2,0.4,0.3,0.57,0.26,0.318,0.25,0.25,0.25400000000000006,0.19,0.184,0.49,0.2,0.04300000000000001,0.19,nan,nan
SU_Mag_50,0.9,0.6,3.3,1.9,0.35,1.3,2.5,1.0,1.7,0.54,1.5,0.98,2.4,5.5,1.1,1.7,0.26,0.675,0.75,nan,nan
SU_Dur_Fl,147.0,158.0,83.0,114.0,nan,127.0,147.0,54.0,193.0,150.0,122.0,97.0,154.0,120.0,nan,90.0,76.0,234.0,165.0,nan,nan
SU_Dur_Wet,250.0,263.0,269.0,261.0,146.0,254.0,310.0,188.0,270.0,168.0,267.0,210.0,272.0,249.0,315.0,229.0,238.0,234.0,249.0,nan,nan
SU_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan
FA_Tim,39.0,342.0,354.0,286.0,309.0,nan,322.0,332.0,275.0,21.0,355.0,309.0,315.0,352.0,311.0,nan,299.0,276.0,82.0,11.0,nan
FA_Mag,45.66476190219737,3.247692321317535,7.543512787157693,140.92905945265457,8.650326200682114,nan,5.796587476276172,32.97836769623867,8.218910310582483,45.84615840248626,57.997527350334316,13.951722899045508,9.613162145470879,19.923290718442836,28.887870478846146,nan,29.78481941636903,1.2897390006435236,21.02791278448579,19.707917909065003,nan
FA_Tim_Wet,74.0,80.0,94.0,107.0,91.0,350.0,84.0,130.0,44.0,98.0,8.0,89.0,63.0,105.0,75.0,129.0,73.0,73.0,82.0,95.0,nan
FA_Dur,4.0,2.0,7.0,4.0,4.0,nan,8.0,10.0,0.0,4.0,5.0,2.0,13.0,3.0,3.0,nan,2.0,5.0,9.0,5.0,nan
Tim_2,nan,nan,nan,84.5,nan,54.5,nan,117.0,54.0,119.5,18.5,139.5,nan,125.0,17.0,137.0,nan,nan,135.0,nan,nan
Dur_2,nan,nan,nan,3.5,nan,5.5,nan,8.0,1.0,15.5,2.5,2.0,nan,5.5,3.0,3.0,nan,nan,4.5,nan,nan
Fre_2,0.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,2.0,0.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,nan
Tim_5,68.5,nan,112.0,83.5,133.0,122.5,96.0,115.5,52.5,110.0,76.0,139.0,124.0,116.0,112.0,131.0,nan,nan,122.0,127.5,nan
Dur_5,1.0,nan,7.0,7.0,1.0,8.0,1.0,9.5,1.0,5.0,3.0,6.0,4.0,10.0,2.0,34.0,nan,nan,14.0,7.5,nan
Fre_5,2.0,0.0,3.0,4.0,1.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,1.0,3.0,7.0,1.0,0.0,0.0,3.0,2.0,nan
Tim_10,97.5,94.0,143.0,31.0,118.0,110.0,105.0,75.0,104.0,110.0,19.0,103.0,85.0,102.0,93.5,129.0,299.0,nan,101.0,117.0,nan
Dur_10,2.0,2.0,6.0,8.0,3.5,18.0,12.0,2.0,5.5,4.0,8.0,2.0,2.0,2.0,2.5,40.0,1.0,nan,6.0,11.0,nan
Fre_10,6.0,1.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,6.0,5.0,5.0,5.0,3.0,10.0,1.0,1.0,0.0,3.0,3.0,nan
Tim_20,80.0,123.0,92.0,30.0,99.0,67.5,85.0,29.0,50.0,53.5,73.0,17.0,63.0,44.0,28.5,125.0,111.0,nan,79.0,83.5,nan
Dur_20,2.0,12.0,74.0,6.0,6.0,8.0,56.0,3.0,20.0,3.0,4.0,3.0,95.0,2.5,3.5,26.0,7.0,nan,96.0,3.0,nan
Fre_20,5.0,4.0,1.0,7.0,3.0,4.0,1.0,5.0,3.0,4.0,7.0,5.0,1.0,4.0,8.0,2.0,3.0,0.0,1.0,4.0,nan
Tim_50,51.5,1.5,8.0,363.0,312.0,355.0,338.0,332.0,360.0,317.0,320.5,328.0,18.5,330.0,310.0,144.0,346.0,90.0,124.5,45.0,nan
Dur_50,61.0,2.0,3.0,50.5,2.0,5.0,5.0,9.0,1.0,8.0,98.0,7.0,2.0,3.5,259.0,6.0,3.5,4.0,3.5,4.0,nan
Fre_50,2.0,4.0,5.0,4.0,7.0,7.0,5.0,3.0,7.0,5.0,2.0,5.0,8.0,6.0,1.0,6.0,10.0,4.0,4.0,3.0,nan
