Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980
WIN_Fre_2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,8.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,7.0,1.0,2.0,0.0
WIN_Tim_5,nan,67.0,nan,nan,nan,nan,nan,50.0,44.5,nan,nan,53.0,nan,nan,97.0,17.0,25.0,nan,56.5,152.0,354.0,360.0,64.5,17.0,65.0,40.0,nan,89.0,118.0,32.5,81.0
WIN_Dur_5,nan,12.0,nan,nan,nan,nan,nan,12.0,1.5,nan,nan,12.0,nan,nan,3.0,2.0,2.0,nan,21.0,1.0,3.0,2.5,5.5,3.0,2.0,1.0,nan,1.5,2.5,24.0,2.0
WIN_Fre_5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,11.0,19.0,0.0,4.0,4.0,3.0,2.0,6.0,5.0,7.0,3.0,0.0,8.0,6.0,2.0,3.0
WIN_Tim_10,nan,67.0,nan,84.0,nan,nan,nan,88.0,46.5,nan,nan,41.0,39.5,nan,99.0,353.0,37.5,321.5,21.0,41.0,36.0,361.0,77.0,45.5,68.5,40.0,10.0,130.5,87.5,31.5,80.0
WIN_Dur_10,nan,25.0,nan,1.0,nan,nan,nan,54.0,2.5,nan,nan,56.0,13.0,nan,5.0,7.0,4.5,2.0,14.0,2.0,3.5,3.0,19.5,4.5,3.5,2.0,2.0,3.0,4.0,36.0,5.0
WIN_Fre_10,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,2.0,0.0,3.0,6.0,12.0,2.0,3.0,9.0,10.0,5.0,4.0,8.0,6.0,3.0,1.0,10.0,8.0,2.0,3.0
WIN_Tim_20,170.0,92.0,3.0,75.0,nan,109.5,73.0,113.5,58.5,93.5,nan,164.0,63.0,nan,114.0,35.5,44.0,347.0,99.5,44.5,36.0,124.0,73.0,45.5,65.0,156.5,324.0,135.0,102.0,103.0,87.0
WIN_Dur_20,2.0,87.5,36.0,6.0,nan,3.0,2.0,86.0,2.5,4.0,nan,3.0,20.5,nan,17.5,5.5,10.0,2.5,25.5,3.0,5.5,4.0,13.0,4.5,4.0,2.5,5.5,4.0,15.0,15.5,8.0
WIN_Fre_20,3.0,2.0,1.0,3.0,0.0,6.0,3.0,2.0,8.0,2.0,0.0,6.0,2.0,0.0,2.0,12.0,9.0,8.0,4.0,12.0,10.0,4.0,5.0,8.0,7.0,4.0,2.0,9.0,5.0,4.0,4.0
WIN_Tim_50,170.0,15.0,82.5,49.0,94.0,86.0,131.0,250.0,340.5,119.0,317.0,22.0,33.5,19.0,92.0,64.0,44.0,358.0,20.0,5.0,33.0,361.0,73.0,345.0,324.0,122.0,28.5,137.5,86.0,351.0,80.0
WIN_Dur_50,2.0,259.0,14.0,8.0,82.0,4.0,13.0,2.0,4.5,6.0,1.0,22.0,77.5,29.0,53.0,10.5,14.0,12.0,5.0,5.0,7.0,4.0,33.0,10.0,119.5,2.5,2.5,6.0,56.0,10.5,10.0
WIN_Fre_50,3.0,1.0,10.0,7.0,1.0,9.0,6.0,5.0,4.0,5.0,1.0,3.0,2.0,3.0,3.0,6.0,7.0,5.0,3.0,7.0,9.0,7.0,5.0,9.0,2.0,4.0,14.0,8.0,5.0,6.0,9.0
