Year,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980
FAFL_Mag,11.982522773888888,nan,763.7078876251445,21.875895122583838,nan,20.902855067587613,65.97480354074119,22.995128532383696,nan,82.99337878089341,33.01504091228665,17.973184827768822,48.92850909722325,71.93177869676518,85.98572066064925,18.834560547903486,3.4889715652728213,29.89388136993587,167.58684982653472,nan,10.904593603105535
FAFL_Tim_Wet,38.0,37.0,81.0,18.0,351.0,326.0,28.0,31.0,14.0,3.0,336.0,346.0,365.0,331.0,41.0,46.0,13.0,2.0,47.0,7.0,22.0
FAFL_Dur,3.0,nan,6.0,6.0,nan,5.0,2.0,3.0,nan,6.0,5.0,6.0,3.0,3.0,4.0,2.0,6.0,4.0,5.0,nan,2.0
Wet_BFL_Mag,3.3,24.0,17.0,7.33,21.800000000000004,12.0,8.9,8.3,45.800000000000004,19.4,18.0,7.9,15.100000000000001,18.0,23.0,4.9,1.8,18.0,9.68,29.0,4.44
WIN_Tim_2,nan,43.5,112.5,nan,59.5,nan,31.0,nan,102.0,4.0,85.0,nan,15.0,53.0,84.0,nan,nan,64.0,49.0,48.0,nan
WIN_Dur_2,nan,1.0,3.0,nan,3.5,nan,1.0,nan,4.0,8.0,2.0,nan,1.0,1.5,1.0,nan,nan,2.0,1.0,8.0,nan
WIN_Fre_2,0.0,2.0,4.0,0.0,4.0,0.0,5.0,0.0,7.0,2.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0
WIN_Tim_5,nan,43.0,96.0,nan,55.5,nan,97.5,51.0,47.0,14.0,85.0,356.0,17.0,17.0,107.0,nan,nan,63.0,86.0,29.5,nan
WIN_Dur_5,nan,2.5,7.0,nan,14.0,nan,3.0,2.0,5.0,1.0,6.0,1.0,3.0,4.0,2.0,nan,nan,3.0,2.0,18.5,nan
WIN_Fre_5,0.0,2.0,5.0,0.0,4.0,0.0,8.0,1.0,5.0,5.0,1.0,1.0,3.0,5.0,4.0,0.0,0.0,7.0,5.0,2.0,0.0
WIN_Tim_10,nan,68.5,63.0,nan,45.0,nan,21.0,51.0,50.0,44.0,338.0,357.5,59.0,361.0,67.0,nan,nan,37.5,69.0,53.5,86.0
WIN_Dur_10,nan,4.0,5.5,nan,1.5,nan,3.0,5.0,21.5,2.0,1.0,1.5,5.0,6.0,2.0,nan,nan,6.0,9.0,8.5,1.0
WIN_Fre_10,0.0,4.0,4.0,0.0,6.0,0.0,5.0,1.0,4.0,9.0,3.0,2.0,7.0,7.0,5.0,0.0,0.0,6.0,5.0,4.0,1.0
WIN_Tim_20,nan,64.0,65.0,27.0,346.0,37.0,21.0,68.0,7.0,354.0,364.0,56.0,12.0,1.5,45.0,nan,nan,9.0,55.0,45.0,81.0
WIN_Dur_20,nan,13.0,1.5,1.0,1.0,1.0,6.0,2.0,2.5,1.0,2.0,2.0,2.0,2.5,2.0,nan,nan,4.0,2.5,4.0,3.0
WIN_Fre_20,0.0,3.0,8.0,6.0,3.0,5.0,5.0,5.0,4.0,5.0,9.0,7.0,5.0,8.0,6.0,0.0,0.0,7.0,6.0,5.0,3.0
WIN_Tim_50,43.0,4.0,363.0,340.5,75.5,303.0,140.5,358.0,337.0,331.0,316.0,348.0,335.5,310.0,354.0,2.5,53.0,356.0,335.0,339.5,29.0
WIN_Dur_50,2.0,68.5,4.5,4.0,6.0,102.0,3.5,5.0,6.0,5.5,3.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,2.5,8.0
WIN_Fre_50,9.0,2.0,4.0,6.0,6.0,2.0,8.0,8.0,4.0,4.0,3.0,6.0,8.0,5.0,8.0,10.0,1.0,7.0,3.0,6.0,6.0
