Year,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980
Avg,5.810136986301369,16.096986301369864,30.057534246575344,12.467213114754099,45.261369863013705,13.113698630136986,39.080000000000005,12.096448087431694,45.66493150684931,30.197534246575344,21.452328767123287,12.840983606557378,23.54082191780822,31.05068493150685,24.231232876712326,5.439617486338798,2.3893972602739724,28.497260273972604,21.39205479452055,38.89754098360656,8.61709589041096
Std,4.677715310830701,22.553847084585833,56.622877698431815,8.677278059872958,87.38305853351335,11.435035265604323,45.785816551201464,12.099587377523312,75.1760281509801,58.10392974192285,23.52765964879309,12.879768229033123,25.29777193900435,41.1091048252193,36.63624539390202,3.421325337759923,1.7314272103239075,34.550609060717065,25.916455182035932,80.9196762867146,9.299346113651753
CV,0.8050955290485245,1.401122338202306,1.8838164579279566,0.6960078391219597,1.9306322101603088,0.8719916164098147,1.1715920304811018,1.0002595216437855,1.6462529488236375,1.9241282837029094,1.0967415194964916,1.003020377851424,1.0746341834338005,1.3239355239956803,1.5119431017111664,0.6289643244864794,0.7246292774795343,1.2124186230026177,1.21149910239919,2.080328839317075,1.0791740317059713
SP_Tim,93.0,108.0,133.0,133.0,11.0,105.0,145.0,61.0,134.0,25.0,94.0,108.0,139.0,96.0,138.0,110.0,141.0,119.0,131.0,58.0,93.0
SP_Mag,20.0,68.0,152.0,30.0,484.0,47.0,180.0,45.0,110.0,642.0,83.0,42.0,53.0,270.0,97.0,12.0,5.2,199.0,89.0,255.0,38.0
SP_Dur,128.0,84.0,95.0,93.0,172.0,85.0,67.0,141.0,65.0,123.0,115.0,88.0,70.0,80.0,75.0,140.0,73.0,90.0,80.0,115.0,119.0
SP_ROC,0.0571428571428572,0.061224489795918366,0.056818181818181816,0.0625,0.045454545454545456,0.06060606060606061,0.05405405405405406,0.056079664570230586,0.05263157894736842,0.058823529411764705,0.04878048780487805,0.0714285714285715,0.0625,0.05,0.0625,0.07894736842105259,0.1519230769230769,0.05263157894736842,0.05555555555555555,0.04880952380952381,0.0646126025872861
SU_BFL_Tim,221.0,192.0,228.0,226.0,183.0,190.0,212.0,202.0,199.0,148.0,209.0,196.0,209.0,176.0,213.0,250.0,214.0,209.0,211.0,173.0,212.0
SU_BFL_Mag_10,1.3,2.4,3.9,2.6,5.1,2.3,5.74,2.5,4.2,2.9,2.5,2.1,2.7,3.6,3.68,1.5,0.234,3.2,2.5,3.4000000000000004,1.4
SU_BFL_Mag_50,2.6,4.6,7.199999999999999,3.2,6.5,3.0,8.3,3.8,6.5,3.9,3.75,2.7,3.7,5.4,5.4,2.0,0.7,4.5,4.3,4.4,3.5
SU_BFL_Dur_Fl,nan,206.0,57.0,nan,137.0,147.0,128.0,nan,158.0,183.0,108.0,156.0,109.0,230.0,72.0,26.0,139.0,168.0,nan,166.0,128.0
SU_BFL_Dur_Wet,183.0,255.0,156.0,125.0,145.0,204.0,185.0,177.0,171.0,189.0,138.0,169.0,124.0,231.0,199.0,128.0,155.0,204.0,162.0,214.0,176.0
SU_BFL_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAFL_Tim,317.0,nan,32.0,284.0,nan,318.0,336.0,339.0,nan,355.0,330.0,316.0,352.0,316.0,40.0,284.0,276.0,351.0,11.0,nan,339.0
