Year,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
SU_BFL_Dur_Wet,236.0,194.0,321.0,211.0,324.0,247.0,67.0,65.0,65.0,nan,nan,nan,130.0,162.0,134.0,153.0,173.0,77.0,373.0,112.0,136.0
SU_BFL_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAFL_Tim,nan,nan,nan,12.0,19.0,nan,284.0,317.0,312.0,313.0,nan,nan,317.0,352.0,306.0,286.0,297.0,278.0,322.0,324.0,305.0
FAFL_Mag,nan,nan,nan,29.999753061957733,6.197508869557737,nan,2.341489741419759,1.7838827605029786,3.8628770187380064,3.4436701104520315,nan,nan,3.01921247675017,5.922534312188635,4.24842641316014,3.391052767681605,10.814569682331607,4.099236388135391,8.059715579956636,2.110372909355717,2.379881588071711
FAFL_Tim_Wet,4.0,24.0,358.0,16.0,29.0,40.0,343.0,320.0,339.0,339.0,nan,nan,328.0,2.0,26.0,10.0,60.0,63.0,327.0,37.0,332.0
FAFL_Dur,nan,nan,nan,3.0,5.0,nan,5.0,8.0,4.0,3.0,nan,nan,7.0,6.0,3.0,3.0,9.0,2.0,3.0,3.0,4.0
Wet_BFL_Mag,2.2,2.21,1.7,3.2,2.0,1.7800000000000002,1.4,1.7,1.1,1.6,nan,nan,1.7,1.7900000000000003,0.9,1.1,1.7,1.4,2.09,0.8900000000000001,0.8900000000000001
WIN_Tim_2,32.0,39.5,362.0,17.0,47.0,60.0,nan,nan,nan,52.5,nan,nan,nan,nan,62.0,nan,53.0,75.0,335.0,nan,nan
WIN_Dur_2,8.0,1.5,10.0,1.0,2.0,3.0,nan,nan,nan,1.0,nan,nan,nan,nan,2.0,nan,2.5,1.5,4.0,nan,nan
WIN_Fre_2,5.0,4.0,3.0,5.0,5.0,3.0,0.0,0.0,0.0,2.0,nan,nan,0.0,0.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0
WIN_Tim_5,82.0,49.5,10.0,79.5,58.0,59.0,nan,nan,10.0,34.0,nan,nan,40.0,55.0,58.0,nan,24.0,23.0,352.0,39.0,nan
WIN_Dur_5,13.0,3.5,9.5,6.5,8.0,5.0,nan,nan,3.0,2.0,nan,nan,3.0,1.0,2.0,nan,2.5,1.0,3.0,1.0,nan
WIN_Fre_5,6.0,6.0,4.0,4.0,3.0,3.0,0.0,0.0,3.0,7.0,nan,nan,1.0,3.0,3.0,0.0,10.0,3.0,3.0,1.0,0.0
WIN_Tim_10,68.0,70.5,351.0,83.0,38.0,51.5,21.5,18.5,20.0,358.0,nan,nan,40.0,4.0,25.0,55.0,348.0,115.5,362.0,65.0,358.0
WIN_Dur_10,32.0,4.5,1.5,2.0,8.0,3.5,1.0,1.0,2.0,5.0,nan,nan,3.0,2.0,1.0,2.0,1.0,2.0,1.5,2.0,2.0
WIN_Fre_10,3.0,8.0,6.0,9.0,3.0,4.0,2.0,4.0,11.0,7.0,nan,nan,5.0,5.0,5.0,7.0,11.0,8.0,6.0,5.0,1.0
WIN_Tim_20,52.5,86.0,344.0,46.5,52.5,24.0,53.0,11.0,49.0,3.0,nan,nan,39.0,26.0,49.0,54.0,344.0,71.0,29.0,76.5,9.0
WIN_Dur_20,2.0,3.0,1.0,4.5,4.5,1.0,1.0,2.0,2.0,2.0,nan,nan,3.0,4.0,2.0,2.5,5.0,6.0,2.0,3.5,1.0
WIN_Fre_20,14.0,14.0,9.0,10.0,10.0,9.0,7.0,6.0,16.0,10.0,nan,nan,9.0,5.0,13.0,10.0,10.0,9.0,10.0,8.0,11.0
WIN_Tim_50,339.0,4.0,303.0,3.0,352.0,11.0,84.5,351.0,56.5,71.0,nan,nan,3.0,340.0,360.0,44.0,323.0,322.0,319.5,363.5,350.0
WIN_Dur_50,2.0,3.0,2.0,4.0,6.0,16.0,5.0,12.0,17.5,2.5,nan,nan,2.0,2.0,2.0,6.0,10.0,9.0,6.0,54.0,4.0
WIN_Fre_50,11.0,17.0,9.0,7.0,9.0,9.0,14.0,9.0,8.0,14.0,nan,nan,17.0,5.0,5.0,9.0,7.0,7.0,4.0,2.0,9.0
