Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
SU_Dur_Fl,nan,168.0,300.0,nan,nan,nan,327.0,47.0,311.0,nan,nan,nan,nan,325.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,286.0,nan,115.0,nan,175.0,224.0,190.0,62.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,251.0,nan,nan,nan,136.0,nan,nan,276.0,424.0,nan,nan,nan,nan
SU_Dur_Wet,121.0,190.0,329.0,249.0,nan,nan,371.0,154.0,314.0,nan,nan,nan,nan,326.0,70.0,103.0,84.0,152.0,267.0,248.0,nan,nan,229.0,142.0,493.0,501.0,120.0,215.0,184.0,284.0,196.0,126.0,103.0,93.0,245.0,nan,238.0,nan,nan,nan,174.0,247.0,286.0,151.0,189.0,239.0,182.0,375.0,193.0,313.0,nan,nan,311.0,253.0,55.0,nan,nan,188.0,282.0,252.0,465.0,460.0,142.0,nan,258.0,291.0
SU_No_Flow,121.0,138.0,302.0,249.0,nan,nan,326.0,144.0,311.0,nan,nan,nan,nan,317.0,70.0,103.0,84.0,149.0,181.0,230.0,nan,nan,224.0,142.0,459.0,476.0,111.0,150.0,0.0,0.0,50.0,0.0,0.0,0.0,152.0,nan,237.0,nan,nan,nan,167.0,236.0,115.0,0.0,0.0,207.0,122.0,242.0,193.0,306.0,nan,nan,302.0,209.0,51.0,nan,nan,175.0,282.0,168.0,388.0,443.0,47.0,nan,254.0,262.0
FA_Tim,nan,nan,321.0,45.0,nan,nan,nan,35.0,297.0,33.0,nan,nan,nan,nan,95.0,nan,nan,nan,nan,nan,nan,nan,20.0,nan,nan,40.0,nan,4.0,nan,29.0,339.0,5.0,334.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,364.0,nan,nan,335.0,353.0,nan,nan,48.0,203.0,nan,nan,nan
FA_Mag,nan,nan,6.7730987972672025,35.93366479764599,nan,nan,nan,162.89655197066068,2.8709083623921554,1.8520711509397259,nan,nan,nan,nan,1.5844389182576275,nan,nan,nan,nan,nan,nan,nan,8.722699856313596,nan,nan,62.9452317055217,nan,159.92023360040216,nan,756.8835586504678,8.944520495293208,37.96696819637217,144.93188538180382,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,208.98616052511636,nan,nan,nan,nan,nan,nan,nan,nan,nan,272.83176308873834,nan,nan,25.701911873328026,18.59281451332922,nan,nan,0.8109319435786664,17.84595485841537,nan,nan,nan
FA_Tim_Wet,201.0,362.0,343.0,74.0,11.0,nan,nan,79.0,39.0,36.0,nan,nan,nan,289.0,96.0,319.0,333.0,346.0,22.0,54.0,348.0,nan,34.0,1.0,291.0,247.0,223.0,9.0,351.0,38.0,34.0,11.0,33.0,350.0,342.0,38.0,nan,5.0,nan,nan,53.0,39.0,5.0,30.0,53.0,344.0,10.0,35.0,186.0,49.0,57.0,nan,65.0,55.0,1.0,289.0,nan,4.0,40.0,15.0,350.0,237.0,239.0,51.0,nan,365.0
FA_Dur,nan,nan,4.0,5.0,nan,nan,nan,41.0,8.0,40.0,nan,nan,nan,nan,53.0,nan,nan,nan,nan,nan,nan,nan,20.0,nan,nan,43.0,nan,8.0,nan,7.0,28.0,5.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,nan,nan,20.0,2.0,nan,nan,45.0,95.0,nan,nan,nan
Tim_2,nan,16.0,352.0,82.5,nan,nan,nan,81.0,nan,nan,nan,nan,nan,291.0,nan,98.0,340.0,353.0,38.0,60.0,nan,nan,43.0,nan,295.0,147.0,nan,41.0,41.5,105.5,nan,150.0,72.0,101.5,364.0,60.5,nan,127.0,nan,nan,79.0,46.0,32.0,130.0,44.5,nan,nan,48.0,nan,nan,nan,nan,nan,nan,44.0,291.0,nan,nan,nan,29.0,27.5,nan,247.0,nan,nan,7.0
Dur_2,nan,5.0,1.0,1.5,nan,nan,nan,2.0,nan,nan,nan,nan,nan,1.0,nan,1.5,2.0,1.0,3.0,2.0,nan,nan,1.0,nan,1.0,1.0,nan,3.0,2.0,2.5,nan,1.5,2.5,2.0,1.0,1.5,nan,1.5,nan,nan,2.0,1.0,6.0,1.0,2.5,nan,nan,2.0,nan,nan,nan,nan,nan,nan,2.0,1.0,nan,nan,nan,4.5,2.0,nan,1.0,nan,nan,1.0
Fre_2,nan,3.0,1.0,2.0,0.0,nan,0.0,5.0,0.0,0.0,nan,0.0,nan,1.0,0.0,4.0,1.0,1.0,3.0,1.0,0.0,nan,1.0,0.0,1.0,2.0,0.0,7.0,8.0,4.0,0.0,6.0,10.0,2.0,2.0,6.0,0.0,2.0,0.0,nan,3.0,1.0,5.0,2.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,nan,0.0,0.0,5.0,1.0,nan,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0
Tim_5,nan,61.0,362.5,81.0,199.0,nan,nan,75.0,47.0,nan,nan,nan,nan,291.0,199.0,97.5,229.0,98.5,66.0,60.0,355.0,nan,62.5,8.0,295.0,254.0,230.0,34.5,31.0,29.0,51.0,85.0,25.0,200.0,362.0,20.5,nan,17.0,nan,nan,145.5,46.0,7.0,129.5,43.5,32.0,20.5,66.0,193.0,238.0,188.0,nan,75.0,255.0,43.0,291.0,nan,20.5,41.0,47.5,66.5,nan,247.0,60.0,nan,6.0
Dur_5,nan,2.0,1.5,2.0,1.0,nan,nan,3.0,2.0,nan,nan,nan,nan,1.0,1.0,4.0,1.0,1.5,7.0,2.0,2.0,nan,2.0,1.0,1.0,1.0,1.0,14.5,3.0,2.0,4.0,2.0,2.5,1.0,2.0,1.5,nan,1.0,nan,nan,4.0,2.0,95.0,1.5,5.5,1.0,1.5,4.0,2.0,1.0,1.0,nan,1.0,1.0,3.0,1.0,nan,1.5,2.0,7.0,7.0,nan,1.0,1.0,nan,1.0
Fre_5,nan,7.0,2.0,3.0,1.0,nan,0.0,3.0,1.0,0.0,nan,0.0,nan,1.0,1.0,4.0,3.0,2.0,4.0,1.0,1.0,nan,2.0,1.0,1.0,3.0,1.0,4.0,7.0,5.0,2.0,11.0,8.0,7.0,3.0,6.0,0.0,3.0,0.0,nan,4.0,3.0,1.0,2.0,8.0,1.0,2.0,6.0,1.0,1.0,1.0,nan,1.0,1.0,5.0,1.0,nan,4.0,3.0,4.0,4.0,0.0,3.0,1.0,0.0,2.0
Tim_10,nan,34.0,1.0,63.0,135.0,nan,nan,66.0,45.0,61.0,nan,nan,nan,5.0,221.0,120.5,73.0,68.0,74.5,60.0,355.0,nan,61.5,8.0,295.0,165.0,230.0,31.5,31.0,141.0,30.0,82.5,109.5,220.5,363.0,39.0,322.0,127.0,nan,nan,78.0,84.0,7.0,48.0,233.0,52.5,17.0,35.0,193.0,55.0,188.0,nan,74.0,159.0,127.0,59.0,nan,27.0,48.5,18.0,19.5,243.0,247.0,60.0,nan,18.0
Dur_10,nan,5.0,2.0,10.0,1.0,nan,nan,1.0,2.0,1.0,nan,nan,nan,1.0,1.0,3.5,1.0,2.0,7.0,6.0,2.0,nan,8.0,1.0,1.0,1.5,1.0,25.0,5.0,9.0,3.0,2.5,7.0,2.0,8.5,3.0,1.0,1.5,nan,nan,7.0,8.0,154.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,nan,5.0,1.0,2.0,2.0,nan,5.0,3.0,63.0,38.5,1.0,1.0,1.0,nan,2.5
Fre_10,nan,5.0,5.0,2.0,6.0,nan,0.0,5.0,2.0,1.0,nan,0.0,nan,2.0,3.0,6.0,7.0,3.0,4.0,1.0,1.0,nan,4.0,1.0,1.0,4.0,3.0,4.0,7.0,4.0,5.0,10.0,6.0,8.0,6.0,7.0,1.0,4.0,0.0,nan,3.0,3.0,1.0,5.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,nan,1.0,2.0,5.0,3.0,nan,5.0,4.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0
Tim_20,nan,180.5,352.0,62.0,213.0,nan,nan,222.5,40.0,149.0,nan,50.0,nan,4.5,213.0,348.0,101.0,139.0,18.0,59.0,2.0,nan,31.5,50.0,14.5,128.0,230.0,365.5,183.0,354.5,238.0,204.0,323.0,209.0,63.5,30.0,4.0,127.0,113.5,nan,130.0,62.0,365.0,169.5,221.5,335.0,109.0,10.0,145.5,65.0,66.0,nan,105.0,156.0,92.5,73.5,nan,6.0,361.0,18.0,129.5,160.5,238.0,196.0,24.5,18.0
Dur_20,nan,2.0,3.0,4.5,3.0,nan,nan,2.0,1.0,1.5,nan,9.0,nan,12.5,1.0,2.0,3.0,3.0,64.5,22.0,3.0,nan,38.5,1.0,1.0,3.0,1.0,68.0,7.5,134.0,2.0,3.0,4.0,17.5,2.5,6.0,5.0,6.0,2.5,nan,3.0,31.5,2.0,3.5,6.5,1.0,7.5,5.0,2.0,9.0,4.0,nan,2.0,9.5,4.0,2.5,nan,3.0,8.0,107.0,4.5,2.0,1.0,1.0,1.5,6.0
Fre_20,nan,4.0,5.0,4.0,8.0,nan,0.0,8.0,3.0,6.0,nan,3.0,nan,2.0,6.0,5.0,9.0,4.0,2.0,1.0,3.0,nan,2.0,2.0,2.0,5.0,3.0,2.0,6.0,2.0,5.0,9.0,3.0,6.0,4.0,5.0,9.0,4.0,4.0,nan,3.0,2.0,3.0,8.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,nan,5.0,2.0,6.0,6.0,nan,3.0,3.0,1.0,4.0,4.0,5.0,4.0,4.0,3.0
Tim_50,nan,274.0,275.0,274.0,274.0,nan,275.0,274.0,274.0,274.0,nan,274.0,nan,274.0,275.0,274.0,274.0,274.0,275.0,274.0,274.0,nan,275.0,274.0,274.0,274.0,275.0,274.0,274.0,274.0,275.0,274.0,274.0,274.0,275.0,274.0,274.0,274.0,275.0,nan,274.0,274.0,275.0,274.0,274.0,274.0,275.0,274.0,274.0,274.0,275.0,nan,274.0,274.0,275.0,274.0,nan,274.0,275.0,274.0,274.0,274.0,275.0,274.0,274.0,274.0
Dur_50,nan,365.0,365.0,365.0,365.0,nan,365.0,365.0,365.0,365.0,nan,365.0,nan,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,nan,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,nan,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,nan,365.0,365.0,365.0,365.0,nan,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0
Fre_50,nan,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan,1.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
