Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970
Avg,0.603013698630137,11.874863387978142,2.1323287671232873,4.384657534246576,1.9830136986301368,3.074043715846994,2.166301369863014,15.870684931506847,3.026027397260274,1.3710382513661203,0.7057534246575343,8.684931506849313,2.318082191780822,1.5122950819672132,2.687671232876712,19.071780821917805,21.604383561643836,3.9944262295081967,45.74383561643835,4.450493150684932,1.0792307692307692
Std,0.5321105172349758,31.46969870298645,2.013963937419746,15.208472231701753,1.6746413927563404,11.982872957020776,3.4333399637141206,33.51553131395796,5.717682915050258,1.1170964087825972,0.8166720268716036,43.54103487683765,5.206402975034682,2.3425586591154084,5.93195075690309,58.38468600448556,44.15996615625259,4.9185803156053725,186.1824029663629,9.039220100803773,0.2625455722627843
CV,0.8824186224023907,2.6501103780988085,0.944490347113205,3.4685655864603473,0.844493103559083,3.89808150588357,1.5848856541743441,2.1117885874869935,1.889501370749972,0.8147813583388412,1.1571633921123263,5.013399914840929,2.245995846693841,1.549008977843251,2.2070968667376434,3.0613127609661026,2.0440280570954896,1.2313609096771228,4.070109129621326,2.03106033303582,0.2432710220538985
SP_Tim,119.0,84.0,12.0,48.0,131.0,31.0,144.0,99.0,51.0,124.0,27.0,48.0,46.0,96.0,105.0,5.0,119.0,74.0,62.0,68.0,nan
SP_Mag,4.6,50.0,12.0,140.0,5.9,83.0,10.0,146.0,70.0,3.4,9.3,80.0,15.0,37.0,50.0,104.0,60.0,11.0,700.0,33.0,nan
SP_Dur,81.0,72.0,215.0,114.0,125.0,178.0,94.0,79.0,143.0,89.0,193.0,68.0,169.0,119.0,74.0,57.0,79.0,128.0,45.0,39.0,nan
SP_ROC,0.16666666666666663,0.0625,0.06250000000000006,0.0741758241758241,0.06666666666666672,0.06976744186046507,0.11111111111111108,0.05277777777777778,0.07947368421052634,0.09999999999999998,0.14285714285714282,0.09090909090909091,0.06781609195402297,0.07900207900207906,0.050000000000000044,0.05941176470588233,0.041666666666666664,0.03846153846153849,0.053001053001053004,0.045454545454545456,nan
SU_BFL_Tim,200.0,156.0,227.0,162.0,256.0,209.0,238.0,178.0,194.0,213.0,220.0,116.0,215.0,215.0,179.0,62.0,198.0,202.0,107.0,107.0,nan
SU_BFL_Mag_10,0.1,1.4,0.2,0.6,0.4,0.6,0.5,2.2,0.7,0.2,0.1,1.4,0.8,0.3,0.6,2.0,3.1,1.2,3.1,nan,nan
SU_BFL_Mag_50,0.1,2.0,0.4,0.8,0.8,0.9,1.4,2.6,0.9,0.3,0.3,1.7,1.2,0.8,0.8,3.8,4.85,1.5,4.4,nan,nan
SU_BFL_Dur_Fl,165.0,nan,nan,154.0,nan,nan,115.0,194.0,158.0,nan,nan,nan,110.0,147.0,nan,nan,nan,nan,206.0,nan,nan
SU_BFL_Dur_Wet,171.0,163.0,155.0,161.0,128.0,165.0,168.0,194.0,160.0,92.0,181.0,283.0,230.0,239.0,142.0,271.0,122.0,182.0,306.0,nan,nan
SU_BFL_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan
FAFL_Tim,nan,364.0,nan,nan,315.0,nan,nan,351.0,6.0,351.0,nan,nan,nan,324.0,362.0,nan,nan,nan,nan,311.0,nan
FAFL_Mag,nan,74.99963617107818,nan,nan,6.998366352915036,nan,nan,42.988962067892835,59.85473532009351,1.921922463811772,nan,nan,nan,5.527671045051053,7.585592437843238,nan,nan,nan,nan,15.00676445503198,nan
FAFL_Tim_Wet,nan,5.0,319.0,15.0,322.0,18.0,9.0,39.0,6.0,353.0,305.0,34.0,33.0,79.0,89.0,319.0,332.0,319.0,19.0,46.0,nan
FAFL_Dur,nan,3.0,nan,nan,3.0,nan,nan,3.0,7.0,6.0,nan,nan,nan,8.0,10.0,nan,nan,nan,nan,6.0,nan
Wet_BFL_Mag,nan,4.54,2.67,2.12,1.1,1.0,2.3,2.1,2.3,1.37,0.7,1.96,1.6,1.2,0.9000000000000001,13.0,9.02,2.9,70.0,3.1,nan
WIN_Tim_2,nan,44.0,nan,24.0,nan,26.0,nan,75.0,26.5,nan,nan,40.0,40.0,nan,nan,326.0,46.5,nan,51.0,59.0,nan
WIN_Dur_2,nan,2.5,nan,2.0,nan,2.0,nan,1.0,1.0,nan,nan,5.0,1.0,nan,nan,8.0,3.0,nan,29.0,3.0,nan
WIN_Fre_2,0.0,4.0,0.0,3.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,6.0,0.0,2.0,1.0,nan
WIN_Tim_5,nan,71.0,nan,44.0,nan,26.0,34.5,45.0,42.0,nan,nan,5.0,40.0,92.0,95.5,363.0,88.0,13.0,21.0,50.0,nan
WIN_Dur_5,nan,2.0,nan,2.0,nan,2.0,1.0,2.5,1.0,nan,nan,9.5,2.0,1.0,3.5,4.0,6.0,2.5,83.0,4.0,nan
WIN_Fre_5,0.0,6.0,0.0,5.0,0.0,1.0,2.0,6.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,5.0,9.0,2.0,1.0,2.0,nan
