Year,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999
WIN_Fre_5,2.0,6.0,2.0,5.0,4.0,5.0,9.0,7.0,1.0,0.0,7.0,4.0,5.0,3.0,8.0,8.0,7.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,1.0,6.0,0.0,8.0,11.0,4.0,4.0,7.0,4.0
WIN_Tim_10,41.0,14.0,36.0,44.0,55.0,36.0,361.0,60.0,60.0,nan,64.0,91.5,9.0,65.5,45.0,355.0,342.0,30.5,32.0,57.5,360.0,54.0,62.0,79.0,46.5,21.0,nan,62.0,70.0,2.0,93.0,18.0,31.5
WIN_Dur_10,2.0,9.0,1.5,4.0,2.0,10.0,7.0,9.0,2.0,nan,6.0,3.5,2.0,2.0,5.0,7.0,5.0,1.0,4.0,1.5,1.0,5.0,2.0,3.0,3.0,4.0,nan,12.0,7.0,9.5,8.0,8.0,2.0
WIN_Fre_10,3.0,5.0,6.0,8.0,5.0,5.0,11.0,7.0,1.0,0.0,8.0,6.0,5.0,4.0,9.0,7.0,9.0,4.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,7.0,0.0,7.0,10.0,4.0,7.0,5.0,4.0
WIN_Tim_20,34.0,27.0,45.0,11.0,53.0,12.0,12.0,23.0,7.5,nan,16.0,52.0,23.0,78.0,347.0,359.5,22.5,23.0,17.5,65.0,9.0,39.0,45.5,102.0,65.0,61.0,64.0,33.5,88.0,357.0,3.0,38.0,36.0
WIN_Dur_20,3.0,2.5,11.0,9.0,4.0,10.0,18.0,57.0,2.0,nan,11.0,2.0,3.0,3.5,6.0,9.5,13.0,2.5,4.0,4.0,2.0,2.5,5.0,4.5,5.0,3.5,6.0,20.5,12.0,13.0,2.0,8.0,4.0
WIN_Fre_20,5.0,6.0,5.0,7.0,7.0,5.0,7.0,2.0,2.0,0.0,8.0,7.0,6.0,4.0,7.0,6.0,6.0,8.0,6.0,3.0,7.0,4.0,6.0,4.0,3.0,6.0,2.0,4.0,7.0,5.0,3.0,5.0,6.0
WIN_Tim_50,337.0,307.0,331.0,60.5,343.5,309.0,59.5,6.0,353.5,104.0,118.0,335.0,321.0,5.0,299.0,102.5,303.0,309.0,117.5,78.0,154.5,343.0,52.0,107.5,15.0,322.5,365.5,329.0,353.0,63.5,327.0,318.5,327.5
WIN_Dur_50,2.0,5.0,5.0,8.5,3.0,34.0,4.5,24.0,3.0,1.5,2.0,3.0,3.0,1.0,13.0,5.0,226.0,101.0,11.0,4.0,1.5,2.5,23.5,3.0,3.5,106.5,7.0,1.5,103.5,7.5,2.0,103.5,1.5
WIN_Fre_50,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,12.0,8.0,4.0,3.0,7.0,7.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,6.0,4.0,4.0,8.0,2.0,6.0,4.0,2.0,4.0,7.0,2.0,6.0
