Year,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Avg,124.19945205479453,77.45890410958904,175.0449315068493,81.15601092896175,119.55753424657534,101.39616438356164,137.1221917808219,114.92978142076504,187.93013698630136,141.36928767123288,129.71175342465753,102.89453551912568,98.99698630136987,249.23964383561645,129.3277808219178,75.76174863387978,9.71745205479452,215.92602739726027,54.81890410958904,128.72926229508198,73.13476712328767,203.7054794520548,286.5419178082192,150.21038251366122,80.29958904109589,156.40621917808218,73.7308493150685,64.28527322404372,86.2522191780822,52.40383561643836,39.0945205479452,48.566420765027324,114.19367123287672,54.666410958904116,179.2633698630137,128.3174863387978,148.78591780821918,174.5978082191781,127.41175342465753,109.3879781420765,44.79835616438356,105.67956164383561,148.58720547945205,109.7567213114754,101.25013698630136,191.88383561643832,78.16701369863013,82.23024590163935,61.24961643835616,116.68734246575342,124.36260273972603,75.63311475409836,87.44895890410959,22.520657534246578,81.45391780821917
Std,239.83247052371365,161.38859224984915,317.94235439916736,146.65180074104117,301.87561001625687,259.62973601054347,261.81543865571365,244.93664969626963,372.78467584359856,385.50234384737706,235.07340387881416,181.67785794779755,165.47661579352916,499.32635018566384,282.3958183200741,144.95255493312885,12.443917756254,434.69853859837264,95.83968948713684,222.22228533549244,158.41285559691937,355.8213446169919,527.024570477253,271.18307993498246,178.1588589336591,400.0327757502784,133.2156485628411,150.40938968628143,140.83805589090628,81.183338168906,108.11028018789136,90.48318784774726,190.62652170319595,102.52942960870263,420.1018161082039,201.54902580642153,425.40594569982255,285.819254881384,199.02089048659235,218.6106668557717,93.10307263316372,179.97998758103873,277.9013396160764,250.47536222361967,131.0556512900139,353.5828314496802,163.4421609701391,182.3630874630752,149.1072513285554,200.97299819397256,218.9328092737893,187.4689465479723,283.5459146091138,54.823842709451355,267.8671450607688
CV,1.931026800487847,2.0835382853017927,1.8163471039247236,1.807035598008998,2.52494007942376,2.5605479022699074,1.90935861843722,2.1311852042904476,1.9836343538171934,2.726917212343163,1.812275277084705,1.7656706163373261,1.671531851381615,2.0033985866028186,2.1835665664821735,1.913268338533408,1.2805741346687953,2.013182680375141,1.7482963412683827,1.7262763832678494,2.16604033660042,1.7467441012098053,1.839258194781775,1.805355098608574,2.218677094878787,2.5576526167083293,1.8067830467214703,2.33971767004991,1.632862982923633,1.5491869481294211,2.765356338244532,1.863081248781343,1.6693265015926204,1.8755471195242706,2.3434894503502295,1.5707058449872515,2.8591815137246974,1.6370151366538699,1.5620292880144648,1.9984889616648127,2.078269843016791,1.7030728059566769,1.8702911782973606,2.2820958865271033,1.2943750516381534,1.842692117935699,2.090935207020751,2.217713025949246,2.4344193482194676,1.7223204672173946,1.7604392675182734,2.4786622520767447,3.2424161266462925,2.4343801963189646,3.2885728798392977
SP_Tim,82.0,50.0,108.0,27.0,364.0,74.0,84.0,22.0,47.0,28.0,20.0,64.0,25.0,93.0,87.0,65.0,80.0,20.0,91.0,63.0,33.0,107.0,47.0,363.0,337.0,53.0,75.0,20.0,82.0,44.0,75.0,80.0,82.0,52.0,83.0,64.0,5.0,56.0,60.0,62.0,69.0,10.0,1.0,61.0,104.0,97.0,57.0,35.0,67.0,26.0,88.0,95.0,362.0,92.0,44.0
SP_Mag,560.0,1090.0,1680.0,595.0,750.0,400.0,490.0,825.0,1410.0,2850.0,1850.0,880.0,400.0,3550.0,1700.0,686.0,65.0,2720.0,265.0,636.0,1080.0,1800.0,1910.0,1560.0,1080.0,3390.0,781.0,608.0,740.0,244.0,316.0,482.0,470.0,529.0,900.0,637.0,3800.0,1330.0,931.0,1110.0,476.0,1480.0,1700.0,1410.0,512.0,775.0,784.0,983.0,959.0,859.0,1190.0,1550.0,1590.0,418.0,1480.0
SP_Dur,92.0,59.0,59.0,116.0,150.0,54.0,77.0,95.0,47.0,63.0,126.0,89.0,115.0,42.0,21.0,82.0,124.0,137.0,91.0,89.0,97.0,40.0,114.0,155.0,162.0,51.0,61.0,55.0,56.0,161.0,52.0,84.0,117.0,123.0,69.0,115.0,82.0,76.0,90.0,38.0,35.0,119.0,163.0,35.0,120.0,39.0,43.0,67.0,113.0,158.0,48.0,54.0,160.0,70.0,32.0
SP_ROC,0.07692307692307693,0.07142857142857142,0.07387914230019493,0.0625,0.06707566462167688,0.06666666666666667,0.06496735308890005,0.09774436090225563,0.08928571428571429,0.07865168539325842,0.06920498084291188,0.07231134878193701,0.07352579852579852,0.06831734508685507,0.08620689655172414,0.08035714285714286,0.07142857142857142,0.08571428571428572,0.06451612903225806,0.08227848101265822,0.0945945945945946,0.06,0.08064516129032258,0.07291666666666667,0.064,0.1008318345323741,0.06818181818181818,0.05555555555555555,0.06862745098039216,0.06070175438596491,0.06225806451612903,0.06559139784946236,0.07490029910269193,0.06,0.08035714285714286,0.0633285061824663,0.10280797101449277,0.10052910052910052,0.08433734939759036,0.07042253521126761,0.0684931506849315,0.062251589825119226,0.07357859531772576,0.08081632653061224,0.06441443273807096,0.06353929089778146,0.0847307692307692,0.07867132867132867,0.053908355795148244,0.07723506816298864,0.04639004773179988,0.06353548551000779,0.04531315127282837,0.05278598564795274,0.06378182461103257
SU_Tim,174.0,109.0,167.0,143.0,149.0,128.0,161.0,117.0,94.0,91.0,146.0,153.0,140.0,135.0,108.0,147.0,204.0,157.0,182.0,152.0,130.0,147.0,161.0,153.0,134.0,104.0,136.0,75.0,138.0,205.0,127.0,164.0,199.0,175.0,152.0,179.0,87.0,132.0,150.0,100.0,104.0,129.0,164.0,96.0,224.0,136.0,100.0,102.0,180.0,184.0,136.0,149.0,157.0,162.0,76.0
SU_Mag_10,2.92,4.3,4.0,1.8,2.1,2.0,2.2100000000000004,2.5,1.8,1.2,2.5,2.3,1.9,0.77,1.8,2.1,0.57,3.2,1.46,1.6800000000000002,1.56,1.5,3.62,2.4,1.2,1.7700000000000002,0.684,0.7620000000000002,1.5,1.6700000000000004,1.3,0.54,1.4,0.596,1.7400000000000002,1.5,1.2,1.6,0.78,0.95,0.458,0.25,1.16,0.65,2.73,0.9319999999999999,0.806,0.37100000000000005,0.503,1.93,1.19,0.6800000000000002,0.57,0.09,0.2
SU_Mag_50,4.7,29.0,17.0,7.0,5.300000000000001,7.2,6.65,5.6,7.6,5.1,4.6,6.7,3.8,5.449999999999999,23.0,3.9,5.4,5.3,3.3,6.3,4.3,3.3499999999999996,7.6,6.4,5.2,12.0,1.9,11.0,4.75,4.6,6.25,2.6,2.8,3.0,4.5,3.9,7.2,10.0,5.5,6.6,3.0,2.23,4.07,6.25,4.48,5.21,5.43,6.34,4.24,18.5,8.99,3.4450000000000003,2.2649999999999997,3.795,9.115
SU_Dur_Fl,156.0,177.0,144.0,190.0,nan,191.0,178.0,228.0,254.0,219.0,169.0,166.0,nan,227.0,191.0,169.0,nan,220.0,117.0,186.0,nan,176.0,nan,154.0,204.0,254.0,nan,243.0,160.0,194.0,244.0,179.0,145.0,nan,195.0,nan,245.0,194.0,186.0,277.0,nan,nan,177.0,247.0,113.0,214.0,238.0,262.0,172.0,114.0,251.0,nan,257.0,184.0,270.0
SU_Dur_Wet,167.0,341.0,207.0,191.0,208.0,254.0,182.0,231.0,260.0,231.0,177.0,193.0,171.0,232.0,306.0,266.0,141.0,223.0,127.0,229.0,187.0,190.0,153.0,158.0,251.0,258.0,198.0,349.0,234.0,208.0,274.0,185.0,145.0,189.0,195.0,161.0,263.0,251.0,224.0,289.0,229.0,218.0,181.0,249.0,126.0,214.0,249.0,308.0,184.0,231.0,301.0,180.0,266.0,230.0,316.0
SU_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA_Tim,330.0,328.0,285.0,310.0,333.0,nan,318.0,338.0,345.0,346.0,309.0,314.0,319.0,nan,361.0,298.0,316.0,nan,11.0,298.0,338.0,nan,322.0,nan,307.0,336.0,357.0,nan,318.0,296.0,33.0,5.0,343.0,342.0,nan,346.0,nan,330.0,325.0,335.0,12.0,nan,nan,340.0,343.0,335.0,349.0,337.0,364.0,350.0,297.0,21.0,nan,47.0,345.0
FA_Mag,668.924810953029,165.95781892215956,1109.9083500229692,293.8812364483396,535.9643470446074,nan,269.9991288313605,586.983161027946,605.9086153312446,414.99500441326484,198.0064305288795,213.99568412510015,137.0071746604359,nan,309.9370284479794,189.9484731283307,11.970928064219958,nan,679.6204912850367,442.9964267960973,1099.993815992906,nan,722.9505825849566,nan,305.8241084569799,420.90008503941425,142.99689578634056,nan,108.96513926887161,102.97936469597238,244.89767067413692,198.84680126941427,261.9843749057135,503.6729739306748,nan,1299.8221277329424,nan,424.9107940874929,215.9431125724585,223.0151128992005,186.93866675266588,nan,nan,417.98492836064645,762.9261742942748,614.9048209497093,273.98401150319484,446.94753418424335,180.00818232696554,424.9616823292368,144.9541780443212,478.9022258321765,nan,57.3834544329268,939.8955042232639
FA_Tim_Wet,27.0,339.0,84.0,8.0,334.0,355.0,16.0,342.0,348.0,352.0,321.0,322.0,346.0,309.0,1.0,48.0,48.0,343.0,14.0,308.0,16.0,315.0,336.0,313.0,311.0,18.0,361.0,333.0,59.0,5.0,47.0,35.0,349.0,342.0,363.0,346.0,340.0,348.0,17.0,8.0,24.0,331.0,346.0,344.0,345.0,348.0,349.0,348.0,45.0,362.0,49.0,71.0,329.0,56.0,26.0
FA_Dur,3.0,3.0,6.0,6.0,5.0,nan,3.0,3.0,4.0,3.0,3.0,4.0,2.0,nan,7.0,3.0,5.0,nan,10.0,2.0,2.0,nan,2.0,nan,2.0,2.0,2.0,nan,6.0,4.0,2.0,2.0,3.0,3.0,nan,3.0,nan,4.0,7.0,3.0,4.0,nan,nan,2.0,4.0,4.0,7.0,2.0,2.0,2.0,3.0,4.0,nan,4.0,2.0
Tim_2,32.0,44.0,31.0,20.0,363.0,3.0,48.0,23.5,21.0,16.0,341.0,22.0,17.0,24.0,59.5,57.0,nan,15.0,nan,30.5,23.0,44.0,40.0,341.0,324.0,33.0,64.0,342.0,nan,nan,62.0,nan,11.0,nan,51.5,364.0,364.0,39.5,13.5,45.0,nan,6.0,54.0,29.0,nan,361.0,360.0,31.0,59.0,19.0,40.5,88.5,345.5,nan,8.5
Dur_2,2.0,2.0,1.0,2.0,3.5,4.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.5,6.0,3.0,nan,4.0,nan,3.0,1.0,3.5,3.0,3.0,2.5,3.0,1.0,1.0,nan,nan,2.0,nan,2.0,nan,2.5,1.0,4.0,2.0,1.0,2.0,nan,2.0,2.0,1.5,nan,5.0,2.0,1.0,1.5,3.0,2.0,2.5,4.0,nan,2.5
Fre_2,3.0,3.0,7.0,1.0,2.0,1.0,4.0,2.0,7.0,3.0,3.0,1.0,3.0,8.0,2.0,1.0,0.0,4.0,0.0,2.0,3.0,4.0,9.0,3.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,3.0,3.0,6.0,4.0,3.0,0.0,1.0,4.0,4.0,0.0,3.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,0.0,2.0
Tim_5,32.0,39.0,31.0,358.5,15.0,35.0,47.5,41.0,33.0,15.0,15.0,42.5,13.0,363.0,45.0,339.0,nan,16.0,27.5,35.5,23.0,32.0,29.0,343.0,324.0,48.5,67.5,360.5,69.0,8.0,62.0,47.0,26.0,36.0,68.0,38.0,363.0,6.0,51.5,37.0,53.0,353.0,64.0,1.0,29.0,47.0,41.0,17.5,58.0,35.0,360.0,76.0,344.5,nan,354.0
Dur_5,4.0,10.0,3.0,1.0,1.0,2.5,2.5,3.5,2.0,3.0,2.0,2.0,2.0,5.0,2.5,2.0,nan,6.5,1.0,1.5,3.0,5.0,7.0,5.0,4.0,7.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,1.5,8.0,2.0,7.0,2.0,3.5,3.0,2.0,2.0,2.5,3.0,2.5,2.0,3.0,7.0,4.0,1.5,6.0,2.0,8.0,nan,2.0
Fre_5,5.0,1.0,9.0,4.0,6.0,4.0,6.0,6.0,11.0,5.0,5.0,4.0,5.0,9.0,6.0,3.0,0.0,6.0,2.0,6.0,3.0,8.0,8.0,6.0,2.0,4.0,2.0,4.0,5.0,1.0,1.0,1.0,4.0,2.0,5.0,10.0,3.0,5.0,6.0,5.0,1.0,4.0,6.0,5.0,2.0,10.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,0.0,3.0
Tim_10,31.0,38.0,13.5,323.0,54.5,2.0,365.0,32.5,358.0,27.0,34.0,1.0,37.0,36.5,48.0,37.0,nan,36.0,51.5,12.0,45.0,28.0,11.0,358.0,328.5,40.5,33.0,4.0,44.0,10.0,71.0,46.0,16.0,348.0,67.0,47.0,357.0,362.5,52.0,13.0,52.0,347.0,73.0,16.0,89.5,28.0,28.0,3.0,50.5,37.5,59.0,90.0,344.5,89.5,350.0
Dur_10,5.0,3.0,5.0,2.0,5.5,4.0,1.5,7.0,11.0,3.5,4.5,3.0,3.0,9.5,3.5,3.5,nan,15.0,2.0,4.0,3.0,9.0,10.0,10.0,1.0,12.5,2.0,11.0,4.0,2.0,2.0,3.0,3.0,1.0,12.0,4.0,10.0,6.0,5.5,12.0,3.0,14.0,6.0,5.0,4.5,23.0,5.0,4.0,8.5,3.5,10.0,4.5,11.0,1.5,9.0
Fre_10,7.0,3.0,8.0,5.0,6.0,7.0,8.0,6.0,5.0,6.0,6.0,6.0,7.0,8.0,8.0,4.0,0.0,3.0,4.0,9.0,5.0,9.0,6.0,5.0,6.0,4.0,5.0,3.0,6.0,2.0,3.0,3.0,7.0,5.0,5.0,8.0,5.0,6.0,8.0,3.0,3.0,3.0,5.0,8.0,8.0,5.0,4.0,5.0,2.0,8.0,4.0,4.0,2.0,2.0,3.0
Tim_20,49.0,13.0,346.0,7.0,332.0,25.0,358.5,9.0,361.0,9.0,33.5,22.0,56.0,31.0,32.0,338.0,nan,68.5,44.0,326.0,45.0,32.5,357.5,72.0,25.0,15.0,25.0,356.0,357.0,63.0,53.5,65.0,77.0,32.0,1.0,15.0,23.0,348.0,50.0,334.0,27.0,52.0,70.5,33.0,60.0,352.0,360.0,362.0,45.0,41.5,17.0,44.0,17.5,68.0,35.5
Dur_20,7.0,7.5,9.0,13.0,12.0,6.0,12.0,12.0,45.5,25.0,8.0,7.5,13.0,17.0,7.5,6.0,nan,6.0,4.0,6.0,11.0,19.5,13.5,15.5,4.0,18.0,11.0,19.0,27.0,4.0,5.0,5.0,11.0,5.0,5.0,9.0,2.0,7.0,25.5,2.0,2.0,7.5,21.0,20.0,7.0,55.0,16.0,9.0,3.0,8.0,22.5,9.0,8.5,5.0,8.5
Fre_20,8.0,6.0,7.0,4.0,5.0,8.0,6.0,5.0,2.0,3.0,8.0,8.0,5.0,5.0,6.0,7.0,0.0,6.0,5.0,9.0,5.0,6.0,6.0,4.0,6.0,3.0,5.0,3.0,3.0,5.0,4.0,5.0,7.0,6.0,7.0,7.0,5.0,7.0,4.0,5.0,3.0,8.0,6.0,3.0,7.0,3.0,3.0,5.0,5.0,8.0,4.0,3.0,4.0,3.0,4.0
Tim_50,320.0,313.0,281.0,285.5,307.0,358.0,58.0,54.0,309.5,37.0,301.0,162.0,308.0,301.0,330.5,291.0,93.5,157.0,8.0,292.0,50.5,307.0,99.0,303.0,307.0,332.0,333.5,110.0,315.0,74.5,36.0,361.0,327.0,337.0,320.5,339.0,323.0,300.0,321.0,312.0,356.0,45.5,344.0,319.0,319.0,321.0,331.5,314.5,356.0,322.0,311.5,355.0,65.0,46.0,304.0
Dur_50,108.5,88.0,252.0,105.5,3.0,41.0,107.0,3.0,2.5,5.0,106.5,1.0,2.0,104.0,2.0,103.5,2.5,3.0,31.0,227.0,3.5,104.0,6.5,228.0,187.0,2.0,5.5,11.0,3.0,4.0,11.0,1.0,3.0,86.5,4.5,3.0,176.0,108.5,2.0,2.0,3.0,90.0,6.0,3.0,2.0,3.0,8.5,80.5,41.0,4.0,8.0,4.5,61.0,5.0,6.0
Fre_50,2.0,2.0,1.0,2.0,3.0,3.0,2.0,6.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,8.0,5.0,3.0,1.0,4.0,2.0,4.0,1.0,1.0,5.0,6.0,3.0,3.0,6.0,4.0,7.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,7.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0
