Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Avg,13.385753424657535,36.2811475409836,2.077808219178082,0.0,0.06301369863013699,30.904371584699454,2.6197260273972605,57.31479452054795,13.779452054794518,2.3551912568306013,0.0,14.778356164383563,21.64712328767123,0.37240437158469947,8.75972602739726,1.8202739726027397,28.85123287671233,0.0,59.11317808219179,12.786219178082192,4.809479452054795,0.0,30.509095890410958,13.868575342465755,10.195013698630138,0.0,0.0,43.33142465753424,5.888849315068493,55.363196721311475,1.3663013698630138,40.53753424657534,89.44386301369863,9.51532786885246,0.6418082191780822,55.291452054794526,0.5749315068493152,0.0,0.0,0.0007945205479452054,4.943616438356164,3.346065573770492,45.470383561643835,0.017616438356164384,45.047698630136985,33.643879781420765,49.647260273972606,83.3866301369863,4.631013698630137,11.498032786885247,4.494684931506849,2.9950958904109584,9.133890410958905,4.919480874316941,26.461671232876707,14.67317808219178,0.0,14.710956284153006,2.961452054794521,23.65084931506849,32.69123287671233,0.0,5.993205479452055,0.0,3.808630136986302
Std,71.70239991241209,136.01279030098274,6.013694473740256,0.0,0.5974619491099542,185.75023930443336,24.668812209252188,239.3096850738876,99.68160924472258,18.020307695605396,0.0,77.65074176032023,135.59736015411815,3.9348489545978773,32.932391431604096,9.428634610052006,111.5733752295943,0.0,207.12010493360611,53.12043996306666,22.542245017166355,0.0,96.75516662713987,42.48849130426752,40.98552296112705,0.0,0.0,179.40022638658903,37.9308082436743,272.84089811871877,6.245323183198838,157.85636342722455,274.43601925948957,38.808394559431086,2.677071292092563,235.03949529568524,4.586686667339484,0.0,0.0,0.015158485940324066,34.532873336778344,23.49245205690486,167.2323521819006,0.2212741824962178,254.34709255599913,122.51794970858063,209.35335805375638,327.47804641990916,19.004665074366695,70.27777312624258,36.04646640819555,19.549697311999616,48.36745472856203,40.72512025366977,91.79446255541299,60.080735610873056,0.0,67.60430340776728,17.05276908622102,113.20695222899208,143.05699909089026,0.0,77.78371516274741,0.0,23.42827504423091
CV,5.356620403624874,3.748855797555497,2.8942490544767847,nan,9.481461366310143,6.010484270658882,9.416561866112788,4.175356242236768,7.234076423963366,7.651313940361455,nan,5.254355822568525,6.263989831450049,10.566065424672216,3.7595229951945375,5.179788730687812,3.867196098910986,nan,3.503789030689966,4.154507225570194,4.687044667076275,nan,3.171354764975193,3.0636521960671197,4.020153790144893,nan,nan,4.140187584517737,6.441123930037787,4.9281998561635,4.570970446897084,3.894079064282516,3.068248731804649,4.078513646015999,4.171138997753716,4.250919202895199,7.9777966813386305,nan,nan,19.078784028338912,6.985346409330475,7.020918012205166,3.6778302508749467,12.560665102817962,5.646172841021461,3.641611802935968,4.2168159309993,3.927224854655155,4.1037807942542495,6.112156264365675,8.019798263392607,6.527235863996726,5.2953837359960465,8.278336941257926,3.4689593770390825,4.094595954218706,nan,4.595507056233472,5.7582458775967655,4.786591412464218,4.3760050173206295,nan,12.978649810928726,nan,6.151365241984161
SP_Tim,346.0,83.0,15.0,nan,19.0,364.0,62.0,97.0,56.0,45.0,nan,50.0,48.0,27.0,11.0,5.0,34.0,nan,60.0,68.0,18.0,nan,49.0,96.0,85.0,nan,nan,68.0,58.0,56.0,88.0,105.0,64.0,364.0,92.0,54.0,70.0,nan,nan,nan,88.0,51.0,56.0,51.0,86.0,55.0,28.0,43.0,44.0,58.0,69.0,7.0,359.0,61.0,57.0,99.0,nan,32.0,68.0,26.0,88.0,nan,364.0,nan,355.0
SP_Mag,935.0,216.0,37.0,nan,7.5,228.0,79.0,3010.0,765.0,264.0,nan,1080.0,563.0,41.0,359.0,85.0,740.0,nan,1530.0,284.0,166.0,nan,564.0,144.0,198.0,nan,nan,1230.0,312.0,2070.0,19.0,1400.0,2560.0,260.0,17.0,2790.0,25.0,nan,nan,nan,445.0,195.0,757.0,3.7,1130.0,1190.0,1770.0,1880.0,283.0,641.0,606.0,289.0,379.0,538.0,441.0,593.0,nan,655.0,140.0,757.0,1410.0,nan,111.0,nan,133.0
SP_Dur,112.0,52.0,68.0,nan,87.0,89.0,28.0,39.0,37.0,25.0,nan,54.0,99.0,23.0,119.0,85.0,115.0,nan,61.0,26.0,40.0,nan,76.0,55.0,47.0,nan,nan,38.0,75.0,45.0,40.0,42.0,109.0,37.0,30.0,58.0,34.0,nan,nan,nan,23.0,59.0,66.0,15.0,43.0,73.0,35.0,43.0,94.0,38.0,26.0,25.0,117.0,27.0,55.0,38.0,nan,58.0,35.0,117.0,37.0,nan,26.0,nan,79.0
SP_ROC,0.14285714285714288,0.08514492753623187,0.12599206349206354,nan,0.9,0.1,0.27450980392156854,0.07577497129735936,0.11363636363636373,0.2957746478873239,nan,0.12916666666666665,0.2560224089635854,0.88,0.19148936170212766,0.3,0.15217391304347822,nan,0.06779661016949153,0.17261904761904762,0.08599508599508604,nan,0.08893280632411067,0.11010101010101006,0.12500000000000006,nan,nan,0.13664596273291924,0.14285714285714285,0.07084639498432602,0.19090909090909097,0.08477011494252873,0.06896551724137931,0.0625,0.35416666666666663,0.08450704225352113,0.18181818181818185,nan,nan,nan,0.20000000000000004,0.1715686274509804,0.09232954545454546,0.75,0.06458333333333333,0.15407407407407409,0.04805491990846682,0.08035714285714286,0.13636363636363635,0.11678004535147396,0.13435828877005349,0.20288808664259927,0.15932797932244067,0.17701863354037276,0.131595636732623,0.0976127771642172,nan,0.0837004405286343,0.14210526315789476,0.09815950920245407,0.06325,nan,0.09957710350565019,nan,0.21428571428571436
SU_Tim,93.0,135.0,83.0,nan,106.0,88.0,90.0,136.0,93.0,70.0,nan,104.0,147.0,50.0,130.0,90.0,149.0,nan,121.0,94.0,58.0,nan,125.0,151.0,132.0,nan,nan,106.0,133.0,101.0,128.0,147.0,173.0,36.0,122.0,112.0,104.0,nan,nan,nan,111.0,110.0,122.0,66.0,129.0,128.0,63.0,86.0,138.0,96.0,95.0,32.0,111.0,88.0,112.0,137.0,nan,90.0,103.0,143.0,125.0,nan,25.0,nan,69.0
SU_Mag_10,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,0.0
SU_Mag_50,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,0.0
SU_Dur_Fl,247.0,207.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,251.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,244.0,294.0,244.0,188.0,157.0,nan,nan,298.0,nan,nan,nan,nan,nan,nan,nan,310.0,nan,217.0,nan,307.0,nan,nan,262.0,nan,257.0,278.0,255.0,nan,nan,nan,nan,225.0,nan,nan,nan,nan,nan
SU_Dur_Wet,278.0,222.0,nan,nan,246.0,327.0,325.0,272.0,306.0,nan,nan,287.0,234.0,313.0,230.0,294.0,nan,nan,258.0,253.0,nan,nan,238.0,254.0,nan,nan,nan,305.0,272.0,335.0,294.0,233.0,162.0,366.0,286.0,300.0,nan,nan,nan,nan,294.0,263.0,nan,362.0,266.0,226.0,330.0,308.0,267.0,322.0,265.0,315.0,304.0,278.0,327.0,nan,nan,320.0,278.0,272.0,nan,nan,nan,nan,275.0
SU_No_Flow,231.0,197.0,nan,nan,246.0,207.0,299.0,182.0,262.0,nan,nan,239.0,214.0,312.0,166.0,285.0,nan,nan,226.0,206.0,nan,nan,217.0,236.0,nan,nan,nan,236.0,239.0,257.0,239.0,162.0,109.0,254.0,253.0,249.0,nan,nan,nan,nan,290.0,262.0,nan,308.0,207.0,173.0,203.0,180.0,262.0,282.0,246.0,260.0,260.0,271.0,214.0,nan,nan,283.0,263.0,198.0,nan,nan,nan,nan,270.0
FA_Tim,323.0,339.0,342.0,nan,19.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,340.0,nan,nan,nan,nan,nan,321.0,nan,nan,nan,nan,nan,nan,11.0,30.0,5.0,334.0,329.0,nan,nan,44.0,nan,nan,nan,63.0,nan,nan,nan,10.0,nan,345.0,nan,27.0,nan,nan,355.0,nan,2.0,1.0,365.0,nan,5.0,nan,nan,2.0,nan,nan,nan,nan
FA_Mag,449.87348174503046,179.98354788522252,26.80852363554633,nan,6.569037821552863,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,364.941793328325,nan,nan,nan,nan,nan,172.95240502085187,nan,nan,nan,nan,nan,nan,525.9908064565069,51.614635446363906,1929.6962456561023,313.9793700378723,86.98535810555568,nan,nan,23.962612127624332,nan,nan,nan,288.61607767723524,nan,nan,nan,951.8956487768593,nan,425.96830664218294,nan,30.976512175827104,nan,nan,46.68235549033073,nan,111.9953459646239,450.903298643944,325.6950049503996,nan,221.99488848933996,nan,nan,255.97356411692135,nan,nan,nan,nan
FA_Tim_Wet,324.0,5.0,357.0,nan,50.0,351.0,50.0,48.0,42.0,33.0,nan,37.0,25.0,15.0,363.0,358.0,18.0,nan,17.0,12.0,346.0,nan,16.0,361.0,39.0,nan,nan,9.0,45.0,39.0,71.0,55.0,14.0,334.0,37.0,41.0,46.0,nan,nan,nan,64.0,39.0,8.0,nan,62.0,29.0,354.0,26.0,28.0,39.0,53.0,358.0,346.0,49.0,1.0,72.0,nan,11.0,45.0,14.0,49.0,nan,352.0,nan,343.0
