Year,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Avg,2.203013698630137,10.566575342465752,1.8726027397260274,4.142896174863388,0.8802739726027398,39.67479452054794,1.596164383561644,1.4412568306010929,0.019178082191780823,6.062739726027398,0.6895890410958904,0.47404371584699456,1.5169863013698628,15.171506849315069,23.08849315068493,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.44728021978022,59.22495890410958,3.8900273224043715,7.273452054794521,65.70172602739726,2.3684657534246574,3.301366120218579,4.419479452054794,0.12915068493150686,9.707150684931507,0.8322131147540983,90.28712328767124,3.3375342465753426,0.11517808219178081,5.108633879781421,3.793123287671233,12.880191780821919,34.41813698630137,0.6791530054644809,0.15983561643835614,0.518191780821918,0.06827397260273972,0.42153005464480875
Std,3.932508239610804,38.892242147125245,6.13596316079859,41.15907354134165,1.9637104748533074,159.14360231942834,7.374416091142866,5.225292373407441,0.0957415674552478,15.373901855004991,5.187978844275198,1.811019257817897,11.721023692368881,80.08165017648973,147.0598410644245,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15.175037412142956,190.1603021672525,9.823910039754988,31.583429869630894,237.59410493478273,1.9964400788787022,13.094615307304139,18.436382107357232,0.17597039533335557,53.44761602989102,4.989083193639093,328.02056302265123,18.71140282191305,0.20920667780966654,27.52256835081928,16.09059557199523,78.2779210650397,211.23498879264253,1.1855883663411746,0.43519414699738823,5.862554075826273,0.12450683650415836,1.6728736958007866
CV,1.7850584597163828,3.680685641905392,3.276703077822217,9.9348551844167,2.2307946570851453,4.011201677100216,4.620085604646663,3.6255109169044992,4.992238874452206,2.535801065152886,7.523290735639442,3.8203633911317016,7.726519139813332,5.278424283880878,6.369399687742805,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.412206261401916,3.2108135773490156,2.5254090075858304,4.342288865272948,3.6162536252960433,0.8429254575422809,3.9664232413087106,4.171618469407163,1.362520031749571,5.506004569688839,5.994958629212739,3.6330824493933416,5.606355302904501,1.816375770707143,5.387461501155151,4.242043917816856,6.077387852375952,6.137316173641686,1.7456866962258917,2.7227607756950074,11.313483333385793,1.8236354463891575,3.9685751404141034
SP_Tim,13.0,93.0,66.0,31.0,74.0,95.0,52.0,65.0,27.0,56.0,46.0,97.0,105.0,5.0,345.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,56.0,74.0,69.0,31.0,59.0,107.0,70.0,74.0,78.0,79.0,67.0,59.0,101.0,111.0,39.0,53.0,27.0,361.0,90.0,69.0,65.0,11.0,14.0
SP_Mag,39.0,112.0,8.4,634.0,6.5,1610.0,59.0,31.0,1.3,105.0,34.0,10.0,146.0,84.0,902.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,81.0,1410.0,75.0,445.0,3150.0,7.2,110.0,115.0,0.64,816.0,28.6,2410.0,50.4,2.34,159.0,222.0,168.0,543.0,5.56,5.03,45.1,0.51,2.0
SP_Dur,167.0,78.0,100.0,123.0,108.0,54.0,65.0,76.0,162.0,69.0,115.0,42.0,31.0,93.0,197.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,121.0,65.0,78.0,56.0,111.0,86.0,79.0,62.0,121.0,72.0,32.0,49.0,61.0,72.0,69.0,61.0,67.0,148.0,98.0,76.0,34.0,138.0,127.0
SP_ROC,0.08333333333333323,0.0628955696202532,0.1111111111111112,0.08333333333333336,0.1290322580645161,0.08333333333333333,0.09523809523809532,0.22649572649572652,0.5,0.07246376811594203,0.1291666666666667,0.14285714285714282,0.16666666666666663,0.05086206896551723,0.07417582417582418,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.07692307692307698,0.06,0.08333333333333333,0.05999999999999996,0.07246376811594203,0.10344827586206891,0.10526315789473682,0.08166666666666669,0.09545454545454549,0.08809523809523812,0.08422986092889005,0.07004523053191633,0.08720930232558138,0.14285714285714282,0.07975460122699381,0.06576161041143333,0.13090172888121693,0.05922882268934931,0.11392405063291149,0.08219178082191773,0.12121212121212131,0.07843137254901968,0.06818181818181825
SU_Tim,180.0,171.0,166.0,154.0,182.0,149.0,117.0,141.0,189.0,125.0,161.0,139.0,136.0,98.0,177.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,177.0,139.0,147.0,87.0,170.0,193.0,149.0,136.0,199.0,151.0,99.0,108.0,162.0,183.0,108.0,114.0,94.0,144.0,188.0,145.0,99.0,149.0,141.0
SU_Mag_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.69,0.0,0.0,1.0,0.0,0.0,nan,0.0,0.0,0.0,0.11,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0
SU_Mag_50,0.0,0.0,0.0,0.0,0.0,0.3,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,2.0,0.0,0.0,1.9,0.0,0.0,nan,0.0,0.0,0.0,1.16,nan,0.0,0.0,0.0,0.04,0.1,0.0,0.0,nan,0.0,0.0
SU_Dur_Fl,nan,nan,nan,nan,220.0,223.0,nan,nan,149.0,nan,227.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,194.0,nan,199.0,319.0,144.0,nan,261.0,nan,211.0,nan,202.0,nan,nan,188.0,245.0,nan,nan,182.0,nan,nan,nan,nan,nan
SU_Dur_Wet,202.0,202.0,219.0,237.0,258.0,254.0,259.0,nan,206.0,275.0,275.0,318.0,185.0,236.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,201.0,258.0,226.0,320.0,152.0,221.0,262.0,nan,215.0,266.0,269.0,345.0,nan,194.0,294.0,267.0,256.0,201.0,218.0,275.0,nan,217.0,225.0
SU_No_Flow,202.0,138.0,177.0,215.0,167.0,97.0,219.0,nan,147.0,222.0,217.0,247.0,171.0,182.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,144.0,0.0,127.0,169.0,0.0,136.0,157.0,nan,137.0,172.0,173.0,3.0,nan,152.0,184.0,206.0,114.0,63.0,160.0,215.0,nan,208.0,217.0
FA_Tim,320.0,nan,nan,nan,nan,35.0,6.0,nan,nan,336.0,nan,22.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,nan,346.0,39.0,313.0,nan,45.0,nan,44.0,nan,301.0,nan,nan,5.0,353.0,nan,nan,325.0,nan,nan,nan,nan
FA_Mag,8.363933037997416,nan,nan,nan,nan,728.8968541363159,10.924183057142201,nan,nan,15.930693737339269,nan,14.759066403848264,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,304.9914540468456,nan,65.99764545558757,993.804672814656,5.4953281183709555,nan,84.9288861357768,nan,189.9436814731601,nan,383.9767451617237,nan,nan,73.91609031785003,91.55288763526028,nan,nan,2.1460535861493573,nan,nan,nan,nan
FA_Tim_Wet,336.0,15.0,7.0,19.0,26.0,73.0,37.0,10.0,nan,28.0,34.0,70.0,92.0,319.0,333.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.0,12.0,31.0,8.0,40.0,321.0,48.0,46.0,nan,48.0,51.0,3.0,86.0,nan,11.0,37.0,14.0,349.0,344.0,41.0,53.0,nan,365.0
FA_Dur,15.0,nan,nan,nan,nan,2.0,6.0,nan,nan,1.0,nan,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,nan,3.0,3.0,6.0,nan,4.0,nan,9.0,nan,1.0,nan,nan,1.0,1.0,nan,nan,4.0,nan,nan,nan,nan
Tim_2,nan,45.0,nan,26.0,nan,80.5,nan,nan,nan,50.0,nan,nan,100.0,344.5,364.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.0,25.0,52.0,17.0,66.0,nan,65.0,64.0,nan,56.0,nan,23.5,95.0,nan,27.0,45.5,28.0,65.0,nan,nan,60.0,nan,nan
