Year,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981
SU_BFL_No_Flow,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,84.0,0.0,0.0,0.0,0.0,0.0
FAFL_Tim,nan,286.0,309.0,nan,322.0,336.0,nan,14.0,355.0,nan,nan,319.0,321.0,362.0,283.0,nan,357.0,8.0,358.0,nan,317.0
FAFL_Mag,nan,1369.7020726280002,49.97580900674687,nan,32.98864337474925,474.8882970845716,nan,356.98026409939814,240.99541179582212,nan,nan,498.995230888344,282.97757193556504,54.99049643298345,13.811341389343967,nan,367.9591853670817,45.98021787102344,236.96160805578694,nan,713.9033299484782
FAFL_Tim_Wet,36.0,24.0,13.0,354.0,351.0,16.0,22.0,14.0,361.0,328.0,351.0,9.0,326.0,30.0,52.0,359.0,364.0,13.0,7.0,22.0,358.0
FAFL_Dur,nan,6.0,4.0,nan,3.0,5.0,nan,3.0,3.0,nan,nan,2.0,2.0,4.0,4.0,nan,2.0,7.0,2.0,nan,5.0
Wet_BFL_Mag,11.960000000000004,4.3,3.2,109.3,3.3,5.9,2.23,22.5,12.8,15.0,2.45,5.0,13.0,2.76,1.5,0.841,17.1,11.0,11.2,2.7800000000000002,10.200000000000001
WIN_Tim_2,44.0,67.0,20.0,52.0,nan,24.0,30.0,42.5,21.0,336.0,nan,29.5,60.0,44.0,nan,nan,14.0,44.0,47.0,54.5,40.5
WIN_Dur_2,2.0,1.0,2.0,2.0,nan,2.0,1.0,2.0,1.0,1.0,nan,2.5,1.0,1.0,nan,nan,2.0,1.0,4.0,2.0,1.0
WIN_Fre_2,3.0,4.0,1.0,4.0,0.0,7.0,1.0,8.0,5.0,1.0,0.0,6.0,7.0,5.0,0.0,0.0,7.0,3.0,3.0,2.0,10.0
WIN_Tim_5,54.0,89.0,20.0,55.0,360.5,75.0,30.0,19.0,34.5,354.0,361.0,44.5,6.0,66.0,nan,nan,9.0,44.0,47.0,54.5,40.5
WIN_Dur_5,3.5,2.5,3.0,5.0,2.0,3.0,2.0,15.0,1.5,2.0,1.0,3.0,2.0,2.0,nan,nan,3.0,2.0,4.0,2.0,2.0
WIN_Fre_5,4.0,10.0,1.0,4.0,2.0,9.0,1.0,3.0,6.0,5.0,3.0,8.0,7.0,7.0,0.0,0.0,7.0,3.0,5.0,2.0,10.0
WIN_Tim_10,60.5,75.0,323.0,68.5,362.0,55.0,48.0,19.0,28.5,33.5,27.0,17.0,6.0,67.0,nan,nan,65.5,51.0,27.5,28.0,39.5
WIN_Dur_10,7.0,3.0,2.0,3.0,1.0,18.5,2.0,3.0,4.0,4.5,2.0,5.0,5.5,3.0,nan,nan,2.5,3.0,2.0,4.0,6.5
WIN_Fre_10,4.0,7.0,3.0,6.0,3.0,4.0,3.0,3.0,6.0,6.0,3.0,5.0,8.0,6.0,0.0,0.0,10.0,5.0,6.0,3.0,10.0
WIN_Tim_20,30.0,349.0,351.5,91.0,11.0,20.5,60.0,8.5,363.5,71.0,14.5,346.0,354.0,31.0,nan,nan,356.0,14.0,22.0,53.5,345.0
WIN_Dur_20,28.0,6.0,4.5,24.0,2.5,7.5,8.5,1.5,46.5,7.0,4.5,4.0,3.5,14.0,nan,nan,3.0,7.0,16.0,4.5,7.0
WIN_Fre_20,2.0,3.0,4.0,3.0,6.0,6.0,4.0,6.0,2.0,5.0,4.0,4.0,8.0,4.0,0.0,0.0,5.0,5.0,4.0,4.0,4.0
WIN_Tim_50,90.5,90.5,119.5,66.5,116.0,323.0,338.0,334.5,353.0,330.0,356.0,303.0,75.0,361.0,364.0,44.0,337.0,75.5,327.5,40.0,316.0
WIN_Dur_50,6.5,143.5,3.0,1.0,1.0,2.0,47.0,2.5,2.0,5.0,4.0,1.5,1.5,5.0,2.5,2.5,111.0,7.0,2.0,15.0,3.0
WIN_Fre_50,4.0,2.0,8.0,6.0,3.0,5.0,3.0,4.0,7.0,3.0,5.0,4.0,4.0,7.0,6.0,4.0,2.0,4.0,4.0,4.0,3.0
