Year,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981
Avg,23.065753424657533,49.32109589041096,8.569398907103825,29.187397260273972,7.98082191780822,58.496328767123295,9.031393442622951,52.8788493150685,29.476739726027393,16.232520547945207,5.0387978142076495,45.375780821917814,36.03920547945205,24.03082191780822,1.2546174863387975,0.7938630136986301,44.962438356164384,13.808876712328766,50.643360655737695,11.981397260273972,77.2378904109589
Std,92.4808769854287,221.4570470586784,32.53761577962181,83.06578845128699,21.74833552147355,187.80989712115556,51.66921178966659,158.20899169948063,87.67479740683474,34.07909100985232,14.794578636267229,120.49267601345512,107.33053050656552,60.86517349911915,1.6216045622825372,1.529395845576818,134.83117208507548,37.39782113056277,180.1620647736774,63.83719980871284,244.23241526119494
CV,4.009445314132495,4.490107996601394,3.796954270928958,2.8459470952672152,2.7250746533943855,3.2106270783049617,5.72106753159682,2.991914418500725,2.9743722752831987,2.0994331046244215,2.9361326216645733,2.6554402774101393,2.978160286240511,2.5327961610008254,1.2925091352063607,1.926523618289407,2.9987513358823437,2.7082449868766987,3.5574666143974736,5.328026307947751,3.162080346339211
SP_Tim,69.0,37.0,26.0,11.0,3.0,82.0,36.0,30.0,25.0,18.0,40.0,50.0,95.0,84.0,66.0,82.0,44.0,57.0,56.0,87.0,105.0
SP_Mag,675.0,300.0,249.0,845.0,118.0,166.0,45.0,1060.0,453.0,144.0,128.0,438.0,339.0,537.0,9.8,3.1,1100.0,387.0,961.0,64.0,1780.0
SP_Dur,48.0,112.0,35.0,135.0,118.0,67.0,88.0,58.0,83.0,146.0,96.0,69.0,60.0,80.0,182.0,114.0,136.0,97.0,99.0,44.0,40.0
SP_ROC,0.07692307692307693,0.08771929824561403,0.06066176470588235,0.075,0.08333333333333323,0.08227848101265822,0.0845238095238095,0.12745098039215685,0.06742424242424241,0.06666666666666667,0.06316489361702128,0.07692307692307693,0.06382978723404255,0.07019704433497537,0.20416666666666666,0.09556425309849961,0.058823529411764705,0.06666666666666667,0.06666666666666667,0.05456349206349205,0.0625
SU_BFL_Tim,117.0,149.0,61.0,146.0,121.0,149.0,124.0,88.0,108.0,164.0,136.0,119.0,155.0,164.0,248.0,196.0,180.0,154.0,155.0,131.0,145.0
SU_BFL_Mag_10,0.2,1.1,0.2,0.4600000000000002,0.2,0.678,0.28,0.34400000000000003,0.23,0.387,0.09,0.52,0.72,0.8600000000000001,0.0,0.0,0.578,0.6,0.78,0.278,0.673
SU_BFL_Mag_50,4.0,3.1,1.6,1.2,0.6,2.2,0.87,1.5,1.1,0.81,0.645,1.5,2.1,1.6,0.42,0.02,1.2,1.4,1.3,1.0,3.4
SU_BFL_Dur_Fl,170.0,161.0,nan,178.0,216.0,nan,255.0,269.0,nan,nan,183.0,204.0,208.0,120.0,nan,163.0,194.0,205.0,nan,188.0,173.0
SU_BFL_Dur_Wet,273.0,230.0,293.0,207.0,261.0,239.0,255.0,275.0,221.0,188.0,238.0,209.0,241.0,254.0,111.0,170.0,199.0,219.0,232.0,229.0,214.0
