Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Avg,0.6616438356164384,3.8939890710382508,1.1389041095890413,2.0810958904109587,1.3232876712328767,1.2346994535519127,1.4032876712328768,4.736438356164383,0.9120547945205478,0.5398907103825137,0.2926027397260274,1.3745205479452056,0.4641095890410959,0.5084699453551913,0.8400000000000001,2.629041095890411,4.939643835616438,1.4280601092896177,12.456931506849314,1.6492876712328768,1.445013698630137,0.8901092896174864,2.713972602739726,1.5286301369863011,1.3277534246575342,0.9421857923497269,0.7198630136986301,7.249808219178083,3.640520547945205,13.884153005464482,2.451698630136986,2.496986301369863,9.717260273972602,3.1194535519125677,1.8438082191780822,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.472684931506849,1.4981369863013696,2.6347945205479455,5.5693972602739725,1.6388251366120217,1.2905753424657533,0.884986301369863,0.7673150684931507,0.7832240437158471
Std,0.6137756800946897,4.960534624356875,0.91344232506272,3.098731318673108,1.6904340488199017,4.827745776369809,2.166150587863193,6.648659432261517,1.2609921717725028,0.5712071285306188,0.3650859437089625,2.551267770321091,0.9601938097976905,0.8283299136322615,1.6606286975819962,7.846983918344008,13.352790119774069,1.7038031411896908,42.32687340806261,1.3331318721259868,3.871069911547236,2.0257701737361393,3.4589998315793293,2.061702790764936,1.1399276086222452,1.5415718783733652,0.7236079562756604,18.098380044556272,3.414494487584094,24.854263088683744,2.6225954658828643,3.038208143929534,11.5706166184978,3.680659053418926,2.619978252850946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.385947822125513,1.3415782294068113,3.182824587538319,7.4644146597069,0.8859908392511759,0.8192030527187913,1.1959714626772557,0.8163587191094924,0.8638906712547116
CV,0.9276526842010839,1.273895363818844,0.802036200740661,1.4889901676088526,1.2774501611164888,3.9100574333953304,1.5436254677275778,1.4037255279820997,1.382583787014009,1.0580051064888991,1.2477188151102183,1.856114682414188,2.0688945724684595,1.6290636667888645,1.9769389256928525,2.984732315751941,2.7031888460249123,1.1930892335037915,3.3978571195313725,0.8083076684429727,2.678915719080714,2.2758667922752376,1.274515383127857,1.3487257256549903,0.8585386318369055,1.6361654897478588,1.0052022989176634,2.4963943179462618,0.9379138072744334,1.7901173430530246,1.0697054824133623,1.2167500247249068,1.1907282806337254,1.1799050673994738,1.4209602851314214,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3693405815605157,0.895497702595893,1.2079972698882044,1.3402553832799686,0.5406256100530675,0.6347580228471084,1.351401101718774,1.0639159227156236,1.102993042905269
SP_Tim,119.0,86.0,122.0,93.0,131.0,32.0,147.0,101.0,57.0,39.0,317.0,55.0,261.0,92.0,107.0,5.0,345.0,77.0,63.0,73.0,357.0,365.0,84.0,76.0,109.0,255.0,296.0,63.0,86.0,47.0,109.0,76.0,61.0,359.0,88.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.0,48.0,37.0,356.0,77.0,68.0,59.0,338.0,31.0
SP_Mag,4.4,14.0,4.9,13.0,6.7,9.2,4.1,25.0,4.5,3.6,3.2,12.0,15.0,12.0,7.4,9.2,34.0,3.2,110.0,4.7,41.0,11.0,8.9,4.3,4.0,24.0,6.8,211.0,29.0,144.0,28.0,37.0,93.0,29.0,36.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39.9,12.9,35.7,65.6,5.91,3.48,16.4,10.0,12.3
SP_Dur,98.0,145.0,119.0,130.0,111.0,166.0,103.0,89.0,153.0,182.0,259.0,158.0,nan,139.0,103.0,120.0,234.0,124.0,59.0,136.0,213.0,149.0,131.0,147.0,136.0,nan,nan,115.0,142.0,134.0,146.0,144.0,138.0,125.0,114.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,178.0,182.0,182.0,246.0,138.0,108.0,187.0,207.0,160.0
SP_ROC,0.17424242424242425,0.05798319327731091,0.11111111111111108,0.05882352941176463,0.14285714285714282,0.08333333333333323,0.10555555555555553,0.04880952380952383,0.09999999999999998,0.14285714285714282,0.25000000000000006,0.089572192513369,nan,0.19999999999999996,0.10620300751879695,0.050000000000000044,0.04257246376811588,0.07692307692307698,0.05718954248366013,0.04761904761904766,0.07692307692307698,0.05882352941176463,0.0555555555555556,0.06976744186046505,0.06250000000000006,nan,nan,0.040816326530612276,0.05882352941176463,0.04625668449197863,0.09523809523809532,0.04761904761904766,0.07070707070707082,0.06153846153846159,0.06666666666666672,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04265402843601889,0.03301244210335122,0.03731343283582093,0.0274886075655065,0.04081632653061228,0.053921568627451025,0.060606060606060545,0.04615384615384619,0.057855191256830654
SU_Tim,217.0,231.0,241.0,223.0,242.0,198.0,250.0,190.0,210.0,221.0,211.0,213.0,218.0,231.0,210.0,125.0,214.0,201.0,122.0,209.0,205.0,149.0,215.0,223.0,245.0,199.0,nan,178.0,228.0,181.0,255.0,220.0,199.0,119.0,202.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,206.0,230.0,219.0,237.0,215.0,176.0,246.0,180.0,191.0
SU_Mag_10,0.0,0.4,0.0,0.1,0.0,0.0,0.1,0.6,nan,nan,0.0,0.0,0.0,0.0,0.0,0.1,0.855,0.306,1.2,0.39,0.15,0.03,0.35,0.14,0.183,0.10999999999999999,nan,0.965,1.0,2.2,0.663,0.903,2.8,0.516,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6400000000000001,0.42200000000000004,0.72,1.12,0.43,0.43,0.25,0.209,0.338
SU_Mag_50,0.0,0.55,0.3,0.3,0.3,0.2,0.9,0.9,nan,nan,0.0,0.0,0.4,0.2,0.1,0.3,1.2,0.5,2.1,0.53,0.31,0.24,0.5,0.335,0.47,0.45,nan,1.7,1.4,2.4,1.0,1.2,4.0,0.9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.835,0.7,0.91,1.5,0.55,0.63,0.355,0.34,0.38
SU_Dur_Fl,123.0,nan,nan,nan,nan,nan,102.0,182.0,nan,nan,127.0,nan,107.0,131.0,nan,nan,nan,nan,191.0,nan,nan,144.0,109.0,79.0,nan,97.0,nan,138.0,152.0,158.0,117.0,104.0,76.0,194.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,144.0,118.0,106.0,42.0,99.0,151.0,60.0,nan,nan
SU_Dur_Wet,147.0,86.0,142.0,89.0,141.0,171.0,149.0,211.0,nan,nan,184.0,132.0,227.0,222.0,112.0,208.0,106.0,187.0,300.0,119.0,145.0,234.0,150.0,120.0,154.0,164.0,nan,186.0,168.0,211.0,138.0,174.0,128.0,207.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150.0,152.0,131.0,87.0,105.0,151.0,80.0,140.0,129.0
SU_No_Flow,76.0,0.0,20.0,0.0,30.0,51.0,1.0,0.0,nan,nan,114.0,89.0,43.0,90.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FA_Tim,nan,339.0,nan,nan,nan,nan,nan,350.0,6.0,nan,nan,336.0,nan,324.0,362.0,nan,nan,nan,nan,311.0,nan,nan,293.0,322.0,301.0,nan,296.0,nan,315.0,14.0,339.0,5.0,323.0,274.0,313.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,341.0,350.0,346.0,324.0,278.0,314.0,325.0,305.0,nan
FA_Mag,nan,6.357147297288792,nan,nan,nan,nan,nan,25.00234684861667,5.95088502298617,nan,nan,12.606949751114522,nan,3.687775630347121,6.049498319780603,nan,nan,nan,nan,7.748704376626178,nan,nan,5.446618174827238,5.7294057715709314,3.8029856635050745,nan,6.476698557032102,nan,3.804387027273673,25.99820782883927,7.357015038317178,6.876898428628293,17.924182257103908,31.999486365622346,5.180427286279637,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.262603480767698,5.25677876254193,10.59138823203515,8.727141279064965,7.038507950751757,2.703818314136266,12.004822278660685,1.4697645725154567,nan
FA_Tim_Wet,nan,363.0,317.0,16.0,311.0,17.0,4.0,32.0,35.0,nan,nan,28.0,344.0,79.0,88.0,320.0,332.0,319.0,23.0,55.0,327.0,349.0,18.0,363.0,342.0,33.0,363.0,36.0,363.0,30.0,27.0,26.0,28.0,326.0,326.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,356.0,15.0,349.0,323.0,320.0,325.0,325.0,319.0
FA_Dur,nan,7.0,nan,nan,nan,nan,nan,4.0,5.0,nan,nan,10.0,nan,10.0,10.0,nan,nan,nan,nan,8.0,nan,nan,4.0,4.0,3.0,nan,5.0,nan,7.0,2.0,6.0,5.0,5.0,1.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,nan
Tim_2,nan,44.0,nan,21.5,315.0,26.0,77.0,75.0,47.0,nan,nan,40.0,nan,nan,100.0,344.5,23.0,68.0,43.5,nan,353.0,358.0,364.5,7.0,nan,255.0,nan,81.0,86.0,28.0,109.0,76.0,73.5,329.0,38.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.0,nan,29.0,353.0,nan,nan,59.0,nan,nan
Dur_2,nan,2.0,nan,1.5,1.0,2.0,1.0,1.0,1.0,nan,nan,1.0,nan,nan,1.0,3.0,1.5,1.0,3.5,nan,1.0,2.0,2.0,2.0,nan,1.0,nan,1.0,4.0,1.0,1.0,2.0,2.5,2.0,1.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.5,nan,1.5,17.0,nan,nan,1.0,nan,nan
Fre_2,0.0,4.0,0.0,2.0,1.0,1.0,2.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,6.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,7.0,1.0,7.0,3.0,1.0,10.0,3.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0
