Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Tim_5,nan,41.5,nan,52.0,315.0,26.0,55.0,50.0,44.5,nan,nan,39.0,261.0,92.0,100.0,326.0,86.0,30.5,21.0,60.0,353.0,358.0,40.0,37.0,nan,147.5,nan,40.0,69.0,20.5,109.0,92.5,22.0,306.0,42.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.0,48.0,37.0,57.0,nan,nan,9.5,338.0,31.0
Dur_5,nan,8.0,nan,2.0,1.0,3.0,1.0,2.0,1.0,nan,nan,2.0,1.0,1.0,2.0,4.0,2.5,1.0,109.0,2.0,2.0,4.0,1.0,1.5,nan,1.0,nan,3.0,1.0,2.5,1.0,1.0,3.0,1.5,1.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,2.0,1.0,1.0,nan,nan,1.0,1.0,1.0
Fre_5,0.0,4.0,0.0,4.0,1.0,1.0,3.0,7.0,2.0,0.0,0.0,5.0,1.0,1.0,1.0,3.0,8.0,4.0,1.0,1.0,3.0,1.0,6.0,2.0,0.0,2.0,0.0,5.0,4.0,6.0,5.0,4.0,7.0,6.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,1.0,5.0,5.0,0.0,0.0,2.0,1.0,1.0
Tim_10,nan,12.0,8.0,51.5,58.0,40.0,62.0,57.5,42.0,nan,nan,39.0,151.0,92.0,92.0,353.0,82.5,30.5,167.0,52.0,355.0,357.0,27.5,20.0,70.0,61.0,332.5,25.0,45.0,97.0,85.0,62.0,6.5,321.0,363.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.0,38.0,47.5,51.5,77.0,350.5,9.5,342.0,18.5
Dur_10,nan,4.0,1.0,5.0,1.0,2.5,1.0,3.0,1.0,nan,nan,1.0,1.0,2.0,3.0,2.0,7.0,1.0,1.5,2.0,1.0,3.5,1.5,3.0,1.0,1.0,1.0,4.0,3.0,9.5,1.5,2.0,1.5,3.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,1.0,2.5,3.5,1.0,1.0,1.5,1.0,1.0
Fre_10,0.0,5.0,1.0,4.0,5.0,2.0,6.0,8.0,3.0,0.0,0.0,5.0,2.0,1.0,3.0,6.0,8.0,4.0,6.0,4.0,5.0,2.0,10.0,5.0,4.0,3.0,2.0,4.0,7.0,4.0,6.0,6.0,8.0,7.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,5.0,8.0,6.0,3.0,2.0,2.0,2.0,2.0
Tim_20,118.0,363.0,35.0,61.5,18.0,92.0,65.5,349.0,42.0,12.0,314.0,20.0,111.0,21.0,92.0,7.5,362.0,44.0,116.5,34.5,12.0,357.0,17.0,33.0,81.0,104.0,76.0,362.0,5.0,123.0,79.0,44.5,334.0,315.0,363.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.0,48.5,84.5,351.0,77.0,20.0,9.5,346.0,18.0
Dur_20,1.0,2.0,2.0,8.0,2.0,3.0,1.5,6.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,17.0,17.0,2.0,5.0,2.5,2.0,6.0,2.0,5.5,1.0,3.0,1.0,1.0,9.0,6.0,3.0,2.0,2.0,13.0,2.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.0,1.5,3.0,2.0,2.0,1.5,2.5,4.0,2.5
Fre_20,3.0,7.0,6.0,6.0,13.0,4.0,10.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,6.0,4.0,9.0,4.0,4.0,7.0,2.0,9.0,6.0,13.0,5.0,6.0,3.0,7.0,4.0,13.0,8.0,7.0,5.0,12.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,4.0,4.0,3.0,7.0,6.0,2.0,3.0,2.0
Tim_50,61.0,341.0,62.0,97.0,40.0,335.0,8.0,306.0,49.5,88.0,354.5,39.0,107.5,62.0,49.0,128.0,116.0,58.5,14.0,40.0,91.0,301.0,4.0,352.0,19.0,117.5,76.0,352.0,231.5,274.0,202.0,336.0,302.0,175.0,313.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,351.0,70.0,340.0,312.0,274.0,57.0,45.0,77.0,27.0
Dur_50,3.0,5.0,1.0,79.0,11.0,2.0,6.0,2.0,6.0,2.0,1.5,4.0,2.0,2.0,1.5,11.0,14.0,5.0,3.0,122.0,3.0,2.0,4.0,6.5,3.0,8.5,2.0,1.0,3.0,365.0,7.0,4.5,8.0,6.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.0,3.0,2.0,10.0,259.0,2.5,3.5,5.0,11.0
Fre_50,10.0,6.0,4.0,2.0,6.0,5.0,5.0,9.0,10.0,7.0,6.0,5.0,8.0,9.0,6.0,5.0,4.0,4.0,3.0,3.0,9.0,3.0,6.0,4.0,8.0,4.0,11.0,3.0,8.0,1.0,3.0,6.0,4.0,7.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.0,6.0,9.0,7.0,1.0,6.0,8.0,10.0,6.0
