Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982
Avg,1.7698630136986302,51.06530054644809,5.99917808219178,10.597808219178082,2.9446575342465757,19.8344262295082,1.3515068493150684,54.54547945205479,2.803013698630137,3.7923497267759556,0.8164383561643835,25.2241095890411,9.509589041095891,0.9256830601092897,11.599726027397262,8.496164383561645,58.90427397260273,1.8432240437158467,122.18772602739728,6.722821917808219,6.022383561643836,1.5089344262295081,34.38358904109589,13.126958904109587,5.341917808219178,1.106366120218579,0.6862191780821918,78.65627397260275,9.079780821917808,46.72371584699454,7.72904109589041,25.429698630136986,69.61364383561644
Std,5.478718101529707,236.3022953328098,26.906263962511435,36.249115180380336,6.69767943501509,121.95782400769805,1.384465349782221,215.015274672704,10.107968738253545,17.416018518483526,1.112323706041526,114.15062397102476,30.193568962287777,0.8202335053960196,49.10866424608318,38.833462291009084,304.3835255110813,1.8744379089195184,576.9279359746586,25.334813537270936,21.210750222553784,3.377302527435216,149.69558931102006,69.34971768763357,12.072995027115324,0.7689792875263353,0.6099507783099947,347.7747461710466,47.07856595686301,234.65953896946505,30.01283572732792,127.38361012040143,206.10794489318533
CV,3.095560537242017,4.627453335320594,4.4849917095112,3.4204350966441295,2.274518974488749,6.148795160318688,1.0243864842296995,3.941944902358066,3.6061075060722745,4.5924083413292305,1.3624099084065673,4.525457026265807,3.1750655924042173,0.8860846014608711,4.233605529138704,4.570705148566094,5.167426826322563,1.016934384786315,4.721652122777849,3.7684790474906134,3.5219859388637507,2.238203641409617,4.3536929531149635,5.282999527477962,2.2600488177746914,0.6950495622320865,0.8888570850127682,4.421449537416204,5.184989250315317,5.022279044284517,3.8831253909732704,5.009245763118791,2.960740647047329
SP_Tim,24.0,80.0,14.0,93.0,62.0,30.0,146.0,97.0,54.0,45.0,36.0,54.0,115.0,22.0,105.0,4.0,115.0,97.0,60.0,67.0,17.0,1.0,48.0,67.0,85.0,118.0,76.0,67.0,92.0,56.0,83.0,105.0,64.0
SP_Mag,22.0,750.0,125.0,172.0,63.0,1470.0,3.9,2240.0,48.0,73.0,1.7,415.0,123.0,8.2,330.0,298.0,540.0,8.1,4990.0,213.0,241.0,12.0,587.0,142.0,60.0,2.5,5.0,3620.0,263.0,1680.0,382.0,1900.0,1570.0
SP_Dur,179.0,41.0,37.0,42.0,103.0,22.0,121.0,32.0,26.0,140.0,176.0,47.0,43.0,227.0,30.0,124.0,36.0,103.0,26.0,82.0,174.0,210.0,68.0,18.0,70.0,85.0,119.0,23.0,38.0,41.0,43.0,36.0,88.0
SP_ROC,0.10263157894736838,0.1,0.09999999999999998,0.09090909090909091,0.11764705882352938,0.09716981132075472,0.25000000000000006,0.1111111111111111,0.15151515151515152,0.12767402376910011,0.16666666666666663,0.13953488372093023,0.13636363636363635,0.21428571428571416,0.1378800675675676,0.08000000000000007,0.08452380952380953,0.0555555555555556,0.13354700854700854,0.07142857142857142,0.06666666666666672,0.06904761904761902,0.10416666666666667,0.21112929623567928,0.07142857142857142,0.14202508960573473,0.12104562104562108,0.09863945578231292,0.07142857142857142,0.1111111111111111,0.08712121212121207,0.09999999999999994,0.1111111111111111
SU_BFL_Tim,203.0,121.0,51.0,135.0,165.0,52.0,267.0,129.0,80.0,185.0,212.0,101.0,158.0,249.0,135.0,128.0,151.0,200.0,86.0,149.0,191.0,211.0,116.0,85.0,155.0,203.0,195.0,90.0,130.0,97.0,126.0,141.0,152.0
SU_BFL_Mag_10,0.1,0.3,0.3,0.4,0.0,0.5,0.0,0.3,0.1,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.37,0.1,0.96,0.16900000000000004,0.08,0.0,0.5,1.1,nan,0.0,0.0,0.79,0.5070000000000001,0.97,0.57,0.8899999999999999,1.1
SU_BFL_Mag_50,0.1,0.95,0.7,0.8,0.5,1.0,0.7,1.1,1.0,0.2,0.0,0.9,0.5,0.1,0.1,0.1,0.78,0.4,2.1500000000000004,0.83,0.36,0.66,1.2,2.1,nan,0.72,0.0,1.6,1.5,1.6,1.5,1.2,2.7
