Year,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982
SU_BFL_Dur_Fl,162.0,215.0,nan,249.0,nan,nan,135.0,nan,nan,nan,175.0,297.0,nan,nan,nan,nan,184.0,nan,296.0,188.0,nan,173.0,nan,314.0,nan,72.0,178.0,nan,249.0,298.0,nan,194.0,183.0
SU_BFL_Dur_Wet,165.0,242.0,337.0,249.0,191.0,326.0,160.0,276.0,308.0,131.0,189.0,347.0,145.0,113.0,191.0,206.0,193.0,182.0,334.0,200.0,159.0,175.0,251.0,315.0,nan,146.0,180.0,324.0,278.0,332.0,314.0,214.0,203.0
SU_BFL_No_Flow,0.0,0.0,0.0,0.0,38.0,0.0,18.0,0.0,28.0,10.0,107.0,0.0,0.0,54.0,40.0,63.0,0.0,0.0,0.0,3.0,0.0,38.0,0.0,0.0,nan,42.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0
FAFL_Tim,323.0,364.0,336.0,nan,18.0,nan,nan,35.0,nan,nan,nan,20.0,32.0,nan,nan,nan,nan,334.0,nan,15.0,336.0,nan,19.0,nan,33.0,nan,275.0,6.0,nan,13.0,30.0,nan,334.0
FAFL_Mag,9.965350032905151,799.9848200707876,44.981827946761804,nan,30.9084880214852,nan,nan,355.98739898734556,nan,nan,nan,189.89846028895386,94.97956661684331,nan,nan,nan,nan,2.50041153161065,nan,44.977245143644815,33.94037792331653,nan,983.8422676789748,nan,38.93344282431442,nan,1.2043995187345127,549.912791007834,nan,315.9869929149882,42.961763080738976,nan,717.9343563417261
FAFL_Tim_Wet,5.0,2.0,363.0,21.0,18.0,355.0,13.0,60.0,39.0,22.0,316.0,34.0,82.0,302.0,362.0,324.0,333.0,343.0,17.0,53.0,348.0,349.0,21.0,365.0,34.0,nan,349.0,8.0,48.0,42.0,64.0,73.0,354.0
FAFL_Dur,3.0,2.0,5.0,nan,3.0,nan,nan,3.0,nan,nan,nan,10.0,3.0,nan,nan,nan,nan,7.0,nan,2.0,5.0,nan,4.0,nan,3.0,nan,3.0,2.0,nan,5.0,3.0,nan,3.0
Wet_BFL_Mag,1.0,8.7,1.2,0.1,4.32,3.29,1.2,12.0,3.12,2.88,0.9,1.53,2.7,0.9,2.0,2.0,3.9000000000000004,1.3,71.60000000000001,1.61,1.3,0.622,9.6,4.4,4.2,nan,0.81,19.0,4.6,3.4,3.22,19.6,4.1
WIN_Tim_2,nan,25.0,9.0,34.5,nan,8.5,nan,79.5,nan,32.0,nan,42.5,73.0,nan,53.0,345.5,71.0,nan,44.0,61.5,1.5,nan,42.0,33.5,nan,nan,nan,14.0,69.0,47.0,80.5,94.5,38.0
WIN_Dur_2,nan,2.0,1.0,1.5,nan,4.0,nan,2.0,nan,1.0,nan,6.0,1.0,nan,2.5,2.0,2.0,nan,9.0,1.5,1.0,nan,2.0,2.5,nan,nan,nan,5.0,2.0,6.0,1.5,3.0,2.0
WIN_Fre_2,0.0,5.0,1.0,2.0,0.0,2.0,0.0,8.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,7.0,0.0,4.0,2.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,5.0,2.0,3.0,2.0,4.0,9.0
WIN_Tim_5,19.0,32.0,8.0,66.0,44.5,8.5,nan,61.5,44.5,36.5,nan,39.0,104.0,nan,52.0,345.0,47.0,nan,58.0,63.0,1.0,361.0,39.0,17.0,67.0,nan,nan,59.5,69.0,47.0,72.0,87.5,56.0
WIN_Dur_5,1.0,11.5,3.0,3.0,1.5,6.5,nan,4.5,1.0,1.5,nan,5.0,3.0,nan,6.0,5.0,6.0,nan,30.0,2.0,3.0,1.0,8.0,3.0,1.0,nan,nan,2.5,3.5,13.0,5.0,7.5,5.0
WIN_Fre_5,1.0,4.0,3.0,6.0,2.0,2.0,0.0,6.0,2.0,2.0,0.0,3.0,5.0,0.0,2.0,2.0,6.0,0.0,2.0,3.0,2.0,1.0,4.0,5.0,3.0,0.0,0.0,8.0,2.0,3.0,2.0,4.0,7.0
WIN_Tim_10,18.0,338.0,363.0,44.0,44.5,25.0,nan,44.0,44.0,79.5,336.0,50.5,65.5,nan,66.0,17.5,46.0,nan,66.5,62.5,353.0,361.0,26.5,60.0,66.0,nan,nan,6.0,75.5,29.0,47.5,58.0,6.5
WIN_Dur_10,3.0,2.0,1.0,17.0,2.5,11.0,nan,8.0,5.5,2.5,1.0,3.0,5.5,nan,5.0,5.0,18.0,nan,48.0,6.0,10.0,1.0,36.5,12.0,4.0,nan,nan,27.0,4.0,24.5,15.0,4.5,5.5
WIN_Fre_10,1.0,5.0,5.0,3.0,4.0,3.0,0.0,5.0,2.0,4.0,1.0,4.0,6.0,0.0,5.0,4.0,4.0,0.0,2.0,4.0,3.0,1.0,2.0,3.0,5.0,0.0,0.0,3.0,4.0,2.0,2.0,6.0,4.0
WIN_Tim_20,323.0,348.5,352.0,24.0,32.5,102.0,100.0,4.5,41.0,32.0,326.5,20.0,40.0,22.0,27.5,29.5,361.5,80.5,19.0,51.5,29.0,359.0,17.0,86.0,55.0,nan,76.0,361.0,53.0,70.5,45.5,23.0,355.0
WIN_Dur_20,2.0,3.5,1.5,3.0,12.0,6.0,2.5,57.0,2.0,5.0,1.5,4.0,17.0,1.0,44.0,16.5,87.0,13.0,146.0,8.0,3.5,1.0,2.0,13.0,2.0,nan,1.0,9.0,15.0,14.0,2.5,5.0,18.0
WIN_Fre_20,3.0,4.0,6.0,3.0,4.0,5.0,4.0,2.0,3.0,9.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,6.0,4.0,3.0,3.0,5.0,7.0,0.0,1.0,3.0,4.0,4.0,6.0,6.0,5.0
WIN_Tim_50,341.0,329.0,335.0,24.5,343.0,349.0,66.5,106.0,112.0,358.5,73.5,23.0,17.0,59.5,334.5,57.0,328.0,21.0,7.0,58.5,339.5,344.0,7.0,233.0,325.0,65.5,104.5,200.0,340.0,308.0,24.0,324.0,101.5
WIN_Dur_50,2.0,112.5,4.0,10.0,2.0,189.0,3.0,1.0,2.0,89.5,4.0,11.5,2.0,8.5,94.0,4.0,118.0,47.5,5.0,55.0,8.5,10.5,15.0,5.5,36.0,6.5,4.0,1.0,9.0,4.5,52.0,3.0,7.0
WIN_Fre_50,7.0,2.0,5.0,4.0,5.0,1.0,8.0,6.0,6.0,2.0,8.0,6.0,3.0,8.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,7.0,6.0,3.0,14.0,4.0,3.0,7.0,4.0,3.0,5.0,4.0
