Year,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Avg,7.629589041095891,4.6259562841530055,8.230410958904107,5.066849315068494,4.773972602739725,4.021857923497268,3.3413698630136985,2.951232876712328,3.8339726027397263,4.808469945355191,4.201095890410959,nan,4.620054945054945,4.431967213114754,3.718904109589041,3.446301369863014,6.611232876712329,4.616666666666667,4.421369863013699,2.9712328767123286,2.542739726027397
Std,12.556982496609363,6.781541045286728,27.91838165219625,5.914368127463581,5.636530250031783,4.741799114597986,1.4429852191389232,1.253632470234387,3.4123782490101946,4.47529458174085,3.3671578851728565,nan,2.795779589571495,3.519964909011687,3.483125490502151,1.4913701587037658,5.433585043525176,3.3804518133911303,5.625108416627879,1.5202811070320428,1.0520082038770338
CV,1.6458268497782307,1.4659760336512566,3.392100563580318,1.1672674199871345,1.180679220236213,1.17900711680901,0.4318543825727345,0.4247826324132486,0.8900372022929263,0.9307107318126889,0.8014951272258333,nan,0.605139900460263,0.7942217845374994,0.9365999735032305,0.4327451370751844,0.8218716758056812,0.7322278296154072,1.2722546610913221,0.5116667626248923,0.4137301954693647
SP_Tim,125.0,56.0,6.0,48.0,52.0,62.0,161.0,180.0,26.0,60.0,219.0,nan,141.0,77.0,66.0,200.0,112.0,80.0,344.0,109.0,362.0
SP_Mag,94.0,48.0,400.0,28.0,33.0,52.0,4.0,3.8,25.0,37.0,5.4,nan,6.5,16.0,31.0,4.5,27.0,45.0,22.0,5.3,9.4
SP_Dur,27.0,29.0,256.0,111.0,54.0,202.0,76.0,90.0,260.0,184.0,49.0,nan,101.0,150.0,195.0,69.0,145.0,163.0,243.0,131.0,243.0
SP_ROC,0.18823529411764703,0.14583333333333337,0.06385869565217392,0.08333333333333341,0.17647058823529402,0.03571428571428559,0.03571428571428559,0.03846153846153849,0.03571428571428559,0.02469512195121948,0.022727272727272846,nan,0.023255813953488292,0.02991071428571431,0.03225806451612906,0.03175403225806454,0.02631578947368412,0.03125000000000003,0.03225806451612906,0.042109929078014224,0.040000000000000036
SU_BFL_Tim,152.0,85.0,262.0,159.0,106.0,264.0,237.0,270.0,286.0,244.0,268.0,nan,242.0,227.0,261.0,269.0,257.0,243.0,222.0,240.0,240.0
SU_BFL_Mag_10,2.6,2.8,2.6,2.8,2.5,3.2,1.9,2.0,2.9,2.6,nan,nan,2.6,1.8,2.2,2.8,4.2,2.8,2.4,1.5,1.1
SU_BFL_Mag_50,2.9,2.8,3.2,3.0,2.9,3.7,2.0,2.1,3.2,3.0,nan,nan,3.0,2.1,2.6,3.1,5.0,2.9,2.6,1.7,1.2
SU_BFL_Dur_Fl,195.0,nan,117.0,175.0,nan,20.0,68.0,43.0,39.0,49.0,nan,nan,51.0,79.0,27.0,29.0,22.0,79.0,104.0,54.0,54.0
SU_BFL_Dur_Wet,240.0,273.0,119.0,236.0,302.0,144.0,73.0,48.0,61.0,252.0,nan,nan,120.0,141.0,81.0,154.0,173.0,83.0,179.0,65.0,65.0
SU_BFL_No_Flow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAFL_Tim,10.0,346.0,nan,12.0,333.0,nan,284.0,303.0,312.0,313.0,293.0,nan,306.0,292.0,306.0,286.0,297.0,278.0,322.0,324.0,293.0
FAFL_Mag,66.99856256622054,36.95937271308769,nan,36.85716095872907,12.001841028471791,nan,6.929757660380332,5.576494461705638,11.008895903212698,9.463873274397002,10.85996694637708,nan,8.583159889489458,5.949176063417822,11.95727868047621,9.764888451722207,23.816777932215803,12.975222824092356,14.957345312111256,5.4788433727371535,2.7773623103572094
FAFL_Tim_Wet,61.0,26.0,358.0,14.0,29.0,42.0,43.0,308.0,317.0,335.0,131.0,nan,315.0,361.0,3.0,340.0,57.0,64.0,326.0,34.0,304.0
FAFL_Dur,5.0,5.0,nan,3.0,4.0,nan,4.0,4.0,3.0,3.0,5.0,nan,8.0,5.0,9.0,2.0,4.0,2.0,4.0,4.0,5.0
Wet_BFL_Mag,2.8,2.5,2.8,2.8499999999999996,2.8,3.4899999999999998,2.6,2.6,2.5,2.6,2.7,nan,3.1,2.9,2.3,2.7,3.1,4.2,4.35,2.5,2.0
WIN_Tim_2,83.0,50.0,362.0,32.0,31.5,51.0,nan,nan,2.0,21.0,58.5,nan,40.0,30.0,58.0,nan,74.0,74.0,340.0,nan,nan
