1.957000000000000000e+03,1.958000000000000000e+03,1.959000000000000000e+03,1.960000000000000000e+03,1.961000000000000000e+03,1.962000000000000000e+03,1.963000000000000000e+03,1.964000000000000000e+03,1.965000000000000000e+03,1.966000000000000000e+03,1.967000000000000000e+03,1.968000000000000000e+03,1.969000000000000000e+03,1.970000000000000000e+03,1.971000000000000000e+03,1.972000000000000000e+03,1.973000000000000000e+03
2.000000000000000000e+01,1.699999999999999956e+00,2.899999999999999911e+00,1.699999999999999956e+00,1.899999999999999911e+00,9.000000000000000000e+00,1.899999999999999911e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.299999999999999822e+00
2.000000000000000000e+01,1.500000000000000000e+00,2.799999999999999822e+00,1.699999999999999956e+00,1.600000000000000089e+00,1.000000000000000000e+01,1.800000000000000044e+00,nan,nan,nan,nan,nan,nan,nan,nan,2.399999999999999911e+00,5.799999999999999822e+00
2.000000000000000000e+01,1.399999999999999911e+00,2.700000000000000178e+00,1.699999999999999956e+00,1.600000000000000089e+00,3.000000000000000000e+01,1.699999999999999956e+00,nan,nan,nan,nan,nan,nan,nan,nan,2.299999999999999822e+00,5.599999999999999645e+00
2.500000000000000000e+01,1.300000000000000044e+00,2.600000000000000089e+00,1.699999999999999956e+00,1.500000000000000000e+00,1.300000000000000000e+01,1.699999999999999956e+00,nan,nan,nan,nan,nan,nan,nan,nan,2.200000000000000178e+00,5.200000000000000178e+00
2.500000000000000000e+01,1.300000000000000044e+00,2.500000000000000000e+00,1.899999999999999911e+00,1.500000000000000000e+00,1.000000000000000000e+01,1.300000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,2.200000000000000178e+00,5.099999999999999645e+00
2.500000000000000000e+01,1.300000000000000044e+00,2.500000000000000000e+00,3.399999999999999911e+00,1.500000000000000000e+00,9.000000000000000000e+00,1.300000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,2.200000000000000178e+00,8.300000000000000711e+00
2.500000000000000000e+01,1.500000000000000000e+00,2.700000000000000178e+00,4.799999999999999822e+00,1.399999999999999911e+00,1.000000000000000000e+01,6.400000000000000355e+00,nan,nan,nan,nan,nan,nan,nan,nan,2.100000000000000089e+00,1.200000000000000000e+01
2.500000000000000000e+01,1.500000000000000000e+00,1.200000000000000000e+01,3.399999999999999911e+00,1.399999999999999911e+00,1.560000000000000000e+02,5.099999999999999645e+00,nan,nan,nan,nan,nan,nan,nan,nan,1.899999999999999911e+00,9.400000000000000355e+00
5.300000000000000000e+01,1.500000000000000000e+00,3.000000000000000000e+01,2.299999999999999822e+00,1.399999999999999911e+00,1.560000000000000000e+03,4.599999999999999645e+00,nan,nan,nan,nan,nan,nan,nan,nan,2.100000000000000089e+00,1.100000000000000000e+01
1.060000000000000000e+02,1.500000000000000000e+00,1.900000000000000000e+01,2.299999999999999822e+00,3.100000000000000089e+00,8.840000000000000000e+02,6.500000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,2.799999999999999822e+00,9.400000000000000355e+00
5.300000000000000000e+01,1.500000000000000000e+00,1.100000000000000000e+01,2.100000000000000089e+00,2.200000000000000000e+01,6.290000000000000000e+02,2.100000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,1.200000000000000000e+01,8.300000000000000711e+00
1.030000000000000000e+02,1.500000000000000000e+00,8.000000000000000000e+00,2.100000000000000089e+00,9.400000000000000355e+00,8.710000000000000000e+02,1.100000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,1.500000000000000000e+01,7.500000000000000000e+00
2.880000000000000000e+02,1.500000000000000000e+00,6.599999999999999645e+00,2.100000000000000089e+00,6.099999999999999645e+00,6.390000000000000000e+02,7.400000000000000355e+00,nan,nan,nan,nan,nan,nan,nan,nan,9.099999999999999645e+00,7.000000000000000000e+00
1.230000000000000000e+02,1.500000000000000000e+00,5.599999999999999645e+00,2.100000000000000089e+00,4.700000000000000178e+00,7.500000000000000000e+02,6.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,9.199999999999999289e+00,6.500000000000000000e+00
6.100000000000000000e+01,1.399999999999999911e+00,4.799999999999999822e+00,2.000000000000000000e+00,4.200000000000000178e+00,4.210000000000000000e+02,3.800000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,5.900000000000000355e+00,5.900000000000000355e+00
4.300000000000000000e+01,1.399999999999999911e+00,4.400000000000000355e+00,2.000000000000000000e+00,3.399999999999999911e+00,1.950000000000000000e+02,2.000000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,4.900000000000000355e+00,5.700000000000000178e+00
3.100000000000000000e+01,1.399999999999999911e+00,4.000000000000000000e+00,2.000000000000000000e+00,3.299999999999999822e+00,1.250000000000000000e+02,1.100000000000000000e+01,nan,nan,nan,nan,nan,nan,nan,nan,7.500000000000000000e+00,5.500000000000000000e+00
