1.950000000000000000e+03,1.951000000000000000e+03,1.952000000000000000e+03,1.953000000000000000e+03,1.954000000000000000e+03,1.955000000000000000e+03,1.956000000000000000e+03,1.957000000000000000e+03,1.958000000000000000e+03,1.959000000000000000e+03,1.960000000000000000e+03,1.961000000000000000e+03,1.962000000000000000e+03,1.963000000000000000e+03,1.964000000000000000e+03,1.965000000000000000e+03,1.966000000000000000e+03,1.967000000000000000e+03,1.968000000000000000e+03,1.969000000000000000e+03,1.970000000000000000e+03,1.971000000000000000e+03,1.972000000000000000e+03,1.973000000000000000e+03,1.974000000000000000e+03,1.975000000000000000e+03,1.976000000000000000e+03,1.977000000000000000e+03
7.599999999999999645e+00,8.900000000000000355e+00,2.500000000000000000e+01,2.799999999999999822e+00,3.800000000000000000e+01,1.300000000000000000e+01,4.700000000000000178e+00,9.199999999999999289e+00,5.800000000000000000e+01,1.100000000000000000e+01,3.299999999999999822e+00,1.899999999999999911e+00,4.900000000000000000e+01,5.299999999999999822e+00,2.100000000000000089e+00,1.700000000000000000e+01,7.000000000000000000e+00,7.100000000000000000e+01,1.600000000000000000e+01,4.200000000000000000e+01,1.300000000000000000e+01,2.100000000000000000e+01,5.099999999999999645e+00,2.200000000000000000e+01,2.600000000000000000e+01,3.300000000000000000e+01,4.000000000000000000e+01,1.800000000000000000e+01
7.299999999999999822e+00,1.000000000000000000e+01,2.500000000000000000e+01,2.799999999999999822e+00,3.600000000000000000e+01,1.300000000000000000e+01,5.000000000000000000e+00,9.599999999999999645e+00,5.800000000000000000e+01,1.200000000000000000e+01,3.799999999999999822e+00,1.699999999999999956e+00,5.000000000000000000e+01,5.599999999999999645e+00,2.100000000000000089e+00,1.700000000000000000e+01,7.000000000000000000e+00,7.400000000000000000e+01,1.500000000000000000e+01,4.300000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+01,5.299999999999999822e+00,2.300000000000000000e+01,2.600000000000000000e+01,3.300000000000000000e+01,4.100000000000000000e+01,1.800000000000000000e+01
6.599999999999999645e+00,9.699999999999999289e+00,2.500000000000000000e+01,2.600000000000000089e+00,2.700000000000000000e+01,1.300000000000000000e+01,5.200000000000000178e+00,1.000000000000000000e+01,5.900000000000000000e+01,1.200000000000000000e+01,3.799999999999999822e+00,1.699999999999999956e+00,5.100000000000000000e+01,5.599999999999999645e+00,1.899999999999999911e+00,1.600000000000000000e+01,1.300000000000000000e+01,7.400000000000000000e+01,1.600000000000000000e+01,4.300000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+01,5.500000000000000000e+00,2.100000000000000000e+01,2.600000000000000000e+01,3.300000000000000000e+01,4.100000000000000000e+01,1.800000000000000000e+01
6.000000000000000000e+00,9.699999999999999289e+00,2.600000000000000000e+01,2.299999999999999822e+00,2.000000000000000000e+01,1.300000000000000000e+01,5.799999999999999822e+00,1.000000000000000000e+01,6.000000000000000000e+01,1.100000000000000000e+01,3.500000000000000000e+00,1.500000000000000000e+00,5.100000000000000000e+01,5.900000000000000355e+00,1.899999999999999911e+00,1.600000000000000000e+01,1.200000000000000000e+01,7.400000000000000000e+01,1.600000000000000000e+01,4.200000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+01,5.500000000000000000e+00,2.000000000000000000e+01,2.800000000000000000e+01,3.300000000000000000e+01,4.000000000000000000e+01,1.800000000000000000e+01
6.000000000000000000e+00,9.199999999999999289e+00,2.500000000000000000e+01,2.299999999999999822e+00,9.199999999999999289e+00,1.300000000000000000e+01,5.400000000000000355e+00,1.000000000000000000e+01,6.100000000000000000e+01,9.800000000000000711e+00,3.299999999999999822e+00,1.699999999999999956e+00,5.200000000000000000e+01,6.200000000000000178e+00,1.899999999999999911e+00,1.600000000000000000e+01,1.300000000000000000e+01,7.400000000000000000e+01,1.500000000000000000e+01,3.500000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+01,5.299999999999999822e+00,2.000000000000000000e+01,2.900000000000000000e+01,3.300000000000000000e+01,4.100000000000000000e+01,1.800000000000000000e+01
5.799999999999999822e+00,8.900000000000000355e+00,2.500000000000000000e+01,2.299999999999999822e+00,8.000000000000000000e+00,1.300000000000000000e+01,4.700000000000000178e+00,1.000000000000000000e+01,6.200000000000000000e+01,9.500000000000000000e+00,3.299999999999999822e+00,1.699999999999999956e+00,5.600000000000000000e+01,5.900000000000000355e+00,2.100000000000000089e+00,1.600000000000000000e+01,1.300000000000000000e+01,7.400000000000000000e+01,1.500000000000000000e+01,3.000000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+01,5.099999999999999645e+00,2.000000000000000000e+01,2.900000000000000000e+01,3.200000000000000000e+01,4.000000000000000000e+01,1.800000000000000000e+01
5.500000000000000000e+00,8.599999999999999645e+00,2.600000000000000000e+01,2.200000000000000178e+00,5.299999999999999822e+00,1.300000000000000000e+01,4.500000000000000000e+00,1.000000000000000000e+01,6.100000000000000000e+01,9.500000000000000000e+00,3.299999999999999822e+00,2.100000000000000089e+00,5.600000000000000000e+01,5.299999999999999822e+00,1.899999999999999911e+00,1.600000000000000000e+01,1.400000000000000000e+01,7.400000000000000000e+01,1.500000000000000000e+01,4.300000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+01,5.299999999999999822e+00,2.000000000000000000e+01,3.200000000000000000e+01,3.300000000000000000e+01,3.900000000000000000e+01,1.800000000000000000e+01
5.200000000000000178e+00,7.900000000000000355e+00,2.600000000000000000e+01,2.200000000000000178e+00,4.700000000000000178e+00,1.300000000000000000e+01,4.299999999999999822e+00,1.000000000000000000e+01,6.000000000000000000e+01,9.500000000000000000e+00,3.500000000000000000e+00,2.299999999999999822e+00,5.600000000000000000e+01,5.299999999999999822e+00,1.899999999999999911e+00,1.600000000000000000e+01,1.300000000000000000e+01,7.100000000000000000e+01,1.600000000000000000e+01,4.300000000000000000e+01,1.300000000000000000e+01,2.000000000000000000e+01,5.599999999999999645e+00,1.800000000000000000e+01,3.200000000000000000e+01,3.300000000000000000e+01,3.900000000000000000e+01,1.800000000000000000e+01
5.000000000000000000e+00,2.899999999999999911e+00,2.600000000000000000e+01,2.399999999999999911e+00,4.599999999999999645e+00,1.300000000000000000e+01,4.099999999999999645e+00,9.800000000000000711e+00,5.900000000000000000e+01,9.500000000000000000e+00,6.900000000000000355e+00,2.500000000000000000e+00,5.600000000000000000e+01,5.000000000000000000e+00,1.899999999999999911e+00,1.600000000000000000e+01,1.200000000000000000e+01,7.100000000000000000e+01,1.500000000000000000e+01,4.300000000000000000e+01,1.300000000000000000e+01,2.300000000000000000e+01,6.000000000000000000e+00,1.900000000000000000e+01,2.900000000000000000e+01,3.300000000000000000e+01,3.800000000000000000e+01,1.800000000000000000e+01
