1.950000000000000000e+03,1.951000000000000000e+03,1.952000000000000000e+03,1.953000000000000000e+03,1.954000000000000000e+03,1.955000000000000000e+03,1.956000000000000000e+03,1.957000000000000000e+03,1.958000000000000000e+03,1.959000000000000000e+03,1.960000000000000000e+03,1.961000000000000000e+03,1.962000000000000000e+03,1.963000000000000000e+03,1.964000000000000000e+03,1.965000000000000000e+03,1.966000000000000000e+03,1.967000000000000000e+03,1.968000000000000000e+03,1.969000000000000000e+03
3.200000000000000178e+00,6.400000000000000355e+00,5.700000000000000178e+00,5.099999999999999645e+00,5.099999999999999645e+00,2.399999999999999911e+00,5.200000000000000178e+00,8.099999999999999645e+00,5.599999999999999645e+00,4.099999999999999645e+00,5.000000000000000000e+00,5.099999999999999645e+00,5.799999999999999822e+00,6.799999999999999822e+00,4.599999999999999645e+00,7.000000000000000000e+00,4.299999999999999822e+00,9.500000000000000000e+00,3.600000000000000089e+00,5.400000000000000355e+00
3.200000000000000178e+00,3.400000000000000000e+01,5.400000000000000355e+00,4.799999999999999822e+00,5.099999999999999645e+00,2.399999999999999911e+00,5.200000000000000178e+00,7.099999999999999645e+00,5.599999999999999645e+00,4.299999999999999822e+00,5.000000000000000000e+00,5.099999999999999645e+00,5.500000000000000000e+00,6.500000000000000000e+00,4.799999999999999822e+00,6.799999999999999822e+00,4.400000000000000355e+00,4.200000000000000000e+01,3.799999999999999822e+00,nan
3.200000000000000178e+00,2.900000000000000000e+01,5.400000000000000355e+00,4.799999999999999822e+00,5.099999999999999645e+00,2.399999999999999911e+00,5.200000000000000178e+00,1.300000000000000000e+01,5.299999999999999822e+00,4.299999999999999822e+00,5.000000000000000000e+00,5.099999999999999645e+00,5.500000000000000000e+00,6.400000000000000355e+00,4.799999999999999822e+00,6.900000000000000355e+00,4.500000000000000000e+00,4.300000000000000000e+01,3.899999999999999911e+00,nan
3.200000000000000178e+00,1.200000000000000000e+01,5.099999999999999645e+00,5.099999999999999645e+00,5.099999999999999645e+00,2.200000000000000178e+00,5.200000000000000178e+00,9.000000000000000000e+00,5.299999999999999822e+00,3.799999999999999822e+00,5.000000000000000000e+00,5.099999999999999645e+00,5.500000000000000000e+00,6.500000000000000000e+00,4.799999999999999822e+00,7.099999999999999645e+00,4.599999999999999645e+00,1.700000000000000000e+01,4.500000000000000000e+00,nan
3.600000000000000089e+00,8.500000000000000000e+00,5.099999999999999645e+00,5.099999999999999645e+00,5.099999999999999645e+00,2.200000000000000178e+00,5.200000000000000178e+00,1.200000000000000000e+01,4.599999999999999645e+00,3.799999999999999822e+00,5.000000000000000000e+00,4.799999999999999822e+00,5.799999999999999822e+00,7.400000000000000355e+00,4.799999999999999822e+00,6.900000000000000355e+00,4.799999999999999822e+00,1.600000000000000000e+01,4.500000000000000000e+00,nan
5.500000000000000000e+00,7.500000000000000000e+00,5.099999999999999645e+00,5.400000000000000355e+00,5.400000000000000355e+00,2.200000000000000178e+00,5.000000000000000000e+00,1.200000000000000000e+01,4.599999999999999645e+00,4.099999999999999645e+00,6.299999999999999822e+00,4.799999999999999822e+00,6.000000000000000000e+00,8.000000000000000000e+00,4.799999999999999822e+00,7.099999999999999645e+00,4.900000000000000355e+00,1.600000000000000000e+01,4.700000000000000178e+00,nan
4.299999999999999822e+00,7.200000000000000178e+00,5.700000000000000178e+00,4.799999999999999822e+00,6.000000000000000000e+00,2.200000000000000178e+00,5.200000000000000178e+00,8.699999999999999289e+00,4.599999999999999645e+00,4.299999999999999822e+00,6.599999999999999645e+00,4.599999999999999645e+00,5.799999999999999822e+00,7.799999999999999822e+00,4.799999999999999822e+00,7.099999999999999645e+00,4.599999999999999645e+00,1.400000000000000000e+01,4.700000000000000178e+00,nan
3.799999999999999822e+00,6.900000000000000355e+00,6.000000000000000000e+00,4.799999999999999822e+00,6.000000000000000000e+00,2.200000000000000178e+00,6.000000000000000000e+00,7.799999999999999822e+00,4.799999999999999822e+00,4.299999999999999822e+00,6.299999999999999822e+00,4.599999999999999645e+00,5.799999999999999822e+00,7.700000000000000178e+00,4.799999999999999822e+00,6.799999999999999822e+00,4.599999999999999645e+00,1.400000000000000000e+01,4.599999999999999645e+00,nan
3.600000000000000089e+00,6.599999999999999645e+00,6.000000000000000000e+00,4.799999999999999822e+00,6.000000000000000000e+00,2.200000000000000178e+00,6.000000000000000000e+00,7.099999999999999645e+00,4.799999999999999822e+00,4.299999999999999822e+00,5.599999999999999645e+00,4.400000000000000355e+00,5.799999999999999822e+00,9.099999999999999645e+00,5.099999999999999645e+00,6.799999999999999822e+00,4.599999999999999645e+00,1.400000000000000000e+01,4.299999999999999822e+00,nan
3.600000000000000089e+00,9.199999999999999289e+00,6.000000000000000000e+00,8.199999999999999289e+00,5.700000000000000178e+00,4.400000000000000355e+00,6.799999999999999822e+00,6.500000000000000000e+00,4.599999999999999645e+00,4.299999999999999822e+00,5.599999999999999645e+00,4.599999999999999645e+00,1.700000000000000000e+01,8.500000000000000000e+00,5.299999999999999822e+00,6.700000000000000178e+00,4.700000000000000178e+00,1.300000000000000000e+01,5.200000000000000178e+00,nan
3.399999999999999911e+00,1.000000000000000000e+01,6.000000000000000000e+00,1.100000000000000000e+01,5.400000000000000355e+00,6.099999999999999645e+00,1.800000000000000000e+01,6.500000000000000000e+00,4.799999999999999822e+00,4.299999999999999822e+00,5.799999999999999822e+00,6.500000000000000000e+00,1.190000000000000000e+02,3.600000000000000000e+01,5.500000000000000000e+00,6.500000000000000000e+00,4.700000000000000178e+00,1.300000000000000000e+01,6.700000000000000178e+00,nan
3.399999999999999911e+00,8.199999999999999289e+00,5.700000000000000178e+00,7.599999999999999645e+00,4.799999999999999822e+00,4.900000000000000355e+00,1.100000000000000000e+01,6.500000000000000000e+00,5.099999999999999645e+00,4.099999999999999645e+00,5.799999999999999822e+00,8.199999999999999289e+00,7.740000000000000000e+02,1.900000000000000000e+01,5.299999999999999822e+00,6.400000000000000355e+00,4.900000000000000355e+00,1.200000000000000000e+01,4.100000000000000000e+01,nan
3.200000000000000178e+00,7.500000000000000000e+00,5.099999999999999645e+00,7.299999999999999822e+00,4.799999999999999822e+00,4.400000000000000355e+00,8.000000000000000000e+00,4.600000000000000000e+01,5.099999999999999645e+00,4.099999999999999645e+00,5.599999999999999645e+00,6.500000000000000000e+00,2.310000000000000000e+03,1.200000000000000000e+01,5.099999999999999645e+00,6.400000000000000355e+00,5.400000000000000355e+00,1.200000000000000000e+01,2.200000000000000000e+01,nan
