1.994000000000000000e+03,1.995000000000000000e+03,1.996000000000000000e+03,1.997000000000000000e+03,1.998000000000000000e+03,1.999000000000000000e+03,2.000000000000000000e+03,2.001000000000000000e+03,2.002000000000000000e+03,2.003000000000000000e+03,2.004000000000000000e+03,2.005000000000000000e+03,2.006000000000000000e+03,2.007000000000000000e+03,2.008000000000000000e+03,2.009000000000000000e+03,2.010000000000000000e+03,2.011000000000000000e+03,2.012000000000000000e+03,2.013000000000000000e+03,2.014000000000000000e+03
1.899999999999999911e+00,5.000000000000000000e+00,4.599999999999999645e+00,3.200000000000000178e+00,5.599999999999999645e+00,3.500000000000000000e+00,3.299999999999999822e+00,2.000000000000000000e+00,2.100000000000000089e+00,3.100000000000000089e+00,2.799999999999999822e+00,nan,nan,2.899999999999999911e+00,1.800000000000000044e+00,2.200000000000000178e+00,2.700000000000000178e+00,5.000000000000000000e+00,2.700000000000000178e+00,2.799999999999999822e+00,1.699999999999999956e+00
1.800000000000000044e+00,4.900000000000000355e+00,4.599999999999999645e+00,3.600000000000000089e+00,5.599999999999999645e+00,3.500000000000000000e+00,3.299999999999999822e+00,1.899999999999999911e+00,2.100000000000000089e+00,3.100000000000000089e+00,2.799999999999999822e+00,nan,4.700000000000000178e+00,2.799999999999999822e+00,1.800000000000000044e+00,2.200000000000000178e+00,2.700000000000000178e+00,5.099999999999999645e+00,2.700000000000000178e+00,2.700000000000000178e+00,1.699999999999999956e+00
1.800000000000000044e+00,4.900000000000000355e+00,4.599999999999999645e+00,3.399999999999999911e+00,6.599999999999999645e+00,3.500000000000000000e+00,3.299999999999999822e+00,1.899999999999999911e+00,2.100000000000000089e+00,3.100000000000000089e+00,2.700000000000000178e+00,nan,4.700000000000000178e+00,2.799999999999999822e+00,2.100000000000000089e+00,2.200000000000000178e+00,2.700000000000000178e+00,5.099999999999999645e+00,2.700000000000000178e+00,2.600000000000000089e+00,1.699999999999999956e+00
3.000000000000000000e+00,4.799999999999999822e+00,4.599999999999999645e+00,3.399999999999999911e+00,4.799999999999999822e+00,3.500000000000000000e+00,3.299999999999999822e+00,1.899999999999999911e+00,2.100000000000000089e+00,3.100000000000000089e+00,2.700000000000000178e+00,nan,4.700000000000000178e+00,2.799999999999999822e+00,5.200000000000000178e+00,2.200000000000000178e+00,2.799999999999999822e+00,5.700000000000000178e+00,2.700000000000000178e+00,2.600000000000000089e+00,1.699999999999999956e+00
3.000000000000000000e+00,4.700000000000000178e+00,4.599999999999999645e+00,3.299999999999999822e+00,4.700000000000000178e+00,3.600000000000000089e+00,3.200000000000000178e+00,1.899999999999999911e+00,2.100000000000000089e+00,3.100000000000000089e+00,2.600000000000000089e+00,nan,4.700000000000000178e+00,4.000000000000000000e+00,2.600000000000000089e+00,2.299999999999999822e+00,2.799999999999999822e+00,1.300000000000000000e+01,2.799999999999999822e+00,2.500000000000000000e+00,1.699999999999999956e+00
2.299999999999999822e+00,4.799999999999999822e+00,4.400000000000000355e+00,3.399999999999999911e+00,4.500000000000000000e+00,3.700000000000000178e+00,3.200000000000000178e+00,2.000000000000000000e+00,2.100000000000000089e+00,3.100000000000000089e+00,2.600000000000000089e+00,nan,4.700000000000000178e+00,3.299999999999999822e+00,2.399999999999999911e+00,2.200000000000000178e+00,2.899999999999999911e+00,9.000000000000000000e+00,2.799999999999999822e+00,2.500000000000000000e+00,2.100000000000000089e+00
2.100000000000000089e+00,4.799999999999999822e+00,4.400000000000000355e+00,3.500000000000000000e+00,4.500000000000000000e+00,3.700000000000000178e+00,3.200000000000000178e+00,2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.600000000000000089e+00,nan,4.599999999999999645e+00,3.100000000000000089e+00,2.200000000000000178e+00,2.200000000000000178e+00,2.899999999999999911e+00,6.799999999999999822e+00,2.899999999999999911e+00,2.500000000000000000e+00,2.100000000000000089e+00
2.200000000000000178e+00,4.700000000000000178e+00,4.299999999999999822e+00,3.000000000000000000e+00,4.500000000000000000e+00,3.600000000000000089e+00,3.200000000000000178e+00,1.899999999999999911e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.600000000000000089e+00,nan,4.599999999999999645e+00,2.899999999999999911e+00,2.200000000000000178e+00,2.200000000000000178e+00,2.899999999999999911e+00,6.000000000000000000e+00,2.899999999999999911e+00,2.500000000000000000e+00,2.100000000000000089e+00
2.000000000000000000e+00,4.599999999999999645e+00,4.299999999999999822e+00,2.000000000000000000e+00,4.500000000000000000e+00,3.600000000000000089e+00,4.299999999999999822e+00,1.899999999999999911e+00,2.000000000000000000e+00,3.000000000000000000e+00,2.600000000000000089e+00,nan,4.599999999999999645e+00,2.899999999999999911e+00,2.100000000000000089e+00,2.200000000000000178e+00,3.000000000000000000e+00,5.700000000000000178e+00,2.899999999999999911e+00,2.500000000000000000e+00,2.100000000000000089e+00
