2.002000000000000000e+03,2.003000000000000000e+03,2.004000000000000000e+03,2.005000000000000000e+03,2.006000000000000000e+03,2.007000000000000000e+03,2.008000000000000000e+03,2.009000000000000000e+03,2.010000000000000000e+03,2.011000000000000000e+03,2.012000000000000000e+03,2.013000000000000000e+03,2.014000000000000000e+03,2.015000000000000000e+03
1.899999999999999911e+00,2.000000000000000000e+00,2.500000000000000000e+00,2.729999999999999982e+00,3.310000000000000053e+00,2.330000000000000071e+00,1.300000000000000044e+00,1.510000000000000009e+00,2.509999999999999787e+00,2.819999999999999840e+00,9.899999999999999911e-01,1.689999999999999858e+01,1.550000000000000044e+00,1.290000000000000036e+00
2.100000000000000089e+00,2.000000000000000000e+00,2.500000000000000000e+00,2.930000000000000160e+00,3.509999999999999787e+00,2.660000000000000142e+00,1.610000000000000098e+00,1.729999999999999982e+00,2.450000000000000178e+00,3.229999999999999982e+00,9.599999999999999645e-01,8.849999999999999645e+00,1.500000000000000000e+00,1.310000000000000053e+00
2.000000000000000000e+00,2.100000000000000089e+00,2.500000000000000000e+00,3.140000000000000124e+00,3.640000000000000124e+00,2.750000000000000000e+00,4.480000000000000426e+00,1.850000000000000089e+00,2.479999999999999982e+00,5.719999999999999751e+00,9.499999999999999556e-01,6.940000000000000391e+00,1.409999999999999920e+00,1.330000000000000071e+00
1.899999999999999911e+00,2.100000000000000089e+00,2.500000000000000000e+00,3.310000000000000053e+00,4.009999999999999787e+00,2.689999999999999947e+00,1.269999999999999929e+01,2.080000000000000071e+00,2.569999999999999840e+00,1.159999999999999964e+01,9.799999999999999822e-01,5.450000000000000178e+00,1.330000000000000071e+00,1.409999999999999920e+00
1.899999999999999911e+00,2.100000000000000089e+00,2.399999999999999911e+00,3.640000000000000124e+00,4.370000000000000107e+00,2.740000000000000213e+00,6.780000000000000249e+00,2.419999999999999929e+00,2.939999999999999947e+00,1.930000000000000071e+01,9.200000000000000400e-01,4.860000000000000320e+00,1.169999999999999929e+00,1.350000000000000089e+00
1.899999999999999911e+00,2.100000000000000089e+00,2.399999999999999911e+00,3.830000000000000071e+00,4.639999999999999680e+00,2.819999999999999840e+00,4.969999999999999751e+00,2.270000000000000018e+00,3.029999999999999805e+00,1.209999999999999964e+01,1.080000000000000071e+00,4.309999999999999609e+00,1.139999999999999902e+00,1.310000000000000053e+00
2.000000000000000000e+00,2.100000000000000089e+00,2.500000000000000000e+00,3.810000000000000053e+00,4.549999999999999822e+00,2.890000000000000124e+00,4.219999999999999751e+00,2.220000000000000195e+00,3.029999999999999805e+00,9.230000000000000426e+00,1.189999999999999947e+00,4.040000000000000036e+00,1.209999999999999964e+00,1.280000000000000027e+00
2.000000000000000000e+00,2.100000000000000089e+00,2.600000000000000089e+00,3.759999999999999787e+00,4.309999999999999609e+00,2.830000000000000071e+00,3.799999999999999822e+00,2.109999999999999876e+00,3.009999999999999787e+00,9.699999999999999289e+00,1.270000000000000018e+00,3.979999999999999982e+00,1.340000000000000080e+00,1.050000000000000044e+00
2.000000000000000000e+00,2.200000000000000178e+00,2.899999999999999911e+00,3.700000000000000178e+00,4.070000000000000284e+00,2.770000000000000018e+00,3.540000000000000036e+00,2.029999999999999805e+00,2.970000000000000195e+00,9.189999999999999503e+00,1.370000000000000107e+00,3.720000000000000195e+00,1.419999999999999929e+00,1.219999999999999973e+00
2.000000000000000000e+00,2.299999999999999822e+00,3.000000000000000000e+00,3.330000000000000071e+00,4.019999999999999574e+00,3.930000000000000160e+00,3.450000000000000178e+00,1.939999999999999947e+00,2.839999999999999858e+00,5.079999999999999716e+01,1.409999999999999920e+00,3.649999999999999911e+00,1.449999999999999956e+00,1.280000000000000027e+00
2.000000000000000000e+00,2.399999999999999911e+00,3.100000000000000089e+00,3.229999999999999982e+00,4.070000000000000284e+00,4.740000000000000213e+00,3.609999999999999876e+00,1.949999999999999956e+00,2.850000000000000089e+00,3.119999999999999929e+01,1.429999999999999938e+00,3.529999999999999805e+00,1.530000000000000027e+00,1.310000000000000053e+00
2.000000000000000000e+00,2.399999999999999911e+00,3.000000000000000000e+00,3.240000000000000213e+00,4.070000000000000284e+00,6.160000000000000142e+00,3.649999999999999911e+00,2.120000000000000107e+00,2.669999999999999929e+00,1.569999999999999929e+01,1.459999999999999964e+00,3.629999999999999893e+00,1.699999999999999956e+00,1.409999999999999920e+00
