1.970000000000000000e+03,1.971000000000000000e+03,1.972000000000000000e+03,1.973000000000000000e+03,1.974000000000000000e+03,1.975000000000000000e+03,1.976000000000000000e+03,1.977000000000000000e+03,1.978000000000000000e+03,1.979000000000000000e+03,1.980000000000000000e+03,1.981000000000000000e+03,1.982000000000000000e+03,1.983000000000000000e+03,1.984000000000000000e+03,1.985000000000000000e+03,1.986000000000000000e+03,1.987000000000000000e+03,1.988000000000000000e+03,1.989000000000000000e+03,1.990000000000000000e+03,1.991000000000000000e+03,1.992000000000000000e+03,1.993000000000000000e+03,1.994000000000000000e+03,1.995000000000000000e+03,1.996000000000000000e+03,1.997000000000000000e+03,1.998000000000000000e+03,1.999000000000000000e+03,2.000000000000000000e+03,2.001000000000000000e+03,2.002000000000000000e+03,2.003000000000000000e+03,2.004000000000000000e+03,2.005000000000000000e+03,2.006000000000000000e+03,2.007000000000000000e+03,2.008000000000000000e+03,2.009000000000000000e+03,2.010000000000000000e+03,2.011000000000000000e+03,2.012000000000000000e+03
5.000000000000000278e-02,5.000000000000000278e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,8.999999999999999667e-02,6.400000000000000133e-01,1.169999999999999929e+00
5.000000000000000278e-02,7.000000000000000666e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01,6.800000000000000488e-01,1.040000000000000036e+00
5.000000000000000278e-02,8.000000000000000167e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000044e-01,6.500000000000000222e-01,1.000000000000000000e+00
5.000000000000000278e-02,7.000000000000000666e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,1.700000000000000122e-01,6.800000000000000488e-01,5.300000000000000266e-01
5.000000000000000278e-02,5.999999999999999778e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,1.499999999999999944e-01,3.549999999999999822e+00,2.399999999999999911e-01
5.000000000000000278e-02,5.000000000000000278e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,6.099999999999999867e-01,5.000000000000000000e-01,2.800000000000000266e-01
5.000000000000000278e-02,7.000000000000000666e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000167e-02,5.200000000000000178e-01,3.300000000000000155e-01
5.000000000000000278e-02,8.000000000000000167e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999999667e-02,5.899999999999999689e-01,5.100000000000000089e-01
5.000000000000000278e-02,1.000000000000000056e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,8.999999999999999667e-02,6.400000000000000133e-01,5.899999999999999689e-01
